"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"691",="6530","創威","02/17","24.7","+0.7","+2.92","2022","24.7","1.09","1.1","0","1.1","4.45","0","4.45","101","0","101","22'07/15"
"692",="2540","愛山林","02/17","78.6","+0.8","+1.03","2022","78.6","7.02","3.5","6.5","10","4.45","8.27","12.7","49.9","92.6","142","22'10/21"
"693",="3531","先益","02/17","26.95","-0.15","-0.55","2022","26.95","1.38","1.2","0","1.2","4.45","0","4.45","87","0","87","22'08/26"
"694",="3045","台灣大","02/17","96.6","+0.4","+0.42","2022","96.6","3.9","4.3","0","4.3","4.45","0","4.45","110","0","110","22'08/03"
"695",="9939","宏全","02/17","96.6","+2.2","+2.33","2022","96.6","6.83","4.3","0","4.3","4.45","0","4.45","63","0","63","22'07/28"
"696",="6196","帆宣","02/17","128","-0.5","-0.39","2023","128","","5.67","0","5.67","4.43","0","4.43","","","",""
"697",="4506","崇友","02/17","72.3","+0.3","+0.42","2022","72.3","4.39","3.2","0","3.2","4.43","0","4.43","72.9","0","72.9","22'08/12"
"698",="1264","德麥","02/17","271.5","-1","-0.37","2022","271.5","16.19","12","0","12","4.42","0","4.42","74.1","0","74.1","22'08/08"
"699",="6470","宇智","02/17","60.9","+0.9","+1.5","2022","60.9","3.42","2.69","0","2.69","4.42","0","4.42","78.7","0","78.7","22'07/01"
"700",="2453","凌群","02/17","43","+1.75","+4.24","2022","43","2.16","1.9","0","1.9","4.42","0","4.42","88","0","88","22'08/09"
"701",="1477","聚陽","02/17","215.5","-5.5","-2.49","2022","215.5","11.2","9.5","0","9.5","4.41","0","4.41","84.8","0","84.8","22'05/12"
"702",="2511","太子","02/17","11.35","-0.05","-0.44","2022","11.35","0.95","0.5","0","0.5","4.41","0","4.41","52.6","0","52.6","22'08/23"
"703",="9914","美利達","02/17","182","+3","+1.68","2022","182","15.55","8","0","8","4.4","0","4.4","51.4","0","51.4","22'09/05"
"704",="4550","長佳","02/17","26.2","+0.2","+0.77","2022","26.2","1.41","1.15","0","1.15","4.39","0","4.39","81.6","0","81.6","22'08/05"
"705",="6170","統振","02/17","36.5","+0.05","+0.14","2022","36.5","1.86","1.6","0","1.6","4.38","0","4.38","86","0","86","22'08/10"
"706",="6727","亞泰金屬","02/17","68.5","-0.2","-0.29","2022","68.5","5.75","3","0","3","4.38","0","4.38","52.2","0","52.2","22'08/08"
"707",="4973","廣穎","02/17","22.85","0","0","2022","22.85","0.35","1","0","1","4.38","0","4.38","286","0","286","22'05/20"
"708","00792B","群益A級公司債","02/17","32.8","-0.5","-1.5","2022","32.8","","1.44","0","1.44","4.38","0","4.38","","","",""
"709",="4190","佐登-KY","02/17","80","+2.4","+3.09","2022","80","4.98","3.5","0","3.5","4.38","0","4.38","70.3","0","70.3","22'05/20"
"710",="9904","寶成","02/17","34.3","-0.35","-1.01","2022","34.3","4.9","1.5","0","1.5","4.37","0","4.37","30.6","0","30.6","22'08/09"
"711",="3605","宏致","02/17","34.3","-0.15","-0.44","2022","34.3","4.16","1.5","0","1.5","4.37","0","4.37","36.1","0","36.1","22'09/02"
"712",="1593","祺驊","02/17","82.3","+3.3","+4.18","2022","82.3","4.9","3.6","0","3.6","4.37","0","4.37","73.4","0","73.4","22'10/03"
"713",="3430","奇鈦科","02/17","45.8","-0.15","-0.33","2022","45.8","4.4","2","0","2","4.37","0","4.37","45.5","0","45.5","22'07/25"
"714",="4958","臻鼎-KY","02/17","114.5","+0.5","+0.44","2022","114.5","10.21","5","0","5","4.37","0","4.37","49","0","49","22'07/08"
"715","00836B","永豐10年A公司債","02/17","30.01","-0.5","-1.64","2022","30.01","","1.31","0","1.31","4.37","0","4.37","","","",""
"716",="3450","聯鈞","02/17","41.25","-0.35","-0.84","2022","41.25","2.55","1.8","0","1.8","4.36","0","4.36","70.6","0","70.6","22'08/08"
"717",="1720","生達","02/17","57.3","-0.6","-1.04","2022","57.3","3.95","2.5","0","2.5","4.36","0","4.36","63.3","0","63.3","22'08/24"
"718",="8089","康全電訊","02/17","22.75","+0.05","+0.22","2022","22.75","-0.46","0.99","0","0.99","4.36","0","4.36","-216","0","-216","22'08/19"
"719",="2476","鉅祥","02/17","47.7","-0.4","-0.83","2022","47.7","3.49","2.08","0","2.08","4.36","0","4.36","59.6","0","59.6","22'09/08"
"720",="6751","智聯服務","02/17","48.25","+0.25","+0.52","2022","48.25","2.44","2.1","0","2.1","4.35","0","4.35","86.1","0","86.1","22'08/03"
"721",="3169","亞信","02/17","115","+1","+0.88","2022","115","6.34","5","0","5","4.35","0","4.35","78.9","0","78.9","22'09/07"
"722",="6449","鈺邦","02/17","46.05","-0.15","-0.32","2022","46.05","3.49","2","0","2","4.34","0","4.34","57.3","0","57.3","22'07/29"
"723",="8091","翔名","02/17","90.1","+1.3","+1.46","2022","90.1","5.92","3.91","0","3.91","4.34","0","4.34","66","0","66","22'08/16"
"724",="1451","年興","02/17","23.05","+0.15","+0.66","2022","23.05","1.23","1","0","1","4.34","0","4.34","81.3","0","81.3","22'08/09"
"725",="0051","元大中型100","02/17","55.5","-0.2","-0.36","2022","55.5","","2.4","0","2.4","4.32","0","4.32","","","","22'12/15"
"726",="2642","宅配通","02/17","48.6","+0.35","+0.73","2022","48.6","2.52","2.1","0","2.1","4.32","0","4.32","83.3","0","83.3","22'07/06"
"727",="2344","華邦電","02/17","23.15","-0.25","-1.07","2022","23.15","4.62","1","0","1","4.32","0","4.32","21.6","0","21.6","22'07/07"
"728",="3581","博磊","02/17","23.15","0","0","2022","23.15","2.11","1","0","1","4.32","0","4.32","47.4","0","47.4","22'09/02"
"729",="3413","京鼎","02/17","201.5","-2","-0.98","2022","201.5","17.01","8.69","0","8.69","4.31","0","4.31","51.1","0","51.1","22'07/29"
"730",="4557","永新-KY","02/17","104.5","+5.3","+5.34","2022","104.5","5.16","4.5","0","4.5","4.31","0","4.31","87.2","0","87.2","22'07/18"
"731",="2608","嘉里大榮","02/17","38.4","-0.35","-0.9","2022","38.4","2.99","1.65","0","1.65","4.3","0","4.3","55.2","0","55.2","22'08/10"
"732",="2614","東森","02/17","23.3","-0.05","-0.21","2022","23.3","1.37","1","0","1","4.29","0","4.29","73","0","73","22'04/29"
"733",="3622","洋華","02/17","28","-0.15","-0.53","2022","28","1.85","1.2","0","1.2","4.29","0","4.29","64.9","0","64.9","22'09/30"
"734",="4907","富宇","02/17","30.35","+0.1","+0.33","2022","30.35","1.75","1.3","0","1.3","4.28","0","4.28","74.3","0","74.3","22'09/22"
"735","00758B","FH能源債","02/17","50.55","-0.75","-1.46","2022","50.55","","2.16","0","2.16","4.27","0","4.27","","","",""
"736",="00901","永豐智能車供應鏈","02/17","12.71","-0.1","-0.78","2022","12.71","","0.54","0","0.54","4.27","0","4.27","","","","22'12/19"
"737",="2428","興勤","02/17","147.5","-0.5","-0.34","2022","147.5","12.31","6.3","0","6.3","4.27","0","4.27","51.2","0","51.2","22'09/16"
"738","00862B","中信投資級公司債","02/17","30.97","-0.38","-1.21","2022","30.97","","1.32","0","1.32","4.25","0","4.25","","","",""
"739","8349A","恒耀甲特","02/17","44.95","+0.05","+0.11","2022","44.95","","1.9","0","1.9","4.23","0","4.23","","","","22'08/08"
"740",="1470","大統新創","02/17","18.95","-0.2","-1.04","2022","18.95","0.34","0.8","0","0.8","4.22","0","4.22","234","0","234","22'08/19"
"741",="9942","茂順","02/17","118.5","+0.5","+0.42","2022","118.5","6.49","5","0","5","4.22","0","4.22","77","0","77","22'08/26"
"742",="2070","精湛","02/17","35.65","-0.95","-2.6","2022","35.65","3.61","1.5","0","1.5","4.21","0","4.21","41.6","0","41.6","22'05/05"
"743",="2027","大成鋼","02/17","42.8","-0.3","-0.7","2022","42.8","5.76","1.8","0.1","1.9","4.21","0.23","4.44","31.2","1.74","33","22'08/25"
"744",="1256","鮮活果汁-KY","02/17","310","+2.5","+0.81","2022","310","20.94","13","0","13","4.19","0","4.19","62.1","0","62.1","22'08/18"
"745",="1104","環泥","02/17","23.9","+0.05","+0.21","2022","23.9","1.66","1","0","1","4.18","0","4.18","60.2","0","60.2","22'08/25"
"746",="2886","兆豐金","02/17","33.5","+0.1","+0.3","2022","33.5","1.89","1.4","0.25","1.65","4.18","0.75","4.93","74.1","13.2","87.3","22'09/16"
"747",="3338","泰碩","02/17","35.9","+0.75","+2.13","2022","35.9","2.13","1.5","0","1.5","4.18","0","4.18","70.4","0","70.4","22'07/15"
"748",="4535","至興","02/17","38.4","+0.05","+0.13","2022","38.4","2.4","1.6","0","1.6","4.17","0","4.17","66.7","0","66.7","22'06/30"
"749","2897A","王道銀甲特","02/17","10.25","+0.05","+0.49","2022","10.25","","0.42","0","0.42","4.15","0","4.15","","","","22'08/16"
"750",="6024","群益期","02/17","38.6","-0.05","-0.13","2022","38.6","2.33","1.6","0","1.6","4.15","0","4.15","68.7","0","68.7","22'08/05"
"751",="2903","遠百","02/17","21.75","+0.15","+0.69","2022","21.75","0.86","0.9","0","0.9","4.14","0","4.14","105","0","105","22'08/12"
"752",="6747","亨泰光","02/17","210","-2","-0.94","2022","210","10.01","8.68","0","8.68","4.13","0","4.13","86.7","0","86.7","22'08/02"
"753",="1474","弘裕","02/17","12.1","0","0","2022","12.1","1.11","0.5","0","0.5","4.13","0","4.13","45","0","45","22'08/26"
"754","3036A","文曄甲特","02/17","48.4","0","0","2022","48.4","","2","0","2","4.13","0","4.13","","","","22'07/13"
"755",="8923","時報","02/17","21.8","-0.1","-0.46","2022","21.8","1","0.9","0","0.9","4.13","0","4.13","90","0","90","22'07/26"
"756",="6208","日揚","02/17","53.3","-0.2","-0.37","2022","53.3","3.67","2.2","0","2.2","4.13","0","4.13","59.9","0","59.9","22'04/15"
"757",="3530","晶相光","02/17","85","-0.4","-0.47","2022","85","9.61","3.5","0","3.5","4.12","0","4.12","36.4","0","36.4","22'08/18"
"758",="2488","漢平","02/17","29.15","-0.1","-0.34","2022","29.15","1.79","1.2","0","1.2","4.12","0","4.12","67","0","67","22'10/21"
"759",="8215","明基材","02/17","36.55","+0.4","+1.11","2022","36.55","3.03","1.5","0","1.5","4.1","0","4.1","49.5","0","49.5","22'08/12"
"760","00863B","中信全球電信債","02/17","31.72","-0.37","-1.15","2022","31.72","","1.3","0","1.3","4.1","0","4.1","","","",""
"761",="1232","大統益","02/17","146.5","+0.5","+0.34","2022","146.5","7.76","6","0","6","4.1","0","4.1","77.3","0","77.3","22'07/15"
"762",="4532","瑞智","02/17","17.1","+0.05","+0.29","2022","17.1","1.08","0.7","0","0.7","4.09","0","4.09","64.8","0","64.8","22'07/21"
"763","00777B","凱基AAA至A公司債","02/17","33.96","-0.6","-1.74","2022","33.96","","1.38","0","1.38","4.08","0","4.08","","","",""
"764",="8046","南電","02/17","245.5","-2","-0.81","2022","245.5","16.38","10","0","10","4.07","0","4.07","61.1","0","61.1","22'08/02"
"765",="1216","統一","02/17","66.4","+0.1","+0.15","2022","66.4","3.5","2.7","0","2.7","4.07","0","4.07","77.1","0","77.1","22'09/08"
"766","3702A","大聯大甲特","02/17","49.25","-0.1","-0.2","2022","49.25","","2","0","2","4.06","0","4.06","","","","22'08/15"
"767",="2412","中華電","02/17","113.5","-0.5","-0.44","2022","113.5","4.61","4.61","0","4.61","4.06","0","4.06","100","0","100","22'08/05"
"768","00759B","FH製藥債","02/17","55.1","-0.9","-1.61","2022","55.1","","2.23","0","2.23","4.05","0","4.05","","","",""
"769",="6569","醫揚","02/17","98.9","-0.4","-0.4","2022","98.9","4.22","4","0","4","4.04","0","4.04","94.8","0","94.8","22'07/26"
"770",="3310","佳穎","02/17","53.6","-0.2","-0.37","2022","53.6","1.33","2.17","0","2.17","4.04","0","4.04","163","0","163","22'08/05"
"771",="6175","立敦","02/17","37.15","+0.7","+1.92","2022","37.15","3.45","1.5","0","1.5","4.04","0","4.04","43.5","0","43.5","22'08/25"
"772",="8436","大江","02/17","221","+8.5","+4","2022","221","13.17","8.92","0","8.92","4.04","0","4.04","67.7","0","67.7","22'08/18"
"773",="9918","欣天然","02/17","42.15","-0.05","-0.12","2022","42.15","1.92","1.7","0","1.7","4.03","0","4.03","88.5","0","88.5","22'08/10"
"774",="1583","程泰","02/17","62.1","+0.9","+1.47","2022","62.1","3.3","2.5","0","2.5","4.03","0","4.03","75.8","0","75.8","22'09/02"
"775",="00728","第一金工業30","02/17","23.13","-0.16","-0.69","2023","23.13","","0.93","0","0.93","4.02","0","4.02","","","","23'03/06"
"776",="3501","維熹","02/17","49.8","-0.2","-0.4","2022","49.8","2.92","2","0","2","4.02","0","4.02","68.5","0","68.5","22'08/26"
"777",="3714","富采","02/17","49.8","+0.4","+0.81","2022","49.8","3.67","2","0","2","4.02","0","4.02","54.5","0","54.5","22'07/14"
"778",="4561","健椿","02/17","22.45","+0.1","+0.45","2022","22.45","2.49","0.9","0","0.9","4.01","0","4.01","36.1","0","36.1","22'08/05"
"779",="9802","鈺齊-KY","02/17","134","-2","-1.47","2022","134","14.45","5.37","0","5.37","4.01","0","4.01","37.2","0","37.2","22'10/18"
"780",="1785","光洋科","02/17","37.2","0","0","2022","37.2","2.15","1.49","0","1.49","4.01","0","4.01","69.3","0","69.3","22'08/26"
"781",="4583","台灣精銳","02/17","200","-1","-0.5","2022","200","11.83","8","0","8","4","0","4","67.6","0","67.6","22'05/19"
"782","2881A","富邦特","02/17","61.6","0","0","2022","61.6","","2.46","0","2.46","3.99","0","3.99","","","","22'08/25"
"783",="2239","英利-KY","02/17","62.7","+0.2","+0.32","2022","62.7","5.64","2.5","0","2.5","3.99","0","3.99","44.3","0","44.3","22'08/11"
"784",="3705","永信","02/17","42.75","-0.1","-0.23","2022","42.75","2.77","1.7","0","1.7","3.98","0","3.98","61.4","0","61.4","22'07/13"
"785",="6271","同欣電","02/17","226.5","-9.5","-4.03","2022","226.5","15.49","9","0","9","3.97","0","3.97","58.1","0","58.1","22'07/22"
"786",="4107","邦特","02/17","113.5","+1","+0.89","2022","113.5","6.22","4.5","0","4.5","3.96","0","3.96","72.3","0","72.3","22'09/29"
"787",="4439","冠星-KY","02/17","113.5","-2","-1.73","2022","113.5","10.72","4.5","2","6.5","3.96","1.76","5.73","42","18.7","60.6","22'08/16"
"788",="6581","鋼聯","02/17","101","+1","+1","2022","101","5.08","4","0","4","3.96","0","3.96","78.7","0","78.7","22'04/22"
