"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"924",="8043","蜜望實","02/17","30.1","+2","+7.12","2022","30.1","1.76","1","0","1","3.32","0","3.32","56.8","0","56.8","22'09/02"
"925",="006208","富邦台50","02/17","68.7","-0.9","-1.29","2022","68.7","","2.28","0","2.28","3.32","0","3.32","","","","22'12/19"
"926",="3306","鼎天","02/17","24.15","0","0","2022","24.15","1.05","0.8","0","0.8","3.31","0","3.31","76.2","0","76.2","22'08/26"
"927",="5902","德記","02/17","36.3","0","0","2022","36.3","1.57","1.2","0","1.2","3.31","0","3.31","76.4","0","76.4","22'07/11"
"928",="2206","三陽工業","02/17","39.4","+0.55","+1.42","2022","39.4","3.11","1.3","0","1.3","3.3","0","3.3","41.8","0","41.8","22'08/22"
"929",="6223","旺矽","02/17","121.5","-1","-0.82","2022","121.5","7.44","4","0","4","3.29","0","3.29","53.8","0","53.8","22'08/05"
"930",="1103","嘉泥","02/17","19.75","0","0","2022","19.75","1.02","0.65","0","0.65","3.29","0","3.29","63.7","0","63.7","22'09/02"
"931",="4164","承業醫","02/17","61","+5.5","+9.91","2022","61","2.43","2.01","0","2.01","3.29","0","3.29","82.5","0","82.5","22'08/04"
"932",="6843","進典","02/17","60.9","+1.3","+2.18","2022","60.9","2.45","2","0","2","3.28","0","3.28","81.6","0","81.6","22'08/05"
"933",="6532","瑞耘","02/17","54.9","0","0","2022","54.9","2.63","1.8","0","1.8","3.28","0","3.28","68.4","0","68.4","22'08/12"
"934",="3583","辛耘","02/17","76.3","+0.4","+0.53","2022","76.3","5.23","2.5","0","2.5","3.28","0","3.28","47.8","0","47.8","22'07/21"
"935",="1701","中化","02/17","27.5","+0.1","+0.36","2022","27.5","1.74","0.9","0","0.9","3.27","0","3.27","51.7","0","51.7","22'08/19"
"936",="8432","東生華","02/17","45.9","-0.3","-0.65","2022","45.9","1.23","1.5","0","1.5","3.27","0","3.27","122","0","122","22'07/08"
"937",="6183","關貿","02/17","62.8","+0.8","+1.29","2022","62.8","2.84","2.05","0","2.05","3.26","0","3.26","72.2","0","72.2","22'09/15"
"938",="8464","億豐","02/17","338.5","+2.5","+0.74","2022","338.5","18.15","11","0","11","3.25","0","3.25","60.6","0","60.6","22'08/05"
"939",="6719","力智","02/17","308","+8","+2.67","2023","308","14.85","10","0","10","3.25","0","3.25","67.3","0","67.3",""
"940",="9941","裕融","02/17","169.5","0","0","2022","169.5","12.96","5.5","1.7","7.2","3.24","1","4.25","42.4","13.1","55.6","22'08/16"
"941","2891C","中信金丙特","02/17","59.4","-0.1","-0.17","2022","59.4","","1.92","0","1.92","3.23","0","3.23","","","","22'08/12"
"942",="2017","官田鋼","02/17","18.6","+0.5","+2.76","2022","18.6","1.98","0.6","0.6","1.2","3.23","3.23","6.45","30.3","30.3","60.6","22'08/08"
"943",="1410","南染","02/17","40.35","-0.05","-0.12","2022","40.35","1.29","1.3","0","1.3","3.22","0","3.22","101","0","101","22'08/12"
"944",="2235","謚源","02/17","46.65","-0.45","-0.96","2022","46.65","1.42","1.5","0","1.5","3.22","0","3.22","106","0","106","22'08/23"
"945",="2640","大車隊","02/17","109","+2.5","+2.35","2022","109","4.11","3.5","0","3.5","3.21","0","3.21","85.2","0","85.2","22'08/31"
"946",="6426","統新","02/17","62.4","-0.3","-0.48","2022","62.4","0.3","2","0","2","3.21","0","3.21","667","0","667","22'08/26"
"947",="3276","宇環","02/17","12.5","+0.05","+0.4","2022","12.5","1.18","0.4","0","0.4","3.2","0","3.2","33.9","0","33.9","22'07/15"
"948",="6279","胡連","02/17","156.5","-2","-1.26","2022","156.5","7.91","5","0","5","3.19","0","3.19","63.2","0","63.2","22'09/30"
"949",="1210","大成","02/17","47.05","-0.25","-0.53","2022","47.05","2.32","1.5","0.5","2","3.19","1.06","4.25","64.7","21.6","86.2","22'05/20"
"950",="3447","展達","02/17","47.05","+0.25","+0.53","2022","47.05","2.12","1.5","0","1.5","3.19","0","3.19","70.8","0","70.8","22'10/14"
"951",="2207","和泰車","02/17","630","+7","+1.12","2022","630","29.68","20","0","20","3.17","0","3.17","67.4","0","67.4","22'07/27"
"952",="2106","建大","02/17","31.55","-0.3","-0.94","2022","31.55","1.01","1","0","1","3.17","0","3.17","99","0","99","22'09/30"
"953",="5272","笙科","02/17","27.25","0","0","2022","27.25","0.96","0.86","0","0.86","3.16","0","3.16","89.7","0","89.7","22'07/15"
"954",="4540","全球傳動","02/17","41.2","+0.75","+1.85","2022","41.2","2.52","1.3","0","1.3","3.16","0","3.16","51.6","0","51.6","22'10/27"
"955",="3663","鑫科","02/17","28.55","+0.35","+1.24","2022","28.55","0.96","0.9","0","0.9","3.15","0","3.15","93.8","0","93.8","22'09/06"
"956",="6655","科定","02/17","127.5","-0.5","-0.39","2022","127.5","8.35","4","0","4","3.14","0","3.14","47.9","0","47.9","22'05/27"
"957",="6415","矽力*-KY","02/17","575","-12","-2.04","2022","575","61.51","17.98","0","17.98","3.13","0","3.13","29.2","0","29.2","22'04/22"
"958",="2836","高雄銀","02/17","12.8","-0.05","-0.39","2022","12.8","0.78","0.4","0.3","0.7","3.12","2.34","5.47","51.3","38.5","89.7","22'08/31"
"959",="5530","龍巖","02/17","38.55","+0.2","+0.52","2022","38.55","3.36","1.2","0","1.2","3.11","0","3.11","35.7","0","35.7","22'08/31"
"960","01010T","京城樂富R1","02/17","10.04","0","0","2022","10.04","","0.31","0","0.31","3.1","0","3.1","","","",""
"961",="2897","王道銀行","02/17","9.67","-0.02","-0.21","2022","9.67","0.63","0.3","0","0.3","3.1","0","3.1","47.6","0","47.6","22'08/16"
"962",="1513","中興電","02/17","90.7","+2.9","+3.3","2022","90.7","4.19","2.8","0","2.8","3.09","0","3.09","66.8","0","66.8","22'08/12"
"963",="8921","沈氏","02/17","14.7","0","0","2022","14.7","0.31","0.45","0","0.45","3.08","0","3.08","146","0","146","22'07/19"
"964",="2723","美食-KY","02/17","162.5","+2.5","+1.56","2022","162.5","6.07","5","0","5","3.08","0","3.08","82.4","0","82.4","22'07/11"
"965",="2354","鴻準","02/17","55.3","+0.2","+0.36","2022","55.3","3.17","1.7","0","1.7","3.07","0","3.07","53.6","0","53.6","22'07/28"
"966",="4741","泓瀚","02/17","26.1","0","0","2022","26.1","0.9","0.8","0","0.8","3.07","0","3.07","88.9","0","88.9","22'08/02"
"967",="6414","樺漢","02/17","228.5","-2.5","-1.08","2022","228.5","13.91","7","0","7","3.06","0","3.06","50.3","0","50.3","22'08/25"
"968","01001T","土銀富邦R1","02/17","15.72","-0.02","-0.13","2022","15.72","","0.48","0","0.48","3.06","0","3.06","","","",""
"969",="8374","羅昇","02/17","29.5","0","0","2022","29.5","1.32","0.9","0","0.9","3.05","0","3.05","68.2","0","68.2","22'08/12"
"970",="8027","鈦昇","02/17","52.3","0","0","2022","52.3","2.62","1.59","0","1.59","3.05","0","3.05","60.8","0","60.8","22'07/15"
"971",="1752","南光","02/17","59.1","+0.1","+0.17","2022","59.1","1.94","1.8","0","1.8","3.05","0","3.05","92.8","0","92.8","22'07/21"
"972",="6538","倉和","02/17","82.1","+0.1","+0.12","2022","82.1","4.13","2.5","0","2.5","3.05","0","3.05","60.5","0","60.5","22'08/25"
"973",="4155","訊映","02/17","32.85","-0.65","-1.94","2022","32.85","0.46","1","0","1","3.04","0","3.04","217","0","217","22'07/28"
"974",="5536","聖暉*","02/17","112.5","+1","+0.9","2023","112.5","12.58","3.42","0","3.42","3.04","0","3.04","27.2","0","27.2","23'02/24"
"975",="00905","FT臺灣Smart","02/17","8.9","-0.03","-0.34","2023","8.9","","0.27","0","0.27","3.03","0","3.03","","","","23'03/06"
"976",="1259","安心","02/17","75.9","+0.4","+0.53","2022","75.9","3.07","2.3","0","2.3","3.03","0","3.03","74.9","0","74.9","22'04/20"
"977",="1437","勤益控","02/17","29.8","+1.4","+4.93","2022","29.8","2.25","0.9","0","0.9","3.02","0","3.02","40","0","40","22'07/28"
"978",="4533","協易機","02/17","11.65","+0.35","+3.1","2022","11.65","0.36","0.35","0","0.35","3","0","3","97.2","0","97.2","22'08/24"
"979",="8473","山林水","02/17","28.3","+0.1","+0.35","2022","28.3","1.36","0.85","0","0.85","3","0","3","62.5","0","62.5","22'08/30"
"980",="4536","拓凱","02/17","200","0","0","2022","200","15.69","6","0","6","3","0","3","38.2","0","38.2","22'08/31"
"981",="1203","味王","02/17","36.75","-0.3","-0.81","2022","36.75","1.88","1.1","0","1.1","2.99","0","2.99","58.5","0","58.5","22'10/06"
"982",="6669","緯穎","02/17","836","-2","-0.24","2022","836","49.46","25","0","25","2.99","0","2.99","50.5","0","50.5","22'07/15"
"983",="3356","奇偶","02/17","40.25","-0.1","-0.25","2022","40.25","1.97","1.2","0","1.2","2.98","0","2.98","60.9","0","60.9","22'10/31"
"984",="1414","東和","02/17","18.05","+0.05","+0.28","2022","18.05","0.65","0.54","0","0.54","2.98","0","2.98","82.8","0","82.8","22'08/05"
"985",="8420","明揚","02/17","83.9","+0.1","+0.12","2022","83.9","4.64","2.5","0","2.5","2.98","0","2.98","53.9","0","53.9","22'07/20"
"986",="4207","環泰","02/17","13.45","-0.05","-0.37","2022","13.45","2.25","0.4","0.85","1.25","2.97","6.32","9.29","17.8","37.8","55.6","22'05/12"
"987",="3628","盈正","02/17","42.1","-0.35","-0.82","2022","42.1","1.6","1.25","0","1.25","2.97","0","2.97","78.1","0","78.1","22'09/15"
"988",="4746","台耀","02/17","67.4","-0.1","-0.15","2022","67.4","10.92","2","0","2","2.97","0","2.97","18.3","0","18.3","22'08/25"
"989",="4538","大詠城","02/17","20.25","+1.8","+9.76","2023","20.25","1.59","0.6","0.4","1","2.96","1.98","4.94","37.7","25.2","62.9",""
"990",="2023","燁輝","02/17","16.95","0","0","2022","16.95","2.75","0.5","0.5","1","2.95","2.95","5.9","18.2","18.2","36.4","22'09/12"
"991",="3548","兆利","02/17","67.8","+3.1","+4.79","2022","67.8","4.12","2","0","2","2.95","0","2.95","48.5","0","48.5","22'08/19"
"992",="00701","國泰股利精選30","02/17","22.43","-0.05","-0.22","2023","22.43","","0.66","0","0.66","2.94","0","2.94","","","","23'03/02"
"993",="4113","聯上","02/17","13.6","+0.4","+3.03","2022","13.6","0.63","0.4","0","0.4","2.94","0","2.94","63.5","0","63.5","22'09/08"
"994",="4763","材料-KY","02/17","301","-5","-1.63","2022","301","13.25","8.82","0","8.82","2.93","0","2.93","66.6","0","66.6","23'01/16"
"995",="0053","元大電子","02/17","58.45","-0.7","-1.18","2022","58.45","","1.71","0","1.71","2.93","0","2.93","","","","22'12/15"
"996",="5607","遠雄港","02/17","54.7","0","0","2022","54.7","2.48","1.6","0","1.6","2.93","0","2.93","64.5","0","64.5","22'08/30"
"997",="3322","建舜電","02/17","20.45","0","0","2022","20.45","1.85","0.6","0","0.6","2.92","0","2.92","32.3","0","32.3","22'10/05"
"998",="6182","合晶","02/17","46.25","-0.2","-0.43","2022","46.25","2.02","1.35","0","1.35","2.92","0","2.92","66.8","0","66.8","22'08/10"
"999",="9958","世紀鋼","02/17","102.5","+3.5","+3.54","2022","102.5","5.46","2.99","0","2.99","2.92","0","2.92","54.7","0","54.7","22'10/18"
"1000",="6568","宏觀","02/17","172","-2","-1.15","2022","172","5.65","5.02","0","5.02","2.92","0","2.92","88.8","0","88.8","22'07/29"
"1001",="3479","安勤","02/17","88.8","+1.2","+1.37","2022","88.8","2.94","2.58","0","2.58","2.91","0","2.91","87.8","0","87.8","22'07/22"
"1002",="6451","訊芯-KY","02/17","88.3","-0.1","-0.11","2022","88.3","3.77","2.56","0","2.56","2.9","0","2.9","67.9","0","67.9","22'08/26"
"1003","00764B","群益25年美債","02/17","32.1","-0.59","-1.8","2022","32.1","","0.93","0","0.93","2.89","0","2.89","","","",""
"1004","00697B","元大美債7-10","02/17","35.01","-0.12","-0.34","2022","35.01","","1.01","0","1.01","2.88","0","2.88","","","",""
"1005",="3374","精材","02/17","104","-2.5","-2.35","2023","104","7.31","3","0","3","2.88","0","2.88","41","0","41",""
"1006",="9935","慶豐富","02/17","17.7","+0.05","+0.28","2022","17.7","0.46","0.51","0","0.51","2.88","0","2.88","111","0","111","22'08/29"
"1007",="5269","祥碩","02/17","903","-17","-1.85","2022","903","46.23","26","0","26","2.88","0","2.88","56.2","0","56.2","22'09/08"
"1008",="2801","彰銀","02/17","17.45","+0.15","+0.87","2022","17.45","0.84","0.5","0.1","0.6","2.87","0.57","3.44","59.5","11.9","71.4","22'09/08"
"1009",="00896","中信綠能及電動車","02/17","14.16","-0.05","-0.35","2022","14.16","","0.4","0","0.4","2.86","0","2.86","","","","23'01/19"
"1010",="1444","力麗","02/17","10.5","+0.05","+0.48","2022","10.5","0.68","0.3","0","0.3","2.86","0","2.86","44.1","0","44.1","22'09/08"
"1011",="8931","大汽電","02/17","52.5","+0.1","+0.19","2022","52.5","1.39","1.5","0","1.5","2.86","0","2.86","108","0","108","22'08/25"
"1012",="3511","矽瑪","02/17","35.05","+0.15","+0.43","2022","35.05","1.39","1","0","1","2.85","0","2.85","71.9","0","71.9","22'07/28"
"1013",="6290","良維","02/17","70.3","0","0","2022","70.3","3.05","2","0","2","2.84","0","2.84","65.6","0","65.6","22'08/26"
"1014",="4739","康普","02/17","105.5","+0.5","+0.48","2022","105.5","4.67","3","0","3","2.84","0","2.84","64.2","0","64.2","22'07/20"
"1015",="6143","振曜","02/17","88","+5.3","+6.41","2022","88","3.33","2.5","0","2.5","2.84","0","2.84","75.1","0","75.1","22'08/30"
"1016",="5388","中磊","02/17","84.7","-0.2","-0.24","2022","84.7","3.44","2.4","0","2.4","2.83","0","2.83","69.8","0","69.8","22'05/05"
"1017",="4205","中華食","02/17","106","-0.5","-0.47","2022","106","3.76","3","0","3","2.83","0","2.83","79.8","0","79.8","22'08/10"
"1018",="2421","建準","02/17","42.6","0","0","2022","42.6","1.71","1.2","0","1.2","2.82","0","2.82","70.2","0","70.2","22'07/21"
"1019",="6561","是方","02/17","320","+29","+9.97","2023","320","11.85","9","1","10","2.81","0.31","3.12","75.9","8.44","84.4",""
"1020",="4754","國碳科","02/17","35.6","+0.2","+0.56","2022","35.6","2.4","1","1","2","2.81","2.81","5.62","41.7","41.7","83.3","22'09/23"
"1021",="8042","金山電","02/17","35.65","-0.15","-0.42","2022","35.65","1.24","1","0","1","2.81","0","2.81","80.6","0","80.6","22'08/02"
"1022",="2375","凱美","02/17","71.5","+2.2","+3.17","2022","71.5","8.62","2","0","2","2.8","0","2.8","23.2","0","23.2","22'07/22"
"1023",="3491","昇達科","02/17","143.5","+0.5","+0.35","2022","143.5","3.81","4","0","4","2.79","0","2.79","105","0","105","22'07/29"
"1024",="3003","健和興","02/17","71.8","-0.4","-0.55","2022","71.8","4.98","2","0","2","2.79","0","2.79","40.2","0","40.2","22'05/06"
"1025",="1605","華新","02/17","57.5","+1.2","+2.13","2022","57.5","4.27","1.6","0","1.6","2.78","0","2.78","37.5","0","37.5","22'07/19"
"1026",="5489","彩富","02/17","36.05","+0.1","+0.28","2022","36.05","1.25","1","0","1","2.77","0","2.77","80","0","80","22'09/16"
"1027","00779B","凱基美債25+","02/17","32.37","-0.43","-1.31","2022","32.37","","0.9","0","0.9","2.76","0","2.76","","","",""
"1028",="4977","眾達-KY","02/17","116.5","+0.5","+0.43","2022","116.5","3.88","3.22","0","3.22","2.76","0","2.76","83","0","83","22'08/16"
"1029",="1225","福懋油","02/17","57.9","0","0","2022","57.9","2.07","1.6","0","1.6","2.76","0","2.76","77.3","0","77.3","22'09/30"
"1030",="5353","台林","02/17","32.6","+0.9","+2.84","2022","32.6","1.01","0.9","0","0.9","2.76","0","2.76","89.1","0","89.1","22'07/28"
"1031",="7402","邑錡","02/17","36.2","-0.2","-0.55","2022","36.2","1.56","1","0.5","1.5","2.75","1.38","4.13","63.9","31.9","95.8","22'10/07"
"1032",="5206","坤悅","02/17","17.5","0","0","2022","17.5","0.54","0.48","0","0.48","2.74","0","2.74","88.9","0","88.9","22'09/30"
"1033",="4968","立積","02/17","128","-1","-0.78","2022","128","5.26","3.5","0","3.5","2.73","0","2.73","66.5","0","66.5","22'07/29"
"1034",="1808","潤隆","02/17","73.3","-0.2","-0.27","2022","73.3","4.26","2","1.5","3.5","2.73","2.05","4.77","46.9","35.2","82.2","22'10/31"
"1035",="3081","聯亞","02/17","128.5","+0.5","+0.39","2023","128.5","3.61","3.5","0","3.5","2.72","0","2.72","97","0","97",""
"1036",="6509","聚和","02/17","45.9","-0.25","-0.54","2022","45.9","2.48","1.25","0","1.25","2.72","0","2.72","50.4","0","50.4","22'09/28"
"1037",="1539","巨庭","02/17","29.4","-0.05","-0.17","2022","29.4","1.35","0.8","0","0.8","2.72","0","2.72","59.3","0","59.3","22'09/26"
"1038",="3587","閎康","02/17","184","0","0","2022","184","9.48","5","0","5","2.72","0","2.72","52.7","0","52.7","22'05/20"
"1039",="2009","第一銅","02/17","36.85","+0.05","+0.14","2022","36.85","1.18","1","0","1","2.71","0","2.71","84.7","0","84.7","22'08/18"
"1040",="2059","川湖","02/17","402","+6.5","+1.64","2022","402","21.75","10.88","0","10.88","2.71","0","2.71","50","0","50","22'09/30"
"1041",="1217","愛之味","02/17","11.1","-0.05","-0.45","2022","11.1","0.41","0.3","0","0.3","2.7","0","2.7","73.2","0","73.2","22'08/12"
"1042",="2427","三商電","02/17","13","+0.15","+1.17","2022","13","0.81","0.35","0","0.35","2.69","0","2.69","43.2","0","43.2","22'08/31"
"1043",="2753","八方雲集","02/17","249.5","-0.5","-0.2","2022","249.5","9.02","6.72","0","6.72","2.69","0","2.69","74.5","0","74.5","23'01/11"
"1044",="3432","台端","02/17","18.65","+0.1","+0.54","2022","18.65","0.86","0.5","0","0.5","2.68","0","2.68","58.1","0","58.1","22'08/30"
"1045",="2528","皇普","02/17","17.5","+0.1","+0.57","2022","17.5","1.52","0.47","0","0.47","2.67","0","2.67","30.8","0","30.8","22'05/16"
"1046",="6156","松上","02/17","19.4","0","0","2022","19.4","1.29","0.52","0","0.52","2.66","0","2.66","40","0","40","22'11/14"
"1047",="6242","立康","02/17","56.4","-0.2","-0.35","2022","56.4","2.32","1.5","0.5","2","2.66","0.89","3.55","64.7","21.6","86.2","22'08/08"
"1048",="1711","永光","02/17","18.85","+0.05","+0.27","2022","18.85","0.86","0.5","0","0.5","2.65","0","2.65","58.1","0","58.1","22'07/14"
"1049",="2402","毅嘉","02/17","18.9","-0.1","-0.53","2022","18.9","0.75","0.5","0","0.5","2.65","0","2.65","66.7","0","66.7","22'08/26"
"1050",="4173","久裕","02/17","18.9","0","0","2022","18.9","0.74","0.5","0","0.5","2.65","0","2.65","67.6","0","67.6","22'07/28"
"1051",="6282","康舒","02/17","37.85","+0.4","+1.07","2022","37.85","1.17","1","0","1","2.64","0","2.64","85.5","0","85.5","22'05/19"
"1052",="1463","強盛","02/17","15.15","-0.15","-0.98","2022","15.15","0.49","0.4","0","0.4","2.64","0","2.64","81.6","0","81.6","22'08/26"
"1053",="2884","玉山金","02/17","25.4","+0.3","+1.2","2022","25.4","1.54","0.67","0.67","1.34","2.64","2.65","5.29","43.5","43.8","87.3","22'08/31"
"1054","01007T","兆豐國泰R2","02/17","17.85","-0.03","-0.17","2022","17.85","","0.47","0","0.47","2.63","0","2.63","","","",""
"1055",="4971","IET-KY","02/17","57","-0.1","-0.18","2022","57","2.45","1.5","0","1.5","2.63","0","2.63","61.2","0","61.2","22'10/28"
"1056",="5425","台半","02/17","95","+0.4","+0.42","2022","95","3.55","2.5","0","2.5","2.63","0","2.63","70.4","0","70.4","22'08/24"
"1057",="1101","台泥","02/17","38","+0.5","+1.33","2022","38","3.3","1","1","2","2.63","2.63","5.26","30.3","30.3","60.6","22'08/22"
"1058",="8050","廣積","02/17","82.5","+2.5","+3.12","2022","82.5","2.69","2.16","0","2.16","2.62","0","2.62","80.5","0","80.5","22'08/05"
"1059",="6245","立端","02/17","114.5","+9","+8.53","2022","114.5","4.65","3","0","3","2.62","0","2.62","64.5","0","64.5","22'09/30"
"1060","01003T","兆豐新光R1","02/17","21.5","0","0","2022","21.5","","0.56","0","0.56","2.61","0","2.61","","","",""
"1061",="2633","台灣高鐵","02/17","29.05","+0.05","+0.17","2022","29.05","0.64","0.76","0","0.76","2.61","0","2.61","118","0","118","22'08/10"
"1062",="3268","海德威","02/17","23.1","+0.15","+0.65","2022","23.1","0.95","0.6","0","0.6","2.6","0","2.6","63.2","0","63.2","22'09/07"
"1063",="5871","中租-KY","02/17","231.5","0","0","2022","231.5","14.8","6","0.5","6.5","2.59","0.22","2.81","40.5","3.38","43.9","22'07/26"
"1064",="8234","新漢","02/17","38.6","-0.4","-1.03","2022","38.6","1","1","0","1","2.59","0","2.59","100","0","100","22'09/21"
"1065",="4737","華廣","02/17","77.3","+0.1","+0.13","2022","77.3","1.45","2","0","2","2.59","0","2.59","138","0","138","22'08/19"
"1066","01004T","土銀富邦R2","02/17","15.24","0","0","2022","15.24","","0.39","0","0.39","2.58","0","2.58","","","",""
"1067","00856B","永豐1-3年美公債","02/17","36.83","+0.04","+0.11","2022","36.83","","0.95","0","0.95","2.58","0","2.58","","","",""
"1068",="5288","豐祥-KY","02/17","175","-1","-0.57","2022","175","9.58","4.5","0","4.5","2.57","0","2.57","47","0","47","22'09/28"
"1069",="4747","強生","02/17","56.4","-0.4","-0.7","2022","56.4","1.64","1.45","0","1.45","2.57","0","2.57","88.4","0","88.4","22'07/13"
"1070",="2328","廣宇","02/17","39.45","-0.2","-0.5","2022","39.45","1.87","1","0","1","2.53","0","2.53","53.5","0","53.5","22'09/23"
"1071",="3380","明泰","02/17","31.6","+0.6","+1.94","2022","31.6","0.8","0.8","0","0.8","2.53","0","2.53","100","0","100","22'08/12"
"1072",="4433","興采","02/17","30.3","+0.05","+0.17","2022","30.3","1.21","0.77","0","0.77","2.53","0","2.53","63.3","0","63.3","22'07/27"
"1073",="8279","生展","02/17","158.5","-1","-0.63","2022","158.5","8.77","4","0","4","2.52","0","2.52","45.6","0","45.6","22'07/14"
"1074",="6865","偉康科技","02/17","119.5","+10.5","+9.63","2022","119.5","5.54","3","0","3","2.51","0","2.51","54.2","0","54.2","22'08/12"
"1075",="2368","金像電","02/17","87.7","-0.4","-0.45","2022","87.7","5.41","2.2","0","2.2","2.51","0","2.51","40.7","0","40.7","22'07/25"
"1076",="3086","華義","02/17","80","+1.8","+2.3","2022","80","4.8","2","1.5","3.5","2.5","1.88","4.38","41.7","31.2","72.9","22'09/30"
"1077",="3037","欣興","02/17","136","-2.5","-1.81","2022","136","8.98","3.4","0","3.4","2.5","0","2.5","37.9","0","37.9","22'08/12"
"1078",="3252","海灣","02/17","20.15","+0.4","+2.03","2022","20.15","0.71","0.5","0","0.5","2.48","0","2.48","70.4","0","70.4","22'08/31"
"1079",="6425","易發","02/17","20.15","+0.05","+0.25","2022","20.15","-2.52","0.5","0","0.5","2.48","0","2.48","-19.8","0","-19.8","22'08/10"
"1080",="6679","鈺太","02/17","287.5","-2.5","-0.86","2022","287.5","22.56","7.13","0","7.13","2.48","0","2.48","31.6","0","31.6","22'06/30"
"1081",="00882","中信中國高股息","02/17","12.1","-0.06","-0.49","2023","12.1","","0.3","0","0.3","2.48","0","2.48","","","","23'02/20"
"1082",="4956","光鋐","02/17","16.15","+0.15","+0.94","2022","16.15","1.44","0.4","0","0.4","2.48","0","2.48","27.8","0","27.8","22'09/20"
"1083",="6442","光聖","02/17","48.5","-0.25","-0.51","2022","48.5","1.56","1.2","0","1.2","2.47","0","2.47","76.9","0","76.9","22'08/23"
"1084",="2228","劍麟","02/17","81","-0.4","-0.49","2022","81","3.14","2","0","2","2.47","0","2.47","63.7","0","63.7","22'08/19"
"1085",="9103","美德醫療-DR","02/17","7.17","0","0","2022","7.17","","0.18","0","0.18","2.47","0","2.47","","","",""
