"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","股利發放年度","最後成交價","所屬EPS","現金股利","股票股利","合計股利","現金殖利率","股票殖利率","合計殖利率","盈餘配息率","盈餘配股率","盈餘總分配率","現金股利發放日"
"1897",="5210","寶碩","02/17","15","-0.1","-0.66","2022","15","-0.37","0","0","0","0","0","0","0","0","0",""
"1898",="5227","立凱-KY","02/17","72.4","-1.4","-1.9","2022","72.4","-9.31","0","0","0","0","0","0","0","0","0",""
"1899",="5251","天鉞電","02/17","27.45","+0.45","+1.67","2022","27.45","-2.32","0","0","0","0","0","0","0","0","0",""
"1900",="5263","智崴","02/17","134","-2.5","-1.83","2022","134","-2.31","0","0","0","0","0","0","0","0","0",""
"1901",="5281","大峽谷-KY","02/17","16","-0.15","-0.93","2023","16","-1.06","0","0","0","0","0","0","0","0","0",""
"1902",="5301","寶得利","02/17","10.65","0","0","2022","10.65","-2.09","0","0","0","0","0","0","0","0","0",""
"1903",="5302","太欣","02/17","8.66","-0.1","-1.14","2022","8.66","-0.27","0","0","0","0","0","0","0","0","0",""
"1904",="5309","系統電","02/17","43.7","+0.3","+0.69","2022","43.7","0.62","0","0","0","0","0","0","0","0","0",""
"1905",="5310","天剛","02/17","24.75","-0.05","-0.2","2022","24.75","-1.22","0","0","0","0","0","0","0","0","0",""
"1906",="5314","世紀","02/17","17.9","+1.25","+7.51","2022","17.9","-0.5","0","0","0","0","0","0","0","0","0",""
"1907",="5324","士開","02/17","8.41","-0.02","-0.24","2022","8.41","-0.64","0","0","0","0","0","0","0","0","0",""
"1908",="5340","建榮","02/17","50.7","+4.45","+9.62","2022","50.7","0.27","0","0","0","0","0","0","0","0","0",""
"1909",="5344","立衛","02/17","18.45","-0.25","-1.34","2022","18.45","0.76","0","0","0","0","0","0","0","0","0",""
"1910",="5345","天揚","02/17","6.01","-0.2","-3.22","2022","6.01","-0.35","0","0","0","0","0","0","0","0","0",""
"1911",="5348","系通","02/17","9.24","+0.25","+2.78","2022","9.24","-0.53","0","0","0","0","0","0","0","0","0",""
"1912",="5355","佳總","02/17","6.68","-0.01","-0.15","2022","6.68","-0.67","0","0","0","0","0","0","0","0","0",""
"1913",="5364","力麗店","02/17","26.8","+0.2","+0.75","2022","26.8","-2.49","0","0","0","0","0","0","0","0","0",""
"1914",="5381","合正","02/17","6","0","0","2022","6","0.07","0","0","0","0","0","0","0","0","0",""
"1915",="5383","金利","02/17","25","-0.45","-1.77","2022","25","0.33","0","0","0","0","0","0","0","0","0",""
"1916",="5426","振發","02/17","13.25","0","0","2022","13.25","-0.62","0","0","0","0","0","0","0","0","0",""
"1917",="5432","新門","02/17","26.45","-0.25","-0.94","2022","26.45","1.98","0","0","0","0","0","0","0","0","0",""
"1918",="5455","昇益","02/17","28.85","0","0","2022","28.85","-0.09","0","0","0","0","0","0","0","0","0",""
"1919",="5460","同協","02/17","11.1","+0.05","+0.45","2022","11.1","0.01","0","0","0","0","0","0","0","0","0",""
"1920",="5468","凱鈺","02/17","17.3","+0.05","+0.29","2022","17.3","0.19","0","0","0","0","0","0","0","0","0",""
"1921",="5475","德宏","02/17","12.7","-0.25","-1.93","2022","12.7","3.73","0","0","0","0","0","0","0","0","0",""
"1922",="5478","智冠","02/17","80.7","-0.5","-0.62","2023","80.7","1.7","0","0","0","0","0","0","0","0","0",""
"1923",="5484","慧友","02/17","13.4","+0.1","+0.75","2022","13.4","-0.63","0","0","0","0","0","0","0","0","0",""
"1924",="5488","松普","02/17","9.79","-0.01","-0.1","2022","9.79","0.08","0","0","0","0","0","0","0","0","0",""
"1925",="5498","凱崴","02/17","10.45","0","0","2022","10.45","0.18","0","0","0","0","0","0","0","0","0",""
"1926",="5514","三豐","02/17","17.8","+0.1","+0.56","2022","17.8","-0.04","0","0.4","0.4","0","2.25","2.25","0","-1000","-1000",""
"1927",="5521","工信","02/17","6.78","+0.01","+0.15","2022","6.78","0.07","0","0","0","0","0","0","0","0","0",""
"1928",="5529","鉅陞","02/17","12.7","+0.05","+0.4","2022","12.7","-1.03","0","0","0","0","0","0","0","0","0",""
"1929",="5531","鄉林","02/17","9.1","-0.03","-0.33","2022","9.1","-0.6","0","0","0","0","0","0","0","0","0",""
"1930",="5701","劍湖山","02/17","3.61","+0.32","+9.73","2023","3.61","","0","0","0","0","0","0","","","",""
"1931",="5703","亞都","02/17","20.8","+0.25","+1.22","2022","20.8","-1.77","0","0","0","0","0","0","0","0","0",""
"1932",="5905","南仁湖","02/17","13","+0.15","+1.17","2022","13","-0.77","0","0","0","0","0","0","0","0","0",""
"1933",="5907","大洋-KY","02/17","17.05","-0.05","-0.29","2022","17.05","-1.19","0","0","0","0","0","0","0","0","0",""
"1934",="6021","美好證","02/17","17.8","-0.2","-1.11","2022","17.8","1.05","0","0","0","0","0","0","0","0","0",""
"1935",="6101","寬魚國際","02/17","36.1","+1.2","+3.44","2022","36.1","-0.63","0","0","0","0","0","0","0","0","0",""
"1936",="6103","合邦","02/17","6.23","-0.28","-4.3","2022","6.23","-0.04","0","0","0","0","0","0","0","0","0",""
"1937",="6109","亞元","02/17","18.05","+0.45","+2.56","2022","18.05","-1.39","0","0","0","0","0","0","0","0","0",""
"1938",="6113","亞矽","02/17","17.55","+0.1","+0.57","2022","17.55","0.85","0","0","0","0","0","0","0","0","0",""
"1939",="6117","迎廣","02/17","14.25","0","0","2022","14.25","-0.98","0","0","0","0","0","0","0","0","0",""
"1940",="6120","達運","02/17","9.99","+0.08","+0.81","2022","9.99","-0.98","0","0","0","0","0","0","0","0","0",""
"1941",="6123","上奇","02/17","62.6","+1.4","+2.29","2023","62.6","1.6","0","0","0","0","0","0","0","0","0",""
"1942",="6124","業強","02/17","26.25","-0.05","-0.19","2022","26.25","1.29","0","0","0","0","0","0","0","0","0",""
"1943",="6127","九豪","02/17","17.6","-0.15","-0.85","2022","17.6","0.47","0","0","0","0","0","0","0","0","0",""
"1944",="6129","普誠","02/17","34.3","0","0","2022","34.3","0.63","0","0","0","0","0","0","0","0","0",""
"1945",="6130","星寶國際","02/17","37.15","-0.2","-0.54","2022","37.15","1.06","0","0","0","0","0","0","0","0","0",""
"1946",="6133","金橋","02/17","23.2","-0.05","-0.22","2022","23.2","-0.48","0","0","0","0","0","0","0","0","0",""
"1947",="6140","訊達","02/17","17.5","+0.1","+0.57","2022","17.5","0.68","0","1","1","0","5.71","5.71","0","147","147",""
"1948",="6142","友勁","02/17","12.15","+0.1","+0.83","2022","12.15","1.23","0","0","0","0","0","0","0","0","0",""
"1949",="6144","得利影","02/17","14.1","-0.05","-0.35","2022","14.1","-0.78","0","0","0","0","0","0","0","0","0",""
"1950",="6148","驊宏資","02/17","14.85","-0.3","-1.98","2023","14.85","0.08","0","0","0","0","0","0","0","0","0",""
"1951",="6152","百一","02/17","9.99","+0.02","+0.2","2022","9.99","0.05","0","0","0","0","0","0","0","0","0",""
"1952",="6153","嘉聯益","02/17","24.25","0","0","2022","24.25","-0.88","0","0","0","0","0","0","0","0","0",""
"1953",="6164","華興","02/17","10.45","+0.15","+1.46","2022","10.45","0.06","0","0","0","0","0","0","0","0","0",""
"1954",="6165","浪凡","02/17","31.55","-0.25","-0.79","2022","31.55","2.6","0","0","0","0","0","0","0","0","0",""
"1955",="6169","昱泉","02/17","19.2","0","0","2022","19.2","-0.71","0","0","0","0","0","0","0","0","0",""
"1956",="6198","瑞築","02/17","19.5","0","0","2022","19.5","-0.14","0","0","0","0","0","0","0","0","0",""
"1957",="6199","天品","02/17","18.6","+0.15","+0.81","2022","18.6","0.68","0","0","0","0","0","0","0","0","0",""
"1958",="6212","理銘","02/17","49.2","0","0","2022","49.2","4.09","0","0","0","0","0","0","0","0","0",""
"1959",="6219","富旺","02/17","11.2","-0.05","-0.44","2023","11.2","-0.73","0","0","0","0","0","0","0","0","0",""
"1960",="6222","上揚","02/17","14.3","0","0","2022","14.3","-0.38","0","0","0","0","0","0","0","0","0",""
"1961",="6225","天瀚","02/17","12.75","0","0","2022","12.75","-0.09","0","0","0","0","0","0","0","0","0",""
"1962",="6228","全譜","02/17","12.55","-0.15","-1.18","2022","12.55","-0.13","0","0","0","0","0","0","0","0","0",""
"1963",="6233","旺玖","02/17","22.7","+0.05","+0.22","2022","22.7","0.75","0","0","0","0","0","0","0","0","0",""
"1964",="6236","康呈","02/17","21.5","+0.2","+0.94","2022","21.5","-0.17","0","0","0","0","0","0","0","0","0",""
"1965",="6240","松崗","02/17","18.25","-0.3","-1.62","2022","18.25","1.13","0","0","0","0","0","0","0","0","0",""
"1966",="6241","易通展","02/17","15","0","0","2022","15","-3.15","0","0","0","0","0","0","0","0","0",""
"1967",="6246","臺龍","02/17","14.15","-0.25","-1.74","2022","14.15","0.91","0","0","0","0","0","0","0","0","0",""
"1968",="6264","富裔","02/17","8.19","-0.01","-0.12","2022","8.19","-0.19","0","0","0","0","0","0","0","0","0",""
"1969",="6265","方土昶","02/17","10.15","+0.05","+0.5","2022","10.15","0.64","0","0","0","0","0","0","0","0","0",""
"1970",="6277","宏正","02/17","80.9","-0.4","-0.49","2023","80.9","1.71","0","0","0","0","0","0","0","0","0",""
"1971",="6283","淳安","02/17","33.3","+1","+3.1","2022","33.3","-0.41","0","0","0","0","0","0","0","0","0",""
"1972",="6287","元隆","02/17","25.3","+2.3","+10","2023","25.3","","0","0","0","0","0","0","","","",""
"1973",="6291","沛亨","02/17","99.8","+0.3","+0.3","2022","99.8","1.19","0","0","0","0","0","0","0","0","0",""
"1974",="6404","通訊-KY","02/17","22","0","0","2022","22","-2.41","0","0","0","0","0","0","0","0","0",""
"1975",="6418","詠昇","02/17","16.3","0","0","2022","16.3","-0.68","0","0","0","0","0","0","0","0","0",""
"1976",="6419","京晨科","02/17","36.7","+0.4","+1.1","2022","36.7","4.87","0","0","0","0","0","0","0","0","0",""
"1977",="6431","光麗-KY","02/17","20.25","+0.1","+0.5","2022","20.25","0.51","0","0","0","0","0","0","0","0","0",""
"1978",="6441","廣錠","02/17","66.3","+0.7","+1.07","2022","66.3","-2.88","0","0","0","0","0","0","0","0","0",""
"1979",="6443","元晶","02/17","37.7","+0.05","+0.13","2022","37.7","0.1","0","0","0","0","0","0","0","0","0",""
"1980",="6446","藥華藥","02/17","497.5","-5.5","-1.09","2022","497.5","-10.8","0","0","0","0","0","0","0","0","0",""
"1981",="6461","益得","02/17","31.5","-0.1","-0.32","2022","31.5","-2.97","0","0","0","0","0","0","0","0","0",""
"1982",="6465","威潤","02/17","18","-0.2","-1.1","2022","18","-1.71","0","0","0","0","0","0","0","0","0",""
"1983",="6482","弘煜科","02/17","46.3","+0.5","+1.09","2022","46.3","1.34","0","1","1","0","2.16","2.16","0","74.6","74.6",""
"1984",="6492","生華科","02/17","58.1","-0.7","-1.19","2022","58.1","-3.67","0","0","0","0","0","0","0","0","0",""
"1985",="6496","科懋","02/17","28.35","-0.2","-0.7","2023","28.35","-0.74","0","0","0","0","0","0","0","0","0",""
"1986",="6523","達爾膚","02/17","115.5","+5","+4.52","2023","115.5","1.81","0","0","0","0","0","0","0","0","0",""
"1987",="6535","順藥","02/17","43.1","+1.15","+2.74","2022","43.1","0.64","0","0","0","0","0","0","0","0","0",""
"1988",="6541","泰福-KY","02/17","39.3","-4.35","-9.97","2022","39.3","-4.74","0","0","0","0","0","0","0","0","0",""
"1989",="6542","隆中","02/17","43.5","-0.6","-1.36","2022","43.5","-3.89","0","0","0","0","0","0","0","0","0",""
"1990",="6547","高端疫苗","02/17","63.8","-3.3","-4.92","2022","63.8","6.65","0","4.83","4.83","0","7.57","7.57","0","72.6","72.6",""
"1991",="6550","北極星藥業-KY","02/17","100","-0.5","-0.5","2022","100","-1.09","0","0","0","0","0","0","0","0","0",""
"1992",="6558","興能高","02/17","26.05","+0.6","+2.36","2022","26.05","0.04","0","0","0","0","0","0","0","0","0",""
"1993",="6573","虹揚-KY","02/17","13.45","-0.05","-0.37","2022","13.45","-1.93","0","0","0","0","0","0","0","0","0",""
"1994",="6574","霈方","02/17","50.4","+0.3","+0.6","2023","50.4","0.52","0","0","0","0","0","0","0","0","0",""
"1995",="6576","逸達","02/17","107","+0.5","+0.47","2022","107","-4.85","0","0","0","0","0","0","0","0","0",""
"1996",="6578","達邦蛋白","02/17","15.8","-0.1","-0.63","2022","15.8","-1.92","0","0","0","0","0","0","0","0","0",""
"1997",="6589","台康生技","02/17","120.5","-2.5","-2.03","2022","120.5","-0.18","0","0","0","0","0","0","0","0","0",""
"1998",="6596","寬宏藝術","02/17","45.5","-0.15","-0.33","2022","45.5","-2.86","0","0","0","0","0","0","0","0","0",""
"1999",="6598","ABC-KY","02/17","28.1","0","0","2022","28.1","-2.02","0","0","0","0","0","0","0","0","0",""
"2000",="6616","特昇-KY","02/17","14.05","-0.05","-0.35","2022","14.05","0.47","0","0","0","0","0","0","0","0","0",""
"2001",="6624","萬年清","02/17","42.35","-0.05","-0.12","2022","42.35","0.04","0","0","0","0","0","0","0","0","0",""
"2002",="6625","必應","02/17","52","+3.45","+7.11","2022","52","-2","0","0","0","0","0","0","0","0","0",""
"2003",="6649","台生材","02/17","42.35","+0.6","+1.44","2022","42.35","-1.44","0","0","0","0","0","0","0","0","0",""
"2004",="6668","中揚光","02/17","41.1","-0.5","-1.2","2022","41.1","-4.02","0","0","0","0","0","0","0","0","0",""
"2005",="6695","芯鼎","02/17","45.8","-0.75","-1.61","2022","45.8","1.9","0","0","0","0","0","0","0","0","0",""
"2006",="6698","旭暉應材","02/17","30.35","0","0","2022","30.35","0.39","0","0","0","0","0","0","0","0","0",""
"2007",="6733","博晟生醫","02/17","23.7","+0.05","+0.21","2022","23.7","-1.37","0","0","0","0","0","0","0","0","0",""
"2008",="6767","台微醫","02/17","33","+0.05","+0.15","2022","33","-1.64","0","0","0","0","0","0","0","0","0",""
"2009",="6799","來頡","02/17","138","+3.5","+2.6","2023","138","1.85","0","0","0","0","0","0","0","0","0",""
"2010",="6854","錼創科技-KY創","02/17","105.5","+2","+1.93","2022","105.5","-14.14","0","0","0","0","0","0","0","0","0",""
"2011",="8011","台通","02/17","14.55","+0.05","+0.34","2022","14.55","-1.36","0","0","0","0","0","0","0","0","0",""
"2012",="8033","雷虎","02/17","44.45","+0.2","+0.45","2022","44.45","0.18","0","0","0","0","0","0","0","0","0",""
"2013",="8038","長園科","02/17","43.05","-1.45","-3.26","2022","43.05","-2.05","0","0","0","0","0","0","0","0","0",""
"2014",="8059","凱碩","02/17","10.25","+0.05","+0.49","2022","10.25","-0.8","0","0","0","0","0","0","0","0","0",""
"2015",="8068","全達","02/17","24.1","-0.15","-0.62","2022","24.1","-0.52","0","0","0","0","0","0","0","0","0",""
"2016",="8077","洛碁","02/17","35","+3.1","+9.72","2022","35","-3.3","0","0","0","0","0","0","0","0","0",""
"2017",="8080","永利聯合","02/17","11.15","+0.1","+0.9","2022","11.15","-1.21","0","0","0","0","0","0","0","0","0",""
"2018",="8084","巨虹","02/17","98.2","+4.2","+4.47","2022","98.2","-0.83","0","0","0","0","0","0","0","0","0",""
"2019",="8087","華鎂鑫","02/17","28.2","+0.05","+0.18","2022","28.2","-0.84","0","0","0","0","0","0","0","0","0",""
"2020",="8092","建暐","02/17","11.85","+0.05","+0.42","2022","11.85","-0.58","0","0","0","0","0","0","0","0","0",""
"2021",="8093","保銳","02/17","13.2","+0.75","+6.02","2022","13.2","-0.83","0","0","0","0","0","0","0","0","0",""
"2022",="8101","華冠","02/17","6","+0.09","+1.52","2022","6","0.03","0","0","0","0","0","0","0","0","0",""
"2023",="8105","凌巨","02/17","14.95","-0.1","-0.66","2022","14.95","0.21","0","0","0","0","0","0","0","0","0",""
"2024",="8121","越峰","02/17","26.15","-0.15","-0.57","2022","26.15","0.32","0","0","0","0","0","0","0","0","0",""
"2025",="8171","天宇","02/17","63.5","+0.5","+0.79","2022","63.5","-1.22","0","0","0","0","0","0","0","0","0",""
