符合條件商品
資料日期：2023年  5月  5日
策略,	周大於70
序號,	代碼,	商品,	成交,	漲幅%,	總量,	70
執行時間：2023-05-07 13:04 符合檔數(1772)
527	,2029.TW,盛餘,25.2,0.2,101,10
528	,2357.TW,華碩,289,-1.03,1788,10
529	,2392.TW,正崴,41.4,-1.78,1314,10
530	,2397.TW,友通,68.4,0.29,88,10
531	,2439.TW,美律,86,0.35,276,10
532	,2496.TW,卓越,49.85,-0.5,26,10
533	,2527.TW,宏璟,22.35,0,16,10
534	,2536.TW,宏普,24.45,0,60,10
535	,2845.TW,遠東銀,11.2,0,1830,10
536	,3022.TW,威強電,80.8,1.13,849,10
537	,3030.TW,德律,62.7,0.16,293,10
538	,3031.TW,佰鴻,18.95,-1.04,140,10
539	,3035.TW,智原,170,0.59,7386,10
540	,3038.TW,全台,30.15,3.43,7238,10
541	,3207.TW,耀勝,76.7,2.27,2278,10
542	,3217.TW,優群,104.5,0,405,10
543	,3227.TW,原相,103.5,0.98,131,10
544	,3338.TW,泰碩,49.25,3.03,12483,10
545	,3455.TW,由田,89.3,0.9,529,10
546	,3481.TW,群創,13.65,0.37,23757,10
547	,3545.TW,敦泰,80.5,3.21,3191,10
548	,3546.TW,宇峻,82.6,0.85,196,10
549	,3556.TW,禾瑞亞,64.3,0,163,10
550	,3557.TW,嘉威,66.7,-0.74,77,10
551	,3664.TW,安瑞-KY,41.9,5.81,3064,10
552	,3689.TW,湧德,38.45,0.79,1152,10
553	,4420.TW,光明,29.8,0,0,10
554	,4506.TW,崇友,75.1,-0.13,31,10
555	,4523.TW,永彰,36.65,-0.27,0,10
556	,4545.TW,銘鈺,32.55,-0.91,165,10
557	,4549.TW,桓達,96.7,-0.21,55,10
558	,4973.TW,廣穎,26.1,0.77,331,10
559	,5212.TW,凌網,49,1.45,73,10
560	,5283.TW,禾聯碩,108,0,20,10
561	,5340.TW,建榮,40.55,-0.86,241,10
562	,5347.TW,世界,89.7,0.45,4729,10
563	,5381.TW,合正,21.8,-0.91,2351,10
564	,5516.TW,雙喜,25.65,-0.39,43,10
565	,6278.TW,台表科,97.6,1.24,923,10
566	,6282.TW,康舒,41.7,-1.3,19466,10
567	,6449.TW,鈺邦,50.9,-1.55,38,10
568	,6486.TW,互動,72.1,-0.41,61,10
569	,6488.TW,環球晶,479,0.84,956,10
570	,6491.TW,晶碩,407,-0.49,368,10
571	,6577.TW,勁豐,66.6,-0.75,14,10
572	,6741.TW,91APP*-KY,152,0.66,9735,10
573	,6788.TW,華景電,139.5,0.36,392,10
574	,6791.TW,虎門科技,122.5,1.24,98,10
575	,6829.TW,千附精密,140.5,-2.09,2738,10
576	,8155.TW,博智,148,-3.58,1823,10
577	,8390.TW,金益鼎,47.15,9.4,8593,10
578	,8444.TW,綠河-KY,54,-1.82,7,10
579	,8942.TW,森鉅,67.7,0.3,90,10
580	,9934.TW,成霖,14.3,-2.72,1007,10
581	,1232.TW,大統益,152,0.66,58,9
582	,1324.TW,地球,11.7,0.86,43,9
583	,1558.TW,伸興,113,0.89,66,9
584	,1723.TW,中碳,114,-0.44,135,9
585	,1735.TW,日勝化,16.55,-2.65,177,9
586	,1786.TW,科妍,73.9,-5.13,1453,9
587	,2337.TW,旺宏,32.5,-0.31,7385,9
588	,2338.TW,光罩,80.6,1.38,1424,9
589	,2345.TW,智邦,288.5,-3.19,5361,9
590	,2393.TW,億光,40.1,-0.12,279,9
591	,2441.TW,超豐,53.3,0,473,9
592	,2457.TW,飛宏,71.2,-3.78,29193,9
593	,2467.TW,志聖,47.65,0.21,30,9
594	,2528.TW,皇普,23.8,-1.65,641,9
595	,2634.TW,漢翔,56.4,-2.08,50002,9
596	,2704.TW,國賓,41.45,4.8,1188,9
597	,2754.TW,亞洲藏壽司,168.5,0.6,895,9
598	,2756.TW,聯發國際,145.5,1.04,29,9
599	,2886.TW,兆豐金,34.25,-0.15,6350,9
600	,2888.TW,新光金,8.44,0.24,12315,9
601	,2908.TW,特力,20.7,0,220,9
602	,2913.TW,農林,23.55,-2.28,8417,9
603	,3025.TW,星通,31.2,-2.19,3235,9
604	,3040.TW,遠見,32,0.31,17,9
605	,3043.TW,科風,48.7,-0.1,212,9
606	,3236.TW,千如,30.1,1.35,3348,9
607	,3426.TW,台興,39.9,0,2,9
608	,3483.TW,力致,70.3,0.72,3444,9
609	,3521.TW,鴻翊,23.85,0.42,206,9
610	,3541.TW,西柏,60.2,0,31,9
611	,3583.TW,辛耘,91,1.34,354,9
612	,3663.TW,鑫科,37.6,8.05,1808,9
613	,4119.TW,旭富,128.5,-1.15,375,9
614	,4563.TW,百德,39.6,-0.13,115,9
615	,4952.TW,凌通,55.4,-0.36,139,9
616	,5236.TW,凌陽創新,89.8,1.93,158,9
617	,5356.TW,協益,27.25,2.83,6375,9
618	,5452.TW,佶優,20.95,-1.41,554,9
619	,5464.TW,霖宏,31.65,4.63,2220,9
620	,5478.TW,智冠,96.3,1.26,422,9
621	,6125.TW,廣運,32.6,2.35,7479,9
622	,6126.TW,信音,22.8,0.44,244,9
623	,6142.TW,友勁,13.75,-0.36,1654,9
624	,6185.TW,幃翔,19.55,0.51,1757,9
625	,6281.TW,全國電,83.9,0.24,15,9
626	,6462.TW,神盾,83.5,-0.24,72,9
627	,6548.TW,長科*,40.85,0.37,1008,9
628	,6561.TW,是方,382.5,0.39,21,9
629	,6576.TW,逸達,91.4,-0.11,401,9
630	,6612.TW,奈米醫材,185,0.27,4844,9
631	,6654.TW,天正國際,50,0.6,11,9
632	,6667.TW,信紘科,70.3,-0.28,46,9
633	,6670.TW,復盛應用,215,-0.46,164,9
634	,6671.TW,三能-KY,41.5,0,13,9
635	,6689.TW,伊雲谷,135.5,-1.09,1527,9
636	,6728.TW,上洋,150,-2.28,231,9
637	,6732.TW,昇佳電子,335,2.45,1415,9
638	,6874.TW,倍力,165,0.61,108,9
639	,8074.TW,鉅橡,21.3,-0.23,43,9
640	,8111.TW,立碁,22.2,-1.11,374,9
641	,8240.TW,華宏,29.95,-1.64,197,9
642	,8411.TW,福貞-KY,14.95,-0.33,41,9
643	,8431.TW,匯鑽科,60.7,-1.14,213,9
644	,8435.TW,鉅邁,61.9,-0.64,9,9
645	,8443.TW,阿瘦,11.8,0.85,96,9
646	,8463.TW,潤泰材,27.2,7.3,1367,9
647	,8478.TW,東哥遊艇,499,1.42,4173,9
648	,8936.TW,國統,28.8,3.78,6404,9
649	,9935.TW,慶豐富,20,0,117,9
650	,9938.TW,百和,56.5,-0.53,272,9
651	,9960.TW,邁達康,30.3,1,23,9
652	,1264.TW,德麥,285,0.53,63,8
653	,1319.TW,東陽,50.8,3.04,9589,8
654	,1321.TW,大洋,34,-0.29,120,8
655	,1340.TW,勝悅-KY,12.5,2.46,810,8
656	,1414.TW,東和,16.85,1.51,117,8
657	,1423.TW,利華,23.2,8.41,1212,8
658	,1436.TW,華友聯,57.1,0.18,70,8
659	,1527.TW,鑽全,42,0,99,8
660	,1531.TW,高林股,14.45,0.35,54,8
661	,1736.TW,喬山,66.6,-1.33,331,8
662	,1752.TW,南光,77.9,-3.71,4985,8
663	,1802.TW,台玻,19.2,-1.54,5711,8
664	,1907.TW,永豐餘,31.5,-2.33,6904,8
665	,2009.TW,第一銅,33.5,-1.33,3559,8
666	,2023.TW,燁輝,15.2,2.36,2970,8
667	,2025.TW,千興,5.3,-0.19,147,8
668	,2032.TW,新鋼,18.55,0.54,67,8
669	,2206.TW,三陽工業,59.2,-1.33,19059,8
670	,2208.TW,台船,24.45,-2,8729,8
671	,2221.TW,大甲,41.9,-0.71,133,8
672	,2348.TW,海悅,67.5,0.75,64,8
673	,2363.TW,矽統,17.35,-0.57,626,8
674	,2369.TW,菱生,14.2,0,319,8
675	,2428.TW,興勤,157,1.95,1087,8
676	,2436.TW,偉詮電,48.6,0.73,550,8
677	,2442.TW,新美齊,16.05,-1.83,2399,8
678	,2460.TW,建通,22.7,-2.99,537,8
679	,2474.TW,可成,182,0.55,745,8
680	,2501.TW,國建,16.6,0.61,487,8
681	,2538.TW,基泰,12.75,-0.78,1431,8
682	,2617.TW,台航,30.15,-0.5,676,8
683	,3008.TW,大立光,1975,-0.75,496,8
684	,3094.TW,聯傑,33.2,-3.21,923,8
685	,3095.TW,及成,22.3,-3.88,30,8
686	,3128.TW,昇銳,40.2,-1.95,625,8
687	,3259.TW,鑫創,19.2,0.26,17,8
688	,3290.TW,東浦,27.55,0.55,408,8
689	,3362.TW,先進光,92.2,-0.54,1981,8
690	,3376.TW,新日興,86.5,0,103,8
691	,3518.TW,柏騰,32.2,-1.23,1562,8
692	,3526.TW,凡甲,135,0.37,116,8
693	,3550.TW,聯穎,15.75,-0.32,53,8
694	,3555.TW,重鵬,26.85,1.32,1,8
695	,3653.TW,健策,472,0.43,773,8
696	,3684.TW,榮昌,65,0.62,21,8
697	,3701.TW,大眾控,59.6,-1.65,1210,8
698	,3715.TW,定穎投控,25.75,0.39,11517,8
699	,4131.TW,晶宇,27.55,-0.18,6,8
700	,4174.TW,浩鼎,87.5,0,483,8
701	,4754.TW,國碳科,40.9,0.37,24,8
702	,4770.TW,上品,283.5,-0.18,194,8
703	,4931.TW,新盛力,44.75,-0.22,636,8
704	,5258.TW,虹堡,83.1,0.61,2140,8
705	,5263.TW,智崴,122.5,0.82,74,8
706	,5299.TW,杰力,127,0,90,8
707	,5321.TW,美而快,110,2.8,11874,8
708	,5410.TW,國眾,35.95,-0.42,228,8
709	,5425.TW,台半,93.1,0.22,4593,8
710	,5483.TW,中美晶,148,2.07,1532,8
711	,5514.TW,三豐,18,-0.83,3,8
712	,5522.TW,遠雄,61.3,-0.33,289,8
713	,5523.TW,豐謙,25,0,33,8
714	,6104.TW,創惟,110,3.29,2054,8
715	,6120.TW,達運,10.25,0.99,1005,8
716	,6121.TW,新普,314.5,0,378,8
717	,6127.TW,九豪,24.35,7.98,7425,8
718	,6150.TW,撼訊,71.9,1.13,264,8
719	,6164.TW,華興,11.65,0.87,499,8
720	,6174.TW,安碁,29.35,0.69,88,8
721	,6202.TW,盛群,68.4,1.33,631,8
722	,6225.TW,天瀚,11.7,-0.43,10,8
723	,6230.TW,尼得科超眾,167.5,1.82,464,8
724	,6269.TW,台郡,92.6,-0.11,1990,8
725	,6404.TW,通訊-KY,21.6,-5.68,5,8
726	,6405.TW,悅城,22.25,-0.45,27,8
727	,6456.TW,GIS-KY,77.1,-2.16,3074,8
728	,6510.TW,精測,473.5,-1.25,107,8
729	,6517.TW,保勝光學,143.5,-1.03,3092,8
730	,6532.TW,瑞耘,59.7,0,321,8
731	,6570.TW,維田,62.5,-2.04,226,8
732	,6581.TW,鋼聯,90.9,0.11,20,8
733	,6641.TW,基士德-KY,56.6,0.18,13,8
734	,6834.TW,天二科技,27.2,-0.37,37,8
735	,6843.TW,進典,72.3,1.69,61,8
736	,7402.TW,邑錡,69.2,-3.35,571,8
737	,8016.TW,矽創,223.5,0.45,507,8
738	,8044.TW,網家,55.1,0.55,537,8
739	,8070.TW,長華*,34.85,0.87,756,8
740	,8077.TW,洛碁,38.5,-2.53,1,8
741	,8110.TW,華東,13.3,0,1581,8
742	,8163.TW,達方,44.2,0.11,445,8
743	,8222.TW,寶一,62.7,-2.18,17976,8
744	,8342.TW,益張,57.6,-1.71,9,8
745	,8421.TW,旭源,15.85,0,98,8
746	,8446.TW,華研,92.5,0.33,161,8
747	,8908.TW,欣雄,71.2,0,41,8
748	,8927.TW,北基,44.65,0,885,8
749	,9940.TW,信義,29.2,0.34,70,8
750	,1218.TW,泰山,29.8,-0.83,864,7
751	,1227.TW,佳格,40.95,0.99,1110,7
752	,1308.TW,亞聚,26.6,0.38,1053,7
753	,1339.TW,昭輝,43.75,0.34,43,7
754	,1409.TW,新纖,17.6,0,993,7
755	,1432.TW,大魯閣,15.15,1,143,7
756	,1443.TW,立益物流,28.65,0.53,24,7
757	,1538.TW,正峰,9.64,0,20,7
758	,1569.TW,濱川,23.9,0,115,7
759	,1720.TW,生達,74.7,-0.4,3616,7
760	,1909.TW,榮成,17.25,0,1796,7
761	,2010.TW,春源,16.25,0.62,319,7
762	,2013.TW,中鋼構,57.9,0.35,65,7
763	,2061.TW,風青,20.5,0,226,7
764	,2101.TW,南港,39.25,-0.25,373,7
765	,2107.TW,厚生,21.95,0,67,7
766	,2108.TW,南帝,39.35,-0.38,223,7
767	,2308.TW,台達電,303,-0.33,4196,7
768	,2332.TW,友訊,18,0,1248,7
769	,2349.TW,錸德,8.98,-0.11,587,7
770	,2355.TW,敬鵬,31.65,0,220,7
771	,2438.TW,翔耀,25.25,0.6,325,7
772	,2466.TW,冠西電,35.05,-0.14,8,7
773	,2477.TW,美隆電,20.7,-0.72,42,7
774	,2486.TW,一詮,27.95,-1.24,2932,7
775	,2542.TW,興富發,42.9,0.12,1933,7
776	,2614.TW,東森,19.85,3.93,4317,7
777	,2643.TW,捷迅,71.7,-0.55,58,7
778	,2719.TW,燦星旅,42.9,-2.5,22,7
779	,2880.TW,華南金,22,0.23,7617,7
780	,3002.TW,歐格,12.9,0.78,411,7
781	,3006.TW,晶豪科,75,-0.66,6198,7
782	,3010.TW,華立,87.6,0.81,217,7
783	,3071.TW,協禧,34,1.19,12352,7
784	,3202.TW,樺晟,18.5,-3.39,2586,7
785	,3272.TW,東碩,43.3,-0.57,263,7
786	,3564.TW,其陽,34.9,-1.41,322,7
787	,3705.TW,永信,45.7,-0.44,485,7
788	,4175.TW,杏一,129.5,9.75,2589,7
789	,4510.TW,高鋒,14.7,-1.67,1205,7
790	,4552.TW,力達-KY,34.4,2.08,344,7
791	,4571.TW,鈞興-KY,81.1,0.62,29,7
792	,4583.TW,台灣精銳,211,-0.94,27,7
793	,4584.TW,君帆,50.5,0,37,7
794	,4916.TW,事欣科,35.7,0,4814,7
795	,4999.TW,鑫禾,37.45,-1.32,124,7
796	,5011.TW,久陽,28,0.54,548,7
797	,5014.TW,建錩,16.1,0,88,7
798	,5227.TW,立凱-KY,72.7,-0.14,1262,7
799	,5285.TW,界霖,77.6,0.52,140,7
800	,5301.TW,寶得利,12,0,30,7
801	,5388.TW,中磊,84.8,-0.59,1310,7
802	,5604.TW,中連,49.2,-0.2,39,7
803	,6111.TW,大宇資,93.4,6.26,24671,7
804	,6154.TW,順發,16.7,1.52,42,7
805	,6160.TW,欣技,35.05,-1.27,19388,7
806	,6167.TW,久正,18.25,-3.44,7064,7
807	,6179.TW,亞通,32.85,-1.5,1742,7
808	,6204.TW,艾華,56.6,-0.35,23,7
809	,6213.TW,聯茂,70.4,1.44,1039,7
810	,6216.TW,居易,26.4,0.38,185,7
811	,6221.TW,晉泰,64.3,0.63,23,7
812	,6242.TW,立康,79.5,0,189,7
813	,6259.TW,百徽,22.6,0,34,7
814	,6270.TW,倍微,22.7,-0.22,48,7
815	,6288.TW,聯嘉,31.95,-0.31,3160,7
816	,6441.TW,廣錠,54.6,-0.91,144,7
817	,6443.TW,元晶,36.5,-1.88,16359,7
818	,6585.TW,鼎基,64.5,-1.98,89,7
819	,6642.TW,富致,52.9,-0.56,7,7
820	,6747.TW,亨泰光,240,-2.24,270,7
821	,6807.TW,峰源-KY,30.4,-0.49,28,7
822	,8039.TW,台虹,42.05,-0.59,58,7
823	,8046.TW,南電,277.5,1.83,7490,7
824	,8050.TW,廣積,79,1.41,2020,7
825	,8083.TW,瑞穎,146.5,0,46,7
826	,8093.TW,保銳,18.9,1.89,1679,7
827	,8099.TW,大世科,54.4,5.22,6079,7
828	,8103.TW,瀚荃,37.5,-1.06,142,7
829	,8104.TW,錸寶,40.5,-1.94,267,7
830	,8249.TW,菱光,30.2,0.33,111,7
831	,8277.TW,商丞,9.85,-0.1,94,7
832	,8415.TW,大國鋼,35.65,0.28,111,7
833	,8423.TW,保綠-KY,20.1,0,0,7
834	,8433.TW,弘帆,71,1.43,61,7
835	,8937.TW,合騏,17.4,2.05,484,7
836	,9910.TW,豐泰,197.5,0.77,1239,7
837	,9933.TW,中鼎,42.6,-0.35,918,7
838	,9955.TW,佳龍,29.55,9.85,15617,7
839	,1235.TW,興泰,69.6,0,0,6
840	,1259.TW,安心,73.4,0.41,5,6
841	,1438.TW,三地開發,31.7,-0.16,92,6
842	,1446.TW,宏和,30.35,-0.65,48,6
843	,1455.TW,集盛,10.4,0.48,219,6
844	,1528.TW,恩德,12.35,-2.37,2417,6
845	,1530.TW,亞崴,33.7,0.45,40,6
846	,1593.TW,祺驊,79.4,-0.87,19,6
847	,1598.TW,岱宇,41.85,0.12,100,6
848	,1618.TW,合機,18.8,-1.31,1790,6
849	,1730.TW,花仙子,58.3,0.17,15,6
850	,1760.TW,寶齡富錦,165.5,-0.9,1868,6
851	,1810.TW,和成,26.95,-3.58,3865,6
852	,2012.TW,春雨,27.25,0.37,63,6
853	,2062.TW,橋椿,22.2,-0.22,181,6
854	,2233.TW,宇隆,115,-3.36,872,6
855	,2302.TW,麗正,19.9,-0.75,494,6
856	,2375.TW,凱美,70.3,4.15,2052,6
857	,2383.TW,台光電,170,3.66,3539,6
858	,2388.TW,威盛,74.8,1.08,2072,6
859	,2429.TW,銘旺科,21.7,-0.46,154,6
860	,2431.TW,聯昌,11.6,0,133,6
861	,2484.TW,希華,35.8,-1.1,2083,6
862	,2618.TW,長榮航,27.05,0.37,11296,6
863	,2630.TW,亞航,33.5,6.52,11328,6
864	,2722.TW,夏都,49.4,-1.98,328,6
865	,2726.TW,雅茗-KY,26.6,-1.48,30,6
866	,2729.TW,瓦城,239.5,2.13,172,6
867	,2731.TW,雄獅,182.5,2.82,5166,6
868	,2740.TW,天蔥,46.45,3.22,2,6
869	,2809.TW,京城銀,35.3,-0.84,630,6
870	,2820.TW,華票,15.1,0,386,6
871	,2838.TW,聯邦銀,16.2,0.31,578,6
872	,2849.TW,安泰銀,15.05,0,14,6
873	,2855.TW,統一證,16.5,-0.3,488,6
874	,2883.TW,開發金,13.3,0.38,20656,6
875	,2889.TW,國票金,12.3,0.41,1606,6
876	,2915.TW,潤泰全,58,-0.68,1197,6
877	,2929.TW,淘帝-KY,13.1,-0.76,385,6
878	,3013.TW,晟銘電,23.2,-1.07,2741,6
879	,3017.TW,奇鋐,181,3.13,37237,6
880	,3037.TW,欣興,152.5,2.69,42508,6
881	,3093.TW,港建*,36.7,0.82,322,6
882	,3141.TW,晶宏,102.5,-1.91,2667,6
883	,3356.TW,奇偶,39.95,-2.08,6682,6
884	,3413.TW,京鼎,187,-0.53,251,6
885	,3466.TW,致振,32.35,-3.43,679,6
886	,3491.TW,昇達科,164,0,827,6
887	,3512.TW,皇龍,33.5,0.9,58,6
888	,3531.TW,先益,27.95,0.18,20,6
889	,3552.TW,同致,144,0.7,283,6
890	,3567.TW,逸昌,29.9,-0.17,35,6
891	,4148.TW,全宇生技-KY,63.6,-1.85,162,6
892	,4153.TW,鈺緯,47.7,-0.93,389,6
893	,4161.TW,聿新科,37.4,5.06,6116,6
894	,4198.TW,欣大健康,25,-1.77,4,6
895	,4426.TW,利勤,24.55,0.2,136,6
896	,4438.TW,廣越,115,-0.43,51,6
897	,4536.TW,拓凱,204.5,1.74,547,6
898	,4538.TW,大詠城,20.9,0,0,6
899	,4540.TW,全球傳動,43.2,0.58,240,6
900	,4572.TW,駐龍,171,0.59,1631,6
901	,4745.TW,合富-KY,28.3,-0.35,38,6
902	,4766.TW,南寶,147,-0.34,31,6
903	,4767.TW,誠泰科技,33,-3.51,67,6
904	,4906.TW,正文,29.4,-0.84,4597,6
905	,4911.TW,德英,77.7,0.39,334,6
906	,4951.TW,精拓科,71.9,-0.83,103,6
907	,4976.TW,佳凌,44.3,-2.32,915,6
908	,4977.TW,眾達-KY,104.5,2.45,2658,6
909	,5013.TW,強新,34.8,-0.43,0,6
910	,5525.TW,順天,26.9,-0.55,75,6
911	,5704.TW,老爺知,54.1,-0.37,79,6
912	,5880.TW,合庫金,27.2,0.18,5874,6
913	,6182.TW,合晶,43.95,0,1689,6
914	,6229.TW,研通,27.85,-1.07,63,6
915	,6244.TW,茂迪,38.5,-3.02,40028,6
916	,6285.TW,啟碁,95.3,-0.31,3460,6
917	,6290.TW,良維,60.7,0.17,1991,6
918	,6411.TW,晶焱,108,0.47,563,6
919	,6432.TW,今展科,38.1,7.63,840,6
920	,6698.TW,旭暉應材,36.4,-2.8,257,6
921	,6799.TW,來頡,156.5,-0.95,1785,6
922	,8021.TW,尖點,29.6,-0.17,108,6
923	,8032.TW,光菱,31.1,-0.32,13,6
924	,8067.TW,志旭,14.5,-1.36,31,6
925	,8087.TW,華鎂鑫,33.85,0.3,51,6
926	,8091.TW,翔名,100.5,-1.95,813,6
927	,8109.TW,博大,87.7,-0.34,66,6
928	,8147.TW,正淩,63.1,0.48,26,6
929	,8420.TW,明揚,91.3,0.66,335,6
930	,8437.TW,大地-KY,109.5,-0.45,6,6
931	,8930.TW,青鋼,18.95,9.86,6327,6
932	,1103.TW,嘉泥,20.15,-0.25,376,5
933	,1201.TW,味全,20.1,-0.25,150,5
934	,1326.TW,台化,69,0,670,5
935	,1437.TW,勤益控,28.15,-0.53,164,5
936	,1445.TW,大宇,20,0,509,5
937	,1460.TW,宏遠,8.11,-0.37,824,5
938	,1464.TW,得力,15.3,-0.33,258,5
939	,1521.TW,大億,37.95,-0.91,0,5
940	,1540.TW,喬福,16.7,0.3,70,5
941	,1608.TW,華榮,16.75,-4.29,4317,5
942	,1611.TW,中電,18,-1.1,2569,5
943	,1617.TW,榮星,15.3,0,31,5
944	,1784.TW,訊聯,70,0.72,4771,5
945	,2024.TW,志聯,18.7,-0.53,13,5
946	,2027.TW,大成鋼,45,0.67,4299,5
947	,2207.TW,和泰車,665,0.76,64,5
948	,2211.TW,長榮鋼,60.4,-1.31,1198,5
949	,2331.TW,精英,25.95,-1.14,7729,5
950	,2351.TW,順德,121.5,0.41,1474,5
951	,2368.TW,金像電,98.1,1.45,7338,5
952	,2468.TW,華經,26.15,-0.38,1150,5
953	,2476.TW,鉅祥,53.3,0.57,709,5
954	,2488.TW,漢平,30.85,0.65,93,5
955	,2534.TW,宏盛,22.7,0.22,382,5
956	,2637.TW,慧洋-KY,61.1,-2.24,4742,5
957	,2641.TW,正德,18.85,0.8,924,5
958	,2881.TW,富邦金,59.1,0,4554,5
959	,2891.TW,中信金,23.05,-0.22,18318,5
960	,3024.TW,憶聲,15.1,0,1527,5
961	,3042.TW,晶技,86,0.35,461,5
962	,3114.TW,好德,27.05,-0.18,35,5
963	,3130.TW,一零四,213,0.47,4,5
964	,3152.TW,璟德,210.5,3.19,104,5
965	,3188.TW,鑫龍騰,14.75,2.08,316,5
966	,3206.TW,志豐,34.9,-0.85,192,5
967	,3363.TW,上詮,34.4,-1.71,5953,5
968	,3437.TW,榮創,19.15,0.79,152,5
969	,3527.TW,聚積,112,0,68,5
970	,3530.TW,晶相光,77.6,-0.77,100,5
971	,3548.TW,兆利,68.3,-0.58,423,5
972	,3596.TW,智易,108,5.88,5704,5
973	,3615.TW,安可,17.6,-0.56,120,5
974	,3622.TW,洋華,31.35,0.97,320,5
975	,3631.TW,晟楠,33.4,0.15,8,5
976	,3682.TW,亞太電,6.63,-0.75,821,5
977	,3686.TW,達能,15.3,-0.97,218,5
978	,4190.TW,佐登-KY,96.7,2.22,1081,5
979	,4432.TW,銘旺實,22.15,-0.89,48,5
980	,4554.TW,橙的,31.5,2.27,155,5
981	,4714.TW,永捷,12.15,0,282,5
982	,4722.TW,國精化,37.7,0.13,115,5
983	,4728.TW,雙美,288,4.16,187,5
984	,4747.TW,強生,61.5,-3.3,2719,5
985	,4768.TW,晶呈科技,174.5,-0.29,150,5
986	,4905.TW,台聯電,50.9,0,0,5
987	,5016.TW,松和,30.1,-1.63,69,5
988	,5215.TW,科嘉-KY,47.6,-0.63,11,5
989	,5222.TW,全訊,215,-2.05,5664,5
990	,5278.TW,尚凡,175.5,-0.28,3,5
991	,5306.TW,桂盟,145,-1.02,103,5
992	,5345.TW,天揚,5.29,3.73,22,5
993	,5383.TW,金利,30.45,-0.98,32,5
994	,5493.TW,三聯,50.8,0,1,5
995	,5902.TW,德記,39,0,28,5
996	,6016.TW,康和證,11,-0.9,1099,5
997	,6155.TW,鈞寶,26.55,3.31,909,5
998	,6219.TW,富旺,11.2,-0.44,388,5
999	,6223.TW,旺矽,134.5,3.07,2374,5
1000	,6224.TW,聚鼎,62.4,1.3,150,5
1001	,6284.TW,佳邦,57,3.26,1425,5
1002	,6409.TW,旭隼,1800,0.28,90,5
1003	,6470.TW,宇智,65.1,-0.91,1166,5
1004	,6509.TW,聚和,44.5,-0.22,1069,5
1005	,6569.TW,醫揚,109,0.46,34,5
1006	,6727.TW,亞泰金屬,66.3,0.45,47,5
1007	,6763.TW,綠界科技,580,9.85,882,5
1008	,6806.TW,森崴能源,117,-1.68,6500,5
1009	,8040.TW,九暘,45.65,-0.44,119,5
1010	,8043.TW,蜜望實,28.8,-1.37,1822,5
1011	,8066.TW,來思達,27.8,0,129,5
1012	,8069.TW,元太,198,0.76,13045,5
1013	,8227.TW,巨有科技,179,0.28,182,5
1014	,8291.TW,尚茂,6.5,0,0,5
1015	,8383.TW,千附,44,-0.9,684,5
1016	,8403.TW,盛弘,45,0,15149,5
1017	,8472.TW,夠麻吉,43,1.42,2,5
1018	,8941.TW,關中,58.3,-0.51,10,5
1019	,9929.TW,秋雨,8.94,-1.76,94,5
1020	,9943.TW,好樂迪,68,0.44,96,5
1021	,9944.TW,新麗,20.45,0.74,60,5
1022	,1337.TW,再生-KY,7.29,-0.55,834,4
1023	,1402.TW,遠東新,32.35,0.31,4058,4
1024	,1419.TW,新紡,40.65,0.25,7,4
1025	,1441.TW,大東,8.24,-0.72,38,4
1026	,1451.TW,年興,23.1,0.22,888,4
1027	,1466.TW,聚隆,11.65,0,60,4
1028	,1522.TW,堤維西,29.6,0,1484,4
1029	,1536.TW,和大,70.3,0,307,4
1030	,1541.TW,錩泰,34.1,-0.73,6,4
1031	,1597.TW,直得,76.2,-0.52,29,4
1032	,1701.TW,中化,27.35,-1.26,5228,4
1033	,1710.TW,東聯,21.5,-0.92,3330,4
1034	,1712.TW,興農,36.9,0,436,4
1035	,1722.TW,台肥,59.2,0.17,1365,4
1036	,1731.TW,美吾華,22.4,-2.4,1075,4
1037	,1733.TW,五鼎,28.15,0.18,449,4
1038	,1777.TW,生泰,96,-1.03,239,4
1039	,2038.TW,海光,20.25,0.25,174,4
1040	,2102.TW,泰豐,20.75,-0.72,308,4
1041	,2317.TW,鴻海,105,0,12636,4
1042	,2342.TW,茂矽,40.7,-0.49,988,4
1043	,2359.TW,所羅門,34.45,5.19,12277,4
1044	,2371.TW,大同,33.4,-0.89,3233,4
1045	,2426.TW,鼎元,18.4,0,656,4
1046	,2444.TW,兆勁,16.05,-1.23,566,4
1047	,2478.TW,大毅,48.55,3.3,873,4
1048	,2481.TW,強茂,66.6,0.3,715,4
1049	,2485.TW,兆赫,18.9,0.27,538,4
1050	,2492.TW,華新科,102,8.17,12404,4
1051	,2603.TW,長榮,151.5,0.66,10529,4
1052	,2605.TW,新興,21.65,0,1372,4
1053	,2642.TW,宅配通,46.55,-0.21,76,4
1054	,2882.TW,國泰金,42.65,0.35,7166,4
1055	,2901.TW,欣欣,25,0.4,10,4
1056	,2910.TW,統領,30,1.35,5,4
1057	,3105.TW,穩懋,165,0,1476,4
1058	,3162.TW,精確,51.4,-0.77,715,4
1059	,3167.TW,大量,41.55,-1.31,145,4
1060	,3224.TW,三顧,54.4,-0.55,1189,4
1061	,3276.TW,宇環,15.25,-0.97,331,4
1062	,3303.TW,岱稜,27.5,-0.36,82,4
1063	,3317.TW,尼克森,54.5,0.74,180,4
1064	,3444.TW,利機,62.7,-0.79,292,4
1065	,3511.TW,矽瑪,33.6,0.6,167,4
