符合條件商品
資料日期：2023年  5月  5日
策略,	周大於70
序號,	代碼,	商品,	成交,	漲幅%,	總量,	70
執行時間：2023-05-07 13:04 符合檔數(1772)
1587	,3672.TW,康聯訊,29,-0.17,60,0
1588	,3685.TW,元創精密,20.95,0.24,56,0
1589	,3691.TW,碩禾,106.5,-0.47,167,0
1590	,3707.TW,漢磊,77.8,-0.64,1326,0
1591	,3708.TW,上緯投控,103,-0.48,489,0
1592	,3710.TW,連展投控,11.6,0.43,557,0
1593	,3713.TW,新晶投控,28.15,0.54,47,0
1594	,4105.TW,東洋,77.1,-0.26,388,0
1595	,4108.TW,懷特,22.75,-4.61,2690,0
1596	,4116.TW,明基醫,64.8,-2.11,599,0
1597	,4142.TW,國光生,40.5,0.25,791,0
1598	,4154.TW,樂威科-KY,30.5,-0.81,3,0
1599	,4157.TW,太景*-KY,15.75,0,1509,0
1600	,4168.TW,醣聯,32.75,-0.76,876,0
1601	,4188.TW,安克,16.9,-0.59,54,0
1602	,4192.TW,杏國,19.5,-0.51,30,0
1603	,4205.TW,中華食,106,0.47,7,0
1604	,4303.TW,信立,17.3,-0.57,32,0
1605	,4401.TW,東隆興,28.05,-0.18,19,0
1606	,4406.TW,新昕纖,10.3,0.49,22,0
1607	,4413.TW,飛寶企業,14.75,-0.34,14,0
1608	,4439.TW,冠星-KY,127,-1.55,179,0
1609	,4440.TW,宜新實業,34.25,0.15,48,0
1610	,4502.TW,健信,37,0,4,0
1611	,4528.TW,江興鍛,34.75,0,59,0
1612	,4529.TW,淳紳,10.3,0.98,169,0
1613	,4534.TW,慶騰,9.82,0.31,61,0
1614	,4542.TW,科嶠,27.2,-1.45,1,0
1615	,4551.TW,智伸科,138.5,-0.72,116,0
1616	,4555.TW,氣立,49.05,0.62,47,0
1617	,4556.TW,旭然,31,0.16,18,0
1618	,4557.TW,永新-KY,117.5,3.98,197,0
1619	,4558.TW,寶緯,28.9,6.06,41,0
1620	,4561.TW,健椿,24.3,-1.42,76,0
1621	,4564.TW,元翎,24.6,0.61,495,0
1622	,4576.TW,大銀微系統,75.1,-0.27,60,0
1623	,4609.TW,唐鋒,8,0,0,0
1624	,4702.TW,中美實,14.15,0,139,0
1625	,4712.TW,南璋,4.25,0.71,16,0
1626	,4716.TW,大立,12.55,-1.18,158,0
1627	,4720.TW,德淵,15.25,-0.65,178,0
1628	,4721.TW,美琪瑪,100.5,-0.5,275,0
1629	,4726.TW,永昕,39.15,-1.88,751,0
1630	,4737.TW,華廣,75.5,-0.13,7,0
1631	,4739.TW,康普,92.9,0.43,161,0
1632	,4764.TW,雙鍵,51,-0.39,9,0
1633	,4804.TW,大略-KY,6.19,-1.12,66,0
1634	,4912.TW,聯德控股-KY,70.9,2.01,61,0
1635	,4943.TW,康控-KY,14.7,-2.65,48,0
1636	,4944.TW,兆遠,10,-0.5,57,0
1637	,4945.TW,陞達科技,50.8,-0.2,15,0
1638	,4950.TW,牧東,19.65,-0.51,2094,0
1639	,5201.TW,凱衛,27.55,1.47,23,0
1640	,5202.TW,力新,15.6,-0.64,28,0
1641	,5203.TW,訊連,94.7,0.21,320,0
1642	,5210.TW,寶碩,17.05,-0.29,154,0
1643	,5223.TW,安力-KY,40.1,0.25,5,0
1644	,5245.TW,智晶,46.75,0.65,90,0
1645	,5272.TW,笙科,28.7,1.59,187,0
1646	,5281.TW,大峽谷-KY,16.1,-0.62,4,0
1647	,5302.TW,太欣,9.78,0.1,232,0
1648	,5310.TW,天剛,24.85,0.4,12,0
1649	,5344.TW,立衛,15.85,0.63,46,0
1650	,5348.TW,系通,9.44,0.32,25,0
1651	,5386.TW,青雲,38.85,0.52,67,0
1652	,5392.TW,能率,21.3,-0.23,77,0
1653	,5398.TW,慕康生醫,16.2,-0.31,73,0
1654	,5426.TW,振發,12.35,-0.4,150,0
1655	,5432.TW,新門,28.9,-3.18,101,0
1656	,5455.TW,昇益,28.2,1.26,2,0
1657	,5468.TW,凱鈺,16.1,0.63,32,0
1658	,5471.TW,松翰,50.6,0.8,113,0
1659	,5474.TW,聰泰,85.4,-0.12,12,0
1660	,5487.TW,通泰,25.5,2,3,0
1661	,5498.TW,凱崴,11.15,-0.89,502,0
1662	,5529.TW,鉅陞,11.85,0.42,40,0
1663	,5530.TW,龍巖,37.65,0.67,163,0
1664	,5531.TW,鄉林,9.86,-0.6,167,0
1665	,5538.TW,東明-KY,42,-0.94,6,0
1666	,5543.TW,桓鼎-KY,48.2,-1.63,19,0
1667	,5546.TW,永固-KY,39,0,13,0
1668	,5608.TW,四維航,24.4,0.21,992,0
1669	,6020.TW,大展證,18.5,-0.54,15,0
1670	,6021.TW,美好證,16.7,-0.6,17,0
1671	,6026.TW,福邦證,12.2,-0.41,1156,0
1672	,6109.TW,亞元,17,-1.45,467,0
1673	,6113.TW,亞矽,17.35,-0.57,72,0
1674	,6114.TW,久威,25.25,-0.59,105,0
1675	,6117.TW,迎廣,14.9,-0.33,52,0
1676	,6129.TW,普誠,33.55,-5.89,8788,0
1677	,6133.TW,金橋,20,0.76,654,0
1678	,6141.TW,柏承,18.2,0.28,36,0
1679	,6144.TW,得利影,14.4,-2.7,38,0
1680	,6158.TW,禾昌,26.15,1.95,88,0
1681	,6169.TW,昱泉,22.2,-3.9,402,0
1682	,6190.TW,萬泰科,32.6,-0.61,877,0
1683	,6199.TW,天品,18.6,0,12,0
1684	,6207.TW,雷科,27.75,0.18,67,0
1685	,6210.TW,慶生,35.7,0.85,9,0
1686	,6217.TW,中探針,43.15,-1.82,676,0
1687	,6222.TW,上揚,15,-1.96,23,0
1688	,6233.TW,旺玖,26.05,0.97,297,0
1689	,6237.TW,驊訊,43.45,-0.23,171,0
1690	,6240.TW,松崗,22.9,-1.08,48,0
1691	,6241.TW,易通展,16.6,5.73,1423,0
1692	,6243.TW,迅杰,37.1,1.78,226,0
1693	,6246.TW,臺龍,13.9,0,16,0
1694	,6265.TW,方土昶,10.45,0.48,228,0
1695	,6279.TW,胡連,139.5,0.72,496,0
1696	,6283.TW,淳安,32.1,0.47,82,0
1697	,6287.TW,元隆,23,0,4,0
1698	,6425.TW,易發,21.5,0,48,0
1699	,6426.TW,統新,61.2,0.82,72,0
1700	,6431.TW,光麗-KY,21.05,-1.41,46,0
1701	,6457.TW,紘康,54.1,-1.1,42,0
1702	,6496.TW,科懋,35.95,3.3,478,0
1703	,6499.TW,益安,59.6,2.58,2049,0
1704	,6535.TW,順藥,44.65,-2.51,804,0
1705	,6541.TW,泰福-KY,78.2,-0.76,212,0
1706	,6542.TW,隆中,44.85,-4.17,9,0
1707	,6546.TW,正基,83,0.24,201,0
1708	,6547.TW,高端疫苗,65.5,3.15,3264,0
1709	,6560.TW,欣普羅,35.45,0.14,11,0
1710	,6573.TW,虹揚-KY,15.95,3.91,1753,0
1711	,6578.TW,達邦蛋白,18.05,-0.82,412,0
1712	,6582.TW,申豐,59.1,-0.17,48,0
1713	,6588.TW,東典光電,30.15,-1.47,9,0
1714	,6596.TW,寬宏藝術,50,-2.91,324,0
1715	,6598.TW,ABC-KY,27.8,0,24,0
1716	,6603.TW,富強鑫,17.05,-0.87,669,0
1717	,6616.TW,特昇-KY,14.35,-1.71,76,0
1718	,6629.TW,泰金-KY,44.95,0.11,5,0
1719	,6655.TW,科定,128,0,33,0
1720	,6662.TW,樂斯科,31,-0.48,3,0
1721	,6666.TW,羅麗芬-KY,87.3,-0.91,143,0
1722	,6668.TW,中揚光,40.7,0.37,80,0
1723	,6683.TW,雍智科技,192,-0.26,48,0
1724	,6693.TW,廣閎科,66.8,1.52,71,0
1725	,6695.TW,芯鼎,42.7,2.64,109,0
1726	,6708.TW,天擎,48.7,0,20,0
1727	,6712.TW,長聖,222,-0.45,1274,0
1728	,6735.TW,美達科技,54.9,-0.36,26,0
1729	,6753.TW,龍德造船,125.5,1.21,1165,0
1730	,6781.TW,AES-KY,645,-0.92,718,0
1731	,6789.TW,采鈺,222,0.68,430,0
1732	,6841.TW,長佳智能,105,-1.87,953,0
1733	,6859.TW,伯特光,138.5,0,32,0
1734	,6865.TW,偉康科技,100,0.2,72,0
1735	,7556.TW,意德士,100.5,-0.99,14,0
1736	,8011.TW,台通,15.3,0,573,0
1737	,8024.TW,佑華,24.1,1.26,110,0
1738	,8027.TW,鈦昇,50.3,0,254,0
1739	,8047.TW,星雲,11.75,0,11,0
1740	,8068.TW,全達,31.75,0.16,751,0
1741	,8071.TW,能率網通,15,-1.32,130,0
1742	,8072.TW,陞泰,28.15,-1.05,623,0
1743	,8076.TW,伍豐,29.4,0.68,1052,0
1744	,8080.TW,永利聯合,10.9,0,3,0
1745	,8085.TW,福華,33.65,9.97,4640,0
1746	,8089.TW,康全電訊,22.9,0.66,21,0
1747	,8096.TW,擎亞,11.45,0.88,240,0
1748	,8097.TW,常珵,47.95,0,481,0
1749	,8183.TW,精星,54.3,-0.91,397,0
1750	,8261.TW,富鼎,103.5,0.49,487,0
1751	,8341.TW,日友,160.5,0.31,102,0
1752	,8404.TW,百和興業-KY,25.6,0.2,78,0
1753	,8410.TW,森田,30.6,-0.33,13,0
1754	,8418.TW,捷必勝-KY,9.8,-1.01,52,0
1755	,8429.TW,金麗-KY,10.55,0.96,96,0
1756	,8438.TW,昶昕,24.65,0.41,23,0
1757	,8450.TW,霹靂,25.65,0,51,0
1758	,8466.TW,美吉吉-KY,43,-0.81,18,0
1759	,8473.TW,山林水,30.15,-0.17,40,0
1760	,8477.TW,創業家,17.35,-0.29,22,0
1761	,8488.TW,吉源-KY,15.65,0,0,0
1762	,8489.TW,三貝德,23.6,0.21,17,0
1763	,8906.TW,花王,17.8,-0.56,26,0
1764	,8917.TW,欣泰,67,-2.76,44,0
1765	,8923.TW,時報,20.35,-0.25,1,0
1766	,9914.TW,美利達,170,0,139,0
1767	,9918.TW,欣天然,41.2,-0.36,13,0
1768	,9919.TW,康那香,18.1,0,3867,0
1769	,9921.TW,巨大,183,0.27,620,0
1770	,9926.TW,新海,52.2,0,1,0
1771	,9945.TW,潤泰新,35.6,-0.56,2021,0
1772	,9950.TW,萬國通,12,0,18,0
