符合條件商品
資料日期：2023年  5月  8日
策略,	漲2次數
序號,	代碼,	商品,	成交,	漲幅%,	總量,	漲2次數
執行時間：2023-05-08 23:59 符合檔數(1777)
518	,4728.TW,雙美,293,1.74,160,41
519	,4912.TW,聯德控股-KY,71,0.14,27,41
520	,4916.TW,事欣科,35.3,-1.12,2357,41
521	,5236.TW,凌陽創新,90.1,0.33,105,41
522	,5465.TW,富驊,37.45,1.08,3858,41
523	,5601.TW,台聯櫃,41.6,-4.04,51,41
524	,6116.TW,彩晶,12,-1.23,4848,41
525	,6283.TW,淳安,32,-0.31,91,41
526	,6512.TW,啟發電,19.85,-4.8,179,41
527	,6558.TW,興能高,28.8,1.41,319,41
528	,6829.TW,千附精密,140,-0.36,2281,41
529	,8087.TW,華鎂鑫,34,0.44,82,41
530	,1432.TW,大魯閣,15.2,0.33,142,40
531	,1476.TW,儒鴻,487,-0.81,367,40
532	,2611.TW,志信,12.85,-1.15,235,40
533	,2618.TW,長榮航,27.2,0.55,21546,40
534	,2724.TW,富驛-KY,14.6,1.74,3,40
535	,3059.TW,華晶科,33,0.3,643,40
536	,3064.TW,泰偉,13.5,0,0,40
537	,3086.TW,華義,75.8,1.74,4,40
538	,3232.TW,昱捷,30.25,2.37,433,40
539	,3481.TW,群創,13.4,-1.83,55528,40
540	,3580.TW,友威科,57,1.42,166,40
541	,3596.TW,智易,111,2.78,4219,40
542	,3669.TW,圓展,43.4,0,46,40
543	,3714.TW,富采,47.6,-2.96,6389,40
544	,4167.TW,松瑞藥,18.15,-0.55,962,40
545	,4739.TW,康普,91.1,-1.94,868,40
546	,4950.TW,牧東,19.6,-0.25,2602,40
547	,4953.TW,緯軟,125.5,0.4,1747,40
548	,5234.TW,達興材料,89.7,1.13,185,40
549	,5388.TW,中磊,88.4,4.25,4079,40
550	,5452.TW,佶優,20.8,-0.72,650,40
551	,5607.TW,遠雄港,72,-0.83,344,40
552	,6148.TW,驊宏資,41.75,0.48,2708,40
553	,6190.TW,萬泰科,32.65,0.15,757,40
554	,6265.TW,方土昶,10.35,-0.96,136,40
555	,6282.TW,康舒,42.55,2.04,14765,40
556	,6285.TW,啟碁,97,1.78,3940,40
557	,6288.TW,聯嘉,31.9,-0.16,2177,40
558	,6290.TW,良維,60.6,-0.16,2474,40
559	,6494.TW,九齊,70.6,0.86,98,40
560	,6530.TW,創威,26.95,-0.19,93,40
561	,6593.TW,台灣銘板,54.5,-1.45,49,40
562	,6698.TW,旭暉應材,35.25,-3.16,244,40
563	,8093.TW,保銳,18.5,-2.12,793,40
564	,8261.TW,富鼎,103.5,0,488,40
565	,8279.TW,生展,185,1.65,35,40
566	,8450.TW,霹靂,25.25,-1.56,41,40
567	,8938.TW,明安,88.8,-0.11,315,40
568	,9950.TW,萬國通,12.3,2.5,8,40
569	,1503.TW,士電,121,7.08,28429,39
570	,1515.TW,力山,30.3,-0.33,436,39
571	,1533.TW,車王電,56.2,-0.53,704,39
572	,1784.TW,訊聯,72,2.86,3230,39
573	,1799.TW,易威,21.75,8.21,52,39
574	,2038.TW,海光,20.3,0.25,182,39
575	,2059.TW,川湖,419,4.23,940,39
576	,2402.TW,毅嘉,29.05,5.44,18435,39
577	,2476.TW,鉅祥,51.7,-3,1757,39
578	,2726.TW,雅茗-KY,26.2,-1.5,17,39
579	,2755.TW,揚秦,150.5,-0.33,38,39
580	,3023.TW,信邦,348.5,0.14,234,39
581	,3317.TW,尼克森,53.9,-1.1,415,39
582	,3372.TW,典範,12.65,-0.39,155,39
583	,3374.TW,精材,100,0.1,486,39
584	,3380.TW,明泰,35.15,0.43,1626,39
585	,3526.TW,凡甲,134.5,-0.37,100,39
586	,4127.TW,天良,15.25,-2.24,245,39
587	,4128.TW,中天,61.9,-0.96,1497,39
588	,4129.TW,聯合,61.2,-0.65,1401,39
589	,4530.TW,宏易,6.85,-0.87,20,39
590	,4903.TW,聯光通,21.8,-2.68,1172,39
591	,4946.TW,辣椒,27.6,1.85,42,39
592	,5210.TW,寶碩,16.9,-0.88,133,39
593	,5276.TW,達輝-KY,14.7,-2,25,39
594	,5426.TW,振發,12.3,-0.4,228,39
595	,6152.TW,百一,12.1,-1.22,628,39
596	,6419.TW,京晨科,31.95,-1.54,13,39
597	,6532.TW,瑞耘,53.8,-9.88,2312,39
598	,6548.TW,長科*,41.35,1.22,1066,39
599	,6576.TW,逸達,91.5,0.11,465,39
600	,6598.TW,ABC-KY,28,0.72,77,39
601	,6789.TW,采鈺,218,-1.8,504,39
602	,8054.TW,安國,32.45,2.04,277,39
603	,8433.TW,弘帆,71.4,0.56,97,39
604	,1789.TW,神隆,27.55,-2.13,1496,38
605	,1802.TW,台玻,19.05,-0.78,3283,38
606	,2028.TW,威致,25.65,-0.58,179,38
607	,2332.TW,友訊,18.05,0.28,1491,38
608	,2419.TW,仲琦,26.65,1.14,1266,38
609	,2460.TW,建通,22.55,-0.66,352,38
610	,2491.TW,吉祥全,11.9,0,28,38
611	,2740.TW,天蔥,46,-0.97,1,38
612	,3038.TW,全台,31.05,2.99,12752,38
613	,3268.TW,海德威,21.85,-0.91,58,38
614	,4513.TW,福裕,21.4,-2.51,355,38
615	,4712.TW,南璋,4.22,-0.71,8,38
616	,4726.TW,永昕,38.7,-1.15,465,38
617	,5243.TW,乙盛-KY,66.5,0.15,941,38
618	,5468.TW,凱鈺,16.25,0.93,27,38
619	,5488.TW,松普,13.3,0,332,38
620	,6125.TW,廣運,29.35,-9.97,18347,38
621	,6224.TW,聚鼎,61.8,-0.96,99,38
622	,6241.TW,易通展,16.1,-3.01,421,38
623	,6416.TW,瑞祺電通,100,-1.96,506,38
624	,6509.TW,聚和,44.15,-0.79,426,38
625	,6690.TW,安碁資訊,206.5,8.4,1872,38
626	,8176.TW,智捷,10.95,-1.35,135,38
627	,8215.TW,明基材,34.45,-0.58,3719,38
628	,9914.TW,美利達,172,1.18,340,38
629	,1304.TW,台聚,24.25,-0.82,1195,37
630	,1470.TW,大統新創,19.65,0.77,106,37
631	,1471.TW,首利,9.44,0.11,1156,37
632	,1611.TW,中電,18.35,1.94,5971,37
633	,2340.TW,台亞,35.15,-0.99,1091,37
634	,2395.TW,研華,381.5,0.39,413,37
635	,2406.TW,國碩,18.75,-0.79,1294,37
636	,2610.TW,華航,19,0.53,15235,37
637	,3041.TW,揚智,19.3,-1.28,540,37
638	,3083.TW,網龍,45.6,-1.08,253,37
639	,3455.TW,由田,89.1,-0.22,453,37
640	,5212.TW,凌網,49.6,1.22,4,37
641	,5474.TW,聰泰,84.5,-1.05,17,37
642	,6156.TW,松上,21.5,0.94,290,37
643	,6173.TW,信昌電,43.5,3.57,7641,37
644	,6196.TW,帆宣,131,0.38,312,37
645	,6213.TW,聯茂,70.7,0.43,417,37
646	,6222.TW,上揚,14.4,-4,26,37
647	,6240.TW,松崗,23.15,1.09,25,37
648	,6457.TW,紘康,53.4,-1.29,52,37
649	,6689.TW,伊雲谷,140,3.32,1884,37
650	,8104.TW,錸寶,40.7,0.49,136,37
651	,8401.TW,白紗科,21.45,0,62,37
652	,8462.TW,柏文,155,-0.32,92,37
653	,9910.TW,豐泰,199,0.76,705,37
654	,9919.TW,康那香,18.35,1.38,5231,37
655	,1256.TW,鮮活果汁-KY,328,5.47,69,36
656	,1475.TW,業旺,56.6,6.19,72,36
657	,1598.TW,岱宇,41.4,-1.08,122,36
658	,1785.TW,光洋科,36.55,-1.48,1553,36
659	,2417.TW,圓剛,22.5,-0.66,1314,36
660	,2453.TW,凌群,68.5,1.93,6295,36
661	,2739.TW,寒舍,63.5,-3.05,465,36
662	,3092.TW,鴻碩,37.45,1.08,237,36
663	,3227.TW,原相,103,-0.48,205,36
664	,3236.TW,千如,30.3,0.66,1182,36
665	,3259.TW,鑫創,18.8,-2.08,33,36
666	,3465.TW,進泰電子,94.7,-0.32,30,36
667	,3530.TW,晶相光,77.6,0,53,36
668	,3628.TW,盈正,50.8,-0.39,101,36
669	,3694.TW,海華,24.6,1.86,393,36
670	,4175.TW,杏一,142,9.65,2912,36
671	,4566.TW,時碩工業,62.3,-2.96,2231,36
672	,4581.TW,光隆精密-KY,56.4,0.36,125,36
673	,4747.TW,強生,60.1,-2.28,729,36
674	,5432.TW,新門,29.35,1.56,146,36
675	,6130.TW,星寶國際,33.55,0.45,17,36
676	,6140.TW,訊達,22.4,1.13,1011,36
677	,6153.TW,嘉聯益,23.75,4.63,4665,36
678	,6191.TW,精成科,36.85,1.1,7621,36
679	,6198.TW,瑞築,21.45,-1.15,36,36
680	,6199.TW,天品,18.6,0,14,36
681	,6585.TW,鼎基,63.9,-0.93,56,36
682	,6588.TW,東典光電,30.6,1.49,15,36
683	,8027.TW,鈦昇,46.45,-7.65,1446,36
684	,8110.TW,華東,13.2,-0.75,605,36
685	,8403.TW,盛弘,45.3,0.67,10194,36
686	,8442.TW,威宏-KY,78.7,1.81,138,36
687	,8936.TW,國統,27.9,-3.13,4424,36
688	,9945.TW,潤泰新,35.8,0.56,4857,36
689	,1305.TW,華夏,23.95,-0.83,1282,35
690	,1517.TW,利奇,19.15,0,263,35
691	,1541.TW,錩泰,33.6,-1.47,31,35
692	,1612.TW,宏泰,22.45,6.9,6518,35
693	,1708.TW,東鹼,40.3,-2.3,3410,35
694	,1721.TW,三晃,16.4,-2.09,2711,35
695	,1810.TW,和成,26,-3.53,9907,35
696	,2380.TW,虹光,10.05,0,227,35
697	,2429.TW,銘旺科,21.55,-0.69,122,35
698	,2472.TW,立隆電,64.8,-1.22,575,35
699	,2915.TW,潤泰全,58.5,0.86,2368,35
700	,3115.TW,富榮綱,10.6,0,0,35
701	,3219.TW,倚強科,50.6,-1.56,5,35
702	,3264.TW,欣銓,54.2,0.56,3426,35
703	,3498.TW,陽程,33.15,-0.6,94,35
704	,3548.TW,兆利,71.2,4.25,977,35
705	,3563.TW,牧德,196.5,-0.76,184,35
706	,3685.TW,元創精密,20.9,-0.24,67,35
707	,3711.TW,日月光投控,104,0.97,5300,35
708	,4557.TW,永新-KY,117,-0.43,402,35
709	,4915.TW,致伸,61.6,-1.44,5142,35
710	,4927.TW,泰鼎-KY,55.3,1.47,1405,35
711	,4952.TW,凌通,56,1.08,196,35
712	,5211.TW,蒙恬,33.7,6.48,5968,35
713	,5278.TW,尚凡,176.5,0.57,18,35
714	,5381.TW,合正,20.4,-6.42,2571,35
715	,5383.TW,金利,30.4,-0.16,7,35
716	,5439.TW,高技,71.6,3.02,4982,35
717	,6139.TW,亞翔,47.85,3.68,3980,35
718	,6244.TW,茂迪,38.3,-0.52,9726,35
719	,6432.TW,今展科,37.65,-1.18,1054,35
720	,6451.TW,訊芯-KY,81.4,-0.73,139,35
721	,6609.TW,瀧澤科,37.95,0.26,83,35
722	,6767.TW,台微醫,44.6,0.9,337,35
723	,6804.TW,明係,68.4,2.86,398,35
724	,6830.TW,汎銓,143,-4.98,967,35
725	,1325.TW,恆大,24.05,-0.21,104,34
726	,1443.TW,立益物流,28.8,0.52,26,34
727	,1506.TW,正道,20.5,-0.24,162,34
728	,1773.TW,勝一,123,-3.91,393,34
729	,2033.TW,佳大,15.2,0,98,34
730	,2108.TW,南帝,39.25,-0.25,252,34
731	,2228.TW,劍麟,82.7,1.85,160,34
732	,2330.TW,台積電,504,0.8,11737,34
733	,2390.TW,云辰,12.3,-1.6,334,34
734	,2415.TW,錩新,24.5,-0.2,45,34
735	,2434.TW,統懋,29.95,-0.17,3,34
736	,2613.TW,中櫃,22.35,-0.45,46,34
737	,2642.TW,宅配通,46.4,-0.32,57,34
738	,3287.TW,廣寰科,14.45,-1.37,101,34
739	,3290.TW,東浦,28.35,2.9,1409,34
740	,3325.TW,旭品,20.3,4.37,1803,34
741	,3373.TW,熱映,22.85,0.22,27,34
742	,3645.TW,達邁,33.85,-0.44,63,34
743	,4137.TW,麗豐-KY,232.5,1.09,534,34
744	,4303.TW,信立,17.3,0,47,34
745	,4433.TW,興采,35.3,-0.14,116,34
746	,4945.TW,陞達科技,50.7,-0.2,26,34
747	,4956.TW,光鋐,15.85,-1.55,210,34
748	,4989.TW,榮科,26.2,-0.57,127,34
749	,5203.TW,訊連,93.8,-0.95,308,34
750	,5263.TW,智崴,120.5,-1.63,147,34
751	,5516.TW,雙喜,26.2,2.14,128,34
752	,5603.TW,陸海,21.1,-0.47,214,34
753	,6117.TW,迎廣,14.9,0,49,34
754	,6209.TW,今國光,30.25,-1.63,1275,34
755	,6215.TW,和椿,28.85,-0.52,301,34
756	,6276.TW,安鈦克,27.1,9.94,395,34
757	,6462.TW,神盾,83,-0.6,63,34
758	,6591.TW,動力-KY,53.4,2.69,315,34
759	,6664.TW,群翊,113,0,100,34
760	,6747.TW,亨泰光,236.5,-1.46,231,34
761	,1593.TW,祺驊,79,-0.5,44,33
762	,2061.TW,風青,20.35,-0.73,37,33
763	,2236.TW,百達-KY,40.4,1.76,269,33
764	,2313.TW,華通,43.75,1.39,7592,33
765	,2377.TW,微星,144,1.05,1702,33
766	,2401.TW,凌陽,23.6,-1.26,957,33
767	,2458.TW,義隆,93.2,-2.71,2448,33
768	,2485.TW,兆赫,19,0.53,432,33
769	,3191.TW,和進,7.37,-2.9,133,33
770	,3484.TW,崧騰,49.6,9.98,3773,33
771	,3622.TW,洋華,32.15,2.55,632,33
772	,3712.TW,永崴投控,39.6,0.76,3415,33
773	,4142.TW,國光生,39.95,-1.36,899,33
774	,4163.TW,鐿鈦,131.5,-0.75,294,33
775	,4174.TW,浩鼎,87.5,0,404,33
776	,4304.TW,勝昱,9.99,0,12,33
777	,4729.TW,熒茂,16.7,0.91,56,33
778	,4971.TW,IET-KY,62.7,-1.1,100,33
779	,6120.TW,達運,10.2,-0.49,516,33
780	,6168.TW,宏齊,25.05,-1.18,471,33
781	,6228.TW,全譜,13,2.36,17,33
782	,6259.TW,百徽,22.55,-0.22,0,33
783	,6275.TW,元山,39.95,8.71,6357,33
784	,6435.TW,大中,106,0.47,123,33
785	,6651.TW,全宇昕,82.4,0.12,41,33
786	,6680.TW,鑫創電子,77,0,0,33
787	,6874.TW,倍力,171,3.64,127,33
788	,8072.TW,陞泰,28.3,0.53,253,33
789	,8111.TW,立碁,21.8,-1.8,552,33
790	,8928.TW,鉅明,38.3,0.26,76,33
791	,9921.TW,巨大,185,1.09,795,33
792	,9942.TW,茂順,150.5,0.67,762,33
793	,1618.TW,合機,19.25,2.39,2476,32
794	,1907.TW,永豐餘,31.75,0.79,3658,32
795	,2102.TW,泰豐,20.65,-0.48,503,32
796	,2207.TW,和泰車,678,1.95,245,32
797	,2308.TW,台達電,305.5,0.83,4119,32
798	,2328.TW,廣宇,37.5,0.27,850,32
799	,2363.TW,矽統,17.35,0,583,32
800	,2374.TW,佳能,20.4,-0.97,331,32
801	,2440.TW,太空梭,11.55,-0.43,238,32
802	,2597.TW,潤弘,119,-0.42,31,32
803	,3005.TW,神基,61.6,-2.07,12928,32
804	,3050.TW,鈺德,15.6,0.97,2728,32
805	,3229.TW,晟鈦,19.6,0,17,32
806	,3230.TW,錦明,14.7,-0.34,247,32
807	,3276.TW,宇環,15.3,0.33,401,32
808	,3354.TW,律勝,14.35,0,58,32
809	,3605.TW,宏致,30,-0.33,176,32
810	,3663.TW,鑫科,35.9,-4.52,1230,32
811	,3684.TW,榮昌,65.1,0.15,22,32
812	,4529.TW,淳紳,10.2,-0.97,32,32
813	,5011.TW,久陽,28.9,3.21,2361,32
814	,5215.TW,科嘉-KY,47.9,0.63,43,32
815	,5281.TW,大峽谷-KY,16,-0.62,19,32
816	,5340.TW,建榮,40.4,-0.37,252,32
817	,5386.TW,青雲,38.8,-0.13,47,32
818	,5410.TW,國眾,36.75,2.23,1609,32
819	,5484.TW,慧友,16.9,1.5,44,32
820	,5906.TW,台南-KY,44.8,1.82,224,32
821	,6124.TW,業強,27.5,-0.18,91,32
822	,6155.TW,鈞寶,26.2,-1.32,218,32
823	,6234.TW,高僑,37.8,-1.69,5562,32
824	,6418.TW,詠昇,20,0.25,271,32
825	,6438.TW,迅得,119,2.59,3739,32
826	,6499.TW,益安,59.5,-0.17,280,32
827	,6517.TW,保勝光學,148,3.14,1644,32
828	,6667.TW,信紘科,70.7,0.57,95,32
829	,8201.TW,無敵,13.4,-1.47,104,32
830	,8349.TW,恒耀,65,1.09,360,32
831	,8924.TW,大田,116.5,0,425,32
832	,9949.TW,琉園,16.4,-4.93,267,32
833	,1236.TW,宏亞,23.75,0.42,60,31
834	,1313.TW,聯成,14.5,-0.34,340,31
835	,1442.TW,名軒,32.05,0.16,242,31
836	,1603.TW,華電,26.7,-0.56,271,31
837	,1608.TW,華榮,16.6,-0.9,1260,31
838	,1616.TW,億泰,9.7,1.25,707,31
839	,1752.TW,南光,77.5,-0.51,2554,31
840	,2014.TW,中鴻,24.4,-0.2,4184,31
841	,2025.TW,千興,5.27,-0.57,180,31
842	,2027.TW,大成鋼,45.45,1,10451,31
843	,2204.TW,中華,79.8,4.45,5582,31
844	,2221.TW,大甲,42.1,0.48,81,31
845	,2427.TW,三商電,15.3,2,1855,31
846	,2462.TW,良得電,32,-1.84,535,31
847	,2478.TW,大毅,48,-1.13,294,31
848	,2540.TW,愛山林,76.5,0.53,46,31
849	,2729.TW,瓦城,244,1.88,179,31
850	,3014.TW,聯陽,96.5,0.52,4862,31
851	,3056.TW,總太,49.45,1.12,3130,31
852	,3071.TW,協禧,35.1,3.24,6511,31
853	,3607.TW,谷崧,13.9,-1.07,90,31
854	,4155.TW,訊映,34.65,2.21,1014,31
855	,4554.TW,橙的,31.5,0,229,31
856	,5289.TW,宜鼎,293,1.56,1819,31
857	,6508.TW,惠光,38.9,-0.13,94,31
858	,6670.TW,復盛應用,216,0.47,179,31
859	,6691.TW,洋基工程,294,-0.17,278,31
860	,6716.TW,應廣,110.5,9.95,75,31
861	,6735.TW,美達科技,55,0.18,6,31
862	,6791.TW,虎門科技,134,9.39,529,31
863	,8043.TW,蜜望實,28.55,-0.87,185,31
864	,8076.TW,伍豐,29.65,0.85,1232,31
865	,8085.TW,福華,35,4.01,14211,31
866	,8101.TW,華冠,5.15,1.38,119,31
867	,8105.TW,凌巨,13,-1.14,1614,31
868	,8227.TW,巨有科技,175,-2.23,165,31
869	,8390.TW,金益鼎,43.6,-7.53,4405,31
870	,1569.TW,濱川,23.85,-0.21,228,30
871	,2023.TW,燁輝,15.2,0,1591,30
872	,2030.TW,彰源,22.3,0.68,609,30
873	,2208.TW,台船,24.6,0.61,5336,30
874	,2239.TW,英利-KY,72.8,0.41,89,30
875	,2337.TW,旺宏,32.5,0,5084,30
876	,2369.TW,菱生,14.2,0,307,30
877	,3003.TW,健和興,76.5,-0.78,760,30
878	,3284.TW,太普高,16.1,0,76,30
879	,3357.TW,臺慶科,103,0,79,30
880	,3672.TW,康聯訊,28.95,-0.17,30,30
881	,3673.TW,TPK-KY,38.75,1.17,3458,30
882	,4438.TW,廣越,115,0,76,30
883	,4523.TW,永彰,35.55,-3,44,30
884	,4540.TW,全球傳動,43.45,0.58,94,30
885	,5392.TW,能率,21.25,-0.23,187,30
886	,6165.TW,浪凡,31.2,0,136,30
887	,6278.TW,台表科,97.4,-0.2,1007,30
888	,6535.TW,順藥,44.7,0.11,508,30
889	,6590.TW,普鴻,104.5,8.52,573,30
890	,6697.TW,東捷資訊,44.3,0.45,127,30
891	,6782.TW,視陽,291.5,-1.19,216,30
892	,8071.TW,能率網通,14.9,-0.67,38,30
893	,8931.TW,大汽電,75,0.54,636,30
894	,1449.TW,佳和,15.05,0.33,73,29
895	,1536.TW,和大,70.4,0.14,278,29
896	,2069.TW,運錩,19.75,-0.5,94,29
897	,2939.TW,凱羿-KY,32.5,-1.37,16,29
898	,3257.TW,虹冠電,61,0.83,433,29
899	,3531.TW,先益,28,0.18,21,29
900	,3557.TW,嘉威,67.5,1.2,450,29
901	,3632.TW,研勤,15.1,1.34,144,29
902	,4190.TW,佐登-KY,95.3,-1.45,913,29
903	,4192.TW,杏國,19.2,-1.54,34,29
904	,4563.TW,百德,39.6,0,105,29
905	,4760.TW,勤凱,82.9,2.35,241,29
906	,5014.TW,建錩,16.35,1.55,337,29
907	,5328.TW,華容,13.95,-3.13,1459,29
908	,6174.TW,安碁,29.05,-1.02,152,29
909	,6203.TW,海韻電,74.1,-0.8,595,29
910	,6236.TW,康呈,23.9,0,0,29
911	,6574.TW,霈方,65.8,0.77,13,29
912	,6640.TW,均華,88,0.46,4,29
913	,6728.TW,上洋,147,-2,122,29
914	,6768.TW,志強-KY,69.9,0,72,29
915	,7402.TW,邑錡,69.8,0.87,1506,29
916	,8088.TW,品安,32.8,0.61,1494,29
917	,8249.TW,菱光,30.65,1.49,182,29
918	,8941.TW,關中,57.2,-1.89,77,29
919	,1268.TW,漢來美食,147.5,-0.34,79,28
920	,1308.TW,亞聚,26.55,-0.19,1001,28
921	,1309.TW,台達化,20.05,0,446,28
922	,1720.TW,生達,75,0.4,3082,28
923	,1809.TW,中釉,15.05,-1.95,1481,28
924	,1909.TW,榮成,17.1,-0.87,1926,28
925	,2006.TW,東和鋼鐵,56.9,-0.18,531,28
926	,2367.TW,燿華,17.85,-0.56,1629,28
927	,2404.TW,漢唐,223,-0.22,732,28
928	,2438.TW,翔耀,24.8,-1.78,200,28
929	,2630.TW,亞航,31.55,-5.82,4685,28
930	,3019.TW,亞光,63.4,0.16,294,28
931	,3060.TW,銘異,17.65,-0.84,500,28
932	,3088.TW,艾訊,76.4,0.53,448,28
933	,3202.TW,樺晟,19.8,7.03,9886,28
934	,3363.TW,上詮,34.9,1.45,7377,28
935	,3413.TW,京鼎,191,2.14,614,28
936	,3713.TW,新晶投控,27.9,-0.89,13,28
937	,4161.TW,聿新科,36.5,-2.41,1610,28
938	,4576.TW,大銀微系統,75.4,0.4,22,28
939	,4924.TW,欣厚-KY,12.95,-0.77,130,28
940	,5015.TW,華祺,54.1,-0.37,153,28
941	,6164.TW,華興,11.8,1.29,240,28
942	,6169.TW,昱泉,22.35,0.68,242,28
943	,6197.TW,佳必琪,55.2,5.54,3011,28
944	,6229.TW,研通,28,0.54,47,28
945	,6248.TW,沛波,31.25,-7.27,5045,28
946	,6417.TW,韋僑,159,-3.93,912,28
947	,6431.TW,光麗-KY,21.2,0.71,46,28
948	,6542.TW,隆中,44.5,-0.78,8,28
949	,6552.TW,易華電,34.8,0.29,62,28
950	,6592.TW,和潤企業,128.5,-0.77,1165,28
951	,6703.TW,軒郁,190.5,-0.78,283,28
952	,8059.TW,凱碩,13.25,-1.49,227,28
953	,8092.TW,建暐,11.85,-0.42,35,28
954	,1456.TW,怡華,16.75,1.21,297,27
955	,1516.TW,川飛,21.25,0.95,510,27
956	,1526.TW,日馳,40,0,108,27
957	,1701.TW,中化,27.3,-0.18,2683,27
958	,1711.TW,永光,21.4,-0.47,4822,27
959	,1712.TW,興農,37.1,0.54,835,27
960	,2064.TW,晉椿,17.65,-1.94,8,27
961	,2387.TW,精元,45.5,0.11,979,27
962	,2471.TW,資通,68.5,3.32,14945,27
963	,2601.TW,益航,9.02,-0.66,1572,27
964	,2607.TW,榮運,26.7,-0.74,1244,27
965	,3310.TW,佳穎,67,-0.74,15,27
966	,4419.TW,元勝,25.3,10,28,27
967	,4951.TW,精拓科,71,-1.25,199,27
968	,4960.TW,誠美材,11.7,0,1315,27
969	,5209.TW,新鼎,182.5,9.94,1121,27
970	,5438.TW,東友,21.9,-0.9,104,27
971	,5905.TW,南仁湖,11.9,-1.65,564,27
972	,6015.TW,宏遠證,9.85,0.41,421,27
973	,6163.TW,華電網,24.85,1.84,7355,27
974	,6456.TW,GIS-KY,77.5,0.52,3348,27
975	,6573.TW,虹揚-KY,15.9,-0.31,161,27
976	,6693.TW,廣閎科,68,1.8,72,27
977	,6823.TW,濾能,92,0,4,27
978	,8107.TW,大億金茂,17,-1.16,162,27
979	,8463.TW,潤泰材,27.3,0.37,753,27
980	,8476.TW,台境,75.8,3.84,1635,27
981	,1339.TW,昭輝,43.5,-0.57,64,26
982	,1451.TW,年興,21.1,-8.66,4602,26
983	,1473.TW,台南,22.95,-1.08,127,26
984	,1504.TW,東元,48.7,6.68,66429,26
985	,1709.TW,和益,26.4,-1.12,2277,26
986	,1905.TW,華紙,25.25,0.4,17686,26
987	,2032.TW,新鋼,18.65,0.54,79,26
988	,2233.TW,宇隆,114,-0.87,365,26
989	,2449.TW,京元電子,45.8,-2.03,9212,26
990	,2483.TW,百容,27.1,0,170,26
991	,2838.TW,聯邦銀,16.1,-0.62,392,26
992	,3167.TW,大量,41.9,0.84,44,26
993	,3176.TW,基亞,34.1,-2.57,265,26
994	,3492.TW,長盛,20.85,0.24,65,26
995	,3570.TW,大塚,168,3.07,415,26
996	,4119.TW,旭富,129,0.39,282,26
997	,4160.TW,創源,48.8,9.91,1028,26
998	,4923.TW,力士,52,-2.8,182,26
999	,4994.TW,傳奇,47.2,1.83,115,26
1000	,5288.TW,豐祥-KY,178.5,0.85,31,26
1001	,5302.TW,太欣,9.75,-0.31,176,26
1002	,6026.TW,福邦證,12.15,-0.41,2944,26
1003	,6112.TW,邁達特,61.9,9.95,12296,26
1004	,6560.TW,欣普羅,35.3,-0.42,22,26
1005	,6581.TW,鋼聯,90.6,-0.33,57,26
1006	,8103.TW,瀚荃,37.55,0.13,81,26
1007	,8277.TW,商丞,9.9,0.51,67,26
1008	,8367.TW,建新國際,48.5,-1.32,80,26
1009	,8489.TW,三貝德,23.6,0,47,26
1010	,8935.TW,邦泰,12.2,0,89,26
1011	,9938.TW,百和,57.6,1.95,457,26
1012	,1418.TW,東華,15.25,-0.33,14,25
1013	,1707.TW,葡萄王,186.5,0.27,277,25
1014	,1725.TW,元禎,23.45,-1.47,74,25
1015	,1734.TW,杏輝,33.4,-1.04,2142,25
1016	,2010.TW,春源,16.25,0,355,25
1017	,2022.TW,聚亨,10.25,0,2364,25
1018	,2024.TW,志聯,18.7,0,4,25
1019	,2426.TW,鼎元,18.25,-0.82,438,25
1020	,2439.TW,美律,86.9,1.05,435,25
1021	,2867.TW,三商壽,5.1,-0.39,7606,25
1022	,3024.TW,憶聲,15.05,-0.33,575,25
1023	,3049.TW,和鑫,9.85,-0.91,1717,25
1024	,3055.TW,蔚華科,27.8,-0.89,32,25
1025	,3164.TW,景岳,25.1,-0.59,81,25
1026	,3339.TW,泰谷,13.15,0,43,25
1027	,3437.TW,榮創,18.95,-1.04,148,25
1028	,3490.TW,單井,26.95,-0.55,89,25
1029	,3652.TW,精聯,30.45,-0.81,475,25
1030	,3689.TW,湧德,39.9,3.77,1575,25
1031	,4154.TW,樂威科-KY,30.5,0,0,25
1032	,4183.TW,福永生技,20.5,0.99,37,25
1033	,4958.TW,臻鼎-KY,115.5,1.76,4301,25
1034	,5609.TW,中菲行,85.6,-1.38,370,25
1035	,5701.TW,劍湖山,7.8,-0.76,110,25
1036	,6126.TW,信音,22.85,0.22,164,25
1037	,6180.TW,橘子,75.1,0.13,1630,25
1038	,6579.TW,研揚,91.8,0.11,32,25
1039	,6596.TW,寬宏藝術,49.45,-1.1,246,25
1040	,6661.TW,威健生技,23.55,1.51,3,25
1041	,8034.TW,榮群,16.45,0.61,613,25
1042	,8099.TW,大世科,51.5,-5.33,4248,25
1043	,8341.TW,日友,159.5,-0.62,149,25
1044	,8431.TW,匯鑽科,60,-1.15,93,25
1045	,9929.TW,秋雨,8.93,-0.11,27,25
1046	,1108.TW,幸福,16.95,1.19,2830,24
1047	,1220.TW,台榮,15.9,-0.62,449,24
1048	,1439.TW,雋揚,22.15,1.14,35,24
1049	,1528.TW,恩德,12.2,-1.21,1465,24
1050	,1587.TW,吉茂,22.85,-0.22,26,24
1051	,1733.TW,五鼎,27.75,-1.42,487,24
1052	,1815.TW,富喬,11.95,-0.42,303,24
