符合條件商品
資料日期：2023年  5月  8日
策略,	00統計2022年漲幅
序號,	代碼,	商品,	成交,	漲幅%,	總量,	最高價,	最低價,	漲幅
執行時間：2023-05-09 01:25 符合檔數(1736)
381	,1762.TW,中化生,95.9,-2.74,3735,101.5,49.4,105.47
382	,1541.TW,錩泰,33.6,-1.47,31,60.4,29.4,105.44
383	,2023.TW,燁輝,15.2,0,1591,26.7,13,105.38
384	,1472.TW,三洋實業,26.75,0,10,33.8,16.5,104.85
385	,9941.TW,裕融,192.5,1.32,965,254,124,104.84
386	,2069.TW,運錩,19.75,-0.5,94,38.5,18.85,104.24
387	,3013.TW,晟銘電,24.15,4.09,11055,25.3,12.4,104.03
388	,1449.TW,佳和,15.05,0.33,73,18.1,8.88,103.83
389	,5015.TW,華祺,54.1,-0.37,153,76,37.3,103.75
390	,3504.TW,揚明光,77,-0.65,233,119,58.5,103.42
391	,6224.TW,聚鼎,61.8,-0.96,99,101,49.7,103.22
392	,3704.TW,合勤控,41.3,2.35,8238,46.5,22.9,103.06
393	,6442.TW,光聖,54.2,-1.99,301,71,35,102.86
394	,4523.TW,永彰,35.55,-3,44,50,24.65,102.84
395	,8289.TW,泰藝,43,-0.58,300,53.9,26.6,102.63
396	,5234.TW,達興材料,89.7,1.13,185,113,55.8,102.51
397	,6167.TW,久正,18,-1.37,5046,20.35,10.05,102.49
398	,3373.TW,熱映,22.85,0.22,27,37.45,18.5,102.43
399	,2204.TW,中華,79.8,4.45,5582,80.8,40,102
400	,6274.TW,台燿,67.7,-1.88,4318,79,39.15,101.79
401	,2369.TW,菱生,14.2,0,307,23.8,11.8,101.69
402	,3587.TW,閎康,191,-0.78,415,205.5,102,101.47
403	,4945.TW,陞達科技,50.7,-0.2,26,83.4,41.4,101.45
404	,4952.TW,凌通,56,1.08,196,84.6,42,101.43
405	,6015.TW,宏遠證,9.85,0.41,421,17.1,8.49,101.41
406	,2634.TW,漢翔,56.6,0.35,27383,60,29.8,101.34
407	,2722.TW,夏都,49.15,-0.51,105,58.1,28.9,101.04
408	,6411.TW,晶焱,107,-0.93,459,157,78.1,101.02
409	,8081.TW,致新,179.5,1.99,225,228,113.5,100.88
410	,9962.TW,有益,20.9,2.96,3994,23.6,11.75,100.85
411	,1732.TW,毛寶,27.4,-0.9,133,51.5,25.65,100.78
412	,4130.TW,健亞,29.1,-2.51,1308,41.85,20.85,100.72
413	,4736.TW,泰博,184,-0.54,229,310,154.5,100.65
414	,5609.TW,中菲行,85.6,-1.38,370,115.5,57.6,100.52
415	,3527.TW,聚積,113,0.89,85,172,85.8,100.47
416	,4931.TW,新盛力,44.65,-0.22,716,60.1,30,100.33
417	,6112.TW,邁達特,61.9,9.95,12296,61.9,30.9,100.32
418	,2314.TW,台揚,49.45,1.96,2898,66.4,33.15,100.3
419	,8358.TW,金居,55.6,0.18,4664,69.6,34.75,100.29
420	,1593.TW,祺驊,79,-0.5,44,89.8,44.85,100.22
421	,8050.TW,廣積,78.7,-0.38,1672,89.8,44.9,100
422	,6441.TW,廣錠,57.1,4.58,622,69.9,35,99.71
423	,3653.TW,健策,480,1.69,957,508,255,99.22
424	,8171.TW,天宇,55.9,0.36,498,67.6,33.95,99.12
425	,6223.TW,旺矽,134.5,0,1944,148.5,74.6,99.06
426	,4743.TW,合一,239.5,-2.24,3438,309.5,155.5,99.04
427	,4923.TW,力士,52,-2.8,182,80.6,40.5,99.01
428	,6435.TW,大中,106,0.47,123,173,87,98.85
429	,6788.TW,華景電,142.5,2.15,748,157.5,79.3,98.61
430	,6508.TW,惠光,38.9,-0.13,94,68.5,34.5,98.55
431	,4106.TW,雃博,31.85,-1.85,499,45.15,22.75,98.46
432	,8084.TW,巨虹,103.5,-3.72,677,142.5,72,97.92
433	,6576.TW,逸達,91.5,0.11,465,137.5,69.5,97.84
434	,2338.TW,光罩,79.8,-0.99,1863,98.7,49.95,97.6
435	,8104.TW,錸寶,40.7,0.49,136,57.9,29.35,97.27
436	,3056.TW,總太,49.45,1.12,3130,50.4,25.55,97.26
437	,2752.TW,豆府,255,0.99,17,280,142,97.18
438	,8936.TW,國統,27.9,-3.13,4424,32.7,16.6,96.99
439	,5347.TW,世界,89.8,0.11,1820,116.5,59.2,96.79
440	,4121.TW,優盛,34.55,-0.58,6513,36.85,18.75,96.53
441	,5278.TW,尚凡,176.5,0.57,18,275,140,96.43
442	,2379.TW,瑞昱,369,0.82,3212,456.5,232.5,96.34
443	,1708.TW,東鹼,40.3,-2.3,3410,73.1,37.25,96.24
444	,2208.TW,台船,24.6,0.61,5336,28.45,14.5,96.21
445	,3310.TW,佳穎,67,-0.74,15,70,35.7,96.08
446	,4919.TW,新唐,133.5,0,6390,184.5,94.1,96.07
447	,5222.TW,全訊,206,-4.19,5776,223.5,114,96.05
448	,2455.TW,全新,98.8,0,2375,103.5,52.8,96.02
449	,6198.TW,瑞築,21.45,-1.15,36,36.85,18.8,96.01
450	,2030.TW,彰源,22.3,0.68,609,41.65,21.25,96
451	,6230.TW,尼得科超眾,184,9.85,692,184,94,95.74
452	,3356.TW,奇偶,39.85,-0.25,1716,50.3,25.7,95.72
453	,2916.TW,滿心,38.15,0.13,230,38.35,19.6,95.66
454	,3483.TW,力致,77.3,9.96,6953,84.7,43.3,95.61
455	,2399.TW,映泰,15.3,0.66,446,21.8,11.15,95.52
456	,2444.TW,兆勁,16.15,0.62,351,20.9,10.7,95.33
457	,2723.TW,美食-KY,154.5,-2.52,836,171,87.6,95.21
458	,3669.TW,圓展,43.4,0,46,68.9,35.3,95.18
459	,4950.TW,牧東,19.6,-0.25,2602,29.35,15.05,95.02
460	,5488.TW,松普,13.3,0,332,14.5,7.44,94.89
461	,2417.TW,圓剛,22.5,-0.66,1314,36.5,18.75,94.67
462	,2481.TW,強茂,66.8,0.3,1186,95.2,48.95,94.48
463	,6271.TW,同欣電,173.5,0.58,1406,295.5,152,94.41
464	,2736.TW,富野,22.4,-1.75,457,29.9,15.4,94.16
465	,6117.TW,迎廣,14.9,0,49,22.7,11.7,94.02
466	,1590.TW,亞德客-KY,1050,-1.87,528,1245,642,93.93
467	,3499.TW,環天科,21.7,1.88,313,25.4,13.1,93.89
468	,8038.TW,長園科,52.6,-2.05,1312,56.2,29,93.79
469	,4168.TW,醣聯,32.05,-2.14,674,46.9,24.25,93.4
470	,1785.TW,光洋科,36.55,-1.48,1553,51.6,26.7,93.26
471	,1220.TW,台榮,15.9,-0.62,449,25.5,13.2,93.18
472	,2605.TW,新興,21.5,-0.69,1403,33.3,17.25,93.04
473	,2443.TW,昶虹,3.61,3.14,319,4.65,2.41,92.95
474	,2029.TW,盛餘,25.4,0.79,199,42.05,21.8,92.89
475	,2756.TW,聯發國際,144,-1.03,53,161,83.5,92.81
476	,6693.TW,廣閎科,68,1.8,72,113,58.7,92.5
477	,4989.TW,榮科,26.2,-0.57,127,40.8,21.2,92.45
478	,6142.TW,友勁,13.65,-0.73,1439,15.2,7.9,92.41
479	,2383.TW,台光電,172,1.18,2245,246,128,92.19
480	,5425.TW,台半,93.3,0.21,3499,115.5,60.1,92.18
481	,4739.TW,康普,91.1,-1.94,868,157,81.8,91.93
482	,3441.TW,聯一光,42.35,-0.59,254,52.3,27.25,91.93
483	,5475.TW,德宏,15.7,-0.32,615,18.3,9.54,91.82
484	,3498.TW,陽程,33.15,-0.6,94,40.65,21.2,91.75
485	,3047.TW,訊舟,15.8,0.32,1357,19.65,10.25,91.71
486	,5452.TW,佶優,20.8,-0.72,650,24.15,12.6,91.67
487	,4953.TW,緯軟,125.5,0.4,1747,136,71,91.55
488	,6242.TW,立康,81.1,2.01,179,82.5,43.1,91.42
489	,4760.TW,勤凱,82.9,2.35,241,83.2,43.5,91.26
490	,4304.TW,勝昱,9.99,0,12,14,7.32,91.26
491	,6488.TW,環球晶,479.5,0.1,1016,634,331.5,91.25
492	,5464.TW,霖宏,30.65,-3.16,1747,36.9,19.3,91.19
493	,6217.TW,中探針,43.15,0,475,70.9,37.1,91.11
494	,8409.TW,商之器,23.9,1.27,101,33.05,17.3,91.04
495	,2945.TW,三商家購,43.15,-2.38,48,65.4,34.25,90.95
496	,8068.TW,全達,31.65,-0.31,305,42,22,90.91
497	,6538.TW,倉和,119.5,9.63,2606,120,62.9,90.78
498	,1605.TW,華新,47.7,-4.79,75734,59.4,31.15,90.69
499	,3221.TW,台嘉碩,28.7,-1.37,434,43,22.55,90.69
500	,6248.TW,沛波,31.25,-7.27,5045,36.5,19.15,90.6
501	,3372.TW,典範,12.65,-0.39,155,19.25,10.1,90.59
502	,3178.TW,公準,80.6,0.12,216,94.7,49.7,90.54
503	,8054.TW,安國,32.45,2.04,277,56.3,29.55,90.52
504	,2612.TW,中航,39,-0.13,233,58.5,30.75,90.24
505	,5471.TW,松翰,50.6,0,251,83.7,44,90.23
506	,3522.TW,御頂,16.75,1.52,466,17.5,9.2,90.22
507	,5439.TW,高技,71.6,3.02,4982,71.8,37.75,90.2
508	,2734.TW,易飛網,33.65,1.51,290,42,22.1,90.05
509	,6244.TW,茂迪,38.3,-0.52,9726,43.3,22.8,89.91
510	,6680.TW,鑫創電子,77,0,0,84,44.3,89.62
511	,2610.TW,華航,19,0.53,15235,29.95,15.8,89.56
512	,4744.TW,皇將,42.8,8.22,17367,42.8,22.6,89.38
513	,3712.TW,永崴投控,39.6,0.76,3415,41.8,22.1,89.14
514	,3162.TW,精確,51.4,0,553,64.3,34,89.12
515	,6763.TW,綠界科技,610,5.17,1354,624,330,89.09
516	,3152.TW,璟德,209.5,-0.48,49,268.5,142,89.08
517	,8442.TW,威宏-KY,78.7,1.81,138,92.6,49,88.98
518	,4138.TW,曜亞,101,9.66,981,101,53.5,88.79
519	,3014.TW,聯陽,96.5,0.52,4862,104,55.1,88.75
520	,6469.TW,大樹,434.5,3.95,547,434.5,230.5,88.5
521	,1504.TW,東元,48.7,6.68,66429,49.55,26.3,88.4
522	,6168.TW,宏齊,25.05,-1.18,471,27.5,14.6,88.36
523	,6134.TW,萬旭,23.6,-0.63,539,29.75,15.8,88.29
524	,6237.TW,驊訊,43.05,-0.92,179,72,38.3,87.99
525	,1560.TW,中砂,111,0.45,664,183,97.4,87.89
526	,8926.TW,台汽電,51.7,4.76,11238,53,28.25,87.61
527	,4163.TW,鐿鈦,131.5,-0.75,294,151,80.5,87.58
528	,9942.TW,茂順,150.5,0.67,762,154,82.1,87.58
529	,3632.TW,研勤,15.1,1.34,144,15.65,8.35,87.43
530	,2640.TW,大車隊,138,2.99,935,142,75.8,87.34
531	,3041.TW,揚智,19.3,-1.28,540,31.75,16.95,87.32
532	,4554.TW,橙的,31.5,0,229,43.15,23.05,87.2
533	,4729.TW,熒茂,16.7,0.91,56,18.4,9.83,87.18
534	,9919.TW,康那香,18.35,1.38,5231,27.1,14.5,86.9
535	,4572.TW,駐龍,176,2.92,2311,185,99,86.87
536	,2404.TW,漢唐,223,-0.22,732,241,129,86.82
537	,8027.TW,鈦昇,46.45,-7.65,1446,84.9,45.45,86.8
538	,3325.TW,旭品,20.3,4.37,1803,20.45,10.95,86.76
539	,5244.TW,弘凱,30.75,-0.97,17,39.2,21,86.67
540	,4174.TW,浩鼎,87.5,0,404,120,64.3,86.63
541	,1720.TW,生達,75,0.4,3082,78.1,41.85,86.62
542	,1522.TW,堤維西,29.75,0.51,1372,34.15,18.3,86.61
543	,1477.TW,聚陽,231,1.99,925,250,134,86.57
544	,6263.TW,普萊德,131.5,2.73,282,133,71.3,86.54
545	,4557.TW,永新-KY,117,-0.43,402,138,74,86.49
546	,5864.TW,致和證,17.75,9.91,2993,17.75,9.52,86.45
547	,8341.TW,日友,159.5,-0.62,149,245,131.5,86.31
548	,5432.TW,新門,29.35,1.56,146,49,26.3,86.31
549	,6792.TW,詠業,84.6,-1.51,66,119.5,64.2,86.14
550	,9949.TW,琉園,16.4,-4.93,267,24,12.9,86.05
551	,3236.TW,千如,30.3,0.66,1182,31.8,17.1,85.96
552	,4167.TW,松瑞藥,18.15,-0.55,962,29,15.6,85.9
553	,6175.TW,立敦,38,-0.78,332,41.8,22.5,85.78
554	,5301.TW,寶得利,11.85,-1.25,28,15.4,8.29,85.77
555	,2492.TW,華新科,99.8,-2.16,9496,133,71.6,85.75
556	,1240.TW,茂生農經,45.95,-0.97,29,76.3,41.1,85.64
557	,1701.TW,中化,27.3,-0.18,2683,36.85,19.85,85.64
558	,1721.TW,三晃,16.4,-2.09,2711,23.2,12.5,85.6
559	,6683.TW,雍智科技,190,-1.04,109,263.5,142,85.56
560	,3363.TW,上詮,34.9,1.45,7377,39.8,21.45,85.55
561	,6279.TW,胡連,138.5,-0.72,526,185.5,100,85.5
562	,3686.TW,達能,15.3,0,352,18.25,9.85,85.28
563	,3147.TW,大綜,73.1,2.81,1574,77.8,42,85.24
564	,2726.TW,雅茗-KY,26.2,-1.5,17,31.65,17.1,85.09
565	,2010.TW,春源,16.25,0,355,25.8,13.95,84.95
566	,3666.TW,光耀,23.45,5.63,1424,30.7,16.6,84.94
567	,1316.TW,上曜,13.65,0,4104,20.8,11.25,84.89
568	,4916.TW,事欣科,35.3,-1.12,2357,37.9,20.5,84.88
569	,3508.TW,位速,31.45,-0.47,145,48.05,26,84.81
570	,3652.TW,精聯,30.45,-0.81,475,36.95,20,84.75
571	,6605.TW,帝寶,102.5,3.85,1661,105,56.9,84.53
572	,2024.TW,志聯,18.7,0,4,29.6,16.05,84.42
573	,2851.TW,中再保,20.35,9.12,12147,30.7,16.65,84.38
574	,6591.TW,動力-KY,53.4,2.69,315,68.3,37.05,84.35
575	,2066.TW,世德,96.4,-0.52,149,104.5,56.7,84.3
576	,3555.TW,重鵬,26.95,0.37,1,36.95,20.05,84.29
577	,2489.TW,瑞軒,12.55,1.21,6480,16.4,8.9,84.27
578	,3691.TW,碩禾,105.5,-0.94,190,174,94.5,84.13
579	,3276.TW,宇環,15.3,0.33,401,19.7,10.7,84.11
580	,4741.TW,泓瀚,38.55,0,288,42.5,23.1,83.98
581	,2401.TW,凌陽,23.6,-1.26,957,37.25,20.25,83.95
582	,2017.TW,官田鋼,17.35,-0.29,362,21.15,11.5,83.91
583	,5371.TW,中光電,76.3,0.66,3929,85.6,46.55,83.89
584	,4576.TW,大銀微系統,75.4,0.4,22,113,61.5,83.74
585	,1470.TW,大統新創,19.65,0.77,106,31.2,17,83.53
586	,5871.TW,中租-KY,226,2.49,2180,255,139,83.45
587	,6570.TW,維田,63.4,1.44,176,68.6,37.4,83.42
588	,6672.TW,騰輝電子-KY,82.7,1.47,583,104,56.7,83.42
589	,6130.TW,星寶國際,33.55,0.45,17,51.8,28.25,83.36
590	,5364.TW,力麗店,24.95,1.22,11,33,18,83.33
591	,5706.TW,鳳凰,61.6,-1.12,636,81,44.25,83.05
592	,3051.TW,力特,18.05,-0.28,8915,25.5,13.95,82.8
593	,8111.TW,立碁,21.8,-1.8,552,26.5,14.5,82.76
594	,3438.TW,類比科,59.1,-1.01,60,76.8,42.05,82.64
595	,6558.TW,興能高,28.8,1.41,319,29.95,16.4,82.62
596	,2906.TW,高林,17.2,-0.29,383,25.1,13.75,82.55
597	,5438.TW,東友,21.9,-0.9,104,23,12.6,82.54
598	,3264.TW,欣銓,54.2,0.56,3426,60.5,33.15,82.5
599	,3297.TW,杭特,17.6,0,91,25,13.7,82.48
600	,6186.TW,新潤,44.8,0,290,45.85,25.15,82.31
601	,2883.TW,開發金,12.8,-3.76,99767,19.85,10.9,82.11
602	,2419.TW,仲琦,26.65,1.14,1266,31.4,17.25,82.03
603	,2614.TW,東森,19.55,-1.51,1917,33.3,18.3,81.97
604	,8040.TW,九暘,45,-1.42,239,65.2,35.85,81.87
605	,3707.TW,漢磊,78.3,0.64,1078,136,74.8,81.82
606	,6552.TW,易華電,34.8,0.29,62,49.9,27.45,81.79
607	,3625.TW,西勝,13.75,-1.08,118,21.45,11.8,81.78
608	,4550.TW,長佳,33,-0.45,118,36.5,20.1,81.59
609	,1319.TW,東陽,48.8,-3.94,8616,57.2,31.5,81.59
610	,2702.TW,華園,23.35,-1.06,278,33.5,18.45,81.57
611	,1236.TW,宏亞,23.75,0.42,60,31.4,17.3,81.5
612	,6568.TW,宏觀,176.5,-0.84,325,200.5,110.5,81.45
613	,3564.TW,其陽,34.9,0,236,43.2,23.85,81.13
614	,3016.TW,嘉晶,64.2,0.31,263,111,61.3,81.08
615	,8463.TW,潤泰材,27.3,0.37,753,32.75,18.1,80.94
616	,3563.TW,牧德,196.5,-0.76,184,203.5,112.5,80.89
617	,6180.TW,橘子,75.1,0.13,1630,92.6,51.2,80.86
618	,2375.TW,凱美,70.2,-0.14,657,83.4,46.15,80.72
619	,2882.TW,國泰金,43.05,0.94,15296,65.5,36.25,80.69
620	,6470.TW,宇智,63.5,-2.46,959,82.3,45.55,80.68
621	,6220.TW,岳豐,27.65,-1.43,1029,36,19.95,80.45
622	,5328.TW,華容,13.95,-3.13,1459,15.3,8.48,80.42
623	,1618.TW,合機,19.25,2.39,2476,20.2,11.2,80.36
624	,8438.TW,昶昕,24.6,-0.2,39,41.3,22.9,80.35
625	,3465.TW,進泰電子,94.7,-0.32,30,137,76,80.26
626	,6767.TW,台微醫,44.6,0.9,337,45.5,25.25,80.2
627	,6139.TW,亞翔,47.85,3.68,3980,50.8,28.2,80.14
628	,3709.TW,鑫聯大投控,21.3,0,64,34.75,19.3,80.05
629	,3484.TW,崧騰,49.6,9.98,3773,71.3,39.6,80.05
630	,6642.TW,富致,52.5,-0.76,6,68.4,38.05,79.76
631	,8071.TW,能率網通,14.9,-0.67,38,23.8,13.25,79.62
632	,9914.TW,美利達,172,1.18,340,282,157,79.62
633	,6236.TW,康呈,23.9,0,0,25.5,14.2,79.58
634	,3317.TW,尼克森,53.9,-1.1,415,77.2,43,79.53
635	,6512.TW,啟發電,19.85,-4.8,179,29.8,16.6,79.52
636	,2348.TW,海悅,67.5,0,34,102.5,57.1,79.51
637	,3265.TW,台星科,56.7,-0.87,1404,63,35.1,79.49
638	,1256.TW,鮮活果汁-KY,328,5.47,69,358,199.5,79.45
639	,8099.TW,大世科,51.5,-5.33,4248,56.5,31.5,79.37
640	,6185.TW,幃翔,20.5,4.86,2720,20.8,11.6,79.31
641	,8476.TW,台境,75.8,3.84,1635,77.8,43.4,79.26
642	,6240.TW,松崗,23.15,1.09,25,28.95,16.15,79.26
643	,9912.TW,偉聯,10.1,0,27,15.2,8.48,79.25
644	,2497.TW,怡利電,72,0.14,472,107,59.7,79.23
645	,3374.TW,精材,100,0.1,486,152.5,85.1,79.2
646	,6715.TW,嘉基,141.5,-2.41,226,175.5,98,79.08
647	,5386.TW,青雲,38.8,-0.13,47,46.2,25.8,79.07
648	,6712.TW,長聖,219,-1.35,901,277.5,155,79.03
649	,4154.TW,樂威科-KY,30.5,0,0,48.3,27,78.89
650	,6510.TW,精測,483.5,2.11,135,652,364.5,78.88
651	,1442.TW,名軒,32.05,0.16,242,38.45,21.5,78.84
652	,2528.TW,皇普,23.3,-2.1,235,25.75,14.4,78.82
653	,8086.TW,宏捷科,81,1.12,1151,98.7,55.2,78.8
654	,2743.TW,山富,59.6,-1.49,242,81,45.35,78.61
655	,5206.TW,坤悅,22.25,0.45,184,22.5,12.6,78.57
656	,1305.TW,華夏,23.95,-0.83,1282,33.95,19.05,78.22
657	,3710.TW,連展投控,11.55,-0.43,492,17.8,9.99,78.18
658	,8150.TW,南茂,38.85,1.97,3814,50.6,28.4,78.17
659	,1455.TW,集盛,10.35,-0.48,220,16.05,9.01,78.14
660	,1589.TW,永冠-KY,83.8,0.96,3922,86.5,48.6,77.98
661	,3038.TW,全台,31.05,2.99,12752,31.2,17.55,77.78
662	,4977.TW,眾達-KY,104,-0.48,2062,131,73.7,77.75
663	,2108.TW,南帝,39.25,-0.25,252,58.7,33.05,77.61
664	,4155.TW,訊映,34.65,2.21,1014,39.25,22.1,77.6
665	,4190.TW,佐登-KY,95.3,-1.45,913,106.5,60,77.5
666	,8080.TW,永利聯合,10.9,0,1,16.85,9.5,77.37
667	,8477.TW,創業家,17.4,0.29,23,28.9,16.3,77.3
668	,3557.TW,嘉威,67.5,1.2,450,74.5,42.05,77.17
669	,3338.TW,泰碩,48.2,-2.13,5184,52.5,29.65,77.07
670	,6651.TW,全宇昕,82.4,0.12,41,97.3,55,76.91
671	,2376.TW,技嘉,135,-1.46,3289,138.5,78.3,76.88
672	,3138.TW,耀登,152,-0.33,207,191,108,76.85
673	,6197.TW,佳必琪,55.2,5.54,3011,57.2,32.35,76.82
674	,1475.TW,業旺,56.6,6.19,72,83,47,76.6
675	,6233.TW,旺玖,25.85,-0.77,221,30.55,17.3,76.59
676	,6491.TW,晶碩,406,-0.25,420,477.5,270.5,76.52
677	,5227.TW,立凱-KY,72.4,-0.41,1293,81.9,46.4,76.51
678	,2718.TW,晶悅,48.9,1.03,1,52.7,29.9,76.25
679	,2061.TW,風青,20.35,-0.73,37,28.55,16.2,76.23
680	,6288.TW,聯嘉,31.9,-0.16,2177,35.15,19.95,76.19
681	,4976.TW,佳凌,44.05,-0.56,674,56.8,32.25,76.12
682	,8255.TW,朋程,174.5,0.58,395,220,125,76
683	,5215.TW,科嘉-KY,47.9,0.63,43,62,35.25,75.89
684	,6282.TW,康舒,42.55,2.04,14765,46.25,26.3,75.86
685	,6164.TW,華興,11.8,1.29,240,15.5,8.82,75.74
686	,6426.TW,統新,60.8,-0.65,38,94.5,53.8,75.65
687	,3224.TW,三顧,53.5,-1.65,627,61.9,35.25,75.6
688	,2359.TW,所羅門,35.1,1.89,10907,37.75,21.5,75.58
689	,4712.TW,南璋,4.22,-0.71,8,6.97,3.97,75.57
690	,1336.TW,台翰,27.35,0.92,391,32.3,18.4,75.54
691	,2867.TW,三商壽,5.1,-0.39,7606,8.53,4.86,75.51
692	,2939.TW,凱羿-KY,32.5,-1.37,16,43,24.5,75.51
693	,8367.TW,建新國際,48.5,-1.32,80,53,30.2,75.5
694	,6509.TW,聚和,44.15,-0.79,426,58.7,33.45,75.49
695	,2454.TW,聯發科,675,0,3132,935,533,75.42
696	,8941.TW,關中,57.2,-1.89,77,66.8,38.1,75.33
697	,1905.TW,華紙,25.25,0.4,17686,27,15.4,75.32
698	,6219.TW,富旺,11.3,0.89,978,17.5,10,75
699	,1471.TW,首利,9.44,0.11,1156,11.2,6.4,75
700	,8450.TW,霹靂,25.25,-1.56,41,39.7,22.7,74.89
701	,3708.TW,上緯投控,102.5,-0.49,539,145.5,83.2,74.88
702	,6182.TW,合晶,43.8,-0.34,1640,63.3,36.2,74.86
703	,2351.TW,順德,120.5,-0.82,951,154,88.1,74.8
704	,6203.TW,海韻電,74.1,-0.8,595,76.3,43.65,74.8
705	,6202.TW,盛群,68.2,-0.29,530,104,59.5,74.79
706	,5355.TW,佳總,8.3,-2.24,683,9,5.15,74.76
707	,4529.TW,淳紳,10.2,-0.97,32,14.85,8.5,74.71
708	,2617.TW,台航,30.05,-0.33,609,40,22.9,74.67
709	,3491.TW,昇達科,165.5,0.91,806,189.5,108.5,74.65
710	,8299.TW,群聯,395,3.27,2799,433,248,74.6
711	,6140.TW,訊達,22.4,1.13,1011,25.3,14.5,74.48
712	,1309.TW,台達化,20.05,0,446,32.7,18.75,74.4
713	,1108.TW,幸福,16.95,1.19,2830,17.3,9.92,74.4
714	,2049.TW,上銀,233,0,980,272,156,74.36
715	,8279.TW,生展,185,1.65,35,197,113,74.34
716	,2425.TW,承啟,29.8,0,514,38,21.8,74.31
717	,4566.TW,時碩工業,62.3,-2.96,2231,69.7,40,74.25
718	,4956.TW,光鋐,15.85,-1.55,210,23.05,13.25,73.96
719	,8390.TW,金益鼎,43.6,-7.53,4405,47.3,27.2,73.9
720	,3029.TW,零壹,62.3,3.49,19751,63.9,36.75,73.88
721	,6170.TW,統振,39.3,0,413,42.15,24.25,73.81
722	,4770.TW,上品,283.5,0,377,396,228,73.68
723	,1616.TW,億泰,9.7,1.25,707,12.15,7,73.57
724	,8176.TW,智捷,10.95,-1.35,135,14.45,8.33,73.47
725	,6655.TW,科定,128.5,0.39,35,176,101.5,73.4
726	,8114.TW,振樺電,109,2.83,440,176,101.5,73.4
727	,2537.TW,聯上發,6.94,0,251,11.6,6.69,73.39
728	,2340.TW,台亞,35.15,-0.99,1091,52.7,30.4,73.36
729	,4513.TW,福裕,21.4,-2.51,355,29.45,17,73.24
730	,3631.TW,晟楠,33.4,0,11,47.8,27.6,73.19
731	,4702.TW,中美實,14.15,0,91,18.7,10.8,73.15
732	,4433.TW,興采,35.3,-0.14,116,41.55,24,73.12
733	,1568.TW,倉佑,23.2,-0.64,96,32.45,18.75,73.07
734	,9802.TW,鈺齊-KY,122,2.52,1468,205,118.5,73
735	,8091.TW,翔名,101,0.5,864,114,65.9,72.99
736	,4721.TW,美琪瑪,100,-0.5,318,155.5,90,72.78
737	,8105.TW,凌巨,13,-1.14,1614,16.5,9.55,72.77
738	,5403.TW,中菲,100,-0.5,921,109,63.1,72.74
739	,3533.TW,嘉澤,927,-0.86,743,960,556,72.66
740	,6275.TW,元山,39.95,8.71,6357,39.95,23.15,72.57
741	,3167.TW,大量,41.9,0.84,44,67.3,39,72.56
742	,3684.TW,榮昌,65.1,0.15,22,71.6,41.5,72.53
743	,6514.TW,芮特-KY,58.1,3.75,31,75.3,43.65,72.51
744	,3149.TW,正達,16.65,-9.76,3847,26.9,15.6,72.44
745	,3227.TW,原相,103,-0.48,205,134.5,78,72.44
746	,2477.TW,美隆電,20.7,0,23,28.1,16.3,72.39
747	,1611.TW,中電,18.35,1.94,5971,22.4,13,72.31
748	,8421.TW,旭源,16,0.95,131,21.45,12.45,72.29
749	,5426.TW,振發,12.3,-0.4,228,17.4,10.1,72.28
750	,4735.TW,豪展,38.05,0.79,38,53.4,31,72.26
751	,4119.TW,旭富,129,0.39,282,134.5,78.1,72.22
752	,6285.TW,啟碁,97,1.78,3940,104.5,60.7,72.16
753	,8213.TW,志超,40.55,0.87,251,54.2,31.5,72.06
754	,4995.TW,晶達,50.9,0.79,104,56,32.55,72.04
755	,4934.TW,太極,30.95,-2.98,1875,35.6,20.7,71.98
756	,1218.TW,泰山,32.75,9.9,26489,47.95,27.9,71.86
757	,3526.TW,凡甲,134.5,-0.37,100,183,106.5,71.83
758	,6229.TW,研通,28,0.54,47,38.05,22.15,71.78
759	,1736.TW,喬山,65.9,-1.05,381,86.2,50.2,71.71
760	,3689.TW,湧德,39.9,3.77,1575,48.85,28.45,71.7
761	,3252.TW,海灣,18.1,-0.55,67,27.3,15.9,71.7
762	,6173.TW,信昌電,43.5,3.57,7641,52.3,30.5,71.48
763	,1533.TW,車王電,56.2,-0.53,704,77.1,45,71.33
764	,1506.TW,正道,20.5,-0.24,162,23.55,13.75,71.27
765	,5516.TW,雙喜,26.2,2.14,128,27.65,16.15,71.21
766	,2430.TW,燦坤,42.4,0.59,192,51.5,30.1,71.1
767	,1536.TW,和大,70.4,0.14,278,98.5,57.6,71.01
768	,3088.TW,艾訊,76.4,0.53,448,84.3,49.3,70.99
769	,2472.TW,立隆電,64.8,-1.22,575,72.6,42.5,70.82
770	,2027.TW,大成鋼,45.45,1,10451,56.2,32.9,70.82
771	,1417.TW,嘉裕,14.05,-0.35,462,17,9.96,70.68
772	,5607.TW,遠雄港,72,-0.83,344,75.6,44.3,70.65
773	,2022.TW,聚亨,10.25,0,2364,13.05,7.65,70.59
774	,8069.TW,元太,192.5,-2.78,24281,255,149.5,70.57
775	,3163.TW,波若威,54.7,0.74,299,68.9,40.45,70.33
776	,2449.TW,京元電子,45.8,-2.03,9212,50.5,29.65,70.32
777	,6499.TW,益安,59.5,-0.17,280,82,48.15,70.3
778	,6609.TW,瀧澤科,37.95,0.26,83,45.8,26.9,70.26
