符合條件商品
資料日期：2023年  5月  8日
策略,	00統計2022年漲幅
序號,	代碼,	商品,	成交,	漲幅%,	總量,	最高價,	最低價,	漲幅
執行時間：2023-05-08 23:20 符合檔數(1769)
391	,3520.TW,華盈,21.2,-1.62,522,27.05,13,108.08
392	,1785.TW,光洋科,36.55,-1.48,1553,55.5,26.7,107.87
393	,5301.TW,寶得利,11.85,-1.25,28,16.9,8.14,107.62
394	,5706.TW,鳳凰,61.6,-1.12,636,81,39.05,107.43
395	,4923.TW,力士,52,-2.8,182,84,40.5,107.41
396	,4728.TW,雙美,293,1.74,160,170,82,107.32
397	,6276.TW,安鈦克,27.1,9.94,395,24.15,11.65,107.3
398	,3260.TW,威剛,73.5,-0.27,1451,102.5,49.5,107.07
399	,3339.TW,泰谷,13.15,0,43,24.4,11.8,106.78
400	,2443.TW,昶虹,3.61,3.14,319,4.98,2.41,106.64
401	,8409.TW,商之器,23.9,1.27,101,33.05,16,106.56
402	,2426.TW,鼎元,18.25,-0.82,438,30.35,14.7,106.46
403	,3680.TW,家登,343.5,0.59,744,344.5,167,106.29
404	,6552.TW,易華電,34.8,0.29,62,56.6,27.45,106.19
405	,9945.TW,潤泰新,35.8,0.56,4857,80.7,39.15,106.13
406	,6761.TW,穩得,94.2,1.29,72,152.5,74,106.08
407	,5704.TW,老爺知,54.3,0.37,79,57.8,28.05,106.06
408	,4702.TW,中美實,14.15,0,91,22.25,10.8,106.02
409	,4739.TW,康普,91.1,-1.94,868,168.5,81.8,105.99
410	,5014.TW,建錩,16.35,1.55,337,24.7,12,105.83
411	,3294.TW,英濟,18.4,0,251,32.5,15.8,105.7
412	,9914.TW,美利達,172,1.18,340,334,162.5,105.54
413	,1538.TW,正峰,9.64,0,2,10.85,5.28,105.49
414	,2351.TW,順德,120.5,-0.82,951,181,88.1,105.45
415	,1541.TW,錩泰,33.6,-1.47,31,60.4,29.4,105.44
416	,2023.TW,燁輝,15.2,0,1591,26.7,13,105.38
417	,2327.TW,國巨,504,-0.4,1626,538,262,105.34
418	,3605.TW,宏致,30,-0.33,176,56,27.3,105.13
419	,3669.TW,圓展,43.4,0,46,72.4,35.3,105.1
420	,6203.TW,海韻電,74.1,-0.8,595,89.5,43.65,105.04
421	,5278.TW,尚凡,176.5,0.57,18,287,140,105
422	,8182.TW,加高,30.1,-0.5,32,57.4,28,105
423	,2734.TW,易飛網,33.65,1.51,290,42,20.5,104.88
424	,9941.TW,裕融,192.5,1.32,965,254,124,104.84
425	,3615.TW,安可,17.6,0,36,30,14.65,104.78
426	,2376.TW,技嘉,135,-1.46,3289,160,78.3,104.34
427	,3504.TW,揚明光,77,-0.65,233,119.5,58.5,104.27
428	,2069.TW,運錩,19.75,-0.5,94,38.5,18.85,104.24
429	,2401.TW,凌陽,23.6,-1.26,957,41.35,20.25,104.2
430	,3259.TW,鑫創,18.8,-2.08,33,30.6,15,104
431	,1449.TW,佳和,15.05,0.33,73,18.1,8.88,103.83
432	,1236.TW,宏亞,23.75,0.42,60,35.25,17.3,103.76
433	,6229.TW,研通,28,0.54,47,45.1,22.15,103.61
434	,3317.TW,尼克森,53.9,-1.1,415,87.4,43,103.26
435	,2049.TW,上銀,233,0,980,317,156,103.21
436	,1477.TW,聚陽,231,1.99,925,272,134,102.99
437	,6576.TW,逸達,91.5,0.11,465,141,69.5,102.88
438	,6240.TW,松崗,23.15,1.09,25,30.8,15.2,102.63
439	,2610.TW,華航,19,0.53,15235,31.95,15.8,102.22
440	,4747.TW,強生,60.1,-2.28,729,60.7,30.05,102
441	,6265.TW,方土昶,10.35,-0.96,136,18.4,9.11,101.98
442	,6649.TW,台生材,40.25,-0.86,66,44.2,21.9,101.83
443	,2726.TW,雅茗-KY,26.2,-1.5,17,34.5,17.1,101.75
444	,8069.TW,元太,192.5,-2.78,24281,255,126.5,101.58
445	,3557.TW,嘉威,67.5,1.2,450,84.7,42.05,101.43
446	,1609.TW,大亞,32,2.24,68171,31.5,15.65,101.28
447	,6120.TW,達運,10.2,-0.49,516,16.5,8.2,101.22
448	,4735.TW,豪展,38.05,0.79,38,62.3,31,100.97
449	,9962.TW,有益,20.9,2.96,3994,23.6,11.75,100.85
450	,6470.TW,宇智,63.5,-2.46,959,82.3,41,100.73
451	,4130.TW,健亞,29.1,-2.51,1308,41.85,20.85,100.72
452	,4736.TW,泰博,184,-0.54,229,310,154.5,100.65
453	,2417.TW,圓剛,22.5,-0.66,1314,37.6,18.75,100.53
454	,5609.TW,中菲行,85.6,-1.38,370,115.5,57.6,100.52
455	,3491.TW,昇達科,165.5,0.91,806,217.5,108.5,100.46
456	,1591.TW,駿吉-KY,27.3,-3.53,441,27.85,13.9,100.36
457	,8442.TW,威宏-KY,78.7,1.81,138,83.3,41.6,100.24
458	,6728.TW,上洋,147,-2,122,193.5,96.7,100.1
459	,4576.TW,大銀微系統,75.4,0.4,22,123,61.5,100
460	,6196.TW,帆宣,131,0.38,312,190,95,100
461	,5371.TW,中光電,76.3,0.66,3929,93,46.55,99.79
462	,3265.TW,台星科,56.7,-0.87,1404,57.4,28.75,99.65
463	,4129.TW,聯合,61.2,-0.65,1401,54.9,27.5,99.64
464	,3308.TW,聯德,40.5,9.91,2961,21.95,11,99.55
465	,6231.TW,系微,124,1.64,852,124.5,62.4,99.52
466	,3049.TW,和鑫,9.85,-0.91,1717,17.95,9,99.44
467	,8477.TW,創業家,17.4,0.29,23,35,17.55,99.43
468	,2380.TW,虹光,10.05,0,227,17.35,8.7,99.43
469	,2024.TW,志聯,18.7,0,4,32,16.05,99.38
470	,3322.TW,建舜電,21.8,0,503,29.8,14.95,99.33
471	,3357.TW,臺慶科,103,0,79,142,71.3,99.16
472	,4743.TW,合一,239.5,-2.24,3438,309.5,155.5,99.04
473	,6271.TW,同欣電,173.5,0.58,1406,302.5,152,99.01
474	,2476.TW,鉅祥,51.7,-3,1757,77.4,38.9,98.97
475	,2489.TW,瑞軒,12.55,1.21,6480,17.7,8.9,98.88
476	,6435.TW,大中,106,0.47,123,173,87,98.85
477	,3709.TW,鑫聯大投控,21.3,0,64,38.35,19.3,98.7
478	,1512.TW,瑞利,13.15,0.38,65,5.86,2.95,98.64
479	,1605.TW,華新,47.7,-4.79,75734,49.85,25.1,98.61
480	,3526.TW,凡甲,134.5,-0.37,100,211.5,106.5,98.59
481	,4106.TW,雃博,31.85,-1.85,499,45.15,22.75,98.46
482	,5386.TW,青雲,38.8,-0.13,47,51.2,25.8,98.45
483	,6284.TW,佳邦,56.7,-0.53,399,76.6,38.6,98.45
484	,3227.TW,原相,103,-0.48,205,154.5,78,98.08
485	,3437.TW,榮創,18.95,-1.04,148,30,15.15,98.02
486	,8103.TW,瀚荃,37.55,0.13,81,56.2,28.4,97.89
487	,6164.TW,華興,11.8,1.29,240,17.45,8.82,97.85
488	,4934.TW,太極,30.95,-2.98,1875,40.9,20.7,97.58
489	,2344.TW,華邦電,24.5,-0.61,18807,36.45,18.5,97.03
490	,4967.TW,十銓,73.6,-2.13,7821,49.45,25.1,97.01
491	,2497.TW,怡利電,72,0.14,472,117.5,59.7,96.82
492	,5457.TW,宣德,52.8,-0.94,246,85.8,43.6,96.79
493	,5871.TW,中租-KY,226,2.49,2180,273.5,139,96.76
494	,5383.TW,金利,30.4,-0.16,7,47,23.95,96.24
495	,6130.TW,星寶國際,33.55,0.45,17,55.4,28.25,96.11
496	,2440.TW,太空梭,11.55,-0.43,238,20.1,10.25,96.1
497	,2022.TW,聚亨,10.25,0,2364,15,7.65,96.08
498	,2030.TW,彰源,22.3,0.68,609,41.65,21.25,96
499	,2867.TW,三商壽,5.1,-0.39,7606,10.2,5.21,95.78
500	,3356.TW,奇偶,39.85,-0.25,1716,50.3,25.7,95.72
501	,2444.TW,兆勁,16.15,0.62,351,20.9,10.7,95.33
502	,6499.TW,益安,59.5,-0.17,280,94,48.15,95.22
503	,3481.TW,群創,13.4,-1.83,55528,19.8,10.15,95.07
504	,2597.TW,潤弘,119,-0.42,31,156,80,95
505	,3686.TW,達能,15.3,0,352,19.2,9.85,94.92
506	,1725.TW,元禎,23.45,-1.47,74,35.55,18.25,94.79
507	,6141.TW,柏承,18.2,0,32,32.1,16.5,94.55
508	,2707.TW,晶華,289,-1.2,780,278,143,94.41
509	,8068.TW,全達,31.65,-0.31,305,42.75,22,94.32
510	,5904.TW,寶雅,568,-0.35,239,503,259,94.21
511	,6735.TW,美達科技,55,0.18,6,93.3,48.05,94.17
512	,6117.TW,迎廣,14.9,0,49,22.7,11.7,94.02
513	,5245.TW,智晶,47.2,0.96,47,96.7,49.9,93.79
514	,6198.TW,瑞築,21.45,-1.15,36,36.95,19.1,93.46
515	,3022.TW,威強電,81.5,0.87,1268,82.4,42.6,93.43
516	,4168.TW,醣聯,32.05,-2.14,674,46.9,24.25,93.4
517	,6278.TW,台表科,97.4,-0.2,1007,144,74.5,93.29
518	,2753.TW,八方雲集,176.5,0,329,230,119,93.28
519	,1220.TW,台榮,15.9,-0.62,449,25.5,13.2,93.18
520	,6143.TW,振曜,92.2,-0.32,669,78.8,40.8,93.14
521	,2605.TW,新興,21.5,-0.69,1403,33.3,17.25,93.04
522	,1522.TW,堤維西,29.75,0.51,1372,34.15,17.7,92.94
523	,4994.TW,傳奇,47.2,1.83,115,70.6,36.6,92.9
524	,2029.TW,盛餘,25.4,0.79,199,42.05,21.8,92.89
525	,2612.TW,中航,39,-0.13,233,59.3,30.75,92.85
526	,8077.TW,洛碁,39.95,3.77,0,14.5,7.52,92.82
527	,4564.TW,元翎,24.3,-1.22,442,42.4,22,92.73
528	,1455.TW,集盛,10.35,-0.48,220,17.35,9.01,92.56
529	,1313.TW,聯成,14.5,-0.34,340,22.4,11.65,92.27
530	,2010.TW,春源,16.25,0,355,26.8,13.95,92.11
531	,3591.TW,艾笛森,25.55,2,7297,23.9,12.45,91.97
532	,4192.TW,杏國,19.2,-1.54,34,44.15,23,91.96
533	,2851.TW,中再保,20.35,9.12,12147,31.95,16.65,91.89
534	,6491.TW,晶碩,406,-0.25,420,519,270.5,91.87
535	,1593.TW,祺驊,79,-0.5,44,86,44.85,91.75
536	,3047.TW,訊舟,15.8,0.32,1357,19.65,10.25,91.71
537	,2243.TW,宏旭-KY,19.65,0,177,20.5,10.7,91.59
538	,6514.TW,芮特-KY,58.1,3.75,31,83.6,43.65,91.52
539	,1305.TW,華夏,23.95,-0.83,1282,36.45,19.05,91.34
540	,6217.TW,中探針,43.15,0,475,70.9,37.1,91.11
541	,6165.TW,浪凡,31.2,0,136,43.85,22.95,91.07
542	,6236.TW,康呈,23.9,0,0,23,12.05,90.87
543	,2939.TW,凱羿-KY,32.5,-1.37,16,43,22.55,90.69
544	,3221.TW,台嘉碩,28.7,-1.37,434,43,22.55,90.69
545	,3031.TW,佰鴻,18.75,-1.06,71,26.3,13.8,90.58
546	,6116.TW,彩晶,12,-1.23,4848,18.2,9.55,90.58
547	,3191.TW,和進,7.37,-2.9,133,12.5,6.56,90.55
548	,5328.TW,華容,13.95,-3.13,1459,16.15,8.48,90.45
549	,4534.TW,慶騰,9.82,0,71,15.8,8.3,90.36
550	,8438.TW,昶昕,24.6,-0.2,39,43.5,22.9,89.96
551	,1309.TW,台達化,20.05,0,446,35.6,18.75,89.87
552	,5452.TW,佶優,20.8,-0.72,650,23.9,12.6,89.68
553	,8437.TW,大地-KY,109.5,0,14,146,77,89.61
554	,5009.TW,榮剛,58.1,0.17,13042,38.1,20.1,89.55
555	,6170.TW,統振,39.3,0,413,45.95,24.25,89.48
556	,5222.TW,全訊,206,-4.19,5776,216,114,89.47
557	,6168.TW,宏齊,25.05,-1.18,471,27.65,14.6,89.38
558	,6588.TW,東典光電,30.6,1.49,15,49.8,26.3,89.35
559	,8114.TW,振樺電,109,2.83,440,176,93,89.25
560	,6642.TW,富致,52.5,-0.76,6,72,38.05,89.22
561	,6219.TW,富旺,11.3,0.89,978,20.05,10.6,89.15
562	,1470.TW,大統新創,19.65,0.77,106,31.2,16.5,89.09
563	,9949.TW,琉園,16.4,-4.93,267,21.65,11.45,89.08
564	,4557.TW,永新-KY,117,-0.43,402,138,73,89.04
565	,3689.TW,湧德,39.9,3.77,1575,53.7,28.45,88.75
566	,2882.TW,國泰金,43.05,0.94,15296,68.4,36.25,88.69
567	,3583.TW,辛耘,89.9,-1.21,788,115,61,88.52
568	,6504.TW,南六,84,2.19,107,127,67.4,88.43
569	,4167.TW,松瑞藥,18.15,-0.55,962,29,15.4,88.31
570	,1560.TW,中砂,111,0.45,664,183,97.2,88.27
571	,3211.TW,順達,77,0,241,122.5,65.1,88.17
572	,1319.TW,東陽,48.8,-3.94,8616,57.2,30.5,87.54
573	,1799.TW,易威,21.75,8.21,52,17.45,9.32,87.23
574	,2303.TW,聯電,50,0.81,27878,65.5,35,87.14
575	,2201.TW,裕隆,78.1,0.9,6802,71,38,86.84
576	,6156.TW,松上,21.5,0.94,290,26.7,14.3,86.71
577	,5285.TW,界霖,78.1,0.64,156,109.5,58.7,86.54
578	,3710.TW,連展投控,11.55,-0.43,492,17.9,9.6,86.46
579	,8367.TW,建新國際,48.5,-1.32,80,56.3,30.2,86.42
580	,8341.TW,日友,159.5,-0.62,149,245,131.5,86.31
581	,8150.TW,南茂,38.85,1.97,3814,52.9,28.4,86.27
582	,6275.TW,元山,39.95,8.71,6357,43.1,23.15,86.18
583	,2408.TW,南亞科,64.8,-2.85,9260,84.2,45.25,86.08
584	,3349.TW,寶德,13.8,-2.13,5,22.7,12.2,86.07
585	,6669.TW,緯穎,1125,-0.44,1448,1135,610,86.07
586	,1584.TW,精剛,40.5,0,3129,28,15.05,86.05
587	,3276.TW,宇環,15.3,0.33,401,19.9,10.7,85.98
588	,2330.TW,台積電,504,0.8,11737,688,370,85.95
589	,1796.TW,金穎生技,145.5,4.68,1699,74.3,40,85.75
590	,6585.TW,鼎基,63.9,-0.93,56,84.4,45.45,85.7
591	,1240.TW,茂生農經,45.95,-0.97,29,76.3,41.1,85.64
592	,1701.TW,中化,27.3,-0.18,2683,36.85,19.85,85.64
593	,8941.TW,關中,57.2,-1.89,77,66.8,36,85.56
594	,6279.TW,胡連,138.5,-0.72,526,185.5,100,85.5
595	,6169.TW,昱泉,22.35,0.68,242,30.5,16.5,84.85
596	,3430.TW,奇鈦科,49.1,-0.91,179,74.3,40.2,84.83
597	,5902.TW,德記,39,0,62,43.8,23.7,84.81
598	,6668.TW,中揚光,40.15,-1.35,65,60.3,32.65,84.69
599	,4746.TW,台耀,92.6,0.43,3683,81.6,44.2,84.62
600	,3019.TW,亞光,63.4,0.16,294,96.9,52.5,84.57
601	,6666.TW,羅麗芬-KY,88.9,1.83,113,93,50.4,84.52
602	,2883.TW,開發金,12.8,-3.76,99767,20.1,10.9,84.4
603	,6591.TW,動力-KY,53.4,2.69,315,68.3,37.05,84.35
604	,6438.TW,迅得,119,2.59,3739,134.5,73,84.25
605	,3707.TW,漢磊,78.3,0.64,1078,148.5,80.6,84.24
606	,6747.TW,亨泰光,236.5,-1.46,231,300,163,84.05
607	,2017.TW,官田鋼,17.35,-0.29,362,21.15,11.5,83.91
608	,4153.TW,鈺緯,48.25,1.15,405,43,23.4,83.76
609	,4121.TW,優盛,34.55,-0.58,6513,34.45,18.75,83.73
610	,3083.TW,網龍,45.6,-1.08,253,69.8,38,83.68
611	,3664.TW,安瑞-KY,41.9,0,2180,14.3,7.79,83.57
612	,1442.TW,名軒,32.05,0.16,242,38.45,20.95,83.53
613	,8201.TW,無敵,13.4,-1.47,104,17.8,9.7,83.51
614	,3628.TW,盈正,50.8,-0.39,101,62.7,34.2,83.33
615	,3556.TW,禾瑞亞,64.2,-0.16,106,89.8,49,83.27
616	,5432.TW,新門,29.35,1.56,146,49,26.75,83.18
617	,6230.TW,尼得科超眾,184,9.85,692,172,94,82.98
618	,8021.TW,尖點,29.6,0,1014,43,23.5,82.98
619	,8110.TW,華東,13.2,-0.75,605,19.2,10.5,82.86
620	,3306.TW,鼎天,25.7,-0.58,45,36.65,20.05,82.79
621	,6527.TW,明達醫,93.3,-5.76,1343,73.8,40.4,82.67
622	,6593.TW,台灣銘板,54.5,-1.45,49,53.2,29.15,82.5
623	,3297.TW,杭特,17.6,0,91,25,13.7,82.48
624	,3224.TW,三顧,53.5,-1.65,627,64.2,35.25,82.13
625	,2419.TW,仲琦,26.65,1.14,1266,31.4,17.25,82.03
626	,5302.TW,太欣,9.75,-0.31,176,14,7.7,81.82
627	,6573.TW,虹揚-KY,15.9,-0.31,161,22.45,12.35,81.78
628	,6469.TW,大樹,434.5,3.95,547,358,197,81.73
629	,2241.TW,艾姆勒,34.1,0,37,52.6,28.95,81.69
630	,2329.TW,華泰,19.5,-0.51,1228,26.7,14.7,81.63
631	,3321.TW,同泰,6.42,-0.31,56,14.8,8.15,81.6
632	,2702.TW,華園,23.35,-1.06,278,33.5,18.45,81.57
633	,2393.TW,億光,40.5,1,720,60,33.05,81.54
634	,4935.TW,茂林-KY,59.2,6.47,334,85.5,47.1,81.53
635	,4554.TW,橙的,31.5,0,229,43.15,23.8,81.3
636	,2405.TW,輔信,12.7,-0.39,537,20.1,11.1,81.08
637	,3013.TW,晟銘電,24.15,4.09,11055,22.45,12.4,81.05
638	,3312.TW,弘憶股,21.55,-0.23,256,28.6,15.8,81.01
639	,1218.TW,泰山,32.75,9.9,26489,47.95,26.5,80.94
640	,8463.TW,潤泰材,27.3,0.37,753,32.75,18.1,80.94
641	,6667.TW,信紘科,70.7,0.57,95,100,55.3,80.83
642	,6226.TW,光鼎,12.4,-1.59,402,16.9,9.35,80.75
643	,8112.TW,至上,44.55,-0.22,1482,58.2,32.2,80.75
644	,2723.TW,美食-KY,154.5,-2.52,836,157,86.9,80.67
645	,4721.TW,美琪瑪,100,-0.5,318,162.5,90,80.56
646	,6220.TW,岳豐,27.65,-1.43,1029,36,19.95,80.45
647	,3522.TW,御頂,16.75,1.52,466,15.6,8.65,80.35
648	,8464.TW,億豐,348.5,0.58,241,415,230.5,80.04
649	,6209.TW,今國光,30.25,-1.63,1275,38.7,21.5,80
650	,4536.TW,拓凱,206.5,0.98,645,209.5,116.5,79.83
651	,2321.TW,東訊,19.55,-0.26,30,8.2,4.56,79.82
652	,3058.TW,立德,28.4,9.23,7550,16.35,9.1,79.67
653	,6122.TW,擎邦,31.85,-0.31,2146,21.2,11.8,79.66
654	,8071.TW,能率網通,14.9,-0.67,38,23.8,13.25,79.62
655	,6512.TW,啟發電,19.85,-4.8,179,29.8,16.6,79.52
656	,2363.TW,矽統,17.35,0,583,26.55,14.8,79.39
657	,9912.TW,偉聯,10.1,0,27,15.2,8.48,79.25
658	,2409.TW,友達,17.25,-0.29,29263,23.3,13,79.23
659	,3374.TW,精材,100,0.1,486,152.5,85.1,79.2
660	,2413.TW,環科,36.5,-2.14,3437,31,17.3,79.19
661	,3036.TW,文曄,65,-0.61,1471,101,56.4,79.08
662	,4729.TW,熒茂,16.7,0.91,56,17.6,9.83,79.04
663	,6712.TW,長聖,219,-1.35,901,277.5,155,79.03
664	,3325.TW,旭品,20.3,4.37,1803,19.6,10.95,79
665	,4744.TW,皇將,42.8,8.22,17367,40.4,22.6,78.76
666	,3163.TW,波若威,54.7,0.74,299,68.9,38.55,78.73
667	,3362.TW,先進光,91.1,-1.19,1694,90.6,50.7,78.7
668	,3444.TW,利機,62.9,0.32,137,82.5,46.2,78.57
669	,3498.TW,陽程,33.15,-0.6,94,37.85,21.2,78.54
670	,8027.TW,鈦昇,46.45,-7.65,1446,88.3,49.5,78.38
671	,1711.TW,永光,21.4,-0.47,4822,29.25,16.4,78.35
672	,6223.TW,旺矽,134.5,0,1944,133,74.6,78.28
673	,3441.TW,聯一光,42.35,-0.59,254,48.55,27.25,78.17
674	,3419.TW,譁裕,21.65,-1.14,3523,26.1,14.65,78.16
675	,6005.TW,群益證,14.05,1.44,5959,17.35,9.74,78.13
676	,9938.TW,百和,57.6,1.95,457,85.4,47.95,78.1
677	,2495.TW,普安,25.4,-0.78,2904,24.1,13.55,77.86
678	,8455.TW,大拓-KY,22.35,2.52,2,33.95,19.1,77.75
679	,2349.TW,錸德,8.98,0,637,12.3,6.92,77.75
680	,3008.TW,大立光,2000,1.27,542,2710,1525,77.7
681	,4541.TW,晟田,49,4.7,28503,37.8,21.3,77.46
682	,3025.TW,星通,32.2,3.21,5958,27.85,15.7,77.39
683	,3631.TW,晟楠,33.4,0,11,48.95,27.6,77.36
684	,9921.TW,巨大,185,1.09,795,351,198,77.27
685	,8024.TW,佑華,23.95,-0.62,62,30.25,17.1,76.9
686	,2015.TW,豐興,67.2,0,275,99,56,76.79
687	,3623.TW,富晶通,15.8,-1.25,42,24.3,13.75,76.73
688	,1418.TW,東華,15.25,-0.33,14,20.5,11.6,76.72
689	,1475.TW,業旺,56.6,6.19,72,83,47,76.6
690	,8038.TW,長園科,52.6,-2.05,1312,51.2,29,76.55
691	,4930.TW,燦星網,25.75,-1.15,86,39,22.1,76.47
692	,1312.TW,國喬,19.75,0.25,1171,29.2,16.55,76.44
693	,3518.TW,柏騰,32.7,1.55,693,29.55,16.75,76.42
694	,2457.TW,飛宏,73.8,3.65,29873,53,30.05,76.37
695	,2360.TW,致茂,191,0.53,1620,238,135,76.3
696	,2061.TW,風青,20.35,-0.73,37,28.55,16.2,76.23
697	,2478.TW,大毅,48,-1.13,294,68,38.6,76.17
698	,3607.TW,谷崧,13.9,-1.07,90,19.7,11.2,75.89
699	,6207.TW,雷科,27.8,0.18,37,41.65,23.7,75.74
700	,6426.TW,統新,60.8,-0.65,38,94.5,53.8,75.65
701	,6807.TW,峰源-KY,30.4,0,2,41.75,23.8,75.42
702	,6161.TW,捷波,33.25,-4.32,1343,38.75,22.1,75.34
703	,8924.TW,大田,116.5,0,425,156,89,75.28
704	,3567.TW,逸昌,29.9,0,75,40.3,23,75.22
705	,5223.TW,安力-KY,40.15,0.12,6,61.3,35,75.14
706	,3511.TW,矽瑪,33.25,-1.04,395,46.4,26.5,75.09
707	,6235.TW,華孚,98.3,2.93,4843,47.8,27.3,75.09
708	,1476.TW,儒鴻,487,-0.81,367,660,377,75.07
709	,1471.TW,首利,9.44,0.11,1156,11.2,6.4,75
710	,2441.TW,超豐,54,1.31,479,78.1,44.65,74.92
711	,3708.TW,上緯投控,102.5,-0.49,539,145.5,83.2,74.88
712	,2342.TW,茂矽,40.3,-0.98,834,52,29.75,74.79
713	,8277.TW,商丞,9.9,0.51,67,14.15,8.1,74.69
714	,2617.TW,台航,30.05,-0.33,609,40,22.9,74.67
715	,3188.TW,鑫龍騰,14.55,-1.36,260,18.5,10.6,74.53
716	,4530.TW,宏易,6.85,-0.87,20,10.2,5.85,74.36
717	,5284.TW,jpp-KY,129.5,4.44,7287,73.3,42.05,74.32
718	,6151.TW,晉倫,31.6,4.12,534,39.45,22.65,74.17
719	,6441.TW,廣錠,57.1,4.58,622,60.9,35,74
720	,1516.TW,川飛,21.25,0.95,510,33.8,19.45,73.78
721	,4770.TW,上品,283.5,0,377,396,228,73.68
722	,3287.TW,廣寰科,14.45,-1.37,101,19.45,11.2,73.66
723	,1616.TW,億泰,9.7,1.25,707,12.15,7,73.57
724	,6283.TW,淳安,32,-0.31,91,46.5,26.8,73.51
725	,6715.TW,嘉基,141.5,-2.41,226,170,98,73.47
726	,8034.TW,榮群,16.45,0.61,613,22.2,12.8,73.44
727	,6538.TW,倉和,119.5,9.63,2606,109,62.9,73.29
728	,1308.TW,亞聚,26.55,-0.19,1001,40.45,23.35,73.23
729	,1304.TW,台聚,24.25,-0.82,1195,32.9,19,73.16
730	,6432.TW,今展科,37.65,-1.18,1054,45.45,26.25,73.14
731	,1568.TW,倉佑,23.2,-0.64,96,32.45,18.75,73.07
732	,3268.TW,海德威,21.85,-0.91,58,32,18.5,72.97
733	,5604.TW,中連,49.6,0.81,13,83,48,72.92
734	,1611.TW,中電,18.35,1.94,5971,22.65,13.1,72.9
735	,3694.TW,海華,24.6,1.86,393,27.4,15.85,72.87
736	,2355.TW,敬鵬,31.9,0.79,388,44.4,25.7,72.76
737	,2006.TW,東和鋼鐵,56.9,-0.18,531,83,48.05,72.74
738	,2607.TW,榮運,26.7,-0.74,1244,43.95,25.45,72.69
739	,2239.TW,英利-KY,72.8,0.41,89,88,51,72.55
740	,3653.TW,健策,480,1.69,957,440,255,72.55
741	,2748.TW,雲品,81.8,-0.61,1013,64.9,37.65,72.38
742	,8421.TW,旭源,16,0.95,131,21.45,12.45,72.29
743	,5426.TW,振發,12.3,-0.4,228,17.4,10.1,72.28
744	,6126.TW,信音,22.85,0.22,164,32.3,18.75,72.27
745	,2357.TW,華碩,288.5,-0.17,1090,385,223.5,72.26
746	,3064.TW,泰偉,13.5,0,0,18,10.45,72.25
747	,2316.TW,楠梓電,28.3,-0.7,53,36.65,21.3,72.07
748	,8213.TW,志超,40.55,0.87,251,54.2,31.5,72.06
749	,4523.TW,永彰,35.55,-3,44,42.4,24.65,72.01
750	,2855.TW,統一證,16.75,1.52,1049,23.8,13.85,71.84
751	,3684.TW,榮昌,65.1,0.15,22,71.3,41.5,71.81
752	,1736.TW,喬山,65.9,-1.05,381,86.2,50.2,71.71
753	,2881.TW,富邦金,59.4,0.51,11810,81.9,47.7,71.7
754	,3252.TW,海灣,18.1,-0.55,67,27.3,15.9,71.7
755	,4977.TW,眾達-KY,104,-0.48,2062,126.5,73.7,71.64
756	,2462.TW,良得電,32,-1.84,535,40.2,23.45,71.43
757	,1712.TW,興農,37.1,0.54,835,47.3,27.6,71.38
758	,1533.TW,車王電,56.2,-0.53,704,77.1,45,71.33
759	,2027.TW,大成鋼,45.45,1,10451,56.3,32.9,71.12
760	,8431.TW,匯鑽科,60,-1.15,93,78.7,46,71.09
761	,1536.TW,和大,70.4,0.14,278,98.5,57.6,71.01
762	,1909.TW,榮成,17.1,-0.87,1926,24.45,14.3,70.98
763	,3059.TW,華晶科,33,0.3,643,53,31,70.97
764	,5340.TW,建榮,40.4,-0.37,252,37.6,22,70.91
765	,6261.TW,久元,65,0,97,90,52.7,70.78
766	,1417.TW,嘉裕,14.05,-0.35,462,17,9.96,70.68
767	,3455.TW,由田,89.1,-0.22,453,117.5,68.9,70.54
768	,3060.TW,銘異,17.65,-0.84,500,26.85,15.75,70.48
769	,2887.TW,台新金,17.95,2.28,44353,21.2,12.45,70.28
770	,8072.TW,陞泰,28.3,0.53,253,36.6,21.5,70.23
771	,8089.TW,康全電訊,22.6,-1.31,43,35.15,20.65,70.22
772	,6016.TW,康和證,11.2,1.82,1302,15.35,9.02,70.18
773	,8028.TW,昇陽半導體,57.7,-0.35,649,77.9,45.8,70.09
774	,3078.TW,僑威,55.5,2.21,9224,40.05,23.55,70.06
775	,6530.TW,創威,26.95,-0.19,93,31.2,18.35,70.03
776	,6695.TW,芯鼎,42.2,-1.17,142,55,32.35,70.02
777	,2727.TW,王品,331.5,1.22,3331,170,100,70
778	,1258.TW,其祥-KY,26.8,0,14,31.1,18.3,69.95
779	,3390.TW,旭軟,18,-0.83,51,27.7,16.3,69.94
780	,2947.TW,振宇五金,92.5,0.33,7,153,90.1,69.81
781	,2025.TW,千興,5.27,-0.57,180,6.3,3.71,69.81
782	,1742.TW,台蠟,14.6,0,16,23.6,13.9,69.78
783	,8064.TW,東捷,19.65,0.26,276,22.75,13.4,69.78
784	,3479.TW,安勤,119,1.71,8020,87.6,51.6,69.77
785	,3672.TW,康聯訊,28.95,-0.17,30,41.85,24.7,69.43
786	,2374.TW,佳能,20.4,-0.97,331,32.7,19.3,69.43
787	,2102.TW,泰豐,20.65,-0.48,503,29.9,17.65,69.41
788	,8171.TW,天宇,55.9,0.36,498,57.5,33.95,69.37
789	,2608.TW,嘉里大榮,38.5,-0.13,73,56.9,33.6,69.35
