符合條件商品
資料日期：2023年  5月  8日
策略,	00統計2022年漲幅
序號,	代碼,	商品,	成交,	漲幅%,	總量,	最高價,	最低價,	漲幅
執行時間：2023-05-08 23:20 符合檔數(1769)
790	,2537.TW,聯上發,6.94,0,251,11.6,6.85,69.34
791	,6148.TW,驊宏資,41.75,0.48,2708,17.95,10.6,69.34
792	,2020.TW,美亞,23.25,1.09,57,34.45,20.35,69.29
793	,8928.TW,鉅明,38.3,0.26,76,54,31.9,69.28
794	,6418.TW,詠昇,20,0.25,271,21.75,12.85,69.26
795	,4745.TW,合富-KY,28.35,0.18,35,39,23.05,69.2
796	,3450.TW,聯鈞,36.8,-0.27,162,57.5,34,69.12
797	,6114.TW,久威,25.05,-0.79,63,32.95,19.5,68.97
798	,8261.TW,富鼎,103.5,0,488,148,87.6,68.95
799	,1235.TW,興泰,69.6,0,0,72.3,42.8,68.93
800	,5538.TW,東明-KY,41.45,-1.31,13,67.9,40.2,68.91
801	,6443.TW,元晶,35.9,-1.64,11994,50.4,29.85,68.84
802	,4903.TW,聯光通,21.8,-2.68,1172,14.6,8.65,68.79
803	,2905.TW,三商,15,-0.99,411,22.7,13.45,68.77
804	,1256.TW,鮮活果汁-KY,328,5.47,69,336.5,199.5,68.67
805	,5607.TW,遠雄港,72,-0.83,344,74.7,44.3,68.62
806	,3232.TW,昱捷,30.25,2.37,433,38.95,23.1,68.61
807	,3234.TW,光環,22.8,0.66,236,30.6,18.15,68.6
808	,3630.TW,新鉅科,28.85,-0.52,140,40.1,23.8,68.49
809	,1513.TW,中興電,110.5,2.31,38503,68.9,40.9,68.46
810	,1101.TW,台泥,39.6,0.76,26176,50.2,29.8,68.46
811	,3264.TW,欣銓,54.2,0.56,3426,55.8,33.15,68.33
812	,3712.TW,永崴投控,39.6,0.76,3415,37.2,22.1,68.33
813	,5348.TW,系通,9.69,2.65,35,11.85,7.04,68.32
814	,2472.TW,立隆電,64.8,-1.22,575,71.5,42.5,68.24
815	,1590.TW,亞德客-KY,1050,-1.87,528,1080,642,68.22
816	,3587.TW,閎康,191,-0.78,415,171.5,102,68.14
817	,8433.TW,弘帆,71.4,0.56,97,70.6,42,68.1
818	,1722.TW,台肥,60.8,2.7,4201,85,50.6,67.98
819	,4416.TW,三圓,87.2,1.4,6,120.5,71.8,67.83
820	,6288.TW,聯嘉,31.9,-0.16,2177,33.45,19.95,67.67
821	,5281.TW,大峽谷-KY,16,-0.62,19,23.45,14,67.5
822	,4127.TW,天良,15.25,-2.24,245,20.25,12.1,67.36
823	,6691.TW,洋基工程,294,-0.17,278,246,147,67.35
824	,5469.TW,瀚宇博,38.9,1.17,3166,45.6,27.25,67.34
825	,1459.TW,聯發,9.03,0.11,44,13.15,7.86,67.3
826	,6609.TW,瀧澤科,37.95,0.26,83,45,26.9,67.29
827	,2527.TW,宏璟,22.5,0.67,124,32.1,19.2,67.19
828	,4726.TW,永昕,38.7,-1.15,465,55,32.9,67.17
829	,6167.TW,久正,18,-1.37,5046,16.8,10.05,67.16
830	,3596.TW,智易,111,2.78,4219,139,83.2,67.07
831	,3230.TW,錦明,14.7,-0.34,247,19.95,11.95,66.95
832	,4971.TW,IET-KY,62.7,-1.1,100,85.8,51.4,66.93
833	,6477.TW,安集,55.3,0.18,1827,67.1,40.2,66.92
834	,4426.TW,利勤,24.5,-0.2,113,34.1,20.45,66.75
835	,6515.TW,穎崴,656,-0.46,1058,500,300,66.67
836	,1506.TW,正道,20.5,-0.24,162,21.4,12.85,66.54
837	,2756.TW,聯發國際,144,-1.03,53,139,83.5,66.47
838	,2601.TW,益航,9.02,-0.66,1572,13.15,7.9,66.46
839	,2520.TW,冠德,29.9,0.67,325,39.2,23.55,66.45
840	,6174.TW,安碁,29.05,-1.02,152,37.6,22.6,66.37
841	,5439.TW,高技,71.6,3.02,4982,62.8,37.75,66.36
842	,6767.TW,台微醫,44.6,0.9,337,42,25.25,66.34
843	,6419.TW,京晨科,31.95,-1.54,13,41.9,25.2,66.27
844	,1786.TW,科妍,72.6,-1.76,433,64.5,38.8,66.24
845	,2731.TW,雄獅,180,-1.37,7108,123,74,66.22
846	,8234.TW,新漢,39.25,1.29,452,36.9,22.2,66.22
847	,3533.TW,嘉澤,927,-0.86,743,924,556,66.19
848	,5425.TW,台半,93.3,0.21,3499,99.8,60.1,66.06
849	,2377.TW,微星,144,1.05,1702,163,98.3,65.82
850	,6431.TW,光麗-KY,21.2,0.71,46,32.5,19.6,65.82
851	,1336.TW,台翰,27.35,0.92,391,30.5,18.4,65.76
852	,2755.TW,揚秦,150.5,-0.33,38,89,53.7,65.74
853	,2066.TW,世德,96.4,-0.52,149,92.8,56,65.71
854	,3673.TW,TPK-KY,38.75,1.17,3458,46.4,28,65.71
855	,3085.TW,新零售,21.3,0,2,14.25,8.6,65.7
856	,3490.TW,單井,26.95,-0.55,89,36.2,21.85,65.68
857	,3218.TW,大學光,404,-1.22,163,365,220.5,65.53
858	,4720.TW,德淵,14.95,-1.97,300,21.5,13,65.38
859	,2618.TW,長榮航,27.2,0.55,21546,37.6,22.75,65.27
860	,3346.TW,麗清,38.3,0.26,264,44.95,27.2,65.26
861	,3577.TW,泓格,79,-1.25,147,96,58.1,65.23
862	,6674.TW,鋐寶科技,27.6,0,16,34.4,20.85,64.99
863	,1599.TW,宏佳騰,37.85,0.26,42,62,37.6,64.89
864	,2545.TW,皇翔,46.85,0.11,326,61.5,37.3,64.88
865	,4924.TW,欣厚-KY,12.95,-0.77,130,19.7,11.95,64.85
866	,3413.TW,京鼎,191,2.14,614,264.5,160.5,64.8
867	,1440.TW,南紡,16.85,-0.3,706,25.95,15.75,64.76
868	,3354.TW,律勝,14.35,0,58,20.1,12.2,64.75
869	,1598.TW,岱宇,41.4,-1.08,122,56.5,34.3,64.72
870	,8279.TW,生展,185,1.65,35,182,110.5,64.71
871	,1514.TW,亞力,51.4,4.26,27053,38.2,23.2,64.66
872	,3202.TW,樺晟,19.8,7.03,9886,21.4,13,64.62
873	,6160.TW,欣技,34,-3,6864,21.4,13,64.62
874	,2368.TW,金像電,97.2,-0.92,6429,104,63.2,64.56
875	,3266.TW,昇陽,12.85,0.39,144,17.1,10.4,64.42
876	,6129.TW,普誠,33.3,-0.75,2128,43.65,26.55,64.41
877	,2103.TW,台橡,27.1,-0.18,1154,41.1,25,64.4
878	,4916.TW,事欣科,35.3,-1.12,2357,33.7,20.5,64.39
879	,6215.TW,和椿,28.85,-0.52,301,30.65,18.65,64.34
880	,5464.TW,霖宏,30.65,-3.16,1747,31.7,19.3,64.25
881	,1802.TW,台玻,19.05,-0.78,3283,27,16.45,64.13
882	,3548.TW,兆利,71.2,4.25,977,81.7,49.8,64.06
883	,8411.TW,福貞-KY,14.85,-0.67,83,19.85,12.1,64.05
884	,6244.TW,茂迪,38.3,-0.52,9726,37.4,22.8,64.04
885	,6425.TW,易發,21.8,1.4,68,31,18.9,64.02
886	,5488.TW,松普,13.3,0,332,12.2,7.44,63.98
887	,6830.TW,汎銓,143,-4.98,967,124.5,76,63.82
888	,3028.TW,增你強,32.5,-0.61,315,40.95,25,63.8
889	,2359.TW,所羅門,35.1,1.89,10907,32.75,20,63.75
890	,8935.TW,邦泰,12.2,0,89,16.7,10.2,63.73
891	,6532.TW,瑞耘,53.8,-9.88,2312,65.8,40.2,63.68
892	,3213.TW,茂訊,51.6,-0.96,81,63,38.5,63.64
893	,8289.TW,泰藝,43,-0.58,300,43.5,26.6,63.53
894	,3564.TW,其陽,34.9,0,236,39,23.85,63.52
895	,1454.TW,台富,13.8,1.47,194,18.8,11.5,63.48
896	,1907.TW,永豐餘,31.75,0.79,3658,35.7,21.85,63.39
897	,6206.TW,飛捷,71.2,0.28,132,99.5,60.9,63.38
898	,1565.TW,精華,242.5,-1.22,223,339,207.5,63.37
899	,6625.TW,必應,88.2,2.56,3966,42.95,26.3,63.31
900	,2421.TW,建準,66,7.14,70603,49.7,30.45,63.22
901	,6191.TW,精成科,36.85,1.1,7621,38.8,23.8,63.03
902	,2367.TW,燿華,17.85,-0.56,1629,24.6,15.1,62.91
903	,3581.TW,博磊,23.55,0.21,70,29.4,18.05,62.88
904	,4540.TW,全球傳動,43.45,0.58,94,50.9,31.25,62.88
905	,3713.TW,新晶投控,27.9,-0.89,13,38.7,23.8,62.61
906	,2884.TW,玉山金,24.95,0,20874,35.7,22,62.27
907	,6525.TW,捷敏-KY,72.9,0.28,65,96.5,59.5,62.18
908	,6405.TW,悅城,22.15,-0.45,51,29.1,17.95,62.12
909	,4909.TW,新復興,21.3,-0.7,1595,23.75,14.65,62.12
910	,1905.TW,華紙,25.25,0.4,17686,24.95,15.4,62.01
911	,2428.TW,興勤,160.5,2.23,1491,162,100,62
912	,4571.TW,鈞興-KY,81.4,0.37,31,104,64.2,61.99
913	,1229.TW,聯華,62.2,0.48,869,74,45.7,61.93
914	,8401.TW,白紗科,21.45,0,62,23.95,14.8,61.82
915	,3162.TW,精確,51.4,0,553,55,34,61.76
916	,2204.TW,中華,79.8,4.45,5582,64.7,40,61.75
917	,5410.TW,國眾,36.75,2.23,1609,38.4,23.75,61.68
918	,9910.TW,豐泰,199,0.76,705,240,148.5,61.62
919	,5498.TW,凱崴,11.95,7.17,8863,15.3,9.47,61.56
920	,1709.TW,和益,26.4,-1.12,2277,32.3,20,61.5
921	,1781.TW,合世,14.8,-1,27,19.7,12.2,61.48
922	,3236.TW,千如,30.3,0.66,1182,27.6,17.1,61.4
923	,4942.TW,嘉彰,38.65,-0.9,260,51.8,32.1,61.37
924	,4157.TW,太景*-KY,15.4,-2.22,1236,21.05,13.05,61.3
925	,4991.TW,環宇-KY,31.65,-0.16,72,50,31,61.29
926	,3044.TW,健鼎,117.5,0.86,475,135,83.8,61.1
927	,6146.TW,耕興,256.5,-2.29,410,269,167,61.08
928	,8349.TW,恒耀,65,1.09,360,81.5,50.6,61.07
929	,2449.TW,京元電子,45.8,-2.03,9212,47.75,29.65,61.05
930	,3017.TW,奇鋐,181.5,0.28,20066,128.5,79.9,60.83
931	,1806.TW,冠軍,9.05,-0.44,246,13.05,8.12,60.71
932	,3313.TW,斐成,10.3,0,53,15.25,9.5,60.53
933	,8011.TW,台通,15.3,0,492,21.5,13.4,60.45
934	,8176.TW,智捷,10.95,-1.35,135,13.2,8.23,60.39
935	,6140.TW,訊達,22.4,1.13,1011,23.25,14.5,60.34
936	,2337.TW,旺宏,32.5,0,5084,45.15,28.2,60.11
937	,6205.TW,詮欣,71.5,-3.38,2748,95.7,59.8,60.03
938	,5487.TW,通泰,28.05,10,398,38.4,24,60
939	,5388.TW,中磊,88.4,4.25,4079,107.5,67.2,59.97
940	,3580.TW,友威科,57,1.42,166,79,49.4,59.92
941	,3056.TW,總太,49.45,1.12,3130,40.85,25.55,59.88
942	,2886.TW,兆豐金,34.3,0.15,8493,45.4,28.4,59.86
943	,4807.TW,日成-KY,21.3,0,6,28.85,18.05,59.83
944	,6190.TW,萬泰科,32.65,0.15,757,44.5,27.85,59.78
945	,4128.TW,中天,61.9,-0.96,1497,81.3,50.9,59.72
946	,1783.TW,和康生,70.5,-1.4,5385,54.6,34.2,59.65
947	,8916.TW,光隆,53.2,-0.56,234,64.3,40.3,59.55
948	,2012.TW,春雨,27.15,-0.37,106,33.5,21,59.52
949	,6811.TW,宏碁資訊,290,4.88,2290,159.5,100,59.5
950	,6581.TW,鋼聯,90.6,-0.33,57,119.5,75,59.33
951	,6101.TW,寬魚國際,45.75,-0.11,149,28.75,18.05,59.28
952	,4123.TW,晟德,51.6,-1.53,4564,67.5,42.4,59.2
953	,6197.TW,佳必琪,55.2,5.54,3011,51.5,32.35,59.2
954	,2889.TW,國票金,12.2,-0.81,3561,17.35,10.9,59.17
955	,2430.TW,燦坤,42.4,0.59,192,47.9,30.1,59.14
956	,5392.TW,能率,21.25,-0.23,187,29.2,18.35,59.13
957	,2891.TW,中信金,23.35,1.3,28740,30.95,19.45,59.13
958	,4440.TW,宜新實業,34.25,0,92,50.9,32,59.06
959	,1314.TW,中石化,9.95,-0.5,9392,14.25,8.96,59.04
960	,2528.TW,皇普,23.3,-2.1,235,22.9,14.4,59.03
961	,2231.TW,為升,174,0.29,529,194,122,59.02
962	,6449.TW,鈺邦,52.2,2.55,18,61.3,38.55,59.01
963	,2206.TW,三陽工業,60.1,1.52,15506,42.05,26.45,58.98
964	,6222.TW,上揚,14.4,-4,26,20.5,12.9,58.91
965	,3057.TW,喬鼎,12.2,0,104,15.7,9.88,58.91
966	,2926.TW,誠品生活,65.3,-1.06,13,67.6,42.55,58.87
967	,4566.TW,時碩工業,62.3,-2.96,2231,63.5,40,58.75
968	,1815.TW,富喬,11.95,-0.42,303,17.45,11,58.64
969	,3552.TW,同致,143,-0.69,275,197.5,124.5,58.63
970	,8938.TW,明安,88.8,-0.11,315,114.5,72.2,58.59
971	,3004.TW,豐達科,100.5,2.03,1106,78.8,49.7,58.55
972	,8085.TW,福華,35,4.01,14211,25.05,15.8,58.54
973	,6124.TW,業強,27.5,-0.18,91,34.8,21.95,58.54
974	,2816.TW,旺旺保,16.6,0.91,133,21.4,13.5,58.52
975	,4908.TW,前鼎,35.15,-0.14,341,42.4,26.75,58.5
976	,3546.TW,宇峻,83.4,0.97,279,104.5,66,58.33
977	,3646.TW,艾恩特,29.3,-2.66,371,31.65,20,58.25
978	,2732.TW,六角,187,-2.6,4246,138,87.3,58.08
979	,6523.TW,達爾膚,146,1.39,823,119.5,75.6,58.07
980	,3363.TW,上詮,34.9,1.45,7377,33.9,21.45,58.04
981	,1219.TW,福壽,21.7,0.93,1057,28.9,18.3,57.92
982	,3115.TW,富榮綱,10.6,0,0,15.95,10.1,57.92
983	,5287.TW,數字,210,1.45,94,279.5,177,57.91
984	,8940.TW,新天地,25.35,2.84,722,19.1,12.1,57.85
985	,6153.TW,嘉聯益,23.75,4.63,4665,30.3,19.2,57.81
986	,6204.TW,艾華,56.4,-0.35,31,74,46.9,57.78
987	,5230.TW,雷笛克光學,22.45,0.45,175,33.6,21.3,57.75
988	,6612.TW,奈米醫材,181.5,-1.89,1124,103,65.3,57.73
989	,6721.TW,信實,50.8,-0.78,23,62.3,39.5,57.72
990	,2114.TW,鑫永銓,99.8,-0.2,10,143,90.7,57.66
991	,8908.TW,欣雄,71.4,0.28,56,89.7,56.9,57.64
992	,1720.TW,生達,75,0.4,3082,65.1,41.3,57.63
993	,2888.TW,新光金,8.42,-0.24,19729,12.15,7.71,57.59
994	,3703.TW,欣陸,30.8,-4.79,11483,34.5,21.9,57.53
995	,2347.TW,聯強,62.5,0.16,2048,79.8,50.7,57.4
996	,3062.TW,建漢,22.4,0,1872,32.5,20.65,57.38
997	,6285.TW,啟碁,97,1.78,3940,95.5,60.7,57.33
998	,3005.TW,神基,61.6,-2.07,12928,60,38.15,57.27
999	,8210.TW,勤誠,85.5,2.89,1273,93.4,59.4,57.24
1000	,2543.TW,皇昌,9.47,0.96,43,11.65,7.41,57.22
1001	,2434.TW,統懋,29.95,-0.17,3,41.1,26.15,57.17
1002	,2724.TW,富驛-KY,14.6,1.74,3,19.4,12.35,57.09
1003	,4433.TW,興采,35.3,-0.14,116,37.7,24,57.08
1004	,5228.TW,鈺鎧,22.2,0.23,46,30,19.1,57.07
1005	,3711.TW,日月光投控,104,0.97,5300,112,71.4,56.86
1006	,6144.TW,得利影,14.45,0.35,7,20.7,13.2,56.82
1007	,4960.TW,誠美材,11.7,0,1315,14.1,9,56.67
1008	,4137.TW,麗豐-KY,232.5,1.09,534,229.5,146.5,56.66
1009	,8905.TW,裕國,25.35,0,43,29.9,19.1,56.54
1010	,1474.TW,弘裕,12.7,-0.78,110,16.2,10.35,56.52
1011	,3323.TW,加百裕,33.1,-1.63,310,44.5,28.45,56.41
1012	,1303.TW,南亞,77.7,0.26,3540,94,60.1,56.41
1013	,1519.TW,華城,109,9.99,30759,50.9,32.55,56.37
1014	,3704.TW,合勤控,41.3,2.35,8238,35.8,22.9,56.33
1015	,6542.TW,隆中,44.5,-0.78,8,62.9,40.25,56.27
1016	,6409.TW,旭隼,1805,0.28,65,1875,1200,56.25
1017	,1570.TW,力肯,18.35,-1.08,242,23.5,15.05,56.15
1018	,6163.TW,華電網,24.85,1.84,7355,21.15,13.55,56.09
1019	,1109.TW,信大,17.85,-0.28,201,21.85,14,56.07
1020	,3178.TW,公準,80.6,0.12,216,77.5,49.7,55.94
1021	,2404.TW,漢唐,223,-0.22,732,201,129,55.81
1022	,3663.TW,鑫科,35.9,-4.52,1230,36.3,23.3,55.79
1023	,1217.TW,愛之味,11.2,-0.44,637,13.6,8.73,55.78
1024	,6152.TW,百一,12.1,-1.22,628,13,8.35,55.69
1025	,3531.TW,先益,28,0.18,21,32.75,21.05,55.58
1026	,5211.TW,蒙恬,33.7,6.48,5968,24.7,15.9,55.35
1027	,4950.TW,牧東,19.6,-0.25,2602,29.35,18.9,55.29
1028	,1452.TW,宏益,17.5,-0.28,112,25,16.1,55.28
1029	,9907.TW,統一實,20.45,-1.21,2889,21.35,13.75,55.27
1030	,3042.TW,晶技,87,1.16,947,108.5,69.9,55.22
1031	,8931.TW,大汽電,75,0.54,636,44.2,28.5,55.09
1032	,5508.TW,永信建,65.1,0.46,138,78.6,50.7,55.03
1033	,2461.TW,光群雷,22.9,-1.08,2048,26.35,17,55
1034	,5516.TW,雙喜,26.2,2.14,128,22,14.2,54.93
1035	,3055.TW,蔚華科,27.8,-0.89,32,36.55,23.6,54.87
1036	,2208.TW,台船,24.6,0.61,5336,22.45,14.5,54.83
1037	,2104.TW,國際中橡,20.7,1.97,6682,28.55,18.45,54.74
1038	,4207.TW,環泰,14.95,-1.32,836,18.1,11.7,54.7
1039	,6125.TW,廣運,29.35,-9.97,18347,34,22,54.55
1040	,3551.TW,世禾,61.1,-0.16,53,75.7,49,54.49
1041	,1466.TW,聚隆,11.65,0,39,15.6,10.1,54.46
1042	,2467.TW,志聖,47.85,0.42,57,54.6,35.35,54.46
1043	,8076.TW,伍豐,29.65,0.85,1232,37.9,24.55,54.38
1044	,2312.TW,金寶,13.1,-0.38,2158,17.9,11.6,54.31
1045	,6414.TW,樺漢,256.5,0,522,276,179,54.19
1046	,8271.TW,宇瞻,49,-2.39,1020,53.3,34.6,54.05
1047	,6605.TW,帝寶,102.5,3.85,1661,84.7,55,54
1048	,2431.TW,聯昌,11.5,-0.86,238,14.85,9.65,53.89
1049	,5306.TW,桂盟,145.5,0.34,73,208.5,135.5,53.87
1050	,2739.TW,寒舍,63.5,-3.05,465,32.3,21,53.81
1051	,6257.TW,矽格,53.1,-0.19,1328,63.2,41.1,53.77
1052	,2504.TW,國產,28.85,0,3405,32.75,21.3,53.76
1053	,6570.TW,維田,63.4,1.44,176,57.5,37.4,53.74
1054	,2002.TW,中鋼,29.3,0.69,15205,40.25,26.2,53.63
1055	,3171.TW,新洲,17.8,0.85,16,21.8,14.2,53.52
1056	,3290.TW,東浦,28.35,2.9,1409,28.4,18.5,53.51
1057	,5364.TW,力麗店,24.95,1.22,11,27.15,17.7,53.39
1058	,3550.TW,聯穎,16,1.59,237,19.4,12.65,53.36
1059	,4572.TW,駐龍,176,2.92,2311,145.5,94.9,53.32
1060	,5212.TW,凌網,49.6,1.22,4,52.5,34.25,53.28
1061	,8096.TW,擎亞,11.3,-1.31,175,16.4,10.7,53.27
1062	,8183.TW,精星,54.2,-0.18,464,77.4,50.5,53.27
1063	,3541.TW,西柏,60.8,1,141,72.8,47.5,53.26
1064	,2067.TW,嘉鋼,12.65,-1.17,4,15.25,9.96,53.11
1065	,4722.TW,國精化,36.95,-1.99,130,47.9,31.3,53.04
1066	,2034.TW,允強,29.25,0,409,38.25,25,53
1067	,5546.TW,永固-KY,38.45,-1.41,11,65.3,42.7,52.93
1068	,8291.TW,尚茂,5.91,-9.08,2,8.38,5.48,52.92
1069	,1456.TW,怡華,16.75,1.21,297,22.4,14.65,52.9
1070	,6456.TW,GIS-KY,77.5,0.52,3348,106.5,69.7,52.8
1071	,6404.TW,通訊-KY,22.45,3.94,3,22.6,14.8,52.7
1072	,5202.TW,力新,15.45,-0.96,52,22.2,14.55,52.58
1073	,6782.TW,視陽,291.5,-1.19,216,358.5,235,52.55
1074	,5289.TW,宜鼎,293,1.56,1819,225,147.5,52.54
1075	,8403.TW,盛弘,45.3,0.67,10194,40.4,26.5,52.45
1076	,6108.TW,競國,17.35,-0.29,77,23.55,15.45,52.43
1077	,1526.TW,日馳,40,0,108,61,40.05,52.31
1078	,1626.TW,艾美特-KY,18.65,0,40,23.6,15.5,52.26
1079	,8092.TW,建暐,11.85,-0.42,35,14.45,9.5,52.11
1080	,2115.TW,六暉-KY,30.9,0.32,30,43.8,28.8,52.08
1081	,3597.TW,映興,26.2,-0.57,13,33.6,22.1,52.04
1082	,1714.TW,和桐,9.39,-0.32,1398,11.95,7.86,52.04
1083	,2353.TW,宏碁,28.9,2.48,16009,31.15,20.5,51.95
1084	,6680.TW,鑫創電子,77,0,0,67,44.1,51.93
1085	,6183.TW,關貿,63.1,0.16,29,77,50.7,51.87
1086	,3209.TW,全科,42.7,0.23,873,42.9,28.25,51.86
1087	,5443.TW,均豪,28.3,-0.18,99,35,23.05,51.84
1088	,8107.TW,大億金茂,17,-1.16,162,23.75,15.65,51.76
1089	,1443.TW,立益物流,28.8,0.52,26,22.75,15,51.67
1090	,6751.TW,智聯服務,130,5.26,459,55.2,36.4,51.65
1091	,8466.TW,美吉吉-KY,42.95,-0.12,27,54.9,36.25,51.45
1092	,3284.TW,太普高,16.1,0,76,18.4,12.15,51.44
1093	,6121.TW,新普,316,0.48,407,349,230.5,51.41
1094	,2484.TW,希華,35.8,0,1060,43.6,28.8,51.39
1095	,2395.TW,研華,381.5,0.39,413,407,269,51.3
1096	,4551.TW,智伸科,139.5,0.72,66,183,121,51.24
1097	,8088.TW,品安,32.8,0.61,1494,25.7,17,51.18
1098	,8066.TW,來思達,27.8,0,7,36.25,24,51.04
1099	,2923.TW,鼎固-KY,22.95,-0.86,4,29.45,19.5,51.03
1100	,6269.TW,台郡,95.2,2.81,2069,114,75.5,50.99
1101	,3010.TW,華立,87.8,0.23,188,115.5,76.5,50.98
1102	,8032.TW,光菱,31.05,-0.16,21,40.6,26.9,50.93
1103	,1589.TW,永冠-KY,83.8,0.96,3922,73.3,48.6,50.82
1104	,5356.TW,協益,27.15,-0.37,1312,28.8,19.1,50.79
1105	,2345.TW,智邦,295,2.25,2370,295,196,50.51
1106	,4716.TW,大立,12.55,0,168,18.05,12,50.42
1107	,2101.TW,南港,39.2,-0.13,366,49.3,32.8,50.3
1108	,4583.TW,台灣精銳,207,-1.9,39,248,165,50.3
1109	,2425.TW,承啟,29.8,0,514,32.75,21.8,50.23
1110	,4175.TW,杏一,142,9.65,2912,99.8,66.5,50.08
1111	,8930.TW,青鋼,19.3,1.85,3681,20.85,13.9,50
1112	,5529.TW,鉅陞,11.75,-0.84,30,18,12,50
1113	,4173.TW,久裕,23.2,-1.69,8813,24.45,16.3,50
1114	,8091.TW,翔名,101,0.5,864,98.8,65.9,49.92
1115	,2221.TW,大甲,42.1,0.48,81,45.2,30.15,49.92
1116	,8074.TW,鉅橡,21.3,0,226,26,17.35,49.86
1117	,4438.TW,廣越,115,0,76,147,98.1,49.85
1118	,2483.TW,百容,27.1,0,170,32.8,21.9,49.77
1119	,8105.TW,凌巨,13,-1.14,1614,14.3,9.55,49.74
1120	,2904.TW,匯僑,20.45,0.25,18,25.75,17.2,49.71
1121	,2228.TW,劍麟,82.7,1.85,160,91.3,61,49.67
1122	,6234.TW,高僑,37.8,-1.69,5562,25.35,16.95,49.56
1123	,6762.TW,達亞,244,-2.2,3,285.5,191,49.48
1124	,8215.TW,明基材,34.45,-0.58,3719,38.25,25.6,49.41
1125	,2354.TW,鴻準,53.5,-0.56,1395,66.9,44.8,49.33
1126	,8476.TW,台境,75.8,3.84,1635,64.8,43.4,49.31
1127	,6147.TW,頎邦,66,0,1846,73.4,49.2,49.19
1128	,6754.TW,匯僑設計,57.7,2.3,116,58.7,39.35,49.17
1129	,3380.TW,明泰,35.15,0.43,1626,35.65,23.9,49.16
1130	,3543.TW,州巧,21.95,0.46,53,26.55,17.8,49.16
1131	,1809.TW,中釉,15.05,-1.95,1481,16.55,11.1,49.1
1132	,6768.TW,志強-KY,69.9,0,72,99.3,66.6,49.1
1133	,8390.TW,金益鼎,43.6,-7.53,4405,40.55,27.2,49.08
1134	,3665.TW,貿聯-KY,260,0.78,354,345,231.5,49.03
1135	,3026.TW,禾伸堂,101.5,-0.98,188,122.5,82.2,49.03
1136	,8404.TW,百和興業-KY,25.6,0,159,37.25,25,49
1137	,4439.TW,冠星-KY,126.5,-0.39,105,147.5,99,48.99
1138	,2838.TW,聯邦銀,16.1,-0.62,392,17.95,12.05,48.96
1139	,6690.TW,安碁資訊,206.5,8.4,1872,137,92,48.91
1140	,4542.TW,科嶠,27,-0.74,2,33.8,22.7,48.9
1141	,3303.TW,岱稜,27.15,-1.27,365,34.95,23.5,48.72
1142	,6179.TW,亞通,36.1,9.89,7912,32.55,21.9,48.63
1143	,5016.TW,松和,30.1,0,12,41.6,28,48.57
1144	,6640.TW,均華,88,0.46,4,114.5,77.1,48.51
1145	,4163.TW,鐿鈦,131.5,-0.75,294,119,80.2,48.38
1146	,1310.TW,台苯,16.95,0.89,3336,17.95,12.1,48.35
1147	,6703.TW,軒郁,190.5,-0.78,283,117,78.9,48.29
1148	,3682.TW,亞太電,6.63,0,1434,8.63,5.82,48.28
1149	,5465.TW,富驊,37.45,1.08,3858,20.9,14.1,48.23
1150	,5905.TW,南仁湖,11.9,-1.65,564,16,10.8,48.15
1151	,5310.TW,天剛,24.5,-1.41,5,35.55,24,48.12
1152	,6482.TW,弘煜科,47.6,2.48,6,51.1,34.5,48.12
1153	,6416.TW,瑞祺電通,100,-1.96,506,113,76.3,48.1
1154	,2516.TW,新建,4.9,-0.61,118,6.96,4.7,48.09
1155	,5530.TW,龍巖,37.7,0.13,131,51.8,35,48
1156	,9942.TW,茂順,150.5,0.67,762,121.5,82.1,47.99
1157	,6282.TW,康舒,42.55,2.04,14765,38.9,26.3,47.91
1158	,3164.TW,景岳,25.1,-0.59,81,31.05,21,47.86
1159	,4714.TW,永捷,12,-1.23,438,15,10.15,47.78
1160	,1777.TW,生泰,90.5,-5.73,654,93.5,63.3,47.71
1161	,9906.TW,欣巴巴,49.8,0.4,4,63.5,43,47.67
1162	,5484.TW,慧友,16.9,1.5,44,16.9,11.45,47.6
1163	,6790.TW,永豐實,38.45,-2.66,3277,50.4,34.15,47.58
1164	,5478.TW,智冠,96.8,0.52,509,103,69.8,47.56
1165	,1410.TW,南染,38.4,-0.65,26,48.45,32.85,47.49
1166	,2402.TW,毅嘉,29.05,5.44,18435,20.5,13.9,47.48
1167	,2834.TW,臺企銀,14.05,0,12788,14.45,9.8,47.45
1168	,1618.TW,合機,19.25,2.39,2476,16.5,11.2,47.32
1169	,3594.TW,磐儀,49.65,1.53,1232,31.45,21.35,47.31
1170	,6727.TW,亞泰金屬,66.4,0.15,62,83.8,56.9,47.28
1171	,1717.TW,長興,32.65,1.4,1584,43.15,29.3,47.27
1172	,2438.TW,翔耀,24.8,-1.78,200,17,11.55,47.19
1173	,6221.TW,晉泰,64.2,-0.16,16,64,43.5,47.13
1174	,6186.TW,新潤,44.8,0,290,37,25.15,47.12
1175	,9950.TW,萬國通,12.3,2.5,8,13.75,9.35,47.06
1176	,2331.TW,精英,25.55,-1.54,7660,26.9,18.3,46.99
1177	,3048.TW,益登,27.7,-0.36,398,38.95,26.5,46.98
1178	,2365.TW,昆盈,10.6,0,166,13.3,9.05,46.96
1179	,2035.TW,唐榮,31.35,0,3,44.3,30.15,46.93
