符合條件商品
資料日期：2023年  5月  8日
策略,	紅K次數
序號,	代碼,	商品,	成交,	漲幅%,	總量,	紅K次數
執行時間：2023-05-09 00:17 符合檔數(1736)
528	,6271.TW,同欣電,173.5,0.58,1406,115
529	,6515.TW,穎崴,656,-0.46,1058,115
530	,6561.TW,是方,380,-0.65,85,115
531	,6581.TW,鋼聯,90.6,-0.33,57,115
532	,8067.TW,志旭,14.65,1.03,14,115
533	,8103.TW,瀚荃,37.55,0.13,81,115
534	,8131.TW,福懋科,42.3,-0.24,385,115
535	,8299.TW,群聯,395,3.27,2799,115
536	,8383.TW,千附,43.8,-0.45,502,115
537	,8435.TW,鉅邁,61.7,-0.32,5,115
538	,9942.TW,茂順,150.5,0.67,762,115
539	,9943.TW,好樂迪,67.9,-0.15,52,115
540	,1319.TW,東陽,48.8,-3.94,8616,114
541	,1456.TW,怡華,16.75,1.21,297,114
542	,1525.TW,江申,72,2.71,728,114
543	,1569.TW,濱川,23.85,-0.21,228,114
544	,1580.TW,新麥,109.5,3.79,665,114
545	,1762.TW,中化生,95.9,-2.74,3735,114
546	,1817.TW,凱撒衛,39.05,0.51,171,114
547	,2049.TW,上銀,233,0,980,114
548	,2066.TW,世德,96.4,-0.52,149,114
549	,2313.TW,華通,43.75,1.39,7592,114
550	,2371.TW,大同,34.35,2.84,24271,114
551	,2373.TW,震旦行,80.4,-0.5,67,114
552	,2383.TW,台光電,172,1.18,2245,114
553	,2385.TW,群光,98.8,0.82,1578,114
554	,2414.TW,精技,34.85,0,147,114
555	,2439.TW,美律,86.9,1.05,435,114
556	,2606.TW,裕民,52.6,1.35,2347,114
557	,2729.TW,瓦城,244,1.88,179,114
558	,2820.TW,華票,15.1,0,521,114
559	,2832.TW,台產,21.75,0.93,383,114
560	,2897.TW,王道銀行,10,0.4,3491,114
561	,3003.TW,健和興,76.5,-0.78,760,114
562	,3035.TW,智原,168.5,-0.88,8020,114
563	,3037.TW,欣興,161,5.57,65660,114
564	,3059.TW,華晶科,33,0.3,643,114
565	,3162.TW,精確,51.4,0,553,114
566	,3356.TW,奇偶,39.85,-0.25,1716,114
567	,3362.TW,先進光,91.1,-1.19,1694,114
568	,3454.TW,晶睿,197,-1.25,2223,114
569	,3527.TW,聚積,113,0.89,85,114
570	,3557.TW,嘉威,67.5,1.2,450,114
571	,3570.TW,大塚,168,3.07,415,114
572	,3705.TW,永信,45.9,0.44,505,114
573	,4114.TW,健喬,47.5,-1.35,5730,114
574	,4188.TW,安克,16.7,-1.18,25,114
575	,4935.TW,茂林-KY,59.2,6.47,334,114
576	,4958.TW,臻鼎-KY,115.5,1.76,4301,114
577	,5201.TW,凱衛,28.1,2,137,114
578	,5269.TW,祥碩,1125,-1.32,641,114
579	,5315.TW,光聯,22.35,-3.87,2070,114
580	,5348.TW,系通,9.69,2.65,35,114
581	,5484.TW,慧友,16.9,1.5,44,114
582	,5521.TW,工信,7.87,1.16,901,114
583	,5609.TW,中菲行,85.6,-1.38,370,114
584	,6128.TW,上福,33.7,0.6,92,114
585	,6163.TW,華電網,24.85,1.84,7355,114
586	,6192.TW,巨路,71.5,0.7,60,114
587	,6203.TW,海韻電,74.1,-0.8,595,114
588	,6207.TW,雷科,27.8,0.18,37,114
589	,6210.TW,慶生,35.4,-0.84,11,114
590	,6261.TW,久元,65,0,97,114
591	,6438.TW,迅得,119,2.59,3739,114
592	,6488.TW,環球晶,479.5,0.1,1016,114
593	,6552.TW,易華電,34.8,0.29,62,114
594	,6613.TW,朋億*,99.5,-0.2,80,114
595	,6679.TW,鈺太,293,1.91,283,114
596	,8289.TW,泰藝,43,-0.58,300,114
597	,8410.TW,森田,30.6,0,72,114
598	,8442.TW,威宏-KY,78.7,1.81,138,114
599	,9902.TW,台火,12.35,-1.59,819,114
600	,9911.TW,櫻花,64.5,-0.15,123,114
601	,9921.TW,巨大,185,1.09,795,114
602	,1584.TW,精剛,40.5,0,3129,113
603	,2454.TW,聯發科,675,0,3132,113
604	,2457.TW,飛宏,73.8,3.65,29873,113
605	,2468.TW,華經,28.5,8.99,9419,113
606	,2482.TW,連宇,66.3,1.38,18109,113
607	,2731.TW,雄獅,180,-1.37,7108,113
608	,2905.TW,三商,15,-0.99,411,113
609	,2926.TW,誠品生活,65.3,-1.06,13,113
610	,3211.TW,順達,77,0,241,113
611	,3357.TW,臺慶科,103,0,79,113
612	,3380.TW,明泰,35.15,0.43,1626,113
613	,3406.TW,玉晶光,383,0.39,809,113
614	,3645.TW,達邁,33.85,-0.44,63,113
615	,4192.TW,杏國,19.2,-1.54,34,113
616	,4722.TW,國精化,36.95,-1.99,130,113
617	,4744.TW,皇將,42.8,8.22,17367,113
618	,4973.TW,廣穎,25.35,-2.87,371,113
619	,5469.TW,瀚宇博,38.9,1.17,3166,113
620	,5488.TW,松普,13.3,0,332,113
621	,6125.TW,廣運,29.35,-9.97,18347,113
622	,6204.TW,艾華,56.4,-0.35,31,113
623	,6205.TW,詮欣,71.5,-3.38,2748,113
624	,6283.TW,淳安,32,-0.31,91,113
625	,6416.TW,瑞祺電通,100,-1.96,506,113
626	,6419.TW,京晨科,31.95,-1.54,13,113
627	,6535.TW,順藥,44.7,0.11,508,113
628	,6763.TW,綠界科技,610,5.17,1354,113
629	,6803.TW,崑鼎,313.5,2.28,108,113
630	,8046.TW,南電,281,1.26,12278,113
631	,9962.TW,有益,20.9,2.96,3994,113
632	,1452.TW,宏益,17.5,-0.28,112,112
633	,1727.TW,中華化,41.5,0.12,1539,112
634	,1737.TW,臺鹽,34.2,1.18,628,112
635	,1788.TW,杏昌,144.5,-0.34,43,112
636	,1796.TW,金穎生技,145.5,4.68,1699,112
637	,1802.TW,台玻,19.05,-0.78,3283,112
638	,1808.TW,潤隆,73.9,0,95,112
639	,1909.TW,榮成,17.1,-0.87,1926,112
640	,2101.TW,南港,39.2,-0.13,366,112
641	,2331.TW,精英,25.55,-1.54,7660,112
642	,2340.TW,台亞,35.15,-0.99,1091,112
643	,2397.TW,友通,69,0.88,61,112
644	,2480.TW,敦陽科,109,-0.46,1230,112
645	,2548.TW,華固,96.8,0.21,1107,112
646	,2732.TW,六角,187,-2.6,4246,112
647	,2745.TW,五福,42,0,122,112
648	,2888.TW,新光金,8.42,-0.24,19729,112
649	,3027.TW,盛達,44.35,1.49,2388,112
650	,3029.TW,零壹,62.3,3.49,19751,112
651	,3071.TW,協禧,35.1,3.24,6511,112
652	,3094.TW,聯傑,34.45,3.77,1802,112
653	,3287.TW,廣寰科,14.45,-1.37,101,112
654	,3481.TW,群創,13.4,-1.83,55528,112
655	,3491.TW,昇達科,165.5,0.91,806,112
656	,3540.TW,曜越,41.8,4.76,1586,112
657	,3546.TW,宇峻,83.4,0.97,279,112
658	,3597.TW,映興,26.2,-0.57,13,112
659	,3617.TW,碩天,127,1.2,693,112
660	,3689.TW,湧德,39.9,3.77,1575,112
661	,4163.TW,鐿鈦,131.5,-0.75,294,112
662	,4543.TW,萬在,27.6,1.1,142,112
663	,4550.TW,長佳,33,-0.45,118,112
664	,4554.TW,橙的,31.5,0,229,112
665	,4557.TW,永新-KY,117,-0.43,402,112
666	,4915.TW,致伸,61.6,-1.44,5142,112
667	,5457.TW,宣德,52.8,-0.94,246,112
668	,5474.TW,聰泰,84.5,-1.05,17,112
669	,5519.TW,隆大,24.75,0.2,431,112
670	,5607.TW,遠雄港,72,-0.83,344,112
671	,5906.TW,台南-KY,44.8,1.82,224,112
672	,6122.TW,擎邦,31.85,-0.31,2146,112
673	,6166.TW,凌華,59.7,-0.67,52,112
674	,6202.TW,盛群,68.2,-0.29,530,112
675	,6470.TW,宇智,63.5,-2.46,959,112
676	,6506.TW,雙邦,19.6,-0.25,20,112
677	,6510.TW,精測,483.5,2.11,135,112
678	,6541.TW,泰福-KY,81.8,4.6,297,112
679	,8016.TW,矽創,223.5,0,593,112
680	,8070.TW,長華*,35,0.43,643,112
681	,8093.TW,保銳,18.5,-2.12,793,112
682	,8109.TW,博大,87.9,0.23,58,112
683	,8222.TW,寶一,61,-2.71,18249,112
684	,8234.TW,新漢,39.25,1.29,452,112
685	,8271.TW,宇瞻,49,-2.39,1020,112
686	,8908.TW,欣雄,71.4,0.28,56,112
687	,8931.TW,大汽電,75,0.54,636,112
688	,8938.TW,明安,88.8,-0.11,315,112
689	,8942.TW,森鉅,69.5,2.66,815,112
690	,9917.TW,中保科,111.5,1.83,772,112
691	,1441.TW,大東,8.22,-0.24,58,111
692	,1466.TW,聚隆,11.65,0,39,111
693	,1529.TW,樂事綠能,41.5,1.1,14597,111
694	,1599.TW,宏佳騰,37.85,0.26,42,111
695	,1605.TW,華新,47.7,-4.79,75734,111
696	,1609.TW,大亞,32,2.24,68171,111
697	,1760.TW,寶齡富錦,163,-1.51,2134,111
698	,2027.TW,大成鋼,45.45,1,10451,111
699	,2103.TW,台橡,27.1,-0.18,1154,111
700	,2221.TW,大甲,42.1,0.48,81,111
701	,2327.TW,國巨,504,-0.4,1626,111
702	,2328.TW,廣宇,37.5,0.27,850,111
703	,2401.TW,凌陽,23.6,-1.26,957,111
704	,2481.TW,強茂,66.8,0.3,1186,111
705	,2739.TW,寒舍,63.5,-3.05,465,111
706	,2753.TW,八方雲集,176.5,0,329,111
707	,2851.TW,中再保,20.35,9.12,12147,111
708	,3008.TW,大立光,2000,1.27,542,111
709	,3011.TW,今皓,30.4,1.67,4591,111
710	,3019.TW,亞光,63.4,0.16,294,111
711	,3030.TW,德律,63.2,0.8,270,111
712	,3130.TW,一零四,215.5,1.17,7,111
713	,3147.TW,大綜,73.1,2.81,1574,111
714	,3189.TW,景碩,111,1.37,7421,111
715	,3205.TW,佰研,45.75,0.77,262,111
716	,3323.TW,加百裕,33.1,-1.63,310,111
717	,3373.TW,熱映,22.85,0.22,27,111
718	,3441.TW,聯一光,42.35,-0.59,254,111
719	,3548.TW,兆利,71.2,4.25,977,111
720	,3675.TW,德微,295.5,-0.51,722,111
721	,3714.TW,富采,47.6,-2.96,6389,111
722	,4126.TW,太醫,86.9,-2.03,439,111
723	,4942.TW,嘉彰,38.65,-0.9,260,111
724	,4953.TW,緯軟,125.5,0.4,1747,111
725	,5230.TW,雷笛克光學,22.45,0.45,175,111
726	,5244.TW,弘凱,30.75,-0.97,17,111
727	,5274.TW,信驊,2880,4.16,488,111
728	,5340.TW,建榮,40.4,-0.37,252,111
729	,6184.TW,大豐電,50.1,-0.2,88,111
730	,6224.TW,聚鼎,61.8,-0.96,99,111
731	,6241.TW,易通展,16.1,-3.01,421,111
732	,6446.TW,藥華藥,363.5,-5.58,5113,111
733	,6504.TW,南六,84,2.19,107,111
734	,6516.TW,勤崴國際,95.3,-3.93,479,111
735	,6548.TW,長科*,41.35,1.22,1066,111
736	,6591.TW,動力-KY,53.4,2.69,315,111
737	,6596.TW,寬宏藝術,49.45,-1.1,246,111
738	,6654.TW,天正國際,50,0,5,111
739	,8147.TW,正淩,61.8,-2.06,122,111
740	,8183.TW,精星,54.2,-0.18,464,111
741	,8215.TW,明基材,34.45,-0.58,3719,111
742	,8367.TW,建新國際,48.5,-1.32,80,111
743	,9912.TW,偉聯,10.1,0,27,111
744	,9951.TW,皇田,72.2,-0.28,75,111
745	,1312.TW,國喬,19.75,0.25,1171,110
746	,1315.TW,達新,69.7,-0.43,16,110
747	,1463.TW,強盛,14.35,0,57,110
748	,1506.TW,正道,20.5,-0.24,162,110
749	,1616.TW,億泰,9.7,1.25,707,110
750	,1713.TW,國化,29.5,0,74,110
751	,2419.TW,仲琦,26.65,1.14,1266,110
752	,2501.TW,國建,16.5,-0.6,489,110
753	,2511.TW,太子,12.4,1.22,813,110
754	,2516.TW,新建,4.9,-0.61,118,110
755	,2630.TW,亞航,31.55,-5.82,4685,110
756	,2636.TW,台驊投控,75.5,-1.82,506,110
757	,2913.TW,農林,23.75,0.85,4449,110
758	,3006.TW,晶豪科,77.1,2.8,8660,110
759	,3047.TW,訊舟,15.8,0.32,1357,110
760	,3078.TW,僑威,55.5,2.21,9224,110
761	,3114.TW,好德,27.1,0.18,31,110
762	,3221.TW,台嘉碩,28.7,-1.37,434,110
763	,3264.TW,欣銓,54.2,0.56,3426,110
764	,3310.TW,佳穎,67,-0.74,15,110
765	,3551.TW,世禾,61.1,-0.16,53,110
766	,3622.TW,洋華,32.15,2.55,632,110
767	,3665.TW,貿聯-KY,260,0.78,354,110
768	,3693.TW,營邦,198,10,2732,110
769	,3703.TW,欣陸,30.8,-4.79,11483,110
770	,4162.TW,智擎,99.6,-1.87,1100,110
771	,4171.TW,瑞基,57.5,-1.88,167,110
772	,4417.TW,金洲,43.25,1.88,605,110
773	,4503.TW,金雨,57.7,9.9,1703,110
774	,4532.TW,瑞智,18.05,0.28,170,110
775	,4768.TW,晶呈科技,173.5,-0.57,149,110
776	,4919.TW,新唐,133.5,0,6390,110
777	,4927.TW,泰鼎-KY,55.3,1.47,1405,110
778	,5007.TW,三星,52.3,-0.95,1107,110
779	,5347.TW,世界,89.8,0.11,1820,110
780	,5371.TW,中光電,76.3,0.66,3929,110
781	,5531.TW,鄉林,9.96,1.01,585,110
782	,6016.TW,康和證,11.2,1.82,1302,110
783	,6113.TW,亞矽,17.45,0.58,51,110
784	,6199.TW,天品,18.6,0,14,110
785	,6275.TW,元山,39.95,8.71,6357,110
786	,6277.TW,宏正,85.4,-0.35,296,110
787	,6405.TW,悅城,22.15,-0.45,51,110
788	,6461.TW,益得,34.65,-1.42,546,110
789	,6462.TW,神盾,83,-0.6,63,110
790	,6496.TW,科懋,35.25,-1.95,186,110
791	,6531.TW,愛普*,283,0,5710,110
792	,6532.TW,瑞耘,53.8,-9.88,2312,110
793	,6576.TW,逸達,91.5,0.11,465,110
794	,6582.TW,申豐,59,-0.17,88,110
795	,6691.TW,洋基工程,294,-0.17,278,110
796	,6770.TW,力積電,30.3,-1.14,8244,110
797	,6806.TW,森崴能源,119,1.71,12165,110
798	,8038.TW,長園科,52.6,-2.05,1312,110
799	,8416.TW,實威,147,2.44,115,110
800	,8936.TW,國統,27.9,-3.13,4424,110
801	,1268.TW,漢來美食,147.5,-0.34,79,109
802	,1336.TW,台翰,27.35,0.92,391,109
803	,1457.TW,宜進,18.7,0,146,109
804	,2024.TW,志聯,18.7,0,4,109
805	,2061.TW,風青,20.35,-0.73,37,109
806	,2302.TW,麗正,20.05,0.75,484,109
807	,2330.TW,台積電,504,0.8,11737,109
808	,2344.TW,華邦電,24.5,-0.61,18807,109
809	,2376.TW,技嘉,135,-1.46,3289,109
810	,2426.TW,鼎元,18.25,-0.82,438,109
811	,2427.TW,三商電,15.3,2,1855,109
812	,2458.TW,義隆,93.2,-2.71,2448,109
813	,2460.TW,建通,22.55,-0.66,352,109
814	,2483.TW,百容,27.1,0,170,109
815	,2520.TW,冠德,29.9,0.67,325,109
816	,3013.TW,晟銘電,24.15,4.09,11055,109
817	,3092.TW,鴻碩,37.45,1.08,237,109
818	,3236.TW,千如,30.3,0.66,1182,109
819	,3265.TW,台星科,56.7,-0.87,1404,109
820	,3293.TW,鈊象,556,2.96,1457,109
821	,3541.TW,西柏,60.8,1,141,109
822	,3583.TW,辛耘,89.9,-1.21,788,109
823	,3664.TW,安瑞-KY,41.9,0,2180,109
824	,4133.TW,亞諾法,36.5,-1.35,118,109
825	,4304.TW,勝昱,9.99,0,12,109
826	,4568.TW,科際精密,60.5,-0.82,3,109
827	,4728.TW,雙美,293,1.74,160,109
828	,4971.TW,IET-KY,62.7,-1.1,100,109
829	,5016.TW,松和,30.1,0,12,109
830	,5203.TW,訊連,93.8,-0.95,308,109
831	,5225.TW,東科-KY,41.85,2.57,1250,109
832	,5272.TW,笙科,28.2,-1.74,150,109
833	,5291.TW,邑昇,33.85,-0.15,71,109
834	,5536.TW,聖暉*,138.5,0.73,223,109
835	,5706.TW,鳳凰,61.6,-1.12,636,109
836	,6231.TW,系微,124,1.64,852,109
837	,6274.TW,台燿,67.7,-1.88,4318,109
838	,6456.TW,GIS-KY,77.5,0.52,3348,109
839	,6574.TW,霈方,65.8,0.77,13,109
840	,6592.TW,和潤企業,128.5,-0.77,1165,109
841	,6612.TW,奈米醫材,181.5,-1.89,1124,109
842	,6788.TW,華景電,142.5,2.15,748,109
843	,8905.TW,裕國,25.35,0,43,109
844	,1229.TW,聯華,62.2,0.48,869,108
845	,1313.TW,聯成,14.5,-0.34,340,108
846	,1340.TW,勝悅-KY,12.7,1.6,618,108
847	,1521.TW,大億,37.8,-0.4,54,108
848	,2206.TW,三陽工業,60.1,1.52,15506,108
849	,2388.TW,威盛,74.8,0,2228,108
850	,2423.TW,固緯,36.1,2.41,886,108
851	,2608.TW,嘉里大榮,38.5,-0.13,73,108
852	,2609.TW,陽明,60.5,-1.14,19653,108
853	,2756.TW,聯發國際,144,-1.03,53,108
854	,2801.TW,彰銀,18,-0.28,19411,108
855	,2912.TW,統一超,285.5,0.35,1197,108
856	,3060.TW,銘異,17.65,-0.84,500,108
857	,3062.TW,建漢,22.4,0,1872,108
858	,3224.TW,三顧,53.5,-1.65,627,108
859	,3234.TW,光環,22.8,0.66,236,108
860	,3284.TW,太普高,16.1,0,76,108
861	,3317.TW,尼克森,53.9,-1.1,415,108
862	,3484.TW,崧騰,49.6,9.98,3773,108
863	,3520.TW,華盈,21.2,-1.62,522,108
864	,3663.TW,鑫科,35.9,-4.52,1230,108
865	,3680.TW,家登,343.5,0.59,744,108
866	,4106.TW,雃博,31.85,-1.85,499,108
867	,4128.TW,中天,61.9,-0.96,1497,108
868	,4174.TW,浩鼎,87.5,0,404,108
869	,4580.TW,捷流閥業,95.6,0.1,109,108
870	,4745.TW,合富-KY,28.35,0.18,35,108
871	,4950.TW,牧東,19.6,-0.25,2602,108
872	,4977.TW,眾達-KY,104,-0.48,2062,108
873	,5220.TW,萬達光電,30.2,-0.33,28,108
874	,5251.TW,天鉞電,21.3,-0.7,93,108
875	,5278.TW,尚凡,176.5,0.57,18,108
876	,5289.TW,宜鼎,293,1.56,1819,108
877	,5353.TW,台林,48.3,-2.42,1593,108
878	,5388.TW,中磊,88.4,4.25,4079,108
879	,5511.TW,德昌,43.95,3.29,2066,108
880	,5514.TW,三豐,17.95,-0.28,2,108
881	,5903.TW,全家,220,1.62,82,108
882	,6177.TW,達麗,31.9,-0.16,304,108
883	,6180.TW,橘子,75.1,0.13,1630,108
884	,6213.TW,聯茂,70.7,0.43,417,108
885	,6215.TW,和椿,28.85,-0.52,301,108
886	,6229.TW,研通,28,0.54,47,108
887	,6242.TW,立康,81.1,2.01,179,108
888	,6243.TW,迅杰,40.8,9.97,5046,108
889	,6425.TW,易發,21.8,1.4,68,108
890	,6432.TW,今展科,37.65,-1.18,1054,108
891	,6435.TW,大中,106,0.47,123,108
892	,6577.TW,勁豐,66.6,0,16,108
893	,6588.TW,東典光電,30.6,1.49,15,108
894	,6733.TW,博晟生醫,40,-2.44,1433,108
895	,8034.TW,榮群,16.45,0.61,613,108
896	,8087.TW,華鎂鑫,34,0.44,82,108
897	,8088.TW,品安,32.8,0.61,1494,108
898	,8440.TW,綠電,44.9,-0.11,272,108
899	,8454.TW,富邦媒,738,0.82,587,108
900	,8473.TW,山林水,30.2,0.17,43,108
901	,9907.TW,統一實,20.45,-1.21,2889,108
902	,1324.TW,地球,11.7,0,19,107
903	,1338.TW,廣華-KY,44.7,0.22,35,107
904	,1443.TW,立益物流,28.8,0.52,26,107
905	,1445.TW,大宇,20.15,0.75,225,107
906	,1453.TW,大將,14.85,-1,223,107
907	,1460.TW,宏遠,8.1,-0.12,817,107
908	,1733.TW,五鼎,27.75,-1.42,487,107
909	,2013.TW,中鋼構,57.8,-0.17,34,107
910	,2314.TW,台揚,49.45,1.96,2898,107
911	,2359.TW,所羅門,35.1,1.89,10907,107
912	,2367.TW,燿華,17.85,-0.56,1629,107
913	,2417.TW,圓剛,22.5,-0.66,1314,107
914	,2476.TW,鉅祥,51.7,-3,1757,107
915	,2603.TW,長榮,151,-0.33,12044,107
916	,2634.TW,漢翔,56.6,0.35,27383,107
917	,3028.TW,增你強,32.5,-0.61,315,107
918	,3171.TW,新洲,17.8,0.85,16,107
919	,3202.TW,樺晟,19.8,7.03,9886,107
920	,3338.TW,泰碩,48.2,-2.13,5184,107
921	,3363.TW,上詮,34.9,1.45,7377,107
922	,3402.TW,漢科,52.2,-0.38,137,107
923	,3516.TW,亞帝歐,17.9,-2.72,44,107
924	,3521.TW,鴻翊,23.85,0,162,107
925	,3672.TW,康聯訊,28.95,-0.17,30,107
926	,4438.TW,廣越,115,0,76,107
927	,4530.TW,宏易,6.85,-0.87,20,107
928	,4746.TW,台耀,92.6,0.43,3683,107
929	,4911.TW,德英,76.7,-1.29,316,107
930	,4923.TW,力士,52,-2.8,182,107
931	,4966.TW,譜瑞-KY,979,0.82,960,107
932	,4968.TW,立積,173.5,1.46,7001,107
933	,4972.TW,湯石照明,29.25,0.69,25,107
934	,4976.TW,佳凌,44.05,-0.56,674,107
935	,5205.TW,中茂,39.2,3.43,3,107
936	,5306.TW,桂盟,145.5,0.34,73,107
937	,5515.TW,建國,13.2,0.76,178,107
938	,6109.TW,亞元,17.05,0.29,455,107
939	,6120.TW,達運,10.2,-0.49,516,107
940	,6126.TW,信音,22.85,0.22,164,107
941	,6153.TW,嘉聯益,23.75,4.63,4665,107
942	,6154.TW,順發,16.65,-0.3,13,107
943	,6160.TW,欣技,34,-3,6864,107
944	,6182.TW,合晶,43.8,-0.34,1640,107
945	,6209.TW,今國光,30.25,-1.63,1275,107
946	,6248.TW,沛波,31.25,-7.27,5045,107
947	,6291.TW,沛亨,168.5,0,230,107
948	,6508.TW,惠光,38.9,-0.13,94,107
949	,6732.TW,昇佳電子,332,-0.9,910,107
950	,6792.TW,詠業,84.6,-1.51,66,107
951	,6829.TW,千附精密,140,-0.36,2281,107
952	,8076.TW,伍豐,29.65,0.85,1232,107
953	,8182.TW,加高,30.1,-0.5,32,107
954	,8249.TW,菱光,30.65,1.49,182,107
955	,8261.TW,富鼎,103.5,0,488,107
956	,8358.TW,金居,55.6,0.18,4664,107
957	,8422.TW,可寧衛,196,1.03,277,107
958	,9908.TW,大台北,31.9,0,52,107
959	,1104.TW,環泥,29.85,0.67,3570,106
960	,1227.TW,佳格,40.75,-0.49,991,106
961	,1232.TW,大統益,153,0.66,59,106
962	,1304.TW,台聚,24.25,-0.82,1195,106
963	,1742.TW,台蠟,14.6,0,16,106
964	,2102.TW,泰豐,20.65,-0.48,503,106
965	,2104.TW,國際中橡,20.7,1.97,6682,106
966	,2241.TW,艾姆勒,34.1,0,37,106
967	,2243.TW,宏旭-KY,19.65,0,177,106
968	,2363.TW,矽統,17.35,0,583,106
969	,2364.TW,倫飛,104.5,0.48,142,106
970	,2425.TW,承啟,29.8,0,514,106
971	,2489.TW,瑞軒,12.55,1.21,6480,106
972	,2702.TW,華園,23.35,-1.06,278,106
973	,2736.TW,富野,22.4,-1.75,457,106
974	,2834.TW,臺企銀,14.05,0,12788,106
975	,2884.TW,玉山金,24.95,0,20874,106
976	,3046.TW,建碁,80.7,9.95,7214,106
977	,3048.TW,益登,27.7,-0.36,398,106
978	,3141.TW,晶宏,101.5,-0.98,1190,106
979	,3178.TW,公準,80.6,0.12,216,106
980	,3206.TW,志豐,34.9,0,274,106
981	,3213.TW,茂訊,51.6,-0.96,81,106
982	,3229.TW,晟鈦,19.6,0,17,106
983	,3276.TW,宇環,15.3,0.33,401,106
984	,3306.TW,鼎天,25.7,-0.58,45,106
985	,3494.TW,誠研,7.05,6.66,518,106
986	,3504.TW,揚明光,77,-0.65,233,106
987	,3669.TW,圓展,43.4,0,46,106
988	,3707.TW,漢磊,78.3,0.64,1078,106
989	,4109.TW,加捷生醫,15.7,-0.63,222,106
990	,4116.TW,明基醫,64,-1.23,305,106
991	,4433.TW,興采,35.3,-0.14,116,106
992	,4555.TW,氣立,48.55,-1.02,110,106
993	,4739.TW,康普,91.1,-1.94,868,106
994	,4974.TW,亞泰,69,0.44,177,106
995	,4989.TW,榮科,26.2,-0.57,127,106
996	,4991.TW,環宇-KY,31.65,-0.16,72,106
997	,5276.TW,達輝-KY,14.7,-2,25,106
998	,5288.TW,豐祥-KY,178.5,0.85,31,106
999	,5299.TW,杰力,131,3.15,256,106
1000	,5383.TW,金利,30.4,-0.16,7,106
1001	,5512.TW,力麒,9.73,0.41,1578,106
1002	,5516.TW,雙喜,26.2,2.14,128,106
1003	,6111.TW,大宇資,93.9,0.54,13947,106
1004	,6146.TW,耕興,256.5,-2.29,410,106
1005	,6156.TW,松上,21.5,0.94,290,106
1006	,6485.TW,點序,104,4,1594,106
1007	,6558.TW,興能高,28.8,1.41,319,106
1008	,6671.TW,三能-KY,41.2,-0.72,28,106
1009	,6728.TW,上洋,147,-2,122,106
1010	,6768.TW,志強-KY,69.9,0,72,106
1011	,7402.TW,邑錡,69.8,0.87,1506,106
1012	,8409.TW,商之器,23.9,1.27,101,106
1013	,8478.TW,東哥遊艇,520,4.21,8122,106
1014	,8916.TW,光隆,53.2,-0.56,234,106
1015	,9934.TW,成霖,14.05,-1.75,670,106
1016	,1471.TW,首利,9.44,0.11,1156,105
1017	,1515.TW,力山,30.3,-0.33,436,105
1018	,1530.TW,亞崴,33.75,0.15,44,105
1019	,1701.TW,中化,27.3,-0.18,2683,105
1020	,1714.TW,和桐,9.39,-0.32,1398,105
1021	,1722.TW,台肥,60.8,2.7,4201,105
1022	,1736.TW,喬山,65.9,-1.05,381,105
1023	,1781.TW,合世,14.8,-1,27,105
1024	,2442.TW,新美齊,16.05,0,592,105
1025	,2444.TW,兆勁,16.15,0.62,351,105
1026	,2509.TW,全坤建,15.6,0.32,66,105
1027	,2852.TW,第一保,15.85,0.96,383,105
1028	,3025.TW,星通,32.2,3.21,5958,105
1029	,3118.TW,進階,32.4,-0.31,108,105
1030	,3138.TW,耀登,152,-0.33,207,105
1031	,3164.TW,景岳,25.1,-0.59,81,105
1032	,3217.TW,優群,104,-0.48,443,105
1033	,3289.TW,宜特,84.3,-1.63,1322,105
1034	,3498.TW,陽程,33.15,-0.6,94,105
1035	,3515.TW,華擎,134,1.52,238,105
1036	,3673.TW,TPK-KY,38.75,1.17,3458,105
1037	,4572.TW,駐龍,176,2.92,2311,105
1038	,4721.TW,美琪瑪,100,-0.5,318,105
1039	,4916.TW,事欣科,35.3,-1.12,2357,105
1040	,4960.TW,誠美材,11.7,0,1315,105
1041	,4995.TW,晶達,50.9,0.79,104,105
1042	,5213.TW,亞昕,27.1,0,215,105
1043	,5344.TW,立衛,15.85,0,23,105
1044	,5471.TW,松翰,50.6,0,251,105
1045	,5604.TW,中連,49.6,0.81,13,105
1046	,5704.TW,老爺知,54.3,0.37,79,105
1047	,5904.TW,寶雅,568,-0.35,239,105
1048	,6124.TW,業強,27.5,-0.18,91,105
1049	,6129.TW,普誠,33.3,-0.75,2128,105
1050	,6152.TW,百一,12.1,-1.22,628,105
1051	,6167.TW,久正,18,-1.37,5046,105
1052	,6195.TW,詩肯,46.6,-0.32,15,105
1053	,6234.TW,高僑,37.8,-1.69,5562,105
1054	,6642.TW,富致,52.5,-0.76,6,105
1055	,6698.TW,旭暉應材,35.25,-3.16,244,105
1056	,8024.TW,佑華,23.95,-0.62,62,105
1057	,8028.TW,昇陽半導體,57.7,-0.35,649,105
1058	,8114.TW,振樺電,109,2.83,440,105
1059	,8342.TW,益張,57.7,0.17,15,105
1060	,8444.TW,綠河-KY,55,1.85,4,105
1061	,9931.TW,欣高,40.3,0.25,11,105
1062	,1109.TW,信大,17.85,-0.28,201,104
1063	,1201.TW,味全,20.05,-0.25,358,104
1064	,1258.TW,其祥-KY,26.8,0,14,104
1065	,1414.TW,東和,16.85,0,41,104
1066	,1432.TW,大魯閣,15.2,0.33,142,104
