符合條件商品
資料日期：2023年  4月 21日
策略,	00統計2022年漲幅
序號,	代碼,	商品,	成交,	漲幅%,	總量,	最高價,	最低價,	漲幅
執行時間：2023-04-23 03:20 符合檔數(1711)
386	,5251.TW,天鉞電,21.4,-2.28,493,32,13.6,135.29
387	,8436.TW,大江,211.5,-3.42,6020,241,102.5,135.12
388	,2732.TW,六角,163.5,-5.22,2046,198,84.5,134.32
389	,8933.TW,愛地雅,12,-3.23,3214,24.95,10.65,134.27
390	,2338.TW,光罩,82.3,-1.67,4648,117,49.95,134.23
391	,2614.TW,東森,19.25,-1.28,1808,42.8,18.3,133.88
392	,6514.TW,芮特-KY,58.4,-1.85,57,92.8,39.7,133.75
393	,1538.TW,正峰,10.2,-6.42,128,12.3,5.28,132.95
394	,2383.TW,台光電,169,-2.31,2016,298,128,132.81
395	,6170.TW,統振,38.5,-1.16,170,56.4,24.25,132.58
396	,3691.TW,碩禾,111.5,-3.04,904,219.5,94.5,132.28
397	,3666.TW,光耀,22.5,-5.06,266,38.5,16.6,131.93
398	,4513.TW,福裕,20.5,1.23,893,29.45,12.7,131.89
399	,2390.TW,云辰,12.6,-1.95,740,25.5,11,131.82
400	,2540.TW,愛山林,76.6,0.39,506,156.5,67.6,131.51
401	,6558.TW,興能高,26.2,-4.73,471,37.95,16.4,131.4
402	,8111.TW,立碁,22.85,-6.54,4479,33.5,14.5,131.03
403	,1506.TW,正道,20.7,-1.66,622,23.55,10.2,130.88
404	,3257.TW,虹冠電,55.3,-0.72,134,79.8,34.6,130.64
405	,3680.TW,家登,339,-1.45,4720,385,167,130.54
406	,2033.TW,佳大,15.65,-1.88,203,26.15,11.35,130.4
407	,9958.TW,世紀鋼,115,0.44,13146,138,59.9,130.38
408	,8182.TW,加高,31.1,-2.51,119,64.5,28,130.36
409	,3259.TW,鑫創,19.45,-2.26,28,34.5,15,130
410	,6265.TW,方土昶,10.1,-0.98,212,20.95,9.11,129.97
411	,4747.TW,強生,54.5,-8.4,2079,69.1,30.05,129.95
412	,8067.TW,志旭,15.7,-4.56,23,18.2,7.92,129.8
413	,3373.TW,熱映,23.2,-1.28,79,42.5,18.5,129.73
414	,5386.TW,青雲,38,-3.8,203,59.2,25.8,129.46
415	,4956.TW,光鋐,16.25,-4.13,599,30.4,13.25,129.43
416	,1591.TW,駿吉-KY,27.35,0.18,364,31.85,13.9,129.14
417	,4147.TW,中裕,112.5,0,14365,119.5,52.2,128.93
418	,2611.TW,志信,13.1,-2.96,754,27,11.8,128.81
419	,6589.TW,台康生技,109.5,-4.78,4959,163.5,71.6,128.35
420	,5211.TW,蒙恬,32,-2.44,2083,36.3,15.9,128.3
421	,3535.TW,晶彩科,21.25,-1.85,623,37.3,16.35,128.13
422	,2454.TW,聯發科,665,-1.19,5480,1215,533,127.95
423	,3149.TW,正達,19.6,-0.25,4610,35.5,15.6,127.56
424	,2201.TW,裕隆,80.3,-2.07,23238,86.4,38,127.37
425	,6015.TW,宏遠證,9.79,-2.1,1020,19.3,8.49,127.33
426	,2351.TW,順德,122.5,-9.59,6468,200,88.1,127.01
427	,8477.TW,創業家,17.55,-2.5,60,37,16.3,126.99
428	,2489.TW,瑞軒,10.3,-1.44,1996,20.2,8.9,126.97
429	,3288.TW,點晶,22.8,1.79,7,26.3,11.6,126.72
430	,6613.TW,朋億*,99.3,-1.68,182,180,79.4,126.7
431	,3479.TW,安勤,99.4,0.4,5910,110,48.55,126.57
432	,9802.TW,鈺齊-KY,126,-1.18,1105,205,90.5,126.52
433	,5474.TW,聰泰,85.8,-3.6,139,132,58.3,126.42
434	,8433.TW,弘帆,70.7,-0.14,154,89.4,39.55,126.04
435	,1432.TW,大魯閣,15.4,-1.6,559,22.6,10,126
436	,1611.TW,中電,18.1,-5.48,68341,22.7,10.05,125.87
437	,6175.TW,立敦,38.5,-2.41,840,50.8,22.5,125.78
438	,5289.TW,宜鼎,286,-3.7,3002,333,147.5,125.76
439	,6655.TW,科定,128.5,0.39,48,176,78,125.64
440	,3540.TW,曜越,39.8,-3.86,1820,46,20.4,125.49
441	,5471.TW,松翰,50.5,-3.44,754,99.2,44,125.45
442	,3570.TW,大塚,142,2.53,568,160,71,125.35
443	,4529.TW,淳紳,10.15,-4.69,350,19.15,8.5,125.29
444	,6229.TW,研通,28.5,-1.72,191,49.8,22.15,124.83
445	,6651.TW,全宇昕,81.5,-2.4,151,123.5,55,124.55
446	,6552.TW,易華電,34.75,-3.47,120,61.6,27.45,124.41
447	,2006.TW,東和鋼鐵,57.6,-3.19,1742,83,37,124.32
448	,1472.TW,三洋實業,27,-3.4,7,37,16.5,124.24
449	,2426.TW,鼎元,18.25,-3.69,1503,32.95,14.7,124.15
450	,8114.TW,振樺電,106.5,-0.93,390,176,78.6,123.92
451	,5015.TW,華祺,55.2,-2.13,458,76,33.95,123.86
452	,6649.TW,台生材,40.95,-4.21,285,49,21.9,123.74
453	,6465.TW,威潤,23.05,-7.06,307,35.45,15.85,123.66
454	,6578.TW,達邦蛋白,18.3,-1.35,502,28.85,12.9,123.64
455	,5011.TW,久陽,26.7,-3.26,1058,44.5,19.9,123.62
456	,8489.TW,三貝德,23.6,-0.63,28,44.7,20,123.5
457	,1443.TW,立益物流,29,-2.52,147,33.5,15,123.33
458	,3289.TW,宜特,84.6,-3.31,4003,100.5,45,123.33
459	,2637.TW,慧洋-KY,62.8,0.16,3650,109,48.9,122.9
460	,2241.TW,艾姆勒,34.25,-1.58,97,64.5,28.95,122.8
461	,3094.TW,聯傑,33.6,-0.59,3941,50,22.45,122.72
462	,1732.TW,毛寶,27.3,-1.62,240,53.8,24.2,122.31
463	,8421.TW,旭源,15.4,-1.6,249,21.45,9.65,122.28
464	,2359.TW,所羅門,33.45,-2.48,6176,37.75,17,122.06
465	,3032.TW,偉訓,50.7,-3.98,13761,57.8,26.05,121.88
466	,6236.TW,康呈,21,0,3,25.5,11.5,121.74
467	,2401.TW,凌陽,24.3,-2.21,2007,44.9,20.25,121.73
468	,3591.TW,艾笛森,23.5,-3.49,3136,27.6,12.45,121.69
469	,8467.TW,波力-KY,60,-1.48,44,79.8,36,121.67
470	,3709.TW,鑫聯大投控,22.5,-0.44,21,42.75,19.3,121.5
471	,6570.TW,維田,63.2,-1.25,831,68.6,31,121.29
472	,2402.TW,毅嘉,27.15,-3.21,12002,30.75,13.9,121.22
473	,3419.TW,譁裕,19,-3.31,1577,32.4,14.65,121.16
474	,2327.TW,國巨,495.5,-4.34,6439,579,262,120.99
475	,2323.TW,中環,8.04,-1.95,6033,13.8,6.25,120.8
476	,1785.TW,光洋科,35.65,-2.33,2078,58.9,26.7,120.6
477	,4557.TW,永新-KY,106,-1.4,89,138,62.7,120.1
478	,8234.TW,新漢,40.05,-3.03,1191,48.85,22.2,120.05
479	,6240.TW,松崗,22.9,-5.37,122,30.8,14,120
480	,6242.TW,立康,67.1,-3.73,209,82.5,37.5,120
481	,2726.TW,雅茗-KY,27.35,-1.62,49,37.6,17.1,119.88
482	,8299.TW,群聯,386.5,-1.9,1896,545,248,119.76
483	,2753.TW,八方雲集,181.5,-3.2,1191,261.5,119,119.75
484	,3707.TW,漢磊,79.1,-5.27,8862,173.5,79,119.62
485	,8068.TW,全達,29,-1.69,305,48.3,22,119.55
486	,6510.TW,精測,515,-0.96,189,800,364.5,119.48
487	,6130.TW,星寶國際,34.5,-4.03,93,55.4,25.25,119.41
488	,9955.TW,佳龍,24.9,-1.39,756,35.5,16.2,119.14
489	,3265.TW,台星科,53.7,-1.29,951,63,28.75,119.13
490	,3014.TW,聯陽,87.4,-1.69,443,120.5,55.1,118.69
491	,3017.TW,奇鋐,143,-3.05,11977,161,73.7,118.45
492	,2613.TW,中櫃,23.1,0.65,444,43.25,19.8,118.43
493	,4919.TW,新唐,139,-2.46,5006,205,94.1,117.85
494	,6508.TW,惠光,38.15,-1.42,400,68.5,31.45,117.81
495	,6199.TW,天品,18.55,0,5,32.65,15,117.67
496	,2734.TW,易飛網,33,0,217,42,19.3,117.62
497	,4743.TW,合一,253,-6.47,10499,338,155.5,117.36
498	,3645.TW,達邁,34.2,-0.15,307,62.7,28.85,117.33
499	,2206.TW,三陽工業,53.5,0.94,42633,56.6,26.05,117.27
500	,3049.TW,和鑫,9.96,-1.87,3921,19.55,9,117.22
501	,6276.TW,安鈦克,20.95,-5.2,322,25.3,11.65,117.17
502	,2906.TW,高林,17.05,-1.73,919,29.85,13.75,117.09
503	,6573.TW,虹揚-KY,15.25,-1.93,144,26.8,12.35,117
504	,2023.TW,燁輝,15.4,-1.6,1877,28.2,13,116.92
505	,8409.TW,商之器,24.5,-5.04,393,33.05,15.25,116.72
506	,3338.TW,泰碩,43.5,-6.15,2862,64.2,29.65,116.53
507	,5483.TW,中美晶,149,0,2709,249,115,116.52
508	,2641.TW,正德,18.85,-2.84,2263,30.85,14.25,116.49
509	,2477.TW,美隆電,21.15,-1.4,70,35.25,16.3,116.26
510	,5272.TW,笙科,29.8,-3.72,312,48.6,22.5,116
511	,4164.TW,承業醫,67.1,-5.09,6243,75.7,35.05,115.98
512	,5383.TW,金利,30.1,0.33,57,51.7,23.95,115.87
513	,4739.TW,康普,93.4,-1.99,641,176.5,81.8,115.77
514	,4536.TW,拓凱,201,-1.71,1359,251,116.5,115.45
515	,1593.TW,祺驊,76.5,-3.04,26,96.6,44.85,115.38
516	,6590.TW,普鴻,90.2,-6.72,578,107.5,50,115
517	,4543.TW,萬在,26.85,-3.24,634,35.35,16.45,114.89
518	,3322.TW,建舜電,21.3,-4.27,2609,31.8,14.85,114.14
519	,5210.TW,寶碩,17.3,-3.35,419,30.5,14.25,114.04
520	,4174.TW,浩鼎,85,-2.97,1192,137.5,64.3,113.84
521	,3520.TW,華盈,22.2,-3.48,2089,27.05,12.65,113.83
522	,6173.TW,信昌電,39.05,-2.5,489,65.2,30.5,113.77
523	,3406.TW,玉晶光,371,-2.88,1853,593,277.5,113.69
524	,3176.TW,基亞,33.05,-2.51,237,60.9,28.5,113.68
525	,2634.TW,漢翔,54.7,0.55,63375,59.5,27.85,113.64
526	,2736.TW,富野,22.05,-4.55,1111,29.9,14,113.57
527	,1608.TW,華榮,16,-1.54,1682,24.45,11.45,113.54
528	,3290.TW,東浦,27.05,-1.81,1940,30.95,14.5,113.45
529	,9949.TW,琉園,19.9,0.76,303,24,11.25,113.33
530	,3306.TW,鼎天,25.2,-3.63,293,42.75,20.05,113.22
531	,6527.TW,明達醫,76.3,-4.51,797,86,40.4,112.87
532	,6271.TW,同欣電,166,-8.29,11366,323.5,152,112.83
533	,3227.TW,原相,105.5,-0.94,469,166,78,112.82
534	,9914.TW,美利達,168,0,343,334,157,112.74
535	,5864.TW,致和證,14.8,-2.63,643,20.25,9.52,112.71
536	,6202.TW,盛群,70,-2.37,964,126.5,59.5,112.61
537	,6190.TW,萬泰科,31.9,-2.89,2594,47.3,22.25,112.58
538	,2069.TW,運錩,19.9,-0.75,365,40.05,18.85,112.47
539	,2606.TW,裕民,54.7,-2.15,4806,71.2,33.6,111.9
540	,8279.TW,生展,180,0,71,187,88.4,111.54
541	,1305.TW,華夏,25.05,-1.96,1645,40.25,19.05,111.29
542	,3221.TW,台嘉碩,28.9,-1.37,1208,47.6,22.55,111.09
543	,1313.TW,聯成,14.55,-1.69,1263,24.55,11.65,110.73
544	,2376.TW,技嘉,132,-1.49,3516,165,78.3,110.73
545	,2380.TW,虹光,10.15,0,529,18.3,8.7,110.34
546	,6167.TW,久正,17.05,2.1,6500,18.8,8.94,110.29
547	,2476.TW,鉅祥,52.7,-2.04,3455,81.8,38.9,110.28
548	,3455.TW,由田,88.2,-1.56,565,117.5,55.9,110.2
549	,6469.TW,大樹,396,-2.34,802,414,197,110.15
550	,6442.TW,光聖,51.2,-5.54,429,71,33.8,110.06
551	,6219.TW,富旺,11,-0.9,228,21,10,110
552	,4939.TW,亞電,16.25,-2.4,125,29.5,14.05,109.96
553	,2867.TW,三商壽,5.1,-0.58,13290,10.2,4.86,109.88
554	,6204.TW,艾華,58,-0.34,42,98.4,46.9,109.81
555	,4952.TW,凌通,55.3,-2.12,410,88.1,42,109.76
556	,6499.TW,益安,57.2,-2.05,184,101,48.15,109.76
557	,2612.TW,中航,39.1,-0.64,459,64.5,30.75,109.76
558	,9921.TW,巨大,182,-1.89,1452,353,168.5,109.5
559	,2250.TW,IKKA-KY,73.4,-0.41,21,135,64.5,109.3
560	,2348.TW,海悅,67.6,-0.59,103,119.5,57.1,109.28
561	,8088.TW,品安,32.25,-1.98,2891,35.55,17,109.12
562	,6164.TW,華興,11.45,-2.14,838,18.4,8.82,108.62
563	,2022.TW,聚亨,8.38,-1.99,1503,15.95,7.65,108.5
564	,2495.TW,普安,24.7,-6.79,11588,28.2,13.55,108.12
565	,2049.TW,上銀,238,-2.46,2683,324.5,156,108.01
566	,1786.TW,科妍,72,-4.64,2749,80.7,38.8,107.99
567	,6491.TW,晶碩,421.5,-3.33,1338,562,270.5,107.76
568	,2066.TW,世德,95.3,-2.95,715,104.5,50.3,107.75
569	,2618.TW,長榮航,26,-0.95,16584,37.6,18.1,107.73
570	,3218.TW,大學光,395.5,-2.47,516,458,220.5,107.71
571	,5301.TW,寶得利,12.5,-9.42,543,16.9,8.14,107.62
572	,3022.TW,威強電,77.8,-2.99,1850,88.4,42.6,107.51
573	,4564.TW,元翎,23.75,-1.04,536,45.65,22,107.5
574	,5706.TW,鳳凰,62.5,-2.34,1027,81,39.05,107.43
575	,6666.TW,羅麗芬-KY,87.6,-1.9,538,104.5,50.4,107.34
576	,3444.TW,利機,62.5,-1.11,796,82.5,39.8,107.29
577	,6168.TW,宏齊,24.75,-1.79,1507,30.25,14.6,107.19
578	,3260.TW,威剛,72.7,-0.55,2986,102.5,49.5,107.07
579	,2440.TW,太空梭,11.35,-1.73,311,21.2,10.25,106.83
580	,8924.TW,大田,121,-1.63,454,184,89,106.74
581	,2443.TW,昶虹,3.96,-0.75,142,4.98,2.41,106.64
582	,6163.TW,華電網,25.3,-9.48,35033,27.95,13.55,106.27
583	,5371.TW,中光電,74.8,-2.6,4199,96,46.55,106.23
584	,3704.TW,合勤控,40.2,-6.18,12443,46.5,22.55,106.21
585	,4702.TW,中美實,13.45,-4.27,416,22.25,10.8,106.02
586	,5014.TW,建錩,16.2,-2.99,831,24.7,12,105.83
587	,6669.TW,緯穎,1095,-3.1,2784,1255,610,105.74
588	,6523.TW,達爾膚,141,-4.41,3946,155.5,75.6,105.69
589	,3276.TW,宇環,14.45,1.4,265,22,10.7,105.61
590	,1541.TW,錩泰,34.55,-0.86,5,60.4,29.4,105.44
591	,4541.TW,晟田,38,-2.56,4306,43.75,21.3,105.4
592	,6196.TW,帆宣,129.5,1.17,1622,195,95,105.26
593	,6283.TW,淳安,33.2,-2.21,351,55,26.8,105.22
594	,3605.TW,宏致,30.65,-2.08,359,56,27.3,105.13
595	,3669.TW,圓展,44.6,-0.78,93,72.4,35.3,105.1
596	,6203.TW,海韻電,68.2,-4.48,852,89.5,43.65,105.04
597	,6165.TW,浪凡,30.1,-0.66,270,47.05,22.95,105.01
598	,1418.TW,東華,15.9,-0.31,76,20.5,10,105
599	,4721.TW,美琪瑪,102.5,-2.84,529,184.5,90,105
600	,5278.TW,尚凡,176,-0.85,15,287,140,105
601	,8367.TW,建新國際,48.7,-0.41,38,61.9,30.2,104.97
602	,9941.TW,裕融,182.5,-1.88,904,254,124,104.84
603	,5516.TW,雙喜,25.55,-1.35,66,27.65,13.5,104.81
604	,3615.TW,安可,17.7,-1.12,72,30,14.65,104.78
605	,1455.TW,集盛,10.45,-1.88,1264,18.45,9.01,104.77
606	,5457.TW,宣德,53.9,-2.53,1067,89.2,43.6,104.59
607	,3013.TW,晟銘電,22.05,-2.86,5368,25.3,12.4,104.03
608	,2444.TW,兆勁,16.25,-3.85,1644,20.9,10.25,103.9
609	,1449.TW,佳和,15.1,-1.95,209,18.1,8.88,103.83
610	,6263.TW,普萊德,118,-4.07,525,133,65.3,103.68
611	,6120.TW,達運,10.4,-2.35,2085,16.7,8.2,103.66
612	,3031.TW,佰鴻,18.4,-2.13,393,28.1,13.8,103.62
613	,3317.TW,尼克森,56.1,-4.1,777,87.4,43,103.26
614	,1477.TW,聚陽,218,0,911,272,134,102.99
615	,3518.TW,柏騰,31.1,-2.96,1389,34,16.75,102.99
616	,3062.TW,建漢,23,-3.36,3087,37.65,18.55,102.96
617	,6198.TW,瑞築,23.3,8.37,149,38.15,18.8,102.93
618	,6576.TW,逸達,92.6,-3.14,1053,141,69.5,102.88
619	,4523.TW,永彰,37.45,-4.1,53,50,24.65,102.84
620	,8289.TW,泰藝,44.8,-2.18,1211,53.9,26.6,102.63
621	,2610.TW,華航,19.1,-0.78,20344,31.95,15.8,102.22
622	,4994.TW,傳奇,45,-2.07,119,74,36.6,102.19
623	,3231.TW,緯創,44.5,-2.84,84165,46.7,23.1,102.16
624	,3587.TW,閎康,197,0,890,205.5,102,101.47
625	,3577.TW,泓格,82.6,-2.36,75,96,47.65,101.47
626	,3557.TW,嘉威,66.9,-1.62,191,84.7,42.05,101.43
627	,1609.TW,大亞,27.1,-2.52,14982,31.5,15.65,101.28
628	,1503.TW,士電,92.4,-2.84,5759,101,50.2,101.2
629	,2722.TW,夏都,50.3,-3.64,729,58.1,28.9,101.04
630	,4735.TW,豪展,38.25,-1.16,26,62.3,31,100.97
631	,9962.TW,有益,19.7,-2.96,1286,23.6,11.75,100.85
632	,5452.TW,佶優,21.4,-1.61,1710,25.3,12.6,100.79
633	,6642.TW,富致,52.2,-2.97,49,76.4,38.05,100.79
634	,6470.TW,宇智,64.5,-8.25,4613,82.3,41,100.73
635	,4130.TW,健亞,26.9,-3.76,1271,41.85,20.85,100.72
636	,8437.TW,大地-KY,109.5,-3.1,46,154.5,77,100.65
637	,4736.TW,泰博,182.5,-0.82,425,310,154.5,100.65
638	,2417.TW,圓剛,23.2,-1.9,442,37.6,18.75,100.53
639	,5609.TW,中菲行,84.9,-1.62,613,115.5,57.6,100.52
640	,4746.TW,台耀,80.8,-2.18,2523,88.6,44.2,100.45
641	,1783.TW,和康生,58.1,-2.68,3320,68.5,34.2,100.29
642	,3632.TW,研勤,13.95,-5.1,127,15.25,7.62,100.13
643	,1304.TW,台聚,25.4,0.2,1588,38,19,100
644	,2752.TW,豆府,248,-2.75,23,280,140,100
645	,4576.TW,大銀微系統,76,-2.19,187,123,61.5,100
646	,6141.TW,柏承,18.75,0,91,33,16.5,100
647	,6441.TW,廣錠,55.5,-4.64,793,69.9,35,99.71
648	,8021.TW,尖點,29,-1.02,375,46.9,23.5,99.57
649	,2024.TW,志聯,19.2,-0.26,8,32,16.05,99.38
650	,3653.TW,健策,449,-3.13,1473,508,255,99.22
651	,8071.TW,能率網通,14.95,-1.32,330,23.8,11.95,99.16
652	,3357.TW,臺慶科,101.5,-3.33,196,142,71.3,99.16
653	,8171.TW,天宇,55.9,-4.12,3063,67.6,33.95,99.12
654	,6223.TW,旺矽,128.5,-4.81,3996,148.5,74.6,99.06
655	,8201.TW,無敵,13.3,1.53,666,19.3,9.7,98.97
656	,6435.TW,大中,105,-1.41,233,173,87,98.85
657	,3526.TW,凡甲,134,-2.19,244,211.5,106.5,98.59
658	,5871.TW,中租-KY,225.5,0.22,2172,276,139,98.56
659	,6234.TW,高僑,29,-2.36,2859,33.65,16.95,98.53
660	,6588.TW,東典光電,30,-0.99,13,52.2,26.3,98.48
661	,4106.TW,雃博,30,-2.6,288,45.15,22.75,98.46
662	,6284.TW,佳邦,57.8,-2.36,664,76.6,38.6,98.45
663	,1598.TW,岱宇,42.3,-1.97,258,68,34.3,98.25
664	,8110.TW,華東,13.35,-2.55,2033,20.8,10.5,98.1
665	,3437.TW,榮創,19.3,-2.53,364,30,15.15,98.02
666	,2374.TW,佳能,20.5,0,1225,33.85,17.1,97.95
667	,8103.TW,瀚荃,36.5,-2.93,335,56.2,28.4,97.89
668	,1711.TW,永光,19.85,2.58,17138,32.45,16.4,97.87
669	,4934.TW,太極,31,-4.76,5318,40.9,20.7,97.58
670	,6668.TW,中揚光,40.85,-2.04,225,64.5,32.65,97.55
671	,3056.TW,總太,48.3,-0.21,4250,50.4,25.55,97.26
672	,3019.TW,亞光,64.3,-1.83,1050,103.5,52.5,97.14
673	,2344.TW,華邦電,25.05,-1.76,24307,36.45,18.5,97.03
674	,8936.TW,國統,27.8,0.72,4342,32.7,16.6,96.99
675	,3047.TW,訊舟,16.2,-3.57,7647,19.65,9.98,96.89
676	,2723.TW,美食-KY,152,-4.7,1299,171,86.9,96.78
677	,4930.TW,燦星網,25.25,-1.75,200,39,19.85,96.47
678	,6419.TW,京晨科,36.25,1.4,3,49.5,25.2,96.43
679	,1712.TW,興農,36.3,-0.55,1193,47.3,24.1,96.27
680	,2208.TW,台船,25.9,-0.38,21145,28.45,14.5,96.21
681	,3689.TW,湧德,37.45,-2.22,401,55.8,28.45,96.13
682	,3224.TW,三顧,52.2,-0.57,1580,69.1,35.25,96.03
683	,2030.TW,彰源,22.25,-1.77,1549,41.65,21.25,96
684	,1762.TW,中化生,87.4,-3.1,4366,96.8,49.4,95.95
685	,3354.TW,律勝,14.15,-3.74,190,23.9,12.2,95.9
686	,6226.TW,光鼎,11.95,-2.45,1050,18.3,9.35,95.72
687	,3356.TW,奇偶,37.7,-2.33,1154,50.3,25.7,95.72
688	,2303.TW,聯電,50.1,-1.18,40453,68.5,35,95.71
689	,2204.TW,中華,77.8,3.73,25623,78.1,40,95.25
690	,1235.TW,興泰,70,0,0,73.1,37.45,95.19
691	,3481.TW,群創,14.35,1.77,84694,19.8,10.15,95.07
692	,4950.TW,牧東,17.9,-1.65,1307,29.35,15.05,95.02
693	,2597.TW,潤弘,117.5,-1.67,222,156,80,95
694	,3686.TW,達能,15.5,-4.62,1254,19.2,9.85,94.92
695	,5488.TW,松普,12.95,-6.16,1964,14.5,7.44,94.89
696	,1309.TW,台達化,20.5,-1.2,636,36.5,18.75,94.67
697	,2718.TW,晶悅,46.05,-1.18,1,52.7,27.1,94.46
698	,6525.TW,捷敏-KY,72.6,-1.89,292,115.5,59.5,94.12
699	,6117.TW,迎廣,14.55,-2.68,194,22.7,11.7,94.02
700	,1590.TW,亞德客-KY,1115,-0.45,779,1245,642,93.93
701	,8038.TW,長園科,50.6,-9.96,4566,56.2,29,93.79
702	,8183.TW,精星,54.4,-3.03,1482,77.4,39.95,93.74
703	,2405.TW,輔信,12.6,-1.95,2096,21.5,11.1,93.69
704	,6664.TW,群翊,110,-2.65,343,123.5,63.8,93.57
705	,4168.TW,醣聯,30.8,-4.35,1596,46.9,24.25,93.4
706	,6278.TW,台表科,98.1,-1.9,1248,144,74.5,93.29
707	,2363.TW,矽統,17.65,-1.4,1557,28.6,14.8,93.24
708	,1220.TW,台榮,16.4,0,554,25.5,13.2,93.18
709	,1720.TW,生達,64.1,-3.46,5869,72.5,37.55,93.08
710	,2605.TW,新興,23.25,-2.31,3793,33.3,17.25,93.04
711	,1522.TW,堤維西,29.05,-5.37,4773,34.15,17.7,92.94
712	,4916.TW,事欣科,32.1,-4.89,3268,39.55,20.5,92.93
713	,2029.TW,盛餘,25.9,0.39,346,42.05,21.8,92.89
714	,6169.TW,昱泉,18.95,-1.3,35,31.8,16.5,92.73
715	,6116.TW,彩晶,13.1,0.77,17890,18.4,9.55,92.67
716	,6275.TW,元山,34.3,-0.87,733,44.6,23.15,92.66
717	,3522.TW,御頂,14,-9.68,925,16.65,8.65,92.49
718	,6142.TW,友勁,13.55,-3.9,3949,15.2,7.9,92.41
719	,5425.TW,台半,95.4,-5.54,17337,115.5,60.1,92.18
720	,2010.TW,春源,16.65,2.15,1740,26.8,13.95,92.11
721	,3441.TW,聯一光,42.8,-3.17,1360,52.3,27.25,91.93
722	,2851.TW,中再保,18.15,0,759,31.95,16.65,91.89
723	,3498.TW,陽程,33.85,-2.73,188,40.65,21.2,91.75
724	,1256.TW,鮮活果汁-KY,294,-2.49,57,382.5,199.5,91.73
725	,2342.TW,茂矽,43.8,-7.4,7220,57,29.75,91.6
726	,3287.TW,廣寰科,14.2,-2.07,143,21.45,11.2,91.52
727	,6504.TW,南六,80.1,-1.23,62,129,67.4,91.39
728	,5464.TW,霖宏,29.8,-1.97,425,36.9,19.3,91.19
729	,6217.TW,中探針,44.9,-1.75,1049,70.9,37.1,91.11
730	,3390.TW,旭軟,18.05,-1.37,457,31.15,16.3,91.1
731	,6538.TW,倉和,105,-2.78,2783,120,62.9,90.78
732	,2939.TW,凱羿-KY,34.4,-0.15,31,43,22.55,90.69
733	,6248.TW,沛波,32.3,-2.56,3162,36.5,19.15,90.6
734	,4530.TW,宏易,6.79,1.34,10,11.15,5.85,90.6
735	,3191.TW,和進,7.99,0,45,12.5,6.56,90.55
736	,3178.TW,公準,86.9,-2.47,2097,94.7,49.7,90.54
737	,6680.TW,鑫創電子,76.8,-2.17,5,84,44.1,90.48
738	,5328.TW,華容,13.05,-6.79,2487,16.15,8.48,90.45
739	,1308.TW,亞聚,27.3,-2.5,3552,44.45,23.35,90.36
740	,4534.TW,慶騰,9.86,-0.4,87,15.8,8.3,90.36
741	,3163.TW,波若威,54.1,-3.05,2077,68.9,36.2,90.33
742	,5302.TW,太欣,9.38,-6.2,1665,14.65,7.7,90.26
743	,3663.TW,鑫科,33.8,-3.98,442,44.3,23.3,90.13
744	,4935.TW,茂林-KY,56.4,-2.59,213,89.5,47.1,90.02
745	,6244.TW,茂迪,38.55,-3.63,73793,43.3,22.8,89.91
746	,8455.TW,大拓-KY,21.95,0,8,33.95,17.9,89.66
747	,2017.TW,官田鋼,17.65,-0.84,1524,21.8,11.5,89.57
748	,8092.TW,建暐,11.85,-0.84,112,15.25,8.05,89.44
749	,5439.TW,高技,62.7,-1.57,1599,71.5,37.75,89.4
750	,3162.TW,精確,50.3,-3.08,2833,64.3,34,89.12
751	,1470.TW,大統新創,19.2,-0.26,20,31.2,16.5,89.09
752	,1570.TW,力肯,18.15,-1.36,96,28.45,15.05,89.04
753	,2882.TW,國泰金,42.7,-0.58,12407,68.4,36.25,88.69
754	,6512.TW,啟發電,20.95,-1.18,17,29.8,15.8,88.61
755	,3264.TW,欣銓,54.6,-2.15,4307,62.5,33.15,88.54
756	,3583.TW,辛耘,85.5,-1.84,2083,115,61,88.52
757	,2428.TW,興勤,150,-3.23,565,188.5,100,88.5
758	,4744.TW,皇將,34.3,2.69,1956,42.6,22.6,88.5
759	,8463.TW,潤泰材,24.55,-2,81,34.1,18.1,88.4
760	,4167.TW,松瑞藥,18.7,-2.86,2907,29,15.4,88.31
761	,4163.TW,鐿鈦,128.5,-2.28,540,151,80.2,88.28
762	,1454.TW,台富,13.25,-1.12,60,18.8,9.99,88.19
763	,3211.TW,順達,76.5,-0.65,433,122.5,65.1,88.17
764	,3631.TW,晟楠,34.8,-2.66,200,51.9,27.6,88.04
765	,1616.TW,億泰,9.3,-7,3587,13.15,7,87.86
766	,8089.TW,康全電訊,22.55,-0.88,65,38.75,20.65,87.65
767	,8926.TW,台汽電,48.35,-0.41,7795,53,28.25,87.61
768	,5902.TW,德記,38.6,-0.9,79,43.8,23.35,87.58
769	,1319.TW,東陽,46.05,-2.33,4718,57.2,30.5,87.54
770	,2441.TW,超豐,53.5,-1.47,888,83.7,44.65,87.46
771	,8024.TW,佑華,24.65,-3.52,374,32.05,17.1,87.43
772	,2316.TW,楠梓電,29.2,-0.68,121,39.9,21.3,87.32
773	,3060.TW,銘異,17.45,-2.24,243,29.5,15.75,87.3
774	,4554.TW,橙的,29.2,-2.67,108,43.15,23.05,87.2
775	,4729.TW,熒茂,16.85,-1.17,67,18.4,9.83,87.18
776	,2404.TW,漢唐,212,0.95,1535,241,129,86.82
