符合條件商品
資料日期：2021年 12月 17日
策略,	00每日資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例,	法人持股比例,	融資使用率,	內部人持股比例
執行時間：2021-12-19 14:40 符合檔數(1449)
336	,2413.TW,環科,22.95,-2.34,1343,52.01,0.66,15.08,37.9
337	,2414.TW,精技,37.35,-1.06,340,49.8,9.61,0.54,35.4
338	,2415.TW,錩新,43.25,-1.26,332,49.96,3.2,15.7,11.01
339	,2417.TW,圓剛,24.5,-1.01,464,31,2.95,18.97,22.72
340	,2419.TW,仲琦,24.15,-3.01,2795,67.05,3.26,10.89,61.14
341	,2420.TW,新巨,45.8,-0.65,682,45.14,9.33,4.48,23.2
342	,2421.TW,建準,39.7,-2.34,1475,47.13,17.77,7.54,14.8
343	,2423.TW,固緯,27.95,-0.53,240,63.3,3.68,2.16,24
344	,2425.TW,承啟,27.8,1.28,834,66.66,19.38,16.39,29.27
345	,2426.TW,鼎元,27.85,-1.76,3806,32.52,8.06,21,8.03
346	,2427.TW,三商電,11.6,0.43,328,66.4,2.49,9.42,53.89
347	,2428.TW,興勤,152,-0.33,175,58.2,14.79,7.41,25.61
348	,2430.TW,燦坤,37.65,-1.05,613,62.65,9.11,4.41,31.55
349	,2431.TW,聯昌,12.85,-0.77,465,38.11,1.3,15.27,34.79
350	,2433.TW,互盛電,51,-0.39,28,79.59,0.87,0.11,27.32
351	,2434.TW,統懋,39.5,0,6,74.4,1.1,12.49,37.09
352	,2436.TW,偉詮電,96.6,0.31,14751,19.68,8.81,44.68,8.26
353	,2439.TW,美律,93.2,-0.43,976,25.76,17.44,13.07,8.48
354	,2441.TW,超豐,76.2,0,2297,71.4,24.6,1.89,44.4
355	,2442.TW,新美齊,13,-1.52,3031,53.58,5.34,14.27,27.22
356	,2449.TW,京元電子,43.4,-1.81,6981,67.77,46.91,4.4,9.04
357	,2450.TW,神腦,32.75,-0.46,37,77.54,3.64,0.72,37.33
358	,2451.TW,創見,72.6,1.82,2782,66.87,14.88,3.56,3.9
359	,2453.TW,凌群,27.1,-1.09,414,58.23,6.27,10.01,22.32
360	,2454.TW,聯發科,1075,-1.38,5577,69.19,71.5,1.64,2.87
361	,2455.TW,全新,137.5,-3.51,2468,49.04,40.66,26.72,6.46
362	,2456.TW,奇力新,88.1,-1.45,641,34.92,14.94,11.62,12.04
363	,2457.TW,飛宏,45.4,-1.84,44192,32.5,10.12,38.15,18.25
364	,2458.TW,義隆,166,-0.9,3573,45.57,33.78,9.8,5.97
365	,2459.TW,敦吉,58.5,-0.51,29,41.54,17.99,1.26,32.13
366	,2460.TW,建通,29.3,-2.82,1433,57.74,0.33,14.12,53.3
367	,2461.TW,光群雷,22.7,-1.09,566,31.99,9.42,21.64,8.25
368	,2462.TW,良得電,28.05,-3.94,438,57.73,1.13,36.64,38.55
369	,2464.TW,盟立,41.85,-0.48,352,27.15,5.02,13.23,13.52
370	,2465.TW,麗臺,70.5,-1.12,1079,2.56,1.35,35.02,1.53
371	,2466.TW,冠西電,35.35,0.14,69,90.98,10.27,6.9,10.02
372	,2467.TW,志聖,49.1,-1.6,391,43.7,10.81,3.96,4.54
373	,2468.TW,華經,13.7,-0.36,252,69.17,0.33,16.19,65.64
374	,2471.TW,資通,25.6,-0.19,61,14.87,1.58,5.35,18.47
375	,2472.TW,立隆電,63.1,-0.94,329,47.39,1.18,17.51,18.46
376	,2474.TW,可成,154,0,3048,57.83,47.29,5.61,4.17
377	,2476.TW,鉅祥,60,-1.64,2701,45.45,6.57,21.95,11.87
378	,2477.TW,美隆電,30,-2.28,620,67.27,22.1,5.79,24.09
379	,2478.TW,大毅,63.8,-0.78,279,41.97,5.19,16.63,14.97
380	,2480.TW,敦陽科,72.7,0.28,93,20.07,6.34,2.25,8.75
381	,2481.TW,強茂,104.5,-4.13,9097,52.13,28.7,23.1,16.73
382	,2482.TW,連宇,17.1,1.18,2892,43.8,1.83,19.97,32.27
383	,2483.TW,百容,24.1,0,158,55.84,0.94,5.53,19.35
384	,2484.TW,希華,39.25,-2.73,2599,15.72,8.09,26.78,9.41
385	,2485.TW,兆赫,21.9,-3.52,4870,24.93,5.91,25.09,11.48
386	,2486.TW,一詮,50.9,-3.42,3632,27.64,1.94,36.03,17.49
387	,2488.TW,漢平,27.2,-0.73,29,35.55,2.29,4.23,19.64
388	,2489.TW,瑞軒,17.4,0,4153,27.09,11.27,7.69,12.61
389	,2491.TW,吉祥全,20.75,-0.72,161,61.6,5.63,7.23,51.21
390	,2492.TW,華新科,166.5,0.3,2854,54.46,18.65,13.53,28.96
391	,2493.TW,揚博,37.75,0,82,37.24,5.29,4.46,12.62
392	,2495.TW,普安,20,-3.85,28428,55.75,17.55,15.98,14.54
393	,2496.TW,卓越,49.6,0.1,54,28.22,31.22,3.08,27.27
394	,2497.TW,怡利電,80,-1.23,23337,61.85,7.05,21.6,24.75
395	,2498.TW,宏達電,80.8,-3,60831,40.02,19.59,27.22,6.79
396	,2501.TW,國建,19.1,0,526,79.77,8.09,0.76,2.85
397	,2504.TW,國產,29.6,5.34,37015,67.34,13.73,7.93,10.53
398	,2505.TW,國揚,23.35,0.43,263,65.38,5.49,6.76,7.76
399	,2506.TW,太設,9.67,1.58,117,72.95,3.23,3.19,9.37
400	,2509.TW,全坤建,18.2,0,83,64.75,1.26,2.94,17.34
401	,2511.TW,太子,13.55,1.5,5341,76.62,8.68,2.6,34.04
402	,2514.TW,龍邦,17.7,1.14,80,86.92,2.76,6.74,32.58
403	,2515.TW,中工,8.87,0.68,2854,41.02,11.3,9.46,11.69
404	,2520.TW,冠德,37.7,-0.4,1619,63.54,21.53,3.45,33.55
405	,2524.TW,京城,40.25,0.75,70,90.28,0.95,11.29,36.91
406	,2527.TW,宏璟,31.4,0,317,74.29,44.92,4.07,25.45
407	,2528.TW,皇普,21.85,-0.46,27,85.34,0.27,1.53,43.51
408	,2530.TW,華建,14.35,0.35,287,79.16,0.87,8.12,2.63
409	,2534.TW,宏盛,23.5,1.73,2034,63.75,8.33,5.81,6.78
410	,2535.TW,達欣工,31.9,-0.16,396,43.95,15.36,0.78,15.97
411	,2536.TW,宏普,23.3,1.08,529,70.36,10.19,0.61,36.04
412	,2537.TW,聯上發,10.25,-0.49,1344,53.38,4.31,16.98,23.48
413	,2538.TW,基泰,12.55,-1.57,4821,49.81,11.45,8.17,7.29
414	,2539.TW,櫻花建,31.25,0.16,160,86.9,0.57,1.51,20.1
415	,2540.TW,愛山林,72,0,42,93.62,0.31,0.64,56.36
416	,2542.TW,興富發,47.25,0,8059,62.15,15.89,2.74,5.02
417	,2545.TW,皇翔,36.8,-0.67,239,73.11,3.98,1.92,37.58
418	,2546.TW,根基,49,0.2,26,56.63,3.78,0.19,38.74
419	,2547.TW,日勝生,10.05,0.6,955,58.85,17.18,3.87,13.95
420	,2548.TW,華固,92.4,0.43,259,55.45,25.49,0.31,15.82
421	,2596.TW,綠意,22.85,-0.44,88,57.75,0.65,9.32,48.01
422	,2597.TW,潤弘,119.5,0,133,77.45,1.22,1.24,49.24
423	,2601.TW,益航,12.9,-1.15,8072,26.15,2.43,13.44,10.88
424	,2603.TW,長榮,140.5,-0.35,109031,58.98,30.53,21.48,14.18
425	,2605.TW,新興,29.95,1.18,8811,35.6,34.89,15.27,5.62
426	,2606.TW,裕民,60.8,1.84,28417,57.55,13.16,10.14,40.49
427	,2607.TW,榮運,28.45,0,3365,68.66,8.26,5.82,50.66
428	,2608.TW,嘉里大榮,44.6,1.83,775,73.89,8,3.96,9.23
429	,2609.TW,陽明,123.5,1.23,51419,58.05,15.49,24.48,33.18
430	,2610.TW,華航,26.2,-1.87,159970,67.87,14.6,20.11,40.31
431	,2611.TW,志信,20.4,0.74,1743,47.3,5.45,15.43,26.64
432	,2612.TW,中航,60.1,1.86,3310,63.84,4.5,14.11,22.74
433	,2613.TW,中櫃,26.15,0.38,222,64.79,2.56,5.65,50.86
434	,2614.TW,東森,31.95,0.47,5054,34.88,2.77,20.56,5.58
435	,2615.TW,萬海,200,1.78,53006,85.05,44.9,7.59,4.5
436	,2616.TW,山隆,36.4,0,45,53.75,3.13,0.54,25.66
437	,2617.TW,台航,38,0.8,5953,52.37,5.1,15.65,43.72
438	,2618.TW,長榮航,26.4,-1.49,89117,69.51,24.77,12.63,25.82
439	,2633.TW,台灣高鐵,29.15,-1.02,8451,84.14,10.48,0.79,61.34
440	,2634.TW,漢翔,29.1,0,943,56.75,2.07,2.25,36.46
441	,2636.TW,台驊投控,137,1.48,3084,35.08,13.82,33.64,19.34
442	,2637.TW,慧洋-KY,83.4,4.64,44747,64.39,14.12,10.47,27.84
443	,2640.TW,大車隊,78.2,3.44,146,58.26,4.03,11.47,30.18
444	,2641.TW,正德,27.3,1.11,10651,28.83,1.27,22.36,23.16
445	,2642.TW,宅配通,73.5,1.38,1065,60.38,6.58,10.68,46.13
446	,2643.TW,捷迅,77.6,-0.89,128,54.42,1.94,11.37,47.53
447	,2701.TW,萬企,12.05,-0.41,74,85.82,0.45,0.23,19.96
448	,2704.TW,國賓,30.55,0,163,84.84,10.16,0.98,21.29
449	,2705.TW,六福,17.25,-0.86,172,63.28,1.43,0.63,13.69
450	,2706.TW,第一店,14.15,-0.7,100,83.26,2.55,1.75,19.81
451	,2707.TW,晶華,149,-0.33,113,57.45,12.83,1.93,10.81
452	,2712.TW,遠雄來,37,0.27,3,91.75,0.14,0.24,51.18
453	,2722.TW,夏都,30.45,-0.33,13,86.61,0.47,0.81,59.29
454	,2723.TW,美食-KY,112,-1.32,282,73.14,56.93,4.05,49.12
455	,2726.TW,雅茗-KY,31.95,-0.31,15,47.43,37.94,11.58,35.67
456	,2727.TW,王品,134.5,-1.1,261,23.32,6.05,8.1,8.39
457	,2731.TW,雄獅,84.8,-0.59,108,50.18,0.98,6.72,22.66
458	,2732.TW,六角,86.6,-2.37,159,42.25,7.22,4.64,33.77
459	,2736.TW,高野,15.15,0.66,44,35.77,0.19,7.09,28.85
460	,2743.TW,山富,22.6,-1.74,1,57.41,0.07,13.98,47.05
461	,2748.TW,雲品,39.1,-0.51,132,68.44,0.3,1.18,69.54
462	,2754.TW,亞洲藏壽司,75.5,-1.56,72,68,70.42,4.48,69.31
463	,2801.TW,彰銀,16.6,-0.6,18201,79.76,11.76,0.24,20.94
464	,2809.TW,京城銀,39.45,-0.13,12114,75.39,21.89,0.71,11.07
465	,2812.TW,台中銀,12.05,0.42,4253,61.44,11.04,0.19,3.46
466	,2816.TW,旺旺保,19.45,-0.26,43,75.41,1.53,0.72,20.89
467	,2820.TW,華票,16.9,0.3,2458,61.15,8,0.06,34.24
468	,2832.TW,台產,20.05,0,126,63.56,3.44,0.24,29.95
469	,2834.TW,臺企銀,9.65,0.1,19314,48.84,11.36,0.57,24.41
470	,2836.TW,高雄銀,11.7,0.43,446,80.87,7.28,1.1,58.89
471	,2838.TW,聯邦銀,13.1,0.77,1049,88.01,3.71,0.16,11.73
472	,2845.TW,遠東銀,10.5,0,2985,70.2,10.88,0.27,8.11
473	,2849.TW,安泰銀,16.3,-0.61,599,97.84,59.23,0.35,21.91
474	,2850.TW,新產,46.8,0,92,58.28,7.69,1.13,7.74
475	,2851.TW,中再保,28.35,0.35,248,78.18,1.47,1.81,59.3
476	,2852.TW,第一保,14.5,0,52,53.8,3.47,0.14,19.76
477	,2855.TW,統一證,23,1.1,958,69.01,9.73,0.83,7.95
478	,2867.TW,三商壽,9.12,0,1881,73.71,7.07,4.29,40.82
479	,2880.TW,華南金,21,0.96,9092,72.1,18.52,0.1,25.46
480	,2881.TW,富邦金,74.3,-0.8,94657,81.7,22.94,0.69,28.57
481	,2882.TW,國泰金,60.5,0.33,15747,78.29,25.58,0.65,1.66
482	,2883.TW,開發金,16.85,2.12,223338,52.12,26.08,1.71,1.65
483	,2884.TW,玉山金,28,0.54,16265,64.09,37.65,0.09,2.24
484	,2885.TW,元大金,25.05,0.8,16178,79.57,34.19,0.21,4.7
485	,2886.TW,兆豐金,35.9,0.84,28876,80.77,23.34,0.05,20.59
486	,2887.TW,台新金,18.75,0.54,15719,63.45,27.99,0.38,4.55
487	,2888.TW,新光金,10.6,0.95,62443,59.83,19.2,4.14,4.05
488	,2889.TW,國票金,15.85,0,7827,56.99,11.74,0.38,7.02
489	,2890.TW,永豐金,15.9,0.95,19126,77.11,30.96,0.2,2.75
490	,2891.TW,中信金,25.6,0.39,47885,78.19,41.52,0.15,1.93
491	,2892.TW,第一金,24.15,0.84,14934,65.63,25.23,0.08,19.08
492	,2897.TW,王道銀行,7.89,0.13,804,86.82,3.77,0.54,27.51
493	,2901.TW,欣欣,24.85,-1,32,71.45,0.23,11.4,49.43
494	,2903.TW,遠百,21.2,0.71,300,82.22,10.65,0.32,17.41
495	,2904.TW,匯僑,25.15,-0.4,20,50.08,0.54,0.09,42.66
496	,2905.TW,三商,22.3,-0.22,320,82.16,6.46,1.19,42.59
497	,2906.TW,高林,15.5,0.65,163,68.73,4.99,2.49,32.06
498	,2908.TW,特力,20.9,-0.48,327,86.6,4.99,5.15,13.45
499	,2910.TW,統領,36.5,0,8,94.68,0.2,0.08,39.98
500	,2912.TW,統一超,275,0.73,1421,83.08,33.73,0.1,46.1
501	,2913.TW,農林,19.55,0.26,780,64.03,7.08,9.39,32.32
502	,2915.TW,潤泰全,93.4,0.32,10544,62.14,15.78,4.61,10.33
503	,2916.TW,滿心,21.45,-0.23,20,61.69,21.55,0.68,42.98
504	,2926.TW,誠品生活,59.5,1.36,9,65.66,13.61,0.45,52.53
505	,2929.TW,淘帝-KY,11.55,-1.28,206,21.2,22.09,3.61,0
506	,2936.TW,客思達-KY,27,0.37,8,91.1,92.15,0.58,34.66
507	,2939.TW,凱羿-KY,26.85,-0.56,21,45.74,54.1,3.01,10.68
508	,3002.TW,歐格,12.6,-1.56,173,63.17,0.72,15.81,32.07
509	,3003.TW,健和興,92.2,-1.71,1074,51.4,10.94,16.97,13.08
510	,3004.TW,豐達科,56.9,-1.22,57,52.6,2.45,10.54,47.19
511	,3005.TW,神基,53.6,-0.92,3228,75.57,36.96,1.65,34.44
512	,3006.TW,晶豪科,163.5,-2.39,6458,38.68,23.35,56.29,5.75
513	,3008.TW,大立光,2235,9.83,2968,44.92,42.03,5.88,28.45
514	,3010.TW,華立,93.9,3.64,3612,53.07,14.39,2.39,17.02
515	,3013.TW,晟銘電,14.55,-1.02,1553,50.83,1.73,12.22,20.94
516	,3014.TW,聯陽,105,-1.41,1148,18.2,12.45,13.82,12.79
517	,3015.TW,全漢,44.2,-0.34,232,54.31,12.27,6.06,24.25
518	,3016.TW,嘉晶,132,-6.38,13557,72.06,5.68,15.29,64.59
519	,3017.TW,奇鋐,86.9,-2.58,3962,59.41,49.79,13.73,17.67
520	,3019.TW,亞光,91.2,-3.18,8427,34.29,9.23,27.85,7.32
521	,3021.TW,鴻名,25.65,-1.35,841,65.11,3.3,9.97,26.73
522	,3022.TW,威強電,44.55,-0.22,113,61.03,18.91,4.39,15.21
523	,3023.TW,信邦,259,-5.82,2641,58.61,58.69,0.47,9.72
524	,3025.TW,星通,24.4,1.88,3543,18.99,1.94,28.76,13.57
525	,3026.TW,禾伸堂,117,-0.85,686,34.54,13.45,6.28,9.58
526	,3027.TW,盛達,22.1,-1.12,258,25.64,1.18,30.89,18.58
527	,3028.TW,增你強,34.2,0.74,3079,33.09,8.56,5.9,15.79
528	,3029.TW,零壹,42.6,-0.7,757,26.09,4.47,5.92,6.88
529	,3030.TW,德律,56.7,-0.35,358,50.11,18.33,4.49,26.45
530	,3031.TW,佰鴻,24.95,-2.54,1103,58.85,2,8.51,34.56
531	,3032.TW,偉訓,31.9,1.11,176,42.64,1.37,6.83,29.59
532	,3033.TW,威健,30.15,-0.99,6580,26.01,9.56,9.77,13.15
533	,3034.TW,聯詠,531,-0.56,7851,52.44,63.9,5.99,6.94
534	,3035.TW,智原,225.5,3.68,101428,55.71,50.44,17.61,14.36
535	,3036.TW,文曄,65.1,1.24,4568,82.23,14.02,2.99,5.68
536	,3037.TW,欣興,222,-1.33,55442,73.61,52.06,7.64,15.5
537	,3038.TW,全台,19,-0.26,331,27.5,2.64,14.77,19.11
538	,3040.TW,遠見,37.9,-0.13,33,45.63,15.1,3.31,26.3
539	,3041.TW,揚智,33.65,-6.66,20880,21.51,11.12,44.54,0.98
540	,3042.TW,晶技,102,-1.45,3198,31.43,17.55,23.07,6.72
541	,3044.TW,健鼎,123.5,-1.2,1613,77.09,49.51,1,6.07
542	,3045.TW,台灣大,98.9,0.3,3398,88.33,17.01,0.13,10.45
543	,3047.TW,訊舟,12.8,-6.57,12829,20.53,2.91,17.6,7.22
544	,3048.TW,益登,32.05,0.31,700,39.06,6.26,5.81,22
545	,3049.TW,和鑫,15.65,2.29,107608,50.74,8.64,17.42,9.32
546	,3050.TW,鈺德,18.15,0.28,2947,48.5,9.84,31.07,22.83
547	,3052.TW,夆典,10.5,0,181,52.98,1.08,5.96,7.24
548	,3054.TW,立萬利,23.75,-1.45,66,79.14,0.72,7.86,54.3
549	,3055.TW,蔚華科,28.25,-1.57,95,60.47,1.91,25.23,29.18
550	,3056.TW,總太,41.5,-0.24,793,44.44,7.7,12.64,23.07
551	,3059.TW,華晶科,48.4,-1.83,48224,31.65,14.17,57.25,5.64
552	,3060.TW,銘異,28.15,1.62,23428,16.49,10.56,27.49,6.53
553	,3062.TW,建漢,29.65,-3.1,8866,28.21,14.17,25.45,3.23
554	,3071.TW,協禧,27.05,-0.18,3191,55.82,1.44,10.8,37.74
555	,3078.TW,僑威,38,-0.52,886,37.16,2.68,10.84,12.21
556	,3081.TW,聯亞,192.5,-2.53,290,48.31,52.69,9.99,8.43
557	,3083.TW,網龍,57.2,2.14,11732,53.19,1.08,16.61,54.45
558	,3086.TW,華義,128,3.23,1982,71.71,29.01,13.69,26.41
559	,3088.TW,艾訊,53.7,-0.56,182,35.49,5.59,3.55,33.44
560	,3090.TW,日電貿,52.2,-1.69,539,23.56,8.98,6.26,6.6
561	,3092.TW,鴻碩,51.9,-1.7,522,32.52,1.32,29.34,8.63
562	,3093.TW,港建,78.4,0.38,2,70.83,68.6,33.87,70.57
563	,3094.TW,聯傑,34.15,-4.21,1471,12.4,2.56,22.93,11.71
564	,3105.TW,穩懋,376,-1.83,3297,60.83,52.35,4.36,6.63
565	,3114.TW,好德,31.25,-0.95,7672,43.66,0.56,17.41,19.95
566	,3118.TW,進階,29.6,-0.84,38,24.15,10.41,5.12,28.08
567	,3122.TW,笙泉,57.8,-3.99,1157,16.15,4.71,42.73,15.4
568	,3128.TW,昇銳,26.05,-9.86,7528,41.68,6.37,30.27,20.64
569	,3130.TW,一零四,174.5,-0.29,63,67.85,42.2,0.01,15.22
570	,3138.TW,耀登,233.5,-2.3,1139,21.14,1.34,15.06,22.28
571	,3141.TW,晶宏,273.5,-6.5,15312,29.98,22.97,84.14,4.18
572	,3147.TW,大綜,50.1,-0.79,236,34,1.09,9.32,14.7
573	,3152.TW,璟德,342,-2.01,184,50.52,20.71,10.76,27.66
574	,3162.TW,精確,46.15,-1.81,298,53.82,51.91,6.44,39.03
575	,3163.TW,波若威,40.7,-1.57,120,15.24,4.93,24.64,11.42
576	,3164.TW,景岳,24.15,0.21,100,43.49,0.87,3.71,13.59
577	,3167.TW,大量,93.2,-5.09,1213,52.15,4.46,19.37,14.92
578	,3169.TW,亞信,276.5,-2.98,9394,32.44,8.42,70.5,24.34
579	,3171.TW,新洲,20.75,0,11,74.72,0.47,0.25,39.03
580	,3178.TW,公準,72.9,-2.41,170,60.82,0.7,15.1,52.52
581	,3188.TW,鑫龍騰,17.6,1.15,63,72.23,0.43,10.6,38.62
582	,3189.TW,景碩,231,-1.07,5245,72.11,34.39,6.55,25.56
583	,3205.TW,佰研,25.55,-0.97,11,30.45,9.82,9.54,13.53
584	,3206.TW,志豐,28.7,-0.86,113,34.19,0.28,7.63,25.29
585	,3207.TW,耀勝,23.55,-2.69,799,21.35,4.43,21.99,19.32
586	,3209.TW,全科,28.7,0,360,28.72,4.26,3.49,12.79
587	,3211.TW,順達,98.4,-1.01,609,25.76,11.66,7.75,9.57
588	,3213.TW,茂訊,60.8,0.33,48,14.31,7.66,1.36,11.38
589	,3217.TW,優群,123.5,-5,2681,42.96,10.26,22.68,13.02
590	,3218.TW,大學光,275,-0.9,105,63.43,31.07,5.65,35.7
591	,3219.TW,倚強科,94.2,1.95,82,88.16,3.27,26.79,17.77
592	,3221.TW,台嘉碩,41.4,-3.16,5137,22.18,9.71,30.12,17.18
593	,3224.TW,三顧,60.1,-1.96,811,41.89,1.78,38.83,19.5
594	,3226.TW,至寶電,62.7,0.16,2,70.44,0.03,0.7,61.85
595	,3227.TW,原相,146,-2.34,718,21.98,16.56,21.33,7.03
596	,3230.TW,錦明,18.75,-1.06,386,41.82,1.18,30.27,13.78
597	,3231.TW,緯創,28.85,-0.69,10544,56.67,42.08,1.56,3.44
598	,3232.TW,昱捷,27.9,-0.71,953,33.33,4.79,41.3,24.43
599	,3234.TW,光環,26.6,-1.3,274,6.33,4.85,25.2,4.22
600	,3236.TW,千如,24.8,-0.2,199,23.78,10.26,13.8,19.9
601	,3252.TW,海灣,16.7,0.3,18,58.28,7.48,93.91,17.85
602	,3257.TW,虹冠電,64.8,-1.22,282,18.76,7.7,14.97,15.69
603	,3260.TW,威剛,88.7,-2.1,5077,13.79,2.35,29.58,5.48
604	,3264.TW,欣銓,54.7,-0.91,3118,56.02,29.9,10.78,14.67
605	,3265.TW,台星科,31,-0.64,242,58.97,7.33,4.36,52.33
606	,3266.TW,昇陽,13.65,0.37,95,88.46,7.06,0.6,15.55
607	,3268.TW,海德威,28.5,-1.04,112,25.65,0.47,6.56,13.51
608	,3272.TW,東碩,40.1,-1.72,145,45.81,0.74,18.3,24.22
609	,3276.TW,宇環,18.5,2.21,913,61.94,1.39,13.09,45.21
610	,3284.TW,太普高,12.4,0.4,25,54.18,0.64,17.03,47.64
611	,3285.TW,微端,20.9,0,18,41.84,0.81,16.75,21.01
612	,3287.TW,廣寰科,18.35,-1.34,90,48.77,0.36,15.3,42.23
613	,3289.TW,宜特,51.7,-1.52,184,11.19,5.85,18.59,9.47
614	,3290.TW,東浦,21.8,-4.39,2662,31.99,2.25,39.21,12.94
615	,3293.TW,鈊象,789,-0.5,377,30.97,33.15,9.98,10.22
616	,3294.TW,英濟,33.65,-1.75,3142,58.7,9.15,37.97,44.16
617	,3296.TW,勝德,18.2,0.55,306,64.09,2.63,32.75,18.78
618	,3297.TW,杭特,19.4,-2.76,248,36.87,1.56,12.13,24.35
619	,3303.TW,岱稜,25.25,0,227,39.84,4.04,10.93,20.75
620	,3305.TW,昇貿,78.3,-3.33,3578,45.56,11.02,27.11,12.86
621	,3306.TW,鼎天,31.4,-3.98,1190,43.14,2.4,24.61,37.33
622	,3310.TW,佳穎,31.1,-0.48,10,64.51,0.07,25.7,28.76
623	,3311.TW,閎暉,34.95,-0.29,119,47.64,0.8,6.43,41.79
624	,3312.TW,弘憶股,23.5,-1.67,984,46.92,5.78,14.36,27.97
625	,3317.TW,尼克森,78.5,-2.85,1066,18.86,5.86,44.12,9.81
626	,3323.TW,加百裕,41.1,-1.56,386,10.61,3.13,24.38,12.27
627	,3324.TW,雙鴻,193,-3.74,2739,28.12,14.38,43.08,19.99
628	,3325.TW,旭品,17.75,-2.47,703,13.93,0.73,22.13,12.2
629	,3332.TW,幸康,39.8,-1,3,77.86,0.2,0.02,46.24
630	,3338.TW,泰碩,51.4,-2.84,1239,21.92,1.74,28.34,20.81
631	,3339.TW,泰谷,23.95,-4.39,2382,34.05,2.91,25.09,11.81
632	,3346.TW,麗清,46,-2.02,1197,29.09,3.06,25.41,11.73
633	,3354.TW,律勝,19.15,0,1765,70.67,1.56,7.33,39.27
634	,3356.TW,奇偶,31.05,-0.48,353,21.47,5.47,9.23,19.56
635	,3357.TW,臺慶科,126.5,-1.56,120,45.62,10.74,2.27,29.51
636	,3360.TW,尚立,15.15,-0.98,69,15.11,0.8,16.74,8.69
637	,3362.TW,先進光,80.2,4.16,12921,53.86,2.62,21.48,28.3
638	,3363.TW,上詮,33.2,-2.35,1142,18.08,7.39,28.77,9.72
639	,3372.TW,典範,23.55,-2.28,1370,46.1,2.25,12.57,7.56
640	,3373.TW,熱映,36.7,1.24,322,24.24,5.77,14.88,25.74
641	,3374.TW,精材,137,-0.72,820,48.04,6.68,16.45,41.22
642	,3376.TW,新日興,92.1,0.11,868,50.7,20.83,10.68,14.28
643	,3379.TW,彬台,12.65,0.8,379,44.4,0.39,12.85,29.03
644	,3380.TW,明泰,32.65,-3.55,4675,68.9,3.9,7.68,54.88
645	,3388.TW,崇越電,84.8,0.24,79,32.5,7.67,1.66,37.76
646	,3390.TW,旭軟,26.3,1.15,5677,25.35,0.33,19.31,19.67
647	,3402.TW,漢科,48.35,-1.33,409,28.8,7.8,7.32,21.66
648	,3406.TW,玉晶光,529,-1.49,1961,44.81,38.96,21.96,10.39
649	,3413.TW,京鼎,229.5,-1.29,753,36.47,26.76,19.86,8.65
650	,3416.TW,融程電,76.1,-0.26,43,62.11,3.15,2.45,49.77
651	,3419.TW,譁裕,25.4,-5.4,8928,25.92,5.85,35.35,14.54
652	,3432.TW,台端,14.7,-0.68,197,59.59,4.82,15.28,27.24
653	,3434.TW,哲固,16.85,0.6,267,19.69,0.75,18.45,21.66
654	,3437.TW,榮創,25.5,-2.3,904,28.2,9.81,18.62,7.57
655	,3438.TW,類比科,84.6,-2.2,194,58.13,8.91,13.54,44.61
656	,3441.TW,聯一光,38.4,-0.39,127,17.72,0.53,25.19,16.8
657	,3443.TW,創意,604,-8.62,4887,58.53,49.46,5.64,35.05
658	,3444.TW,利機,59,-3.75,851,38.83,10.15,20.37,23.53
659	,3450.TW,聯鈞,54.9,-1.44,230,21.51,7.9,18.77,7.73
660	,3454.TW,晶睿,72.1,0.28,46,64.43,5.79,3,58.57
661	,3455.TW,由田,74.2,-2.88,1790,23.27,8.7,14.94,9.07
662	,3466.TW,致振,20.5,-6.18,12381,37.66,8.78,15.79,17.7
663	,3479.TW,安勤,57,-1.89,347,36.53,2.74,11.75,27.32
664	,3481.TW,群創,19.3,0.78,176309,47.78,31.34,16.51,1.76
665	,3483.TW,力致,88.1,0.69,2395,6.45,5.86,63.82,5.67
666	,3484.TW,崧騰,77,-2.04,923,18.07,6.12,23.58,8.83
667	,3489.TW,森寶,13.9,-4.79,246,70.32,0.24,18.84,69.78
668	,3490.TW,單井,31.5,-4.26,1395,6.02,2.45,33.82,9.05
669	,3491.TW,昇達科,217.5,0.69,17596,25.11,11.8,52.48,10.41
670	,3492.TW,長盛,18.55,-0.8,35,36.19,0.35,16.56,39.81
671	,3498.TW,陽程,32.5,-0.15,23,35.69,3.53,18.85,16.15
672	,3499.TW,環天科,25.5,-6.59,4384,41.45,0.89,23.03,27.75
673	,3501.TW,維熹,47.75,0,96,46.79,4.15,2.04,26.04
674	,3504.TW,揚明光,119.5,-2.05,1374,65.61,6.28,22.37,34.85
675	,3508.TW,位速,63.2,-8.54,4777,23.23,3.97,33.83,8.08
676	,3511.TW,矽瑪,41.6,6.26,3219,53.52,0.85,47.31,37.51
677	,3512.TW,皇龍,32.95,-0.45,22,71.44,0.1,14.09,54.78
678	,3515.TW,華擎,272,-2.16,2342,68.9,13.08,13.13,50.7
679	,3516.TW,亞帝歐,17.5,-0.57,107,59.54,0.44,66.52,25.82
680	,3518.TW,柏騰,22.6,-2.16,205,26.71,8.49,18.7,8.58
681	,3526.TW,凡甲,169.5,-2.87,696,31.09,7.67,17.28,29.23
682	,3527.TW,聚積,185,-2.63,532,23.39,11.48,34.98,16.24
683	,3528.TW,安馳,49.75,-0.5,9,65.08,2.56,1.02,60.3
