符合條件商品
資料日期：2022年  9月  1日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:15 符合檔數(17)
1	,2324.TW,仁寶,22.95,0.44,9576,22.65,1.32,20,自連買
2	,2356.TW,英業達,26,0.19,6530,22.75,14.29,20,自連買
3	,2441.TW,超豐,48.2,-2.33,4006,58.7,-17.89,20,自連買
4	,3044.TW,健鼎,96,1.59,1391,99.9,-3.9,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,62.9,-3.5,20,自連買
6	,3036.TW,文曄,62.7,-0.95,1327,64.5,-2.79,18,自連買
7	,2449.TW,京元電子,36.4,-1.75,4505,36.8,-1.09,11,自連買
8	,3231.TW,緯創,29.9,-0.83,12268,27.45,8.93,11,自連買
9	,6176.TW,瑞儀,106,0.47,1064,99.5,6.53,11,自連買
10	,2474.TW,可成,169,-1.74,2651,183.5,-2.4,10,自連買
11	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.6,-2.56,9,自連買
12	,2014.TW,中鴻,27.6,1.1,53751,25.2,9.52,9,自連買
13	,4743.TW,合一,259.5,-1.14,14786,298,-12.92,6,自連買
14	,2409.TW,友達,15.4,0.65,36394,17.1,-16.62,5,自連買
15	,3580.TW,友威科,62.1,-0.64,370,71.9,-13.63,5,自連買
16	,4162.TW,智擎,118.5,-2.07,10092,135,-12.22,5,自連買
17	,8234.TW,新漢,35.15,-1.82,1198,34.25,2.63,5,自連買
