符合條件商品
資料日期：2022年  7月  6日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/06),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:29 符合檔數(85)
1	,2301.TW,光寶科,64,-0.47,4678,55.4,18.12,20,自連買
2	,2324.TW,仁寶,22.95,0.44,9576,21.4,7.24,20,自連買
3	,2356.TW,英業達,26,0.19,6530,24.1,14.59,20,自連買
4	,2382.TW,廣達,71.2,-0.97,4354,75,2.96,20,自連買
5	,2441.TW,超豐,48.2,-2.33,4006,59.1,-11.67,20,自連買
6	,2458.TW,義隆,86.1,-1.71,718,120,-18.92,20,自連買
7	,5522.TW,遠雄,58.5,0.34,1205,62.7,-3.19,20,自連買
8	,1101.TW,台泥,34.05,-1.16,23484,40,-4.06,19,自連買
9	,2449.TW,京元電子,36.4,-1.75,4505,35.9,9.47,19,自連買
10	,1102.TW,亞泥,41.55,0.24,6062,44.1,2.01,18,自連買
11	,1312.TW,國喬,18.95,1.07,4063,21.4,-1.92,17,自連買
12	,2347.TW,聯強,61,-0.81,2957,51.6,18.22,15,自連買
13	,2897.TW,王道銀行,8.32,-0.36,812,8.37,3.23,15,自連買
14	,2809.TW,京城銀,33.9,-3.42,3989,32,5.94,14,自連買
15	,5880.TW,合庫金,25.95,-0.76,4866,26.1,6.13,14,自連買
16	,2801.TW,彰銀,17.25,-0.29,2566,17.25,3.85,13,自連買
17	,1503.TW,士電,59.1,-1.01,78,61.5,-1.1,12,自連買
18	,2385.TW,群光,87.2,0.11,1118,74,17.84,12,自連買
19	,2887.TW,台新金,15.2,0,6593,15.75,4.97,12,自連買
20	,3036.TW,文曄,62.7,-0.95,1327,59.9,4.67,12,自連買
21	,9925.TW,新保,39.1,-0.13,165,39.9,3.08,12,自連買
22	,2634.TW,漢翔,34.55,3.13,14471,33.85,3.1,11,自連買
23	,1310.TW,台苯,13.55,1.12,233,13.95,-1.88,10,自連買
24	,2836.TW,高雄銀,12.5,-0.4,467,13.4,-1.19,10,自連買
25	,2849.TW,安泰銀,14.6,0,89,15.4,-0.41,10,自連買
26	,3346.TW,麗清,38,1.88,1028,28.1,37.38,10,自連買
27	,4746.TW,台耀,73.1,-2.79,13002,47.25,61.37,10,自連買
28	,4766.TW,南寶,134,0.37,27,130.5,7.44,10,自連買
29	,2006.TW,東和鋼鐵,53.2,0.95,1881,49.65,7.15,6,自連買
30	,2514.TW,龍邦,16.85,-0.3,151,16.9,-0.3,6,自連買
31	,2820.TW,華票,14.55,0,290,16.15,-9.91,6,自連買
32	,3010.TW,華立,85.6,1.66,269,78,9.74,6,自連買
33	,3406.TW,玉晶光,364,-0.68,820,370,0.35,6,自連買
34	,6176.TW,瑞儀,106,0.47,1064,82,29.27,6,自連買
35	,6670.TW,復盛應用,213,-0.7,244,193,17.68,6,自連買
36	,9924.TW,福興,41.3,-0.12,51,38.35,7.69,6,自連買
37	,1103.TW,嘉泥,17.5,-0.57,92,17.75,2.28,5,自連買
38	,1229.TW,聯華,49.25,0.2,537,55.4,-6.65,5,自連買
39	,1444.TW,力麗,10.3,0,557,10.05,5.53,5,自連買
40	,1720.TW,生達,59.1,0.17,11057,45.1,38.41,5,自連買
41	,2010.TW,春源,16.25,0.62,682,15.15,7.26,5,自連買
42	,2034.TW,允強,29.6,-0.5,3354,26.15,19.74,5,自連買
43	,2038.TW,海光,23.05,-3.15,5951,19.05,28.91,5,自連買
44	,2329.TW,華泰,17.6,-1.68,1321,15,24.91,5,自連買
45	,2371.TW,大同,33.7,0,4072,33.1,1.81,5,自連買
46	,2373.TW,震旦行,77.6,-0.77,67,84.7,-8.38,5,自連買
47	,2377.TW,微星,119.5,1.7,2513,100,30.23,5,自連買
48	,2387.TW,精元,39.25,-1.75,500,33.8,25.28,5,自連買
49	,2390.TW,云辰,13.2,0.38,364,15.55,-10.39,5,自連買
50	,2460.TW,建通,16.65,-1.77,90,18.2,-6.93,5,自連買
51	,2477.TW,美隆電,19.6,-0.76,52,20.55,-8.07,5,自連買
52	,2480.TW,敦陽科,82,-0.61,42,77,6.49,5,自連買
53	,2492.TW,華新科,78.7,-1.38,848,87.6,-5.62,5,自連買
54	,2501.TW,國建,15.2,0,696,17.15,-8.1,5,自連買
55	,2527.TW,宏璟,20.8,-0.72,64,23.5,-0.38,5,自連買
56	,2534.TW,宏盛,22.85,0.22,2104,25.35,-5.23,5,自連買
57	,2546.TW,根基,50.5,0.2,33,50.1,16.31,5,自連買
58	,2812.TW,台中銀,12.8,-0.39,3299,13.55,1.03,5,自連買
59	,2838.TW,聯邦銀,16.1,-0.92,465,13.65,17.95,5,自連買
60	,2850.TW,新產,48.8,0.21,121,51.2,-4.69,5,自連買
61	,2867.TW,三商壽,5.51,-2.3,17135,7.03,-21.62,5,自連買
62	,2890.TW,永豐金,16.7,-4.84,27291,16.45,7.4,5,自連買
63	,2905.TW,三商,15.05,-0.66,352,19.4,-16.8,5,自連買
64	,3027.TW,盛達,36.05,4.49,11409,17.4,107.18,5,自連買
65	,3231.TW,緯創,29.9,-0.83,12268,23.4,27.78,5,自連買
66	,3416.TW,融程電,83,0.36,22,73.8,12.47,5,自連買
67	,3557.TW,嘉威,48.9,0.1,21,53.5,-3.09,5,自連買
68	,3702.TW,大聯大,47.8,-0.52,2583,51.8,-1.18,5,自連買
69	,4155.TW,訊映,28.55,1.78,4554,22.35,27.74,5,自連買
70	,4164.TW,承業醫,44.2,0,183,37.25,25.46,5,自連買
71	,4417.TW,金洲,38.45,-0.26,72,33.65,21.56,5,自連買
72	,4764.TW,雙鍵,50.3,0,0,56,-4.1,5,自連買
73	,4904.TW,遠傳,65.7,-0.3,2525,86.7,-21.14,5,自連買
74	,4942.TW,嘉彰,35.75,0.14,78,37.8,2.14,5,自連買
75	,4976.TW,佳凌,38.2,0.13,139,36.7,4.09,5,自連買
76	,5269.TW,祥碩,717,0.14,564,985,-25.18,5,自連買
77	,6166.TW,凌華,52.8,0,30,55,-3.47,5,自連買
78	,6209.TW,今國光,25.4,-0.59,249,26.15,-1.21,5,自連買
79	,6214.TW,精誠,70,-0.28,922,70.7,-0.99,5,自連買
80	,6283.TW,淳安,32.4,-0.77,133,26.8,20.9,5,自連買
81	,6579.TW,研揚,83.2,-0.12,46,80.4,3.48,5,自連買
82	,6666.TW,羅麗芬-KY,79,0.77,118,54.7,48.33,5,自連買
83	,6719.TW,力智,256,-0.97,769,346,-24.12,5,自連買
84	,8150.TW,南茂,32.9,1.23,1428,33.15,-0.75,5,自連買
85	,8422.TW,可寧衛,177.5,0,124,168.5,5.34,5,自連買
