符合條件商品
資料日期：2022年  7月 25日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/25),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:24 符合檔數(22)
1	,2385.TW,群光,87.2,0.11,1118,77.4,12.66,20,自連買
2	,3231.TW,緯創,29.9,-0.83,12268,25.2,18.65,18,自連買
3	,2002.TW,中鋼,30.7,0.16,37216,31.3,8.87,17,自連買
4	,2357.TW,華碩,271,-1.63,1392,326,-4.27,13,自連買
5	,2312.TW,金寶,13.65,-1.09,2439,12.95,7.06,9,自連買
6	,3016.TW,嘉晶,71.2,0.28,652,84.2,-15.44,9,自連買
7	,4736.TW,泰博,186,-0.53,4377,207.5,-2.98,9,自連買
8	,4157.TW,太景*-KY,16.15,-1.52,3200,19.15,-15.67,8,自連買
9	,2324.TW,仁寶,22.95,0.44,9576,22.8,0.66,7,自連買
10	,2356.TW,英業達,26,0.19,6530,23.3,11.59,7,自連買
11	,6290.TW,良維,54,-0.18,323,54.2,3.49,7,自連買
12	,2006.TW,東和鋼鐵,53.2,0.95,1881,51,4.31,6,自連買
13	,2404.TW,漢唐,182,-2.41,755,153,18.95,6,自連買
14	,2884.TW,玉山金,24.1,-1.03,10272,29.15,-9.7,6,自連買
15	,4938.TW,和碩,64.2,0.31,3317,61.6,4.22,6,自連買
16	,1319.TW,東陽,41.05,0.37,2564,48.8,-15.88,5,自連買
17	,2605.TW,新興,20.65,-3.5,6563,24.5,-15.71,5,自連買
18	,3605.TW,宏致,32,-1.23,111,39.4,-15.57,5,自連買
19	,3645.TW,達邁,32.55,-1.21,101,40.25,-19.13,5,自連買
20	,4746.TW,台耀,73.1,-2.79,13002,49.35,54.51,5,自連買
21	,5243.TW,乙盛-KY,59.3,0.51,535,71.1,-14.87,5,自連買
22	,6150.TW,撼訊,73.1,0.14,1301,68.4,6.87,5,自連買
