符合條件商品
資料日期：2021年 11月 16日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/16),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:11 符合檔數(114)
1	,9904.TW,寶成,34.05,0.44,6898,34.85,3.09,12,自連買
2	,2634.TW,漢翔,34.55,3.13,14471,29.8,17.12,11,自連買
3	,3228.TW,金麗科,187,-1.32,123,525,-64.38,10,自連買
4	,1229.TW,聯華,49.25,0.2,537,58,-8.34,9,自連買
5	,1326.TW,台化,69.4,-0.72,1689,81.1,-9.07,9,自連買
6	,1712.TW,興農,36.35,-1.49,904,26.1,46.93,9,自連買
7	,2880.TW,華南金,22.5,-1.1,4175,20.95,14.74,9,自連買
8	,2891.TW,中信金,21.9,-1.13,23817,24.05,-3.82,9,自連買
9	,3138.TW,耀登,131.5,-1.13,169,258.5,-47.88,9,自連買
10	,6153.TW,嘉聯益,23.85,-2.05,2220,27.1,-11.99,9,自連買
11	,2355.TW,敬鵬,28.95,-0.34,444,31.15,-5.42,8,自連買
12	,2495.TW,普安,21.6,-2.92,2069,15.7,41.36,8,自連買
13	,2511.TW,太子,10.6,-0.47,445,13.4,-17.38,8,自連買
14	,2850.TW,新產,48.8,0.21,121,49,5.95,8,自連買
15	,1103.TW,嘉泥,17.5,-0.57,92,21,-13.54,7,自連買
16	,1217.TW,愛之味,10.9,0.46,1908,10.6,5.72,7,自連買
17	,1321.TW,大洋,33.15,-1.04,99,34,-0.66,7,自連買
18	,1464.TW,得力,14.05,-0.71,81,16.1,-11.02,7,自連買
19	,1528.TW,恩德,10.1,0,151,11.5,-11.33,7,自連買
20	,1529.TW,樂事綠能,19.3,-1.28,1172,16.95,23.17,7,自連買
21	,1532.TW,勤美,28.45,-0.52,120,32.05,-4.63,7,自連買
22	,1604.TW,聲寶,25.55,-0.2,118,29.7,-5.19,7,自連買
23	,1708.TW,東鹼,40.75,-1.33,1193,32.1,32.65,7,自連買
24	,1789.TW,神隆,25.9,-0.77,2066,24.3,8.64,7,自連買
25	,1806.TW,冠軍,9.13,0.33,160,11.8,-14.03,7,自連買
26	,2006.TW,東和鋼鐵,53.2,0.95,1881,42.25,-0.89,7,自連買
27	,2010.TW,春源,16.25,0.62,682,22.55,-23.92,7,自連買
28	,2106.TW,建大,30.15,0,347,30.35,2.34,7,自連買
29	,2206.TW,三陽工業,33.7,0.45,1845,26.7,30.87,7,自連買
30	,2352.TW,佳世達,27.5,1.66,4573,31.15,-3.88,7,自連買
31	,2387.TW,精元,39.25,-1.75,500,43.85,-3.44,7,自連買
32	,2413.TW,環科,25.85,-1.71,872,19,36.05,7,自連買
33	,2450.TW,神腦,30.85,-0.16,33,33.4,-1.69,7,自連買
34	,2501.TW,國建,15.2,0,696,19.7,-19.96,7,自連買
35	,2539.TW,櫻花建,31.95,0,247,31.3,16.95,7,自連買
36	,2834.TW,臺企銀,12.9,-0.39,8238,9.6,40.52,7,自連買
37	,2836.TW,高雄銀,12.5,-0.4,467,11.75,12.71,7,自連買
38	,2884.TW,玉山金,24.1,-1.03,10272,27.9,-5.64,7,自連買
39	,2897.TW,王道銀行,8.32,-0.36,812,7.96,8.47,7,自連買
40	,2903.TW,遠百,21.6,0.47,1990,22.35,1.31,7,自連買
41	,3257.TW,虹冠電,43.65,0.81,25,70.4,-33.38,7,自連買
42	,5222.TW,全訊,134.5,-2.18,132,214,-35.76,7,自連買
43	,5876.TW,上海商銀,44.25,-0.45,2405,45.9,-0.07,7,自連買
44	,6120.TW,達運,9.05,2.38,1626,10.9,-16.97,7,自連買
45	,6505.TW,台塑化,80.1,-1.11,1418,102,-18.18,7,自連買
46	,8926.TW,台汽電,32.2,-0.46,354,37.8,-10.65,7,自連買
47	,9927.TW,泰銘,37.6,-0.4,61,34.15,4.88,7,自連買
48	,9933.TW,中鼎,41.85,0.6,916,36.85,19.61,7,自連買
49	,9934.TW,成霖,13.25,-0.75,142,15,-11.67,7,自連買
50	,1104.TW,環泥,22.25,-0.22,144,21.3,9.34,6,自連買
51	,1210.TW,大成,45.45,1.91,1876,52.7,-6.9,6,自連買
52	,1215.TW,卜蜂,78.3,0.77,1049,80.4,11.28,6,自連買
53	,1227.TW,佳格,39.4,-0.51,249,51.8,-20.5,6,自連買
54	,1522.TW,堤維西,26.15,-0.76,963,19.7,35.14,6,自連買
55	,1524.TW,耿鼎,22.9,-0.87,1220,10.05,134.15,6,自連買
56	,1723.TW,中碳,105.5,-0.47,103,116.5,-6.21,6,自連買
57	,1737.TW,臺鹽,32.15,0,25,33.5,0.37,6,自連買
58	,1808.TW,潤隆,68,1.49,885,60,34.07,6,自連買
59	,2049.TW,上銀,180,-0.83,411,286,-35.8,6,自連買
60	,2109.TW,華豐,14.4,0,25,16.3,-5.7,6,自連買
61	,2359.TW,所羅門,26.25,-1.87,1464,17.55,55.33,6,自連買
62	,2365.TW,昆盈,10.1,-0.49,93,10.65,-3.44,6,自連買
63	,2397.TW,友通,58.5,-0.51,11,56.1,10.98,6,自連買
64	,2412.TW,中華電,112.5,-0.44,6521,114,2.3,6,自連買
65	,2428.TW,興勤,119,-0.42,110,167.5,-25.68,6,自連買
66	,2462.TW,良得電,29,-1.36,892,28.75,3.39,6,自連買
67	,2505.TW,國揚,18.25,-0.82,64,25.4,-25.17,6,自連買
68	,2514.TW,龍邦,16.85,-0.3,151,18.15,-7.16,6,自連買
69	,2548.TW,華固,88,-0.34,174,94.4,1.34,6,自連買
70	,2633.TW,台灣高鐵,28.75,-0.52,2418,29.15,1.38,6,自連買
71	,2845.TW,遠東銀,11.1,-0.89,1864,10.6,10.23,6,自連買
72	,2851.TW,中再保,18.45,1.1,929,28.8,-31.69,6,自連買
73	,2892.TW,第一金,26.3,-0.38,6392,23.6,18.04,6,自連買
74	,2908.TW,特力,19.75,-0.25,35,24.2,-13.49,6,自連買
75	,2911.TW,麗嬰房,7.38,4.09,866,8.18,-9.78,6,自連買
76	,2912.TW,統一超,268,-1.47,996,290.5,-4.73,6,自連買
77	,3013.TW,晟銘電,20.55,-0.24,4147,13.4,53.36,6,自連買
78	,3015.TW,全漢,38.3,0.39,117,42.8,-2.47,6,自連買
79	,3090.TW,日電貿,53,-0.38,169,52.3,10.42,6,自連買
80	,3296.TW,勝德,16.25,1.56,239,18.35,-11.44,6,自連買
81	,4930.TW,燦星網,26.6,-1.12,39,26.2,-18.9,6,自連買
