符合條件商品
資料日期：2022年 10月 21日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/21),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:07 符合檔數(50)
1	,1101.TW,台泥,34.05,-1.16,23484,31,9.84,20,自連買
2	,1102.TW,亞泥,41.55,0.24,6062,37.5,10.8,20,自連買
3	,1312.TW,國喬,18.95,1.07,4063,17.3,9.54,20,自連買
4	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.1,0.19,20,自連買
5	,2301.TW,光寶科,64,-0.47,4678,65.5,-2.29,20,自連買
6	,2324.TW,仁寶,22.95,0.44,9576,20.85,10.07,20,自連買
7	,2347.TW,聯強,61,-0.81,2957,53.6,13.81,20,自連買
8	,2356.TW,英業達,26,0.19,6530,22.85,13.79,20,自連買
9	,2357.TW,華碩,271,-1.63,1392,229,18.34,20,自連買
10	,2377.TW,微星,119.5,1.7,2513,107.5,11.16,20,自連買
11	,2382.TW,廣達,71.2,-0.97,4354,68.8,3.49,20,自連買
12	,2385.TW,群光,87.2,0.11,1118,79.4,9.82,20,自連買
13	,2441.TW,超豐,48.2,-2.33,4006,46.35,3.99,20,自連買
14	,2449.TW,京元電子,36.4,-1.75,4505,31.65,15.01,20,自連買
15	,2454.TW,聯發科,660,-0.15,2431,567,16.4,20,自連買
16	,3034.TW,聯詠,301.5,-0.17,3163,246,22.56,20,自連買
17	,3036.TW,文曄,62.7,-0.95,1327,62.3,0.64,20,自連買
18	,3044.TW,健鼎,96,1.59,1391,88.6,8.35,20,自連買
19	,3231.TW,緯創,29.9,-0.83,12268,26.1,14.56,20,自連買
20	,3702.TW,大聯大,47.8,-0.52,2583,45.2,5.75,20,自連買
21	,4938.TW,和碩,64.2,0.31,3317,56,14.64,20,自連買
22	,5522.TW,遠雄,58.5,0.34,1205,52.9,10.59,20,自連買
23	,6176.TW,瑞儀,106,0.47,1064,95.8,10.65,20,自連買
24	,2376.TW,技嘉,106.5,1.43,5227,90.3,17.94,13,自連買
25	,2884.TW,玉山金,24.1,-1.03,10272,22.95,5.01,8,自連買
26	,2886.TW,兆豐金,30.55,-0.97,8425,29.7,2.86,8,自連買
27	,2609.TW,陽明,67.3,-1.03,57425,61,10.33,7,自連買
28	,6239.TW,力成,81.3,0.62,1926,71.5,13.71,7,自連買
29	,1301.TW,台塑,86.8,-0.46,6046,81.8,6.11,6,自連買
30	,1303.TW,南亞,70.3,-1.54,4616,67.6,3.99,6,自連買
31	,1455.TW,集盛,10.45,0,596,9.47,10.35,6,自連買
32	,1477.TW,聚陽,238.5,0,510,193,23.58,6,自連買
33	,1504.TW,東元,27.25,-0.37,1749,27,0.93,6,自連買
34	,1802.TW,台玻,21.2,0.24,12096,18.95,11.87,6,自連買
35	,2207.TW,和泰車,592,-0.67,113,557,6.28,6,自連買
36	,2330.TW,台積電,455,-2.78,26724,389.5,17.49,6,自連買
37	,2368.TW,金像電,88.4,-1.12,3685,79.9,10.64,6,自連買
38	,2486.TW,一詮,21.55,-0.23,1380,16.25,32.62,6,自連買
39	,2890.TW,永豐金,16.7,-4.84,27291,16.15,3.41,6,自連買
40	,2892.TW,第一金,26.3,-0.38,6392,24.15,8.9,6,自連買
41	,3711.TW,日月光投控,93.8,-3.6,11870,76.3,22.94,6,自連買
42	,4119.TW,旭富,95.3,1.17,340,86.7,9.92,6,自連買
43	,4755.TW,三福化,119,0,366,110.5,7.69,6,自連買
44	,5880.TW,合庫金,25.95,-0.76,4866,24.5,5.92,6,自連買
45	,6143.TW,振曜,66.9,0.45,825,57.4,16.55,6,自連買
46	,8150.TW,南茂,32.9,1.23,1428,31.85,3.3,6,自連買
47	,9910.TW,豐泰,207.5,-1.19,2962,160,29.69,6,自連買
48	,3346.TW,麗清,38,1.88,1028,29.6,28.38,5,自連買
49	,3413.TW,京鼎,183.5,-1.61,306,170.5,7.62,5,自連買
50	,4168.TW,醣聯,32.05,-0.31,1372,27.05,18.48,5,自連買
