符合條件商品
資料日期：2022年  5月 18日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:03 符合檔數(37)
1	,1102.TW,亞泥,41.55,0.24,6062,44.65,0.75,20,自連買
2	,2441.TW,超豐,48.2,-2.33,4006,72.4,-27.91,20,自連買
3	,3702.TW,大聯大,47.8,-0.52,2583,54.6,-6.24,20,自連買
4	,4938.TW,和碩,64.2,0.31,3317,65.2,6.43,18,自連買
5	,2382.TW,廣達,71.2,-0.97,4354,75.7,2.02,17,自連買
6	,3044.TW,健鼎,96,1.59,1391,116,-11.45,17,自連買
7	,6176.TW,瑞儀,106,0.47,1064,103,12.1,12,自連買
8	,2347.TW,聯強,61,-0.81,2957,73.3,-10.39,10,自連買
9	,2458.TW,義隆,86.1,-1.71,718,145.5,-33.13,8,自連買
10	,3034.TW,聯詠,301.5,-0.17,3163,395,-7.88,8,自連買
11	,1312.TW,國喬,18.95,1.07,4063,24.55,-14.52,7,自連買
12	,2014.TW,中鴻,27.6,1.1,53751,33.45,-8.58,7,自連買
13	,2317.TW,鴻海,101,0,15490,107,-0.74,7,自連買
14	,2377.TW,微星,119.5,1.7,2513,131,-0.59,7,自連買
15	,3231.TW,緯創,29.9,-0.83,12268,27.85,17.16,7,自連買
16	,6192.TW,巨路,69.2,-0.86,148,69.1,-8.45,7,自連買
17	,2374.TW,佳能,20.7,0,250,23.4,-7.84,6,自連買
18	,2430.TW,燦坤,41.8,-0.12,23,35.45,-8.69,6,自連買
19	,2886.TW,兆豐金,30.55,-0.97,8425,37.5,-13.23,6,自連買
20	,1319.TW,東陽,41.05,0.37,2564,36.65,14.19,5,自連買
21	,1762.TW,中化生,63.5,1.11,2260,58.9,10.32,5,自連買
22	,1906.TW,寶隆,16.85,0.3,233,18.35,-5.28,5,自連買
23	,2023.TW,燁輝,16.8,-0.59,4854,20.4,-10.73,5,自連買
24	,2337.TW,旺宏,35,0.57,15889,39.2,-4.87,5,自連買
25	,2385.TW,群光,87.2,0.11,1118,82.6,13.76,5,自連買
26	,2412.TW,中華電,112.5,-0.44,6521,125,-6.71,5,自連買
27	,3019.TW,亞光,61.6,-1.28,472,65.8,0.24,5,自連買
28	,3036.TW,文曄,62.7,-0.95,1327,72.2,-7.14,5,自連買
29	,3093.TW,港建*,27.65,2.79,195,125,-76.68,5,自連買
30	,3691.TW,碩禾,101.5,0,155,142.5,-28.77,5,自連買
31	,6116.TW,彩晶,11.1,0.91,3518,12.85,-6.49,5,自連買
32	,6128.TW,上福,29.3,-0.51,64,29.85,5.43,5,自連買
33	,6139.TW,亞翔,36.75,-1.74,623,30.8,25.13,5,自連買
34	,6206.TW,飛捷,65.6,0.46,146,76.8,-10.72,5,自連買
35	,6239.TW,力成,81.3,0.62,1926,95.8,-8.23,5,自連買
36	,8341.TW,日友,162.5,-7.41,2828,217,-22.16,5,自連買
37	,9907.TW,統一實,17.05,-0.29,1397,16.3,11.73,5,自連買
