符合條件商品
資料日期：2021年 11月  4日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:12 符合檔數(13)
1	,2385.TW,群光,87.2,0.11,1118,79.8,17.76,20,自連買
2	,5522.TW,遠雄,58.5,0.34,1205,68,-4.21,20,自連買
3	,3624.TW,光頡,40.35,0.62,414,41.65,1,9,自連買
4	,2308.TW,台達電,281,-1.92,5149,253.5,13.49,7,自連買
5	,2618.TW,長榮航,28.1,-2.09,27994,21,36.41,7,自連買
6	,6279.TW,胡連,149.5,-1.64,1303,128.5,20.05,7,自連買
7	,4736.TW,泰博,186,-0.53,4377,176.5,14.05,6,自連買
8	,1529.TW,樂事綠能,19.3,-1.28,1172,16.4,27.31,5,自連買
9	,1603.TW,華電,26.3,-0.75,181,27.95,-4.12,5,自連買
10	,2377.TW,微星,119.5,1.7,2513,152,-14.32,5,自連買
11	,2439.TW,美律,79.5,0.63,452,95.4,-12.5,5,自連買
12	,3081.TW,聯亞,110.5,-0.9,1673,199.5,-43.07,5,自連買
13	,6477.TW,安集,45.15,0.22,708,46.85,-2.5,5,自連買
