符合條件商品
資料日期：2021年 12月 30日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/30),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:05 符合檔數(23)
1	,5536.TW,聖暉*,102.5,-0.97,167,222,0.32,9,自連買
2	,6147.TW,頎邦,58.6,0.51,604,66.7,-2.37,9,自連買
3	,6213.TW,聯茂,71.9,0.42,941,142,-46.01,9,自連買
4	,2330.TW,台積電,455,-2.78,26724,615,-24.38,8,自連買
5	,2408.TW,南亞科,51.4,-0.58,5241,78.1,-29.63,8,自連買
6	,2412.TW,中華電,112.5,-0.44,6521,116.5,0.1,8,自連買
7	,6257.TW,矽格,48.85,0.31,824,58.8,-9.54,8,自連買
8	,6515.TW,穎崴,404,-1.46,559,433.5,-3.9,7,自連買
9	,8069.TW,元太,167,-1.47,11565,151,12.51,7,自連買
10	,2059.TW,川湖,395,-0.63,106,517,-21.76,6,自連買
11	,3653.TW,健策,369.5,-0.81,1389,408,1.7,6,自連買
12	,4966.TW,譜瑞-KY,825,0.86,553,2115,-59.92,6,自連買
13	,5871.TW,中租-KY,216.5,0.46,2711,263.5,-11.36,6,自連買
14	,1760.TW,寶齡富錦,190,8.57,30709,75.2,156.17,5,自連買
15	,2029.TW,盛餘,25.2,0,787,33.1,-15.32,5,自連買
16	,2337.TW,旺宏,35,0.57,15889,42.2,-11.64,5,自連買
17	,2385.TW,群光,87.2,0.11,1118,82.3,14.18,5,自連買
18	,2515.TW,中工,8.25,-0.48,1107,9.06,-3.17,5,自連買
19	,2618.TW,長榮航,28.1,-2.09,27994,27.95,2.52,5,自連買
20	,2820.TW,華票,14.55,0,290,17.2,-10.57,5,自連買
21	,2834.TW,臺企銀,12.9,-0.39,8238,9.9,36.22,5,自連買
22	,4549.TW,桓達,84.8,0.59,8,88.6,11.4,5,自連買
23	,4566.TW,時碩工業,51.4,0.59,362,50.6,4.09,5,自連買
