符合條件商品
資料日期：2022年 10月  7日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:09 符合檔數(44)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.1,-1.66,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,22.55,22.39,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.6,6.25,20,自連買
4	,2357.TW,華碩,271,-1.63,1392,231,17.32,20,自連買
5	,3036.TW,文曄,62.7,-0.95,1327,61.7,1.62,20,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,58.8,3.23,20,自連買
7	,1102.TW,亞泥,41.55,0.24,6062,40,3.87,16,自連買
8	,2356.TW,英業達,26,0.19,6530,23,13.04,16,自連買
9	,2385.TW,群光,87.2,0.11,1118,84,3.81,16,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,49.5,-2.63,16,自連買
11	,2454.TW,聯發科,660,-0.15,2431,566,16.61,16,自連買
12	,3044.TW,健鼎,96,1.59,1391,93.3,2.89,16,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,26.8,11.57,16,自連買
14	,4938.TW,和碩,64.2,0.31,3317,58.2,10.31,16,自連買
15	,1312.TW,國喬,18.95,1.07,4063,18,5.28,15,自連買
16	,2002.TW,中鋼,30.7,0.16,37216,27.55,11.43,15,自連買
17	,2301.TW,光寶科,64,-0.47,4678,65.5,-2.29,15,自連買
18	,2347.TW,聯強,61,-0.81,2957,54.4,12.13,15,自連買
19	,2382.TW,廣達,71.2,-0.97,4354,74.8,-4.81,15,自連買
20	,2449.TW,京元電子,36.4,-1.75,4505,31.5,15.56,15,自連買
21	,3034.TW,聯詠,301.5,-0.17,3163,238.5,26.42,15,自連買
22	,6176.TW,瑞儀,106,0.47,1064,99,7.07,15,自連買
23	,3702.TW,大聯大,47.8,-0.52,2583,47.2,1.27,14,自連買
24	,1101.TW,台泥,34.05,-1.16,23484,34.25,-0.58,11,自連買
25	,2377.TW,微星,119.5,1.7,2513,106.5,12.21,11,自連買
26	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.55,0.7,11,自連買
27	,2886.TW,兆豐金,30.55,-0.97,8425,31,-1.45,10,自連買
28	,2610.TW,華航,19,-1.55,26392,20.35,-6.63,8,自連買
29	,2421.TW,建準,44.85,-2.82,1233,38.9,15.3,7,自連買
30	,3455.TW,由田,80.3,-0.25,313,83.8,-4.18,7,自連買
31	,4438.TW,廣越,119.5,-1.24,47,139,-14.03,7,自連買
32	,4904.TW,遠傳,65.7,-0.3,2525,68.3,-3.81,7,自連買
33	,1589.TW,永冠-KY,55.5,-1.25,81,61.9,-10.34,6,自連買
34	,2317.TW,鴻海,101,0,15490,107.5,-6.05,6,自連買
35	,3624.TW,光頡,40.35,0.62,414,42.35,-4.72,6,自連買
36	,4966.TW,譜瑞-KY,825,0.86,553,697,18.36,6,自連買
37	,2354.TW,鴻準,51.4,-1.15,1092,47.4,8.44,5,自連買
38	,3416.TW,融程電,83,0.36,22,79.9,3.88,5,自連買
39	,5225.TW,東科-KY,37.85,1.75,1188,36.1,4.85,5,自連買
40	,5288.TW,豐祥-KY,156,-1.58,158,185,-15.68,5,自連買
41	,5871.TW,中租-KY,216.5,0.46,2711,186.5,16.09,5,自連買
42	,6781.TW,AES-KY,680,1.34,965,674,0.89,5,自連買
43	,8996.TW,高力,183.5,7.31,24980,130.5,40.61,5,自連買
44	,9958.TW,世紀鋼,88.9,-1.22,9352,66,34.7,5,自連買
