符合條件商品
資料日期：2022年  8月 12日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/12),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:19 符合檔數(32)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.9,-1.3,20,自連買
2	,2324.TW,仁寶,22.95,0.44,9576,23.05,-0.43,20,自連買
3	,2356.TW,英業達,26,0.19,6530,24.5,6.12,20,自連買
4	,5522.TW,遠雄,58.5,0.34,1205,63.8,-4.86,18,自連買
5	,2441.TW,超豐,48.2,-2.33,4006,62.4,-16.35,16,自連買
6	,3044.TW,健鼎,96,1.59,1391,103,-6.8,16,自連買
7	,2347.TW,聯強,61,-0.81,2957,55.2,10.51,14,自連買
8	,2354.TW,鴻準,51.4,-1.15,1092,51.1,0.59,13,自連買
9	,2385.TW,群光,87.2,0.11,1118,84.4,3.32,10,自連買
10	,3228.TW,金麗科,187,-1.32,123,335,-44.18,10,自連買
11	,3545.TW,敦泰,59.4,2.24,1934,75.2,-21.01,10,自連買
12	,5534.TW,長虹,73.6,2.22,690,78,0.03,10,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,28.65,4.36,9,自連買
14	,3702.TW,大聯大,47.8,-0.52,2583,51.4,-7,9,自連買
15	,2476.TW,鉅祥,46.4,-0.96,356,54,-14.07,8,自連買
16	,5347.TW,世界,81.5,-1.69,3288,76.6,6.4,7,自連買
17	,1717.TW,長興,31.5,-1.25,930,32.8,-7.24,6,自連買
18	,2002.TW,中鋼,30.7,0.16,37216,28.75,6.78,6,自連買
19	,2014.TW,中鴻,27.6,1.1,53751,26,6.15,6,自連買
20	,2328.TW,廣宇,37.65,-1.7,2360,35.8,8.25,6,自連買
21	,2520.TW,冠德,28.65,0.7,326,28.4,0.88,6,自連買
22	,2851.TW,中再保,18.45,1.1,929,22.15,-16.7,6,自連買
23	,3006.TW,晶豪科,66.2,0,3117,80,-17.25,6,自連買
24	,6274.TW,台燿,52.5,1.16,910,54.7,-4.02,6,自連買
25	,6756.TW,威鋒電子,191,-2.05,282,237,-19.41,6,自連買
26	,8924.TW,大田,120.5,0.42,199,119.5,0.84,6,自連買
27	,3042.TW,晶技,83,0.73,539,90,-7.78,5,自連買
28	,3455.TW,由田,80.3,-0.25,313,88.6,-3.61,5,自連買
29	,4938.TW,和碩,64.2,0.31,3317,64.5,-0.47,5,自連買
30	,4961.TW,天鈺,117,0.86,1402,117.5,-0.43,5,自連買
31	,5243.TW,乙盛-KY,59.3,0.51,535,68.6,-11.77,5,自連買
32	,6146.TW,耕興,231,2.21,247,233,-0.86,5,自連買
