符合條件商品
資料日期：2022年  2月  8日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/08),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:01 符合檔數(21)
1	,2886.TW,兆豐金,30.55,-0.97,8425,38.95,-16.46,17,自連買
2	,2301.TW,光寶科,64,-0.47,4678,68.8,-1.42,13,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,25.55,-2.51,13,自連買
4	,1102.TW,亞泥,41.55,0.24,6062,44.75,0.53,12,自連買
5	,2441.TW,超豐,48.2,-2.33,4006,72,-27.51,11,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,65,0.21,11,自連買
7	,2014.TW,中鴻,27.6,1.1,53751,40,-23.55,10,自連買
8	,1101.TW,台泥,34.05,-1.16,23484,46.95,-18.27,9,自連買
9	,2108.TW,南帝,38.2,-0.26,608,85.4,-50.51,9,自連買
10	,2382.TW,廣達,71.2,-0.97,4354,94.2,-18.02,7,自連買
11	,2606.TW,裕民,50.1,-3.47,10468,57.9,-7.21,7,自連買
12	,3045.TW,台灣大,94.8,0,2514,100.5,-1.76,7,自連買
13	,2356.TW,英業達,26,0.19,6530,25.5,8.29,6,自連買
14	,2357.TW,華碩,271,-1.63,1392,363.5,-14.14,6,自連買
15	,2377.TW,微星,119.5,1.7,2513,154.5,-15.71,6,自連買
16	,2458.TW,義隆,86.1,-1.71,718,171,-43.1,6,自連買
17	,3231.TW,緯創,29.9,-0.83,12268,32,1.98,6,自連買
18	,6176.TW,瑞儀,106,0.47,1064,103,12.1,6,自連買
19	,1455.TW,集盛,10.45,0,596,16.15,-30.38,5,自連買
20	,2482.TW,連宇,24.2,-2.81,1591,16.15,49.85,5,自連買
21	,8039.TW,台虹,41,-0.61,92,46.7,-6.82,5,自連買
