符合條件商品
資料日期：2021年 11月 24日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/24),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:10 符合檔數(25)
1	,2880.TW,華南金,22.5,-1.1,4175,20.8,15.56,15,自連買
2	,2850.TW,新產,48.8,0.21,121,49,5.95,14,自連買
3	,5876.TW,上海商銀,44.25,-0.45,2405,47.55,-3.55,13,自連買
4	,2412.TW,中華電,112.5,-0.44,6521,113.5,2.75,12,自連買
5	,5880.TW,合庫金,25.95,-0.76,4866,23.7,16.89,12,自連買
6	,2801.TW,彰銀,17.25,-0.29,2566,17.1,4.74,11,自連買
7	,4128.TW,中天,66.8,-2.2,19523,71.3,2.75,9,自連買
8	,1314.TW,中石化,9.86,-1,4928,13.65,-24.79,8,自連買
9	,1707.TW,葡萄王,160.5,-1.23,644,164,2.21,8,自連買
10	,8210.TW,勤誠,74.2,-1.07,96,75.9,2.46,7,自連買
11	,9939.TW,宏全,86.9,2.12,1021,67.9,35.89,7,自連買
12	,1303.TW,南亞,70.3,-1.54,4616,86.4,-10.29,6,自連買
13	,2890.TW,永豐金,16.7,-4.84,27291,15.5,13.99,6,自連買
14	,3357.TW,臺慶科,80.1,-0.5,17,135,-35.4,6,自連買
15	,4743.TW,合一,259.5,-1.14,14786,326.5,-20.52,6,自連買
16	,5234.TW,達興材料,67.2,0.15,91,116.5,-38.4,6,自連買
17	,5483.TW,中美晶,143.5,-1.37,3418,215,-30.05,6,自連買
18	,1409.TW,新纖,17.9,0.28,1722,20.05,-3.76,5,自連買
19	,2317.TW,鴻海,101,0,15490,105.5,0.68,5,自連買
20	,2887.TW,台新金,15.2,0,6593,18.6,-11.11,5,自連買
21	,3324.TW,雙鴻,151,-0.66,649,184.5,-15.14,5,自連買
22	,4958.TW,臻鼎-KY,108,-1.37,2633,102,10.87,5,自連買
23	,6283.TW,淳安,32.4,-0.77,133,50.1,-35.33,5,自連買
24	,6741.TW,91APP*-KY,114.5,-4.98,4956,296,-61.15,5,自連買
25	,8183.TW,精星,54.1,-0.18,400,64.4,-14.15,5,自連買
