符合條件商品
資料日期：2022年  2月 16日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/16),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:57 符合檔數(12)
1	,2324.TW,仁寶,22.95,0.44,9576,25.35,-1.71,19,自連買
2	,1101.TW,台泥,34.05,-1.16,23484,47,-18.35,15,自連買
3	,2885.TW,元大金,21.8,-0.91,10786,25.35,-5.34,9,自連買
4	,1605.TW,華新,46.75,-1.68,42087,26.55,83.33,8,自連買
5	,2732.TW,六角,126,0.8,213,97.3,34.93,8,自連買
6	,1723.TW,中碳,105.5,-0.47,103,119,-8.18,7,自連買
7	,3005.TW,神基,43.55,0.35,857,57.4,-18.99,7,自連買
8	,4540.TW,全球傳動,36.4,-0.41,42,47.6,-21.33,7,自連買
9	,2809.TW,京城銀,33.9,-3.42,3989,40.3,-11,6,自連買
10	,2820.TW,華票,14.55,0,290,17.3,-11.12,6,自連買
11	,9904.TW,寶成,34.05,0.44,6898,32.6,10.19,6,自連買
12	,8114.TW,振樺電,110,0.92,219,104.5,8.95,5,自連買
