符合條件商品
資料日期：2021年 12月 28日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/28),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:06 符合檔數(15)
1	,5009.TW,榮剛,37.5,-0.66,11974,21.85,81.42,9,自連買
2	,5536.TW,聖暉*,102.5,-0.97,167,203.5,9.45,7,自連買
3	,6147.TW,頎邦,58.6,0.51,604,66.9,-2.66,7,自連買
4	,6213.TW,聯茂,71.9,0.42,941,137,-44.04,7,自連買
5	,6224.TW,聚鼎,57.2,-2.39,189,124,-51.79,7,自連買
6	,2330.TW,台積電,455,-2.78,26724,615,-24.38,6,自連買
7	,2382.TW,廣達,71.2,-0.97,4354,94.7,-18.45,6,自連買
8	,2408.TW,南亞科,51.4,-0.58,5241,76.7,-28.34,6,自連買
9	,2412.TW,中華電,112.5,-0.44,6521,116,0.54,6,自連買
10	,6257.TW,矽格,48.85,0.31,824,58.8,-9.54,6,自連買
11	,6510.TW,精測,490.5,-1.21,161,703,-27.62,6,自連買
12	,3049.TW,和鑫,9.18,-0.54,1037,18.05,-47.21,5,自連買
13	,6515.TW,穎崴,404,-1.46,559,423.5,-1.63,5,自連買
14	,8069.TW,元太,167,-1.47,11565,148.5,14.41,5,自連買
15	,8422.TW,可寧衛,177.5,0,124,231.5,-19.11,5,自連買
