符合條件商品
資料日期：2022年  1月  5日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/05),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:05 符合檔數(19)
1	,5536.TW,聖暉*,102.5,-0.97,167,237,-6.02,12,自連買
2	,2385.TW,群光,87.2,0.11,1118,85,10.55,8,自連買
3	,2030.TW,彰源,23.95,1.27,3219,29.15,-10.4,6,自連買
4	,3388.TW,崇越電,72.9,-0.14,4,88.2,-11.03,6,自連買
5	,3611.TW,鼎翰,191,-0.26,8,201.5,0.92,6,自連買
6	,6217.TW,中探針,43.75,0.69,482,51.9,-13.45,6,自連買
7	,1476.TW,儒鴻,492.5,1.23,1098,646,-21.46,5,自連買
8	,1477.TW,聚陽,238.5,0,510,257,-2.37,5,自連買
9	,1536.TW,和大,70.4,-0.56,752,91.5,-21.46,5,自連買
10	,2308.TW,台達電,281,-1.92,5149,290.5,-0.96,5,自連買
11	,3008.TW,大立光,2140,0,324,2610,-13.68,5,自連買
12	,3141.TW,晶宏,79.9,0.63,950,261,-68.21,5,自連買
13	,3665.TW,貿聯-KY,251,-2.33,1391,262,-1.21,5,自連買
14	,6111.TW,大宇資,61.4,3.89,5227,98,-15.35,5,自連買
15	,6239.TW,力成,81.3,0.62,1926,100,-12.09,5,自連買
16	,6443.TW,元晶,34.1,1.19,7879,42,-18.81,5,自連買
17	,6613.TW,朋億*,90,-0.66,77,171,13.77,5,自連買
18	,6756.TW,威鋒電子,191,-2.05,282,503,-60.99,5,自連買
19	,9938.TW,百和,59,4.8,4688,82.5,-23.99,5,自連買
