符合條件商品
資料日期：2022年  1月 24日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/24),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:02 符合檔數(16)
1	,2886.TW,兆豐金,30.55,-0.97,8425,36.9,-11.83,13,自連買
2	,3005.TW,神基,43.55,0.35,857,54.6,-14.84,13,自連買
3	,2301.TW,光寶科,64,-0.47,4678,63.9,6.14,9,自連買
4	,2324.TW,仁寶,22.95,0.44,9576,25.45,-2.13,9,自連買
5	,4974.TW,亞泰,57.5,0,115,54.9,13.5,9,自連買
6	,1102.TW,亞泥,41.55,0.24,6062,44.65,0.75,8,自連買
7	,9933.TW,中鼎,41.85,0.6,916,38.4,14.75,8,自連買
8	,2347.TW,聯強,61,-0.81,2957,68,-3.4,7,自連買
9	,2441.TW,超豐,48.2,-2.33,4006,74,-29.46,7,自連買
10	,3702.TW,大聯大,47.8,-0.52,2583,54.4,-5.89,7,自連買
11	,5522.TW,遠雄,58.5,0.34,1205,62.9,3.56,7,自連買
12	,2014.TW,中鴻,27.6,1.1,53751,37.1,-17.56,6,自連買
13	,2887.TW,台新金,15.2,0,6593,20,-17.35,6,自連買
14	,1101.TW,台泥,34.05,-1.16,23484,47.15,-18.62,5,自連買
15	,2108.TW,南帝,38.2,-0.26,608,85.2,-50.39,5,自連買
16	,2385.TW,群光,87.2,0.11,1118,89.1,5.47,5,自連買
