符合條件商品
資料日期：2022年 10月  6日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/06),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:09 符合檔數(40)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,54,-1.48,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,22.5,22.67,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,20,自連買
4	,2357.TW,華碩,271,-1.63,1392,244,11.07,20,自連買
5	,3036.TW,文曄,62.7,-0.95,1327,61.6,1.79,20,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,58.5,3.76,20,自連買
7	,1102.TW,亞泥,41.55,0.24,6062,40.15,3.49,15,自連買
8	,2356.TW,英業達,26,0.19,6530,22.85,13.79,15,自連買
9	,2385.TW,群光,87.2,0.11,1118,83,5.06,15,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,50.2,-3.98,15,自連買
11	,2454.TW,聯發科,660,-0.15,2431,587,12.44,15,自連買
12	,3044.TW,健鼎,96,1.59,1391,94.1,2.02,15,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,27,10.74,15,自連買
14	,4938.TW,和碩,64.2,0.31,3317,59,8.81,15,自連買
15	,1312.TW,國喬,18.95,1.07,4063,17.75,6.76,14,自連買
16	,2002.TW,中鋼,30.7,0.16,37216,27.8,10.43,14,自連買
17	,2301.TW,光寶科,64,-0.47,4678,66.4,-3.61,14,自連買
18	,2347.TW,聯強,61,-0.81,2957,54.9,11.11,14,自連買
19	,2382.TW,廣達,71.2,-0.97,4354,76,-6.32,14,自連買
20	,2449.TW,京元電子,36.4,-1.75,4505,31.5,15.56,14,自連買
21	,3034.TW,聯詠,301.5,-0.17,3163,240.5,25.36,14,自連買
22	,6176.TW,瑞儀,106,0.47,1064,98.3,7.83,14,自連買
23	,3702.TW,大聯大,47.8,-0.52,2583,47.7,0.21,13,自連買
24	,1101.TW,台泥,34.05,-1.16,23484,34.3,-0.73,10,自連買
25	,2377.TW,微星,119.5,1.7,2513,108,10.65,10,自連買
26	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.6,0.52,10,自連買
27	,2886.TW,兆豐金,30.55,-0.97,8425,31.35,-2.55,9,自連買
28	,2610.TW,華航,19,-1.55,26392,20.1,-5.47,7,自連買
29	,2421.TW,建準,44.85,-2.82,1233,38.9,15.3,6,自連買
30	,3455.TW,由田,80.3,-0.25,313,82.8,-3.02,6,自連買
31	,4438.TW,廣越,119.5,-1.24,47,146,-18.15,6,自連買
32	,4904.TW,遠傳,65.7,-0.3,2525,68.5,-4.09,6,自連買
33	,6278.TW,台表科,92.4,-0.86,1062,86.1,7.32,6,自連買
34	,1589.TW,永冠-KY,55.5,-1.25,81,62.2,-10.77,5,自連買
35	,2308.TW,台達電,281,-1.92,5149,278.5,0.9,5,自連買
36	,2317.TW,鴻海,101,0,15490,107.5,-6.05,5,自連買
37	,3624.TW,光頡,40.35,0.62,414,43.2,-6.6,5,自連買
38	,4966.TW,譜瑞-KY,825,0.86,553,709,16.36,5,自連買
39	,4968.TW,立積,113.5,2.25,1398,104.5,8.61,5,自連買
40	,6719.TW,力智,256,-0.97,769,264.5,-3.21,5,自連買
