符合條件商品
資料日期：2022年 11月  1日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:06 符合檔數(113)
1	,1312.TW,國喬,18.95,1.07,4063,17.7,7.06,20,自連買
2	,2301.TW,光寶科,64,-0.47,4678,66.7,-4.05,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,20.9,9.81,20,自連買
4	,2347.TW,聯強,61,-0.81,2957,52.2,16.86,20,自連買
5	,2356.TW,英業達,26,0.19,6530,24.1,7.88,20,自連買
6	,2377.TW,微星,119.5,1.7,2513,110,8.64,20,自連買
7	,2382.TW,廣達,71.2,-0.97,4354,67,6.27,20,自連買
8	,2385.TW,群光,87.2,0.11,1118,79.5,9.69,20,自連買
9	,2449.TW,京元電子,36.4,-1.75,4505,32.9,10.64,20,自連買
10	,3231.TW,緯創,29.9,-0.83,12268,26.2,14.12,20,自連買
11	,3702.TW,大聯大,47.8,-0.52,2583,44.25,8.02,20,自連買
12	,4938.TW,和碩,64.2,0.31,3317,58.4,9.93,20,自連買
13	,5522.TW,遠雄,58.5,0.34,1205,53,10.38,20,自連買
14	,2886.TW,兆豐金,30.55,-0.97,8425,29.75,2.69,15,自連買
15	,6239.TW,力成,81.3,0.62,1926,73.8,10.16,14,自連買
16	,1301.TW,台塑,86.8,-0.46,6046,83.3,4.2,13,自連買
17	,1303.TW,南亞,70.3,-1.54,4616,68.7,2.33,13,自連買
18	,2207.TW,和泰車,592,-0.67,113,585,1.2,13,自連買
19	,2890.TW,永豐金,16.7,-4.84,27291,16.3,2.45,13,自連買
20	,2892.TW,第一金,26.3,-0.38,6392,24.9,5.62,13,自連買
21	,5880.TW,合庫金,25.95,-0.76,4866,25.35,2.37,13,自連買
22	,9910.TW,豐泰,207.5,-1.19,2962,165.5,25.38,13,自連買
23	,2354.TW,鴻準,51.4,-1.15,1092,45.45,13.09,11,自連買
24	,2915.TW,潤泰全,66.7,0.15,4192,56.7,17.64,9,自連買
25	,3617.TW,碩天,96.3,-2.33,255,94.4,2.01,9,自連買
26	,8081.TW,致新,141,-1.05,262,131,7.63,9,自連買
27	,1216.TW,統一,65.9,0,2803,66.1,-0.3,8,自連買
28	,1313.TW,聯成,13.8,-1.78,1516,12.3,12.2,8,自連買
29	,1326.TW,台化,69.4,-0.72,1689,69.6,-0.29,8,自連買
30	,1440.TW,南紡,17.3,-1.42,812,16.45,5.17,8,自連買
31	,1444.TW,力麗,10.3,0,557,10.5,-1.9,8,自連買
32	,1503.TW,士電,59.1,-1.01,78,55.7,6.1,8,自連買
33	,2204.TW,中華,50.1,0.91,1497,41.9,19.57,8,自連買
34	,2395.TW,研華,333,-1.48,273,297,12.12,8,自連買
35	,2412.TW,中華電,112.5,-0.44,6521,109.5,2.74,8,自連買
36	,2633.TW,台灣高鐵,28.75,-0.52,2418,27.85,3.23,8,自連買
37	,2801.TW,彰銀,17.25,-0.29,2566,16.7,3.29,8,自連買
38	,2880.TW,華南金,22.5,-1.1,4175,21.4,5.14,8,自連買
39	,2883.TW,開發金,12.7,-0.78,8936,11.95,6.28,8,自連買
40	,2891.TW,中信金,21.9,-1.13,23817,21.1,3.79,8,自連買
41	,2912.TW,統一超,268,-1.47,996,270,-0.74,8,自連買
42	,4770.TW,上品,300.5,-4.6,1157,259.5,15.8,8,自連買
43	,4904.TW,遠傳,65.7,-0.3,2525,71,-7.46,8,自連買
44	,6505.TW,台塑化,80.1,-1.11,1418,83.2,-3.73,8,自連買
45	,8039.TW,台虹,41,-0.61,92,40.6,0.99,8,自連買
46	,9914.TW,美利達,171,-2.29,298,176,-2.84,8,自連買
47	,9938.TW,百和,59,4.8,4688,49.15,20.04,8,自連買
48	,1217.TW,愛之味,10.9,0.46,1908,9.3,17.2,7,自連買
49	,1227.TW,佳格,39.4,-0.51,249,39.05,0.9,7,自連買
50	,1229.TW,聯華,49.25,0.2,537,47.1,4.56,7,自連買
51	,1310.TW,台苯,13.55,1.12,233,12.5,8.4,7,自連買
52	,1439.TW,雋揚,21,-1.41,23,21.3,-1.41,7,自連買
53	,1515.TW,力山,30.9,0.49,381,28.45,8.61,7,自連買
54	,1702.TW,南僑,44.8,-0.88,73,43.15,3.82,7,自連買
55	,1907.TW,永豐餘,24.45,-1.21,810,25.75,-5.05,7,自連買
56	,1909.TW,榮成,15.55,-0.32,1849,14.95,4.01,7,自連買
57	,2010.TW,春源,16.25,0.62,682,14.95,8.7,7,自連買
58	,2015.TW,豐興,65.9,1.85,274,56.4,16.84,7,自連買
59	,2023.TW,燁輝,16.8,-0.59,4854,14.35,17.07,7,自連買
60	,2030.TW,彰源,23.95,1.27,3219,22.5,6.44,7,自連買
61	,2069.TW,運錩,21.35,-0.7,1052,19.7,8.38,7,自連買
62	,2101.TW,南港,33.7,-0.3,358,34.4,-2.03,7,自連買
63	,2104.TW,國際中橡,19.6,0.77,1331,19.1,2.62,7,自連買
64	,2105.TW,正新,33.75,-0.74,1203,33.05,2.12,7,自連買
65	,2106.TW,建大,30.15,0,347,30.65,-1.63,7,自連買
66	,2108.TW,南帝,38.2,-0.26,608,34.2,11.7,7,自連買
67	,2227.TW,裕日車,191,-2.05,32,182,4.95,7,自連買
68	,2348.TW,海悅,65.5,0,150,58.4,12.16,7,自連買
69	,2351.TW,順德,99.5,1.22,927,95.3,4.41,7,自連買
