符合條件商品
資料日期：2022年 10月  5日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/05),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:09 符合檔數(53)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.5,-0.56,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,22.6,22.12,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,20,自連買
4	,3036.TW,文曄,62.7,-0.95,1327,61.4,2.12,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,57.6,5.39,20,自連買
6	,2357.TW,華碩,271,-1.63,1392,244,11.07,19,自連買
7	,1102.TW,亞泥,41.55,0.24,6062,39.8,4.4,14,自連買
8	,2356.TW,英業達,26,0.19,6530,22.85,13.79,14,自連買
9	,2385.TW,群光,87.2,0.11,1118,82.8,5.31,14,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,50.5,-4.55,14,自連買
11	,2454.TW,聯發科,660,-0.15,2431,599,10.18,14,自連買
12	,3044.TW,健鼎,96,1.59,1391,94,2.13,14,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,27.1,10.33,14,自連買
14	,4938.TW,和碩,64.2,0.31,3317,59.3,8.26,14,自連買
15	,1312.TW,國喬,18.95,1.07,4063,17.85,6.16,13,自連買
16	,2002.TW,中鋼,30.7,0.16,37216,27.6,11.23,13,自連買
17	,2301.TW,光寶科,64,-0.47,4678,66.7,-4.05,13,自連買
18	,2347.TW,聯強,61,-0.81,2957,54.1,12.75,13,自連買
19	,2382.TW,廣達,71.2,-0.97,4354,76.2,-6.56,13,自連買
20	,2449.TW,京元電子,36.4,-1.75,4505,32.15,13.22,13,自連買
21	,2903.TW,遠百,21.6,0.47,1990,19.05,13.39,13,自連買
22	,3034.TW,聯詠,301.5,-0.17,3163,238.5,26.42,13,自連買
23	,6176.TW,瑞儀,106,0.47,1064,97.8,8.38,13,自連買
24	,3702.TW,大聯大,47.8,-0.52,2583,47.3,1.06,12,自連買
25	,1101.TW,台泥,34.05,-1.16,23484,34.15,-0.29,9,自連買
26	,2377.TW,微星,119.5,1.7,2513,110,8.64,9,自連買
27	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.55,0.7,9,自連買
28	,1802.TW,台玻,21.2,0.24,12096,18.9,12.17,8,自連買
29	,2609.TW,陽明,67.3,-1.03,57425,64.7,4.02,8,自連買
30	,2886.TW,兆豐金,30.55,-0.97,8425,30.85,-0.97,8,自連買
31	,1301.TW,台塑,86.8,-0.46,6046,87.7,-1.03,7,自連買
32	,2207.TW,和泰車,592,-0.67,113,570,3.86,7,自連買
33	,1326.TW,台化,69.4,-0.72,1689,69,0.58,6,自連買
34	,2103.TW,台橡,26.95,-1.1,635,26.7,0.94,6,自連買
35	,2610.TW,華航,19,-1.55,26392,19.85,-4.28,6,自連買
36	,2890.TW,永豐金,16.7,-4.84,27291,16.95,-1.47,6,自連買
37	,4770.TW,上品,300.5,-4.6,1157,339.5,-11.49,6,自連買
38	,1304.TW,台聚,22.1,1.61,6105,20.8,6.25,5,自連買
39	,1314.TW,中石化,9.86,-1,4928,9.68,1.86,5,自連買
40	,2313.TW,華通,45.95,-1.08,9582,46.55,-1.29,5,自連買
41	,2327.TW,國巨,460,-1.39,1468,297.5,24.02,5,自連買
42	,2379.TW,瑞昱,289,-0.52,1352,279.5,3.4,5,自連買
43	,2421.TW,建準,44.85,-2.82,1233,37.05,21.05,5,自連買
44	,2497.TW,怡利電,72.9,-0.82,961,78.5,-7.13,5,自連買
45	,3037.TW,欣興,125,2.46,35224,121.5,2.88,5,自連買
46	,3293.TW,鈊象,425.5,-0.23,3602,361,17.87,5,自連買
47	,3455.TW,由田,80.3,-0.25,313,83,-3.25,5,自連買
48	,4438.TW,廣越,119.5,-1.24,47,141.5,-15.55,5,自連買
49	,4904.TW,遠傳,65.7,-0.3,2525,69.5,-5.47,5,自連買
50	,4961.TW,天鈺,117,0.86,1402,100,17,5,自連買
51	,6147.TW,頎邦,58.6,0.51,604,51.9,12.91,5,自連買
52	,6196.TW,帆宣,117,-0.43,361,111,5.41,5,自連買
53	,6278.TW,台表科,92.4,-0.86,1062,87.4,5.72,5,自連買
