符合條件商品
資料日期：2022年  7月 12日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/12),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:26 符合檔數(27)
1	,1101.TW,台泥,34.05,-1.16,23484,41,-6.4,20,自連買
2	,1102.TW,亞泥,41.55,0.24,6062,43.7,2.95,20,自連買
3	,1312.TW,國喬,18.95,1.07,4063,20.35,3.16,20,自連買
4	,2301.TW,光寶科,64,-0.47,4678,56.8,15.21,20,自連買
5	,2324.TW,仁寶,22.95,0.44,9576,21.85,5.03,20,自連買
6	,2356.TW,英業達,26,0.19,6530,23.7,16.49,20,自連買
7	,2382.TW,廣達,71.2,-0.97,4354,76.8,0.55,20,自連買
8	,2441.TW,超豐,48.2,-2.33,4006,59.2,-11.83,20,自連買
9	,2449.TW,京元電子,36.4,-1.75,4505,36.1,8.88,20,自連買
10	,5522.TW,遠雄,58.5,0.34,1205,61.8,-1.78,20,自連買
11	,2347.TW,聯強,61,-0.81,2957,51.8,17.76,19,自連買
12	,2385.TW,群光,87.2,0.11,1118,75.4,15.65,16,自連買
13	,3036.TW,文曄,62.7,-0.95,1327,62.8,-0.16,16,自連買
14	,2006.TW,東和鋼鐵,53.2,0.95,1881,49.2,8.13,10,自連買
15	,2371.TW,大同,33.7,0,4072,32.4,4.01,9,自連買
16	,3231.TW,緯創,29.9,-0.83,12268,23.95,24.84,9,自連買
17	,2002.TW,中鋼,30.7,0.16,37216,28.9,17.9,8,自連買
18	,2915.TW,潤泰全,66.7,0.15,4192,75.5,-4.24,8,自連買
19	,3704.TW,合勤控,33.85,-2.31,2930,25.65,25.98,8,自連買
20	,8358.TW,金居,51.3,-0.58,1372,41.95,34.5,8,自連買
21	,3511.TW,矽瑪,33.7,-0.74,177,28.5,18.25,7,自連買
22	,6196.TW,帆宣,117,-0.43,361,100.5,16.42,7,自連買
23	,6217.TW,中探針,43.75,0.69,482,56.7,-20.79,7,自連買
24	,2014.TW,中鴻,27.6,1.1,53751,26.75,14.33,6,自連買
25	,2376.TW,技嘉,106.5,1.43,5227,83.4,46.78,6,自連買
26	,3558.TW,神準,206,-0.48,1476,204.5,2.05,6,自連買
27	,2345.TW,智邦,237.5,-6.5,4085,211.5,15.02,5,自連買
