符合條件商品
資料日期：2022年  4月  1日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:41 符合檔數(36)
1	,8112.TW,至上,36.05,0.7,471,52,-22.69,11,自連買
2	,2301.TW,光寶科,64,-0.47,4678,68.3,-4.19,10,自連買
3	,3587.TW,閎康,165,3.13,1620,144,18.69,10,自連買
4	,2382.TW,廣達,71.2,-0.97,4354,86.5,-10.72,9,自連買
5	,2449.TW,京元電子,36.4,-1.75,4505,42.2,-6.86,9,自連買
6	,3529.TW,力旺,1350,1.12,770,1760,-22.36,9,自連買
7	,3645.TW,達邁,32.55,-1.21,101,60.3,-44.39,9,自連買
8	,2032.TW,新鋼,21.1,-0.71,2288,33.25,-32.95,8,自連買
9	,2605.TW,新興,20.65,-3.5,6563,27.8,-22.69,8,自連買
10	,1102.TW,亞泥,41.55,0.24,6062,48,-6.27,6,自連買
11	,2345.TW,智邦,237.5,-6.5,4085,230,5.77,6,自連買
12	,2441.TW,超豐,48.2,-2.33,4006,73.6,-29.08,6,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,29.9,9.16,6,自連買
14	,5522.TW,遠雄,58.5,0.34,1205,68.8,-5.32,6,自連買
15	,6138.TW,茂達,117.5,-0.42,755,263.5,-52.25,6,自連買
16	,8103.TW,瀚荃,31.9,0,42,45.3,-25.48,6,自連買
17	,1101.TW,台泥,34.05,-1.16,23484,49.75,-22.86,5,自連買
18	,1325.TW,恆大,27.7,5.32,6157,45.3,-34.08,5,自連買
19	,2515.TW,中工,8.25,-0.48,1107,10.35,-15.3,5,自連買
20	,2609.TW,陽明,67.3,-1.03,57425,126.5,-33.21,5,自連買
21	,2617.TW,台航,27.25,-1.27,1531,36.8,-20.25,5,自連買
22	,2834.TW,臺企銀,12.9,-0.39,8238,12.95,4.12,5,自連買
23	,2884.TW,玉山金,24.1,-1.03,10272,33,-20.23,5,自連買
24	,2885.TW,元大金,21.8,-0.91,10786,26.6,-9.77,5,自連買
25	,3141.TW,晶宏,79.9,0.63,950,183,-54.66,5,自連買
26	,3479.TW,安勤,75.1,9.96,7374,60.3,30.56,5,自連買
27	,3702.TW,大聯大,47.8,-0.52,2583,56.2,-8.9,5,自連買
28	,4912.TW,聯德控股-KY,79.8,-0.37,46,165.5,-50.55,5,自連買
29	,5222.TW,全訊,134.5,-2.18,132,159,-15.41,5,自連買
30	,5880.TW,合庫金,25.95,-0.76,4866,29.65,-6.59,5,自連買
31	,6706.TW,惠特,89.3,1.59,265,193,-49.74,5,自連買
32	,8069.TW,元太,167,-1.47,11565,180.5,-5.88,5,自連買
33	,8996.TW,高力,183.5,7.31,24980,67.6,178.83,5,自連買
34	,9802.TW,鈺齊-KY,162,0.31,3063,126,30.48,5,自連買
35	,9914.TW,美利達,171,-2.29,298,257,-31.1,5,自連買
36	,9921.TW,巨大,209,-1.18,293,261.5,-16.94,5,自連買
