符合條件商品
資料日期：2022年  6月 10日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/10),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:59 符合檔數(50)
1	,1312.TW,國喬,18.95,1.07,4063,24.6,-14.68,20,自連買
2	,2357.TW,華碩,271,-1.63,1392,329,-5.14,20,自連買
3	,4938.TW,和碩,64.2,0.31,3317,68.7,1.01,20,自連買
4	,2317.TW,鴻海,101,0,15490,114,-6.84,15,自連買
5	,2891.TW,中信金,21.9,-1.13,23817,26,-11.01,15,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,65.8,-1.02,14,自連買
7	,1457.TW,宜進,18.7,-0.53,210,19.8,0.11,13,自連買
8	,1303.TW,南亞,70.3,-1.54,4616,84.7,-8.49,12,自連買
9	,1402.TW,遠東新,31.55,-4.39,10632,31.3,5.8,12,自連買
10	,2454.TW,聯發科,660,-0.15,2431,930,-21.97,12,自連買
11	,2850.TW,新產,48.8,0.21,121,54.3,-4.41,12,自連買
12	,4904.TW,遠傳,65.7,-0.3,2525,80.7,-15.27,12,自連買
13	,8131.TW,福懋科,38.4,-0.78,269,41.35,-0.65,12,自連買
14	,4739.TW,康普,94.9,-1.15,795,148,-34.29,10,自連買
15	,2548.TW,華固,88,-0.34,174,94.7,1.02,9,自連買
16	,4167.TW,松瑞藥,26.55,1.53,84752,18.2,45.88,8,自連買
17	,2002.TW,中鋼,30.7,0.16,37216,34.5,-1.22,7,自連買
18	,2382.TW,廣達,71.2,-0.97,4354,80.4,-3.95,7,自連買
19	,2886.TW,兆豐金,30.55,-0.97,8425,37.1,-12.29,7,自連買
20	,3711.TW,日月光投控,93.8,-3.6,11870,105,-3.23,7,自連買
21	,4114.TW,健喬,51.6,-0.58,48399,28.85,100.16,7,自連買
22	,1527.TW,鑽全,41.3,0.12,137,47.25,-7.52,6,自連買
23	,2301.TW,光寶科,64,-0.47,4678,62.4,4.87,6,自連買
24	,2356.TW,英業達,26,0.19,6530,25.45,8.47,6,自連買
25	,2441.TW,超豐,48.2,-2.33,4006,70.8,-26.28,6,自連買
26	,2882.TW,國泰金,41.15,1.86,33982,54.8,-19.22,6,自連買
27	,2905.TW,三商,15.05,-0.66,352,19.7,-18.07,6,自連買
28	,3044.TW,健鼎,96,1.59,1391,118.5,-13.32,6,自連買
29	,1434.TW,福懋,26.3,-0.19,479,26.6,2.73,5,自連買
30	,1503.TW,士電,59.1,-1.01,78,59.6,2.04,5,自連買
31	,1707.TW,葡萄王,160.5,-1.23,644,145.5,15.2,5,自連買
32	,2014.TW,中鴻,27.6,1.1,53751,32.55,-6.03,5,自連買
33	,2308.TW,台達電,281,-1.92,5149,237,21.39,5,自連買
34	,2323.TW,中環,7.4,-1.33,1685,8.95,-13.04,5,自連買
35	,2324.TW,仁寶,22.95,0.44,9576,23,-0.22,5,自連買
36	,2330.TW,台積電,455,-2.78,26724,530,-12.69,5,自連買
37	,2368.TW,金像電,88.4,-1.12,3685,92.9,-10.88,5,自連買
38	,2614.TW,東森,23.3,1.75,3526,28,-21.89,5,自連買
39	,2881.TW,富邦金,56.7,-0.18,6587,62.9,0.6,5,自連買
40	,2915.TW,潤泰全,66.7,0.15,4192,87.2,-17.08,5,自連買
41	,3034.TW,聯詠,301.5,-0.17,3163,393,-7.42,5,自連買
42	,3035.TW,智原,159,0.63,7973,225.5,-27.86,5,自連買
43	,3231.TW,緯創,29.9,-0.83,12268,28.8,13.3,5,自連買
44	,3479.TW,安勤,75.1,9.96,7374,61,29.06,5,自連買
45	,3481.TW,群創,11.1,0,42046,13.9,-13.01,5,自連買
46	,4714.TW,永捷,10.5,-1.41,140,14.2,-23.69,5,自連買
47	,6176.TW,瑞儀,106,0.47,1064,106,8.93,5,自連買
48	,6285.TW,啟碁,80.8,-2.3,4232,66.9,24.67,5,自連買
49	,6669.TW,緯穎,819,-1.33,686,900,-6.09,5,自連買
50	,8210.TW,勤誠,74.2,-1.07,96,71.3,9.07,5,自連買
