符合條件商品
資料日期：2022年  7月 18日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:25 符合檔數(32)
1	,1101.TW,台泥,34.05,-1.16,23484,40.7,-5.7,20,自連買
2	,1102.TW,亞泥,41.55,0.24,6062,43.95,2.37,20,自連買
3	,1312.TW,國喬,18.95,1.07,4063,18.9,0.26,20,自連買
4	,2301.TW,光寶科,64,-0.47,4678,57.9,13.01,20,自連買
5	,2382.TW,廣達,71.2,-0.97,4354,80.7,-4.3,20,自連買
6	,2385.TW,群光,87.2,0.11,1118,76,14.74,20,自連買
7	,2441.TW,超豐,48.2,-2.33,4006,62.3,-16.22,20,自連買
8	,2449.TW,京元電子,36.4,-1.75,4505,39,0.78,20,自連買
9	,3036.TW,文曄,62.7,-0.95,1327,64.5,-2.79,20,自連買
10	,5522.TW,遠雄,58.5,0.34,1205,60.8,-0.17,20,自連買
11	,3231.TW,緯創,29.9,-0.83,12268,24.5,22.04,13,自連買
12	,2002.TW,中鋼,30.7,0.16,37216,30.65,11.19,12,自連買
13	,6217.TW,中探針,43.75,0.69,482,61.3,-26.73,11,自連買
14	,2014.TW,中鴻,27.6,1.1,53751,28.4,7.69,10,自連買
15	,2376.TW,技嘉,106.5,1.43,5227,91.8,33.36,10,自連買
16	,2357.TW,華碩,271,-1.63,1392,308.5,1.16,8,自連買
17	,3163.TW,波若威,50.5,-0.2,828,52.1,-3.07,8,自連買
18	,3675.TW,德微,168,2.75,1849,201,-14.46,8,自連買
19	,4770.TW,上品,300.5,-4.6,1157,262,14.69,8,自連買
20	,6143.TW,振曜,66.9,0.45,825,51.2,37.12,8,自連買
21	,5483.TW,中美晶,143.5,-1.37,3418,144.5,2.5,7,自連買
22	,3028.TW,增你強,28.6,1.06,236,28.8,-0.69,6,自連買
23	,4155.TW,訊映,28.55,1.78,4554,22.4,27.46,6,自連買
24	,8996.TW,高力,183.5,7.31,24980,58.9,211.54,6,自連買
25	,2327.TW,國巨,460,-1.39,1468,326.5,13.01,5,自連買
26	,2409.TW,友達,15.4,0.65,36394,14.65,-2.65,5,自連買
27	,2458.TW,義隆,86.1,-1.71,718,106.5,-19.15,5,自連買
28	,2492.TW,華新科,78.7,-1.38,848,99,-16.5,5,自連買
29	,3093.TW,港建*,27.65,2.79,195,158,-82.5,5,自連買
30	,3293.TW,鈊象,425.5,-0.23,3602,749,21.38,5,自連買
31	,3545.TW,敦泰,59.4,2.24,1934,95.6,-25.69,5,自連買
32	,8454.TW,富邦媒,626,0,570,784,-20.15,5,自連買
