符合條件商品
資料日期：2022年  4月  7日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:41 符合檔數(24)
1	,8112.TW,至上,36.05,0.7,471,50.4,-20.23,13,自連買
2	,2301.TW,光寶科,64,-0.47,4678,66.4,-1.45,12,自連買
3	,2382.TW,廣達,71.2,-0.97,4354,86,-10.2,11,自連買
4	,2449.TW,京元電子,36.4,-1.75,4505,40.4,-2.7,11,自連買
5	,1102.TW,亞泥,41.55,0.24,6062,47.95,-6.17,8,自連買
6	,2441.TW,超豐,48.2,-2.33,4006,72.5,-28.01,8,自連買
7	,3231.TW,緯創,29.9,-0.83,12268,29.25,11.57,8,自連買
8	,5522.TW,遠雄,58.5,0.34,1205,69.1,-5.74,8,自連買
9	,8103.TW,瀚荃,31.9,0,42,44.6,-24.32,8,自連買
10	,1101.TW,台泥,34.05,-1.16,23484,49.55,-22.56,7,自連買
11	,3702.TW,大聯大,47.8,-0.52,2583,55.5,-7.76,7,自連買
12	,4912.TW,聯德控股-KY,79.8,-0.37,46,183,-55.28,7,自連買
13	,2201.TW,裕隆,59.1,-1.01,17319,39.9,53.79,6,自連買
14	,6209.TW,今國光,25.4,-0.59,249,30.15,-14.3,6,自連買
15	,8034.TW,榮群,14.9,0,50,19.25,-17.68,6,自連買
16	,9933.TW,中鼎,41.85,0.6,916,45.5,-3.15,6,自連買
17	,1733.TW,五鼎,25.65,-0.19,140,26.1,3.26,5,自連買
18	,2356.TW,英業達,26,0.19,6530,24.55,12.46,5,自連買
19	,2480.TW,敦陽科,82,-0.61,42,92.6,-5.49,5,自連買
20	,2613.TW,中櫃,23,-1.5,1438,36.9,-37.67,5,自連買
21	,2886.TW,兆豐金,30.55,-0.97,8425,44.1,-26.23,5,自連買
22	,2891.TW,中信金,21.9,-1.13,23817,30.35,-23.77,5,自連買
23	,4966.TW,譜瑞-KY,825,0.86,553,1620,-48.05,5,自連買
24	,8131.TW,福懋科,38.4,-0.78,269,40.9,0.44,5,自連買
