符合條件商品
資料日期：2022年  5月  4日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:05 符合檔數(14)
1	,2377.TW,微星,119.5,1.7,2513,125,4.18,13,自連買
2	,1102.TW,亞泥,41.55,0.24,6062,47.45,-5.18,12,自連買
3	,3702.TW,大聯大,47.8,-0.52,2583,53.8,-4.84,12,自連買
4	,2441.TW,超豐,48.2,-2.33,4006,70.5,-25.96,10,自連買
5	,2356.TW,英業達,26,0.19,6530,25.6,7.84,8,自連買
6	,4938.TW,和碩,64.2,0.31,3317,70.5,-1.56,8,自連買
7	,2357.TW,華碩,271,-1.63,1392,361.5,-13.67,7,自連買
8	,2382.TW,廣達,71.2,-0.97,4354,85.2,-9.36,7,自連買
9	,3044.TW,健鼎,96,1.59,1391,125.5,-18.15,7,自連買
10	,3264.TW,欣銓,49.85,-0.89,1243,44.75,18.04,6,自連買
11	,2481.TW,強茂,60.4,-0.33,2094,78.6,-18.88,5,自連買
12	,2885.TW,元大金,21.8,-0.91,10786,26,-7.71,5,自連買
13	,3416.TW,融程電,83,0.36,22,76.3,15.47,5,自連買
14	,8155.TW,博智,108,-1.37,385,144,-21.22,5,自連買
