符合條件商品
資料日期：2021年 11月 19日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/19),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:10 符合檔數(29)
1	,1229.TW,聯華,49.25,0.2,537,57.3,-7.22,12,自連買
2	,2880.TW,華南金,22.5,-1.1,4175,20.95,14.74,12,自連買
3	,2355.TW,敬鵬,28.95,-0.34,444,33.2,-11.25,11,自連買
4	,2850.TW,新產,48.8,0.21,121,48.9,6.16,11,自連買
5	,2106.TW,建大,30.15,0,347,30.2,2.83,10,自連買
6	,5222.TW,全訊,134.5,-2.18,132,216.5,-36.5,10,自連買
7	,5876.TW,上海商銀,44.25,-0.45,2405,46.75,-1.88,10,自連買
8	,1227.TW,佳格,39.4,-0.51,249,51.5,-20.05,9,自連買
9	,2412.TW,中華電,112.5,-0.44,6521,113,3.2,9,自連買
10	,2633.TW,台灣高鐵,28.75,-0.52,2418,29.4,0.49,9,自連買
11	,2892.TW,第一金,26.3,-0.38,6392,23.75,17.31,9,自連買
12	,5880.TW,合庫金,25.95,-0.76,4866,23.65,17.1,9,自連買
13	,2454.TW,聯發科,660,-0.15,2431,1090,-33.43,8,自連買
14	,2801.TW,彰銀,17.25,-0.29,2566,17.25,3.85,8,自連買
15	,5871.TW,中租-KY,216.5,0.46,2711,251,-6.95,8,自連買
16	,1727.TW,中華化,25.45,-1.36,151,52.3,-50.75,7,自連買
17	,2885.TW,元大金,21.8,-0.91,10786,25.05,-4.18,7,自連買
18	,3706.TW,神達,29.7,-0.17,1384,34.4,-7.85,7,自連買
19	,4142.TW,國光生,36.45,0.83,953,43.5,-16.21,7,自連買
20	,9802.TW,鈺齊-KY,162,0.31,3063,99.8,66.62,7,自連買
21	,1504.TW,東元,27.25,-0.37,1749,31.35,-8.95,6,自連買
22	,3465.TW,進泰電子,80.4,-0.74,16,206.5,-58.99,6,自連買
23	,4128.TW,中天,66.8,-2.2,19523,63.8,14.84,6,自連買
24	,1314.TW,中石化,9.86,-1,4928,13.25,-22.48,5,自連買
25	,1707.TW,葡萄王,160.5,-1.23,644,165.5,1.29,5,自連買
26	,2105.TW,正新,33.75,-0.74,1203,34.3,1.84,5,自連買
27	,3630.TW,新鉅科,28.5,-0.52,100,42.7,-33.26,5,自連買
28	,3665.TW,貿聯-KY,251,-2.33,1391,253.5,2.1,5,自連買
29	,6416.TW,瑞祺電通,90,0.22,41,98,-6.22,5,自連買
