符合條件商品
資料日期：2022年  7月 29日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/29),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:21 符合檔數(24)
1	,3231.TW,緯創,29.9,-0.83,12268,26.5,12.83,20,自連買
2	,2324.TW,仁寶,22.95,0.44,9576,22.8,0.66,11,自連買
3	,2356.TW,英業達,26,0.19,6530,23.7,9.7,11,自連買
4	,2006.TW,東和鋼鐵,53.2,0.95,1881,51.7,2.9,10,自連買
5	,4938.TW,和碩,64.2,0.31,3317,62.2,3.22,10,自連買
6	,1216.TW,統一,65.9,0,2803,70.4,-2.56,8,自連買
7	,3036.TW,文曄,62.7,-0.95,1327,69.2,-9.39,8,自連買
8	,5522.TW,遠雄,58.5,0.34,1205,63,-3.66,8,自連買
9	,6477.TW,安集,45.15,0.22,708,55,-17.91,7,自連買
10	,2301.TW,光寶科,64,-0.47,4678,65.3,0.2,6,自連買
11	,2382.TW,廣達,71.2,-0.97,4354,84.6,-8.72,6,自連買
12	,2441.TW,超豐,48.2,-2.33,4006,61.8,-15.54,6,自連買
13	,2449.TW,京元電子,36.4,-1.75,4505,39.25,-7.26,6,自連買
14	,3044.TW,健鼎,96,1.59,1391,102.5,-6.34,6,自連買
15	,3702.TW,大聯大,47.8,-0.52,2583,50.2,-4.78,6,自連買
16	,1101.TW,台泥,34.05,-1.16,23484,38.75,-12.13,5,自連買
17	,1504.TW,東元,27.25,-0.37,1749,29.35,-7.16,5,自連買
18	,2633.TW,台灣高鐵,28.75,-0.52,2418,29.25,-1.71,5,自連買
19	,2845.TW,遠東銀,11.1,-0.89,1864,11.3,3.35,5,自連買
20	,2891.TW,中信金,21.9,-1.13,23817,22.95,-4.58,5,自連買
21	,3081.TW,聯亞,110.5,-0.9,1673,155,-28.71,5,自連買
22	,3673.TW,TPK-KY,29.7,-0.34,398,34.3,-13.41,5,自連買
23	,5434.TW,崇越,167.5,0.9,197,154,8.77,5,自連買
24	,6538.TW,倉和,68.9,-0.29,27,74.7,-4.35,5,自連買
