符合條件商品
資料日期：2022年  1月 10日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/10),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:04 符合檔數(12)
1	,2030.TW,彰源,23.95,1.27,3219,28.35,-7.85,9,自連買
2	,3611.TW,鼎翰,191,-0.26,8,200.5,1.43,9,自連買
3	,1476.TW,儒鴻,492.5,1.23,1098,618,-17.9,8,自連買
4	,3665.TW,貿聯-KY,251,-2.33,1391,259,-0.07,8,自連買
5	,6239.TW,力成,81.3,0.62,1926,98.2,-10.47,8,自連買
6	,2546.TW,根基,50.5,0.2,33,49.95,16.66,7,自連買
7	,2801.TW,彰銀,17.25,-0.29,2566,17.8,0.64,7,自連買
8	,2371.TW,大同,33.7,0,4072,31.15,8.19,6,自連買
9	,5009.TW,榮剛,37.5,-0.66,11974,21.3,86.1,6,自連買
10	,9940.TW,信義,27.2,-0.18,182,34.6,-14.52,6,自連買
11	,2852.TW,第一保,15.8,0.32,77,15,14.08,5,自連買
12	,6706.TW,惠特,89.3,1.59,265,239,-59.41,5,自連買
