符合條件商品
資料日期：2022年  7月 28日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/28),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:21 符合檔數(22)
1	,2385.TW,群光,87.2,0.11,1118,78.4,11.22,20,自連買
2	,3231.TW,緯創,29.9,-0.83,12268,26.35,13.47,20,自連買
3	,2357.TW,華碩,271,-1.63,1392,319,-2.17,16,自連買
4	,2324.TW,仁寶,22.95,0.44,9576,23.05,-0.43,10,自連買
5	,2356.TW,英業達,26,0.19,6530,23.6,10.17,10,自連買
6	,2006.TW,東和鋼鐵,53.2,0.95,1881,51,4.31,9,自連買
7	,4938.TW,和碩,64.2,0.31,3317,62.3,3.05,9,自連買
8	,1216.TW,統一,65.9,0,2803,69.9,-1.85,7,自連買
9	,2888.TW,新光金,8.75,-0.57,13386,8.51,2.82,7,自連買
10	,3036.TW,文曄,62.7,-0.95,1327,69.5,-9.78,7,自連買
11	,5522.TW,遠雄,58.5,0.34,1205,62.7,-3.19,7,自連買
12	,1802.TW,台玻,21.2,0.24,12096,17.65,20.11,6,自連買
13	,4726.TW,永昕,38.2,1.06,530,40.6,-5.91,6,自連買
14	,6477.TW,安集,45.15,0.22,708,53.8,-16.08,6,自連買
15	,2301.TW,光寶科,64,-0.47,4678,64.3,1.76,5,自連買
16	,2382.TW,廣達,71.2,-0.97,4354,84.4,-8.51,5,自連買
17	,2393.TW,億光,37.5,0.94,242,41.5,-1.19,5,自連買
18	,2441.TW,超豐,48.2,-2.33,4006,61.2,-14.71,5,自連買
19	,2449.TW,京元電子,36.4,-1.75,4505,39.1,-6.91,5,自連買
20	,3044.TW,健鼎,96,1.59,1391,101,-4.95,5,自連買
21	,3702.TW,大聯大,47.8,-0.52,2583,49.6,-3.63,5,自連買
22	,6239.TW,力成,81.3,0.62,1926,90.4,-2.75,5,自連買
