符合條件商品
資料日期：2022年  3月 17日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/17),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:43 符合檔數(25)
1	,2885.TW,元大金,21.8,-0.91,10786,26,-7.71,10,自連買
2	,1529.TW,樂事綠能,19.3,-1.28,1172,23.35,-10.61,8,自連買
3	,2338.TW,光罩,86.3,0.94,3470,93.2,-4.97,8,自連買
4	,2891.TW,中信金,21.9,-1.13,23817,27.6,-16.19,8,自連買
5	,2455.TW,全新,67,0,1464,118,-40.3,7,自連買
6	,2498.TW,宏達電,55,-0.72,14502,58.6,-6.14,7,自連買
7	,2610.TW,華航,19,-1.55,26392,29.2,-32.53,7,自連買
8	,1216.TW,統一,65.9,0,2803,65.5,4.74,6,自連買
9	,2006.TW,東和鋼鐵,53.2,0.95,1881,79.3,-27.15,6,自連買
10	,2312.TW,金寶,13.65,-1.09,2439,14.7,-5.67,6,自連買
11	,2412.TW,中華電,112.5,-0.44,6521,125.5,-7.08,6,自連買
12	,2801.TW,彰銀,17.25,-0.29,2566,18.05,-0.75,6,自連買
13	,2880.TW,華南金,22.5,-1.1,4175,23.15,3.83,6,自連買
14	,2892.TW,第一金,26.3,-0.38,6392,26.55,4.95,6,自連買
15	,2912.TW,統一超,268,-1.47,996,261,6.04,6,自連買
16	,4912.TW,聯德控股-KY,79.8,-0.37,46,165.5,-50.55,6,自連買
17	,5880.TW,合庫金,25.95,-0.76,4866,27.55,0.54,6,自連買
18	,6121.TW,新普,288.5,-0.35,276,316.5,6.15,6,自連買
19	,1101.TW,台泥,34.05,-1.16,23484,48,-20.05,5,自連買
20	,1326.TW,台化,69.4,-0.72,1689,80.4,-8.27,5,自連買
21	,2030.TW,彰源,23.95,1.27,3219,33,-20.85,5,自連買
22	,2301.TW,光寶科,64,-0.47,4678,71,-4.48,5,自連買
23	,4549.TW,桓達,84.8,0.59,8,93.3,5.79,5,自連買
24	,4953.TW,緯軟,81.7,-0.24,81,86.4,0.48,5,自連買
25	,5871.TW,中租-KY,216.5,0.46,2711,241,-3.08,5,自連買
