符合條件商品
資料日期：2022年  7月  4日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:29 符合檔數(41)
1	,1303.TW,南亞,70.3,-1.54,4616,82.6,-6.15,20,自連買
2	,2301.TW,光寶科,64,-0.47,4678,55.3,18.32,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,22.3,2.91,20,自連買
4	,2356.TW,英業達,26,0.19,6530,24.65,12.02,20,自連買
5	,2382.TW,廣達,71.2,-0.97,4354,79.2,-2.49,20,自連買
6	,2441.TW,超豐,48.2,-2.33,4006,60.6,-13.87,20,自連買
7	,5522.TW,遠雄,58.5,0.34,1205,63,-3.66,20,自連買
8	,2458.TW,義隆,86.1,-1.71,718,131,-25.72,19,自連買
9	,1101.TW,台泥,34.05,-1.16,23484,40,-4.06,17,自連買
10	,2449.TW,京元電子,36.4,-1.75,4505,37.3,5.39,17,自連買
11	,1102.TW,亞泥,41.55,0.24,6062,43.9,2.49,16,自連買
12	,1312.TW,國喬,18.95,1.07,4063,21.8,-3.71,15,自連買
13	,2347.TW,聯強,61,-0.81,2957,52.5,16.19,13,自連買
14	,2897.TW,王道銀行,8.32,-0.36,812,8.36,3.23,13,自連買
15	,1216.TW,統一,65.9,0,2803,68,0.89,12,自連買
16	,2809.TW,京城銀,33.9,-3.42,3989,34.75,-2.45,12,自連買
17	,2880.TW,華南金,22.5,-1.1,4175,22.4,7.3,12,自連買
18	,2892.TW,第一金,26.3,-0.38,6392,25.9,7.57,12,自連買
19	,5880.TW,合庫金,25.95,-0.76,4866,26.55,4.34,12,自連買
20	,2801.TW,彰銀,17.25,-0.29,2566,17.4,2.99,11,自連買
21	,1301.TW,台塑,86.8,-0.46,6046,107.5,-12.59,10,自連買
22	,1503.TW,士電,59.1,-1.01,78,60.9,-0.14,10,自連買
23	,2385.TW,群光,87.2,0.11,1118,74.5,17.05,10,自連買
24	,2884.TW,玉山金,24.1,-1.03,10272,28.95,-9.06,10,自連買
25	,2887.TW,台新金,15.2,0,6593,16.05,2.98,10,自連買
26	,3003.TW,健和興,70.4,0.28,187,68.9,2.18,10,自連買
27	,3036.TW,文曄,62.7,-0.95,1327,61.3,2.28,10,自連買
28	,9925.TW,新保,39.1,-0.13,165,39.8,3.33,10,自連買
29	,2634.TW,漢翔,34.55,3.13,14471,33.1,5.46,9,自連買
30	,1310.TW,台苯,13.55,1.12,233,14,-2.24,8,自連買
31	,1338.TW,廣華-KY,43.6,-0.23,51,55.9,-18.46,8,自連買
32	,1533.TW,車王電,49.75,-1.09,173,55.6,-10.08,8,自連買
33	,2832.TW,台產,20.45,-0.24,88,19.25,6.23,8,自連買
34	,2836.TW,高雄銀,12.5,-0.4,467,13.45,-1.5,8,自連買
35	,2849.TW,安泰銀,14.6,0,89,15.45,-0.68,8,自連買
36	,3346.TW,麗清,38,1.88,1028,28.9,33.61,8,自連買
37	,4746.TW,台耀,73.1,-2.79,13002,46.25,64.86,8,自連買
38	,4766.TW,南寶,134,0.37,27,131.5,6.62,8,自連買
39	,8104.TW,錸寶,35.2,-0.42,113,37.9,-2.47,8,自連買
40	,6187.TW,萬潤,65,0.93,810,74.6,-7.57,6,自連買
41	,9958.TW,世紀鋼,88.9,-1.22,9352,112.5,-17.94,5,自連買
