符合條件商品
資料日期：2022年  4月 29日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/29),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(17)
1	,1101.TW,台泥,34.05,-1.16,23484,45.9,-16.4,20,自連買
2	,2347.TW,聯強,61,-0.81,2957,77.5,-15.24,19,自連買
3	,2377.TW,微星,119.5,1.7,2513,121,7.62,11,自連買
4	,1102.TW,亞泥,41.55,0.24,6062,48.1,-6.46,10,自連買
5	,3702.TW,大聯大,47.8,-0.52,2583,54.3,-5.72,10,自連買
6	,2441.TW,超豐,48.2,-2.33,4006,69.1,-24.46,8,自連買
7	,2458.TW,義隆,86.1,-1.71,718,151,-35.56,8,自連買
8	,3231.TW,緯創,29.9,-0.83,12268,28.5,14.52,8,自連買
9	,2356.TW,英業達,26,0.19,6530,25.4,8.7,6,自連買
10	,4938.TW,和碩,64.2,0.31,3317,70.3,-1.29,6,自連買
11	,2301.TW,光寶科,64,-0.47,4678,65,0.68,5,自連買
12	,2357.TW,華碩,271,-1.63,1392,357,-12.58,5,自連買
13	,2376.TW,技嘉,106.5,1.43,5227,108.5,12.83,5,自連買
14	,2382.TW,廣達,71.2,-0.97,4354,83.8,-7.84,5,自連買
15	,3044.TW,健鼎,96,1.59,1391,124,-17.16,5,自連買
16	,6138.TW,茂達,117.5,-0.42,755,190,-33.78,5,自連買
17	,6552.TW,易華電,30.9,-0.64,21,45.25,-28.24,5,自連買
