符合條件商品
資料日期：2022年  4月 25日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/25),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(19)
1	,5522.TW,遠雄,58.5,0.34,1205,65.1,0.05,20,自連買
2	,1101.TW,台泥,34.05,-1.16,23484,46.1,-16.77,19,自連買
3	,2347.TW,聯強,61,-0.81,2957,76.9,-14.59,15,自連買
4	,6176.TW,瑞儀,106,0.47,1064,105,9.97,15,自連買
5	,4128.TW,中天,66.8,-2.2,19523,60.1,21.9,12,自連買
6	,2820.TW,華票,14.55,0,290,17.65,-12.87,9,自連買
7	,2377.TW,微星,119.5,1.7,2513,119,9.43,7,自連買
8	,2449.TW,京元電子,36.4,-1.75,4505,40.15,-2.1,7,自連買
9	,3587.TW,閎康,165,3.13,1620,129,27.91,7,自連買
10	,1102.TW,亞泥,41.55,0.24,6062,46.9,-4.06,6,自連買
11	,1308.TW,亞聚,28.2,-0.88,1358,36,-12.64,6,自連買
12	,2453.TW,凌群,25.45,0.79,70,28.7,-4.47,6,自連買
13	,2845.TW,遠東銀,11.1,-0.89,1864,12.05,-3.06,6,自連買
14	,3702.TW,大聯大,47.8,-0.52,2583,54.7,-6.4,6,自連買
15	,3703.TW,欣陸,28.15,0.18,655,27.25,9.75,6,自連買
16	,5245.TW,智晶,51.8,-0.77,57,62.5,-9.87,6,自連買
17	,5483.TW,中美晶,143.5,-1.37,3418,148,0.08,6,自連買
18	,4736.TW,泰博,186,-0.53,4377,278.5,-27.72,5,自連買
19	,5009.TW,榮剛,37.5,-0.66,11974,33.35,12.44,5,自連買
