符合條件商品
資料日期：2022年 11月  3日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/03),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:06 符合檔數(42)
1	,1312.TW,國喬,18.95,1.07,4063,17.75,6.76,20,自連買
2	,2301.TW,光寶科,64,-0.47,4678,66.4,-3.61,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,20.9,9.81,20,自連買
4	,2347.TW,聯強,61,-0.81,2957,52.9,15.31,20,自連買
5	,2356.TW,英業達,26,0.19,6530,23.4,11.11,20,自連買
6	,2382.TW,廣達,71.2,-0.97,4354,66.8,6.59,20,自連買
7	,2449.TW,京元電子,36.4,-1.75,4505,33.1,9.97,20,自連買
8	,4938.TW,和碩,64.2,0.31,3317,56.4,13.83,20,自連買
9	,5522.TW,遠雄,58.5,0.34,1205,51.8,12.93,20,自連買
10	,6239.TW,力成,81.3,0.62,1926,74,9.86,16,自連買
11	,2890.TW,永豐金,16.7,-4.84,27291,16.05,4.05,15,自連買
12	,5880.TW,合庫金,25.95,-0.76,4866,25,3.8,15,自連買
13	,9910.TW,豐泰,207.5,-1.19,2962,167.5,23.88,15,自連買
14	,3617.TW,碩天,96.3,-2.33,255,97.6,-1.33,11,自連買
15	,2633.TW,台灣高鐵,28.75,-0.52,2418,27.65,3.98,10,自連買
16	,2880.TW,華南金,22.5,-1.1,4175,20.85,7.91,10,自連買
17	,4770.TW,上品,300.5,-4.6,1157,277,8.48,10,自連買
18	,4904.TW,遠傳,65.7,-0.3,2525,69.1,-4.92,10,自連買
19	,9914.TW,美利達,171,-2.29,298,178,-3.93,10,自連買
20	,9938.TW,百和,59,4.8,4688,49.9,18.24,10,自連買
21	,2030.TW,彰源,23.95,1.27,3219,23.35,2.57,9,自連買
22	,2069.TW,運錩,21.35,-0.7,1052,20.1,6.22,9,自連買
23	,2371.TW,大同,33.7,0,4072,30.5,10.49,9,自連買
24	,2820.TW,華票,14.55,0,290,14.25,2.11,9,自連買
25	,2882.TW,國泰金,41.15,1.86,33982,38.85,5.92,9,自連買
26	,2885.TW,元大金,21.8,-0.91,10786,20.05,8.73,9,自連買
27	,5469.TW,瀚宇博,31.65,-0.94,479,33.4,-5.24,9,自連買
28	,6414.TW,樺漢,198.5,-0.25,272,193.5,2.58,9,自連買
29	,2002.TW,中鋼,30.7,0.16,37216,26.85,14.34,8,自連買
30	,3207.TW,耀勝,49.55,-0.9,801,47.65,3.99,8,自連買
31	,1760.TW,寶齡富錦,190,8.57,30709,150,26.67,6,自連買
32	,3455.TW,由田,80.3,-0.25,313,77.7,3.35,6,自連買
33	,4958.TW,臻鼎-KY,108,-1.37,2633,111.5,-3.14,6,自連買
34	,8046.TW,南電,242,-0.41,10124,217,11.52,6,自連買
35	,1434.TW,福懋,26.3,-0.19,479,25.65,2.53,5,自連買
36	,2464.TW,盟立,38.1,-0.39,128,36.25,5.1,5,自連買
37	,3265.TW,台星科,46.95,-2.09,1946,44.15,6.34,5,自連買
38	,3645.TW,達邁,32.55,-1.21,101,31.4,3.66,5,自連買
39	,6416.TW,瑞祺電通,90,0.22,41,82.7,8.83,5,自連買
40	,6669.TW,緯穎,819,-1.33,686,828,-1.09,5,自連買
41	,6788.TW,華景電,95.1,-0.21,282,87.8,8.31,5,自連買
42	,8996.TW,高力,183.5,7.31,24980,121,51.65,5,自連買
