符合條件商品
資料日期：2022年 10月 28日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/28),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:07 符合檔數(152)
1	,1102.TW,亞泥,41.55,0.24,6062,37.1,11.99,20,自連買
2	,1312.TW,國喬,18.95,1.07,4063,17.3,9.54,20,自連買
3	,2301.TW,光寶科,64,-0.47,4678,64.2,-0.31,20,自連買
4	,2324.TW,仁寶,22.95,0.44,9576,20.75,10.6,20,自連買
5	,2347.TW,聯強,61,-0.81,2957,52.8,15.53,20,自連買
6	,2356.TW,英業達,26,0.19,6530,23.5,10.64,20,自連買
7	,2377.TW,微星,119.5,1.7,2513,111,7.66,20,自連買
8	,2382.TW,廣達,71.2,-0.97,4354,67.7,5.17,20,自連買
9	,2385.TW,群光,87.2,0.11,1118,79,10.38,20,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,45,7.11,20,自連買
11	,2449.TW,京元電子,36.4,-1.75,4505,32.05,13.57,20,自連買
12	,3036.TW,文曄,62.7,-0.95,1327,61.4,2.12,20,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,25.8,15.89,20,自連買
14	,3702.TW,大聯大,47.8,-0.52,2583,44.25,8.02,20,自連買
15	,4938.TW,和碩,64.2,0.31,3317,56.7,13.23,20,自連買
16	,5522.TW,遠雄,58.5,0.34,1205,53.5,9.35,20,自連買
17	,6176.TW,瑞儀,106,0.47,1064,95.6,10.88,20,自連買
18	,2886.TW,兆豐金,30.55,-0.97,8425,29.8,2.52,13,自連買
19	,6239.TW,力成,81.3,0.62,1926,72.7,11.83,12,自連買
20	,1301.TW,台塑,86.8,-0.46,6046,82.9,4.7,11,自連買
21	,1303.TW,南亞,70.3,-1.54,4616,68.3,2.93,11,自連買
22	,1802.TW,台玻,21.2,0.24,12096,20.55,3.16,11,自連買
23	,2207.TW,和泰車,592,-0.67,113,578,2.42,11,自連買
24	,2486.TW,一詮,21.55,-0.23,1380,16.35,31.8,11,自連買
25	,2890.TW,永豐金,16.7,-4.84,27291,16,4.37,11,自連買
26	,2892.TW,第一金,26.3,-0.38,6392,24.55,7.13,11,自連買
27	,3711.TW,日月光投控,93.8,-3.6,11870,80.7,16.23,11,自連買
28	,4755.TW,三福化,119,0,366,103,15.53,11,自連買
29	,5880.TW,合庫金,25.95,-0.76,4866,25.05,3.59,11,自連買
30	,9910.TW,豐泰,207.5,-1.19,2962,158,31.33,11,自連買
