符合條件商品
資料日期：2021年 11月 15日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/15),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:11 符合檔數(107)
1	,9904.TW,寶成,34.05,0.44,6898,34.75,3.4,11,自連買
2	,2634.TW,漢翔,34.55,3.13,14471,29,20.38,10,自連買
3	,3228.TW,金麗科,187,-1.32,123,514,-63.62,9,自連買
4	,1229.TW,聯華,49.25,0.2,537,57.8,-8.01,8,自連買
5	,1326.TW,台化,69.4,-0.72,1689,81.3,-9.29,8,自連買
6	,1712.TW,興農,36.35,-1.49,904,25.6,49.84,8,自連買
7	,2880.TW,華南金,22.5,-1.1,4175,20.9,14.97,8,自連買
8	,2891.TW,中信金,21.9,-1.13,23817,24,-3.61,8,自連買
9	,3138.TW,耀登,131.5,-1.13,169,240,-43.87,8,自連買
10	,6153.TW,嘉聯益,23.85,-2.05,2220,25.6,-6.84,8,自連買
11	,2355.TW,敬鵬,28.95,-0.34,444,29.8,-1.13,7,自連買
12	,2495.TW,普安,21.6,-2.92,2069,15.8,40.44,7,自連買
13	,2511.TW,太子,10.6,-0.47,445,13.45,-17.7,7,自連買
14	,2850.TW,新產,48.8,0.21,121,48.65,6.71,7,自連買
15	,6104.TW,創惟,88.8,0.23,2437,182,-50.45,7,自連買
16	,1103.TW,嘉泥,17.5,-0.57,92,20.9,-13.11,6,自連買
17	,1217.TW,愛之味,10.9,0.46,1908,10.4,7.81,6,自連買
18	,1303.TW,南亞,70.3,-1.54,4616,85.9,-9.77,6,自連買
19	,1321.TW,大洋,33.15,-1.04,99,34,-0.66,6,自連買
20	,1464.TW,得力,14.05,-0.71,81,15.85,-9.65,6,自連買
21	,1528.TW,恩德,10.1,0,151,11.2,-9.01,6,自連買
22	,1529.TW,樂事綠能,19.3,-1.28,1172,16.55,26.14,6,自連買
23	,1532.TW,勤美,28.45,-0.52,120,32,-4.47,6,自連買
24	,1604.TW,聲寶,25.55,-0.2,118,29.75,-5.37,6,自連買
25	,1708.TW,東鹼,40.75,-1.33,1193,31.65,34.53,6,自連買
26	,1734.TW,杏輝,33.3,0.45,4511,29.25,14.67,6,自連買
27	,1789.TW,神隆,25.9,-0.77,2066,24.4,8.19,6,自連買
28	,1806.TW,冠軍,9.13,0.33,160,11.45,-11.45,6,自連買
29	,2006.TW,東和鋼鐵,53.2,0.95,1881,42.25,-0.89,6,自連買
30	,2010.TW,春源,16.25,0.62,682,22.6,-24.1,6,自連買
31	,2106.TW,建大,30.15,0,347,30.35,2.34,6,自連買
32	,2206.TW,三陽工業,33.7,0.45,1845,26.6,31.33,6,自連買
33	,2340.TW,台亞,34.95,-0.14,799,45,-16.71,6,自連買
34	,2352.TW,佳世達,27.5,1.66,4573,31.2,-4.01,6,自連買
35	,2387.TW,精元,39.25,-1.75,500,42.7,-0.83,6,自連買
36	,2413.TW,環科,25.85,-1.71,872,18.95,36.41,6,自連買
37	,2450.TW,神腦,30.85,-0.16,33,33.45,-1.81,6,自連買
38	,2501.TW,國建,15.2,0,696,19.55,-19.36,6,自連買
39	,2539.TW,櫻花建,31.95,0,247,31.3,16.95,6,自連買
40	,2547.TW,日勝生,9.08,-0.22,162,10.35,-10.37,6,自連買
41	,2834.TW,臺企銀,12.9,-0.39,8238,9.61,40.37,6,自連買
42	,2836.TW,高雄銀,12.5,-0.4,467,11.7,13.22,6,自連買
43	,2884.TW,玉山金,24.1,-1.03,10272,27.95,-5.82,6,自連買
44	,2897.TW,王道銀行,8.32,-0.36,812,7.93,8.9,6,自連買
45	,2903.TW,遠百,21.6,0.47,1990,22.3,1.55,6,自連買
46	,3257.TW,虹冠電,43.65,0.81,25,70,-33,6,自連買
47	,4532.TW,瑞智,16.2,-0.92,186,19.15,-11.67,6,自連買
48	,5222.TW,全訊,134.5,-2.18,132,217.5,-36.8,6,自連買
49	,5876.TW,上海商銀,44.25,-0.45,2405,45.6,0.59,6,自連買
50	,6120.TW,達運,9.05,2.38,1626,10.85,-16.59,6,自連買
51	,6505.TW,台塑化,80.1,-1.11,1418,103,-18.98,6,自連買
52	,8926.TW,台汽電,32.2,-0.46,354,37.7,-10.41,6,自連買
53	,9927.TW,泰銘,37.6,-0.4,61,34.1,5.03,6,自連買
54	,9933.TW,中鼎,41.85,0.6,916,36.85,19.61,6,自連買
55	,9934.TW,成霖,13.25,-0.75,142,15.1,-12.25,6,自連買
56	,1104.TW,環泥,22.25,-0.22,144,21.3,9.34,5,自連買
57	,1210.TW,大成,45.45,1.91,1876,52.4,-6.37,5,自連買
58	,1215.TW,卜蜂,78.3,0.77,1049,80.2,11.55,5,自連買
59	,1227.TW,佳格,39.4,-0.51,249,51.7,-20.36,5,自連買
60	,1503.TW,士電,59.1,-1.01,78,53.2,14.31,5,自連買
61	,1522.TW,堤維西,26.15,-0.76,963,19.7,35.14,5,自連買
62	,1524.TW,耿鼎,22.9,-0.87,1220,10.05,134.15,5,自連買
63	,1723.TW,中碳,105.5,-0.47,103,116.5,-6.21,5,自連買
64	,1737.TW,臺鹽,32.15,0,25,33.55,0.22,5,自連買
65	,1808.TW,潤隆,68,1.49,885,59.9,34.28,5,自連買
66	,2049.TW,上銀,180,-0.83,411,285,-35.58,5,自連買
67	,2109.TW,華豐,14.4,0,25,16.4,-6.31,5,自連買
68	,2359.TW,所羅門,26.25,-1.87,1464,17.45,56.16,5,自連買
69	,2365.TW,昆盈,10.1,-0.49,93,10.7,-3.9,5,自連買
70	,2397.TW,友通,58.5,-0.51,11,55.8,11.6,5,自連買
71	,2412.TW,中華電,112.5,-0.44,6521,113,3.2,5,自連買
72	,2428.TW,興勤,119,-0.42,110,167.5,-25.68,5,自連買
