符合條件商品
資料日期：2022年  9月  5日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/05),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:14 符合檔數(17)
1	,2324.TW,仁寶,22.95,0.44,9576,22.55,1.77,20,自連買
2	,2356.TW,英業達,26,0.19,6530,22.95,13.29,20,自連買
3	,2441.TW,超豐,48.2,-2.33,4006,56.6,-14.84,20,自連買
4	,3036.TW,文曄,62.7,-0.95,1327,63,-0.48,20,自連買
5	,3044.TW,健鼎,96,1.59,1391,96.9,-0.93,20,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,63.6,-4.57,20,自連買
7	,2449.TW,京元電子,36.4,-1.75,4505,36.2,0.55,13,自連買
8	,3231.TW,緯創,29.9,-0.83,12268,27.15,10.13,13,自連買
9	,6176.TW,瑞儀,106,0.47,1064,96.5,9.84,13,自連買
10	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.7,-0.93,11,自連買
11	,2014.TW,中鴻,27.6,1.1,53751,24.6,12.2,11,自連買
12	,4743.TW,合一,259.5,-1.14,14786,277.5,-6.49,8,自連買
13	,2540.TW,愛山林,71.9,-1.64,383,141.5,-14.16,6,自連買
14	,3289.TW,宜特,77.8,1.7,3592,67,16.12,6,自連買
15	,3511.TW,矽瑪,33.7,-0.74,177,38.6,-12.69,6,自連買
16	,5245.TW,智晶,51.8,-0.77,57,65.9,-21.4,5,自連買
17	,6153.TW,嘉聯益,23.85,-2.05,2220,28.25,-15.58,5,自連買
