符合條件商品
資料日期：2022年  5月 11日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/11),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:03 符合檔數(16)
1	,1102.TW,亞泥,41.55,0.24,6062,45.3,-0.69,17,自連買
2	,3702.TW,大聯大,47.8,-0.52,2583,52.8,-3.04,17,自連買
3	,2441.TW,超豐,48.2,-2.33,4006,70.9,-26.38,15,自連買
4	,2356.TW,英業達,26,0.19,6530,25.8,7,13,自連買
5	,4938.TW,和碩,64.2,0.31,3317,68.5,1.31,13,自連買
6	,2357.TW,華碩,271,-1.63,1392,349.5,-10.7,12,自連買
7	,2382.TW,廣達,71.2,-0.97,4354,83,-6.95,12,自連買
8	,3044.TW,健鼎,96,1.59,1391,119,-13.68,12,自連買
9	,2809.TW,京城銀,33.9,-3.42,3989,37.7,-4.88,7,自連買
10	,6176.TW,瑞儀,106,0.47,1064,100,15.47,7,自連買
11	,2301.TW,光寶科,64,-0.47,4678,63.8,2.56,6,自連買
12	,2324.TW,仁寶,22.95,0.44,9576,23,-0.22,5,自連買
13	,2347.TW,聯強,61,-0.81,2957,71.1,-7.62,5,自連買
14	,2427.TW,三商電,11.95,0,66,12.2,0.67,5,自連買
15	,2887.TW,台新金,15.2,0,6593,17.35,-4.76,5,自連買
16	,6411.TW,晶焱,85.7,-0.35,289,146,-37.29,5,自連買
