符合條件商品
資料日期：2022年  3月 29日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/29),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:42 符合檔數(22)
1	,2377.TW,微星,119.5,1.7,2513,130.5,-0.21,10,自連買
2	,3706.TW,神達,29.7,-0.17,1384,31.85,-0.47,9,自連買
3	,8112.TW,至上,36.05,0.7,471,52.2,-22.97,8,自連買
4	,2301.TW,光寶科,64,-0.47,4678,68,-3.77,7,自連買
5	,3587.TW,閎康,165,3.13,1620,145.5,17.46,7,自連買
6	,1760.TW,寶齡富錦,190,8.57,30709,98.2,96.18,6,自連買
7	,2347.TW,聯強,61,-0.81,2957,74.7,-12.07,6,自連買
8	,2382.TW,廣達,71.2,-0.97,4354,91.3,-15.42,6,自連買
9	,2393.TW,億光,37.5,0.94,242,49,-16.31,6,自連買
10	,2449.TW,京元電子,36.4,-1.75,4505,42.75,-8.06,6,自連買
11	,2458.TW,義隆,86.1,-1.71,718,171,-43.1,6,自連買
12	,2474.TW,可成,169,-1.74,2651,145.5,23.1,6,自連買
13	,3529.TW,力旺,1350,1.12,770,1800,-24.08,6,自連買
14	,3645.TW,達邁,32.55,-1.21,101,58,-42.18,6,自連買
15	,3711.TW,日月光投控,93.8,-3.6,11870,103.5,-1.82,6,自連買
16	,4938.TW,和碩,64.2,0.31,3317,72.8,-4.68,6,自連買
17	,8147.TW,正淩,61,0.33,12,65.5,-4.95,6,自連買
18	,2032.TW,新鋼,21.1,-0.71,2288,33.6,-33.67,5,自連買
19	,2605.TW,新興,20.65,-3.5,6563,27.9,-22.98,5,自連買
20	,3138.TW,耀登,131.5,-1.13,169,187,-27.96,5,自連買
21	,6278.TW,台表科,92.4,-0.86,1062,120,-16.9,5,自連買
22	,6670.TW,復盛應用,213,-0.7,244,200,13.56,5,自連買
