符合條件商品
資料日期：2021年 12月 27日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/27),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:06 符合檔數(23)
1	,5222.TW,全訊,134.5,-2.18,132,209,-34.22,13,自連買
2	,2105.TW,正新,33.75,-0.74,1203,37.2,-6.12,8,自連買
3	,5009.TW,榮剛,37.5,-0.66,11974,22,80.2,8,自連買
4	,8299.TW,群聯,305,-0.81,792,499.5,-34.06,8,自連買
5	,3014.TW,聯陽,71.5,-0.83,189,107.5,-24.38,6,自連買
6	,5536.TW,聖暉*,102.5,-0.97,167,203,9.72,6,自連買
7	,6147.TW,頎邦,58.6,0.51,604,67.1,-2.95,6,自連買
8	,6213.TW,聯茂,71.9,0.42,941,134.5,-43,6,自連買
9	,6224.TW,聚鼎,57.2,-2.39,189,125,-52.17,6,自連買
10	,6239.TW,力成,81.3,0.62,1926,98.7,-10.93,6,自連買
11	,1536.TW,和大,70.4,-0.56,752,90.6,-20.68,5,自連買
12	,2330.TW,台積電,455,-2.78,26724,606,-23.26,5,自連買
13	,2382.TW,廣達,71.2,-0.97,4354,91.4,-15.51,5,自連買
14	,2408.TW,南亞科,51.4,-0.58,5241,76.6,-28.24,5,自連買
15	,2412.TW,中華電,112.5,-0.44,6521,116,0.54,5,自連買
16	,2885.TW,元大金,21.8,-0.91,10786,25,-4.01,5,自連買
17	,3701.TW,大眾控,38.25,-0.39,146,78.6,-51.34,5,自連買
18	,6134.TW,萬旭,21.45,-0.69,109,28.4,-24.12,5,自連買
19	,6257.TW,矽格,48.85,0.31,824,58.9,-9.69,5,自連買
20	,6285.TW,啟碁,80.8,-2.3,4232,77.7,7.35,5,自連買
21	,6510.TW,精測,490.5,-1.21,161,688,-26.05,5,自連買
22	,8121.TW,越峰,25.05,-1.38,169,54,-53.61,5,自連買
23	,9904.TW,寶成,34.05,0.44,6898,33.15,8.37,5,自連買
