符合條件商品
資料日期：2021年 11月  3日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/03),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:12 符合檔數(12)
1	,2324.TW,仁寶,22.95,0.44,9576,24.55,1.46,20,自連買
2	,2385.TW,群光,87.2,0.11,1118,80.7,16.44,20,自連買
3	,2449.TW,京元電子,36.4,-1.75,4505,40.4,-2.7,20,自連買
4	,2809.TW,京城銀,33.9,-3.42,3989,41,-12.52,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,68.7,-5.19,20,自連買
6	,3624.TW,光頡,40.35,0.62,414,42.55,-1.13,8,自連買
7	,8070.TW,長華*,30.65,-0.16,272,35.45,-6.41,7,自連買
8	,2308.TW,台達電,281,-1.92,5149,247,16.48,6,自連買
9	,2618.TW,長榮航,28.1,-2.09,27994,20.7,38.42,6,自連買
10	,2887.TW,台新金,15.2,0,6593,18.15,-8.93,6,自連買
11	,6279.TW,胡連,149.5,-1.64,1303,128,20.52,6,自連買
12	,4736.TW,泰博,186,-0.53,4377,177.5,13.41,5,自連買
