符合條件商品
資料日期：2021年 11月  1日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:12 符合檔數(38)
1	,1101.TW,台泥,34.05,-1.16,23484,48.25,-20.46,20,自連買
2	,1434.TW,福懋,26.3,-0.19,479,29.95,-8.74,20,自連買
3	,2108.TW,南帝,38.2,-0.26,608,82.3,-48.64,20,自連買
4	,2301.TW,光寶科,64,-0.47,4678,61.5,10.29,20,自連買
5	,2324.TW,仁寶,22.95,0.44,9576,24.2,2.96,20,自連買
6	,2356.TW,英業達,26,0.19,6530,26.55,4,20,自連買
7	,2357.TW,華碩,271,-1.63,1392,355,-12.09,20,自連買
8	,2376.TW,技嘉,106.5,1.43,5227,119.5,2.44,20,自連買
9	,2385.TW,群光,87.2,0.11,1118,80.2,17.17,20,自連買
10	,2404.TW,漢唐,182,-2.41,755,181.5,8.69,20,自連買
11	,2441.TW,超豐,48.2,-2.33,4006,80,-34.75,20,自連買
12	,2449.TW,京元電子,36.4,-1.75,4505,40.1,-1.99,20,自連買
13	,2542.TW,興富發,40.35,-3.93,8630,44.7,8.41,20,自連買
14	,2809.TW,京城銀,33.9,-3.42,3989,41.35,-13.28,20,自連買
15	,3044.TW,健鼎,96,1.59,1391,117,-12.21,20,自連買
16	,3231.TW,緯創,29.9,-0.83,12268,29.1,12.15,20,自連買
17	,3702.TW,大聯大,47.8,-0.52,2583,52.6,-2.67,20,自連買
18	,5522.TW,遠雄,58.5,0.34,1205,66.2,-1.61,20,自連買
19	,6176.TW,瑞儀,106,0.47,1064,97.9,17.94,20,自連買
20	,2382.TW,廣達,71.2,-0.97,4354,78.5,-1.63,15,自連買
21	,2883.TW,開發金,12.7,-0.78,8936,14.1,-3.13,8,自連買
22	,2393.TW,億光,37.5,0.94,242,51,-19.6,7,自連買
23	,2474.TW,可成,169,-1.74,2651,163,9.88,7,自連買
24	,6170.TW,統振,35.15,-0.42,38,54.3,-30.96,7,自連買
25	,1598.TW,岱宇,43,-0.69,148,64,-28.02,6,自連買
26	,2314.TW,台揚,38.25,-0.13,479,78.1,-51.02,6,自連買
27	,3624.TW,光頡,40.35,0.62,414,41.9,0.4,6,自連買
28	,3704.TW,合勤控,33.85,-2.31,2930,31.8,1.59,6,自連買
29	,6282.TW,康舒,30.4,0.83,1860,36.3,-13.59,6,自連買
30	,6679.TW,鈺太,229,0.44,465,318,-26.27,6,自連買
31	,8183.TW,精星,54.1,-0.18,400,51.5,7.34,6,自連買
32	,2059.TW,川湖,395,-0.63,106,423,-4.37,5,自連買
33	,3138.TW,耀登,131.5,-1.13,169,224,-39.86,5,自連買
34	,3515.TW,華擎,140.5,2.93,1979,180,-11.15,5,自連買
35	,3587.TW,閎康,165,3.13,1620,146,17.06,5,自連買
36	,6175.TW,立敦,32.3,-0.77,206,45.25,-25.16,5,自連買
37	,6683.TW,雍智科技,189.5,0.26,103,332,-40.62,5,自連買
38	,8070.TW,長華*,30.65,-0.16,272,34,-2.42,5,自連買
