符合條件商品
資料日期：2022年 12月  2日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/02),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 12:58 符合檔數(12)
1	,6834.TW,天二科技,25.1,-1.38,20,27,-7.04,19,自連買
2	,8050.TW,廣積,78.9,1.81,7925,76.1,3.68,8,自連買
3	,3653.TW,健策,369.5,-0.81,1389,410,-9.88,7,自連買
4	,5309.TW,系統電,39.5,-1.86,1571,44.6,-11.43,7,自連買
5	,2732.TW,六角,126,0.8,213,122,3.28,6,自連買
6	,2486.TW,一詮,21.55,-0.23,1380,24.1,-10.58,5,自連買
7	,3006.TW,晶豪科,66.2,0,3117,76.1,-13.01,5,自連買
8	,3218.TW,大學光,290,0.17,438,286,1.4,5,自連買
9	,3228.TW,金麗科,187,-1.32,123,180.5,3.6,5,自連買
10	,3617.TW,碩天,96.3,-2.33,255,118,-18.39,5,自連買
11	,6187.TW,萬潤,65,0.93,810,67.4,-3.56,5,自連買
12	,6589.TW,台康生技,125.5,0.4,5833,151,-16.89,5,自連買
