符合條件商品
資料日期：2022年  8月 18日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:17 符合檔數(31)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.8,-2.92,20,自連買
2	,2324.TW,仁寶,22.95,0.44,9576,22.75,0.88,20,自連買
3	,2356.TW,英業達,26,0.19,6530,23.95,8.56,20,自連買
4	,2441.TW,超豐,48.2,-2.33,4006,63.8,-18.18,20,自連買
5	,3044.TW,健鼎,96,1.59,1391,102,-5.88,20,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,62.9,-3.5,20,自連買
7	,2385.TW,群光,87.2,0.11,1118,83.3,4.68,14,自連買
8	,5534.TW,長虹,73.6,2.22,690,78.6,-0.74,14,自連買
9	,2002.TW,中鋼,30.7,0.16,37216,29.2,5.14,10,自連買
10	,2328.TW,廣宇,37.65,-1.7,2360,36.15,7.2,10,自連買
11	,4938.TW,和碩,64.2,0.31,3317,63,1.9,9,自連買
12	,3036.TW,文曄,62.7,-0.95,1327,64.1,-2.18,8,自連買
13	,4171.TW,瑞基,56.1,1.08,1306,82.8,-20.7,8,自連買
14	,1312.TW,國喬,18.95,1.07,4063,18.7,1.34,6,自連買
15	,1722.TW,台肥,53.1,-0.56,1033,66.3,-16.35,6,自連買
16	,2329.TW,華泰,17.6,-1.68,1321,18.5,-4.86,6,自連買
17	,2330.TW,台積電,455,-2.78,26724,520,-11.49,6,自連買
18	,2331.TW,精英,21.45,-0.46,679,26.45,-18.9,6,自連買
19	,2454.TW,聯發科,660,-0.15,2431,702,-5.98,6,自連買
20	,2884.TW,玉山金,24.1,-1.03,10272,28.05,-14.08,6,自連買
21	,3324.TW,雙鴻,151,-0.66,649,158.5,-4.73,6,自連買
22	,3661.TW,世芯-KY,803,-1.35,2950,804,1.14,6,自連買
23	,6706.TW,惠特,89.3,1.59,265,119.5,-25.27,6,自連買
24	,6719.TW,力智,256,-0.97,769,323.5,-18.84,6,自連買
25	,6770.TW,力積電,33.3,-0.3,10173,35.8,-5.02,6,自連買
26	,1760.TW,寶齡富錦,190,8.57,30709,149,27.52,5,自連買
27	,2606.TW,裕民,50.1,-3.47,10468,42.85,16.92,5,自連買
28	,3515.TW,華擎,140.5,2.93,1979,100.5,39.8,5,自連買
29	,6187.TW,萬潤,65,0.93,810,78.9,-17.62,5,自連買
30	,6282.TW,康舒,30.4,0.83,1860,30.5,-0.33,5,自連買
31	,8027.TW,鈦昇,51.7,-2.45,239,70.8,-26.98,5,自連買
