符合條件商品
資料日期：2022年  3月 30日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/30),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:42 符合檔數(23)
1	,2377.TW,微星,119.5,1.7,2513,132,-1.35,11,自連買
2	,3706.TW,神達,29.7,-0.17,1384,31.75,-0.17,10,自連買
3	,8112.TW,至上,36.05,0.7,471,52.4,-23.27,9,自連買
4	,2301.TW,光寶科,64,-0.47,4678,68.2,-4.05,8,自連買
5	,3587.TW,閎康,165,3.13,1620,146,17.06,8,自連買
6	,2347.TW,聯強,61,-0.81,2957,74.9,-12.31,7,自連買
7	,2382.TW,廣達,71.2,-0.97,4354,89.6,-13.81,7,自連買
8	,2393.TW,億光,37.5,0.94,242,48.55,-15.54,7,自連買
9	,2449.TW,京元電子,36.4,-1.75,4505,42.95,-8.5,7,自連買
10	,2458.TW,義隆,86.1,-1.71,718,171,-43.1,7,自連買
11	,2474.TW,可成,169,-1.74,2651,144.5,23.95,7,自連買
12	,3529.TW,力旺,1350,1.12,770,1830,-25.33,7,自連買
13	,3645.TW,達邁,32.55,-1.21,101,60,-44.11,7,自連買
14	,3711.TW,日月光投控,93.8,-3.6,11870,104.5,-2.77,7,自連買
15	,4938.TW,和碩,64.2,0.31,3317,72.7,-4.55,7,自連買
16	,8147.TW,正淩,61,0.33,12,66.1,-5.81,7,自連買
17	,2032.TW,新鋼,21.1,-0.71,2288,34.1,-34.63,6,自連買
18	,2605.TW,新興,20.65,-3.5,6563,27.95,-23.09,6,自連買
19	,3138.TW,耀登,131.5,-1.13,169,186.5,-27.76,6,自連買
20	,6670.TW,復盛應用,213,-0.7,244,207,9.72,6,自連買
21	,1710.TW,東聯,18.5,1.09,1345,22.7,-15.33,5,自連買
22	,3532.TW,台勝科,142,-2.07,1152,289,-50.14,5,自連買
23	,3701.TW,大眾控,38.25,-0.39,146,73.7,-48.1,5,自連買
