符合條件商品
資料日期：2021年 11月 23日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/23),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 15:10 符合檔數(25)
1	,2880.TW,華南金,22.5,-1.1,4175,20.75,15.86,14,自連買
2	,2850.TW,新產,48.8,0.21,121,48.35,7.37,13,自連買
3	,5876.TW,上海商銀,44.25,-0.45,2405,46.95,-2.32,12,自連買
4	,2412.TW,中華電,112.5,-0.44,6521,113.5,2.75,11,自連買
5	,2633.TW,台灣高鐵,28.75,-0.52,2418,29.6,-0.17,11,自連買
6	,5880.TW,合庫金,25.95,-0.76,4866,23.5,17.85,11,自連買
7	,2801.TW,彰銀,17.25,-0.29,2566,17.05,5.05,10,自連買
8	,1727.TW,中華化,25.45,-1.36,151,56.7,-54.57,9,自連買
9	,2885.TW,元大金,21.8,-0.91,10786,24.75,-3.02,9,自連買
10	,3465.TW,進泰電子,80.4,-0.74,16,237,-64.27,8,自連買
11	,4128.TW,中天,66.8,-2.2,19523,64.9,12.9,8,自連買
12	,1314.TW,中石化,9.86,-1,4928,13.35,-23.09,7,自連買
13	,1707.TW,葡萄王,160.5,-1.23,644,163,2.84,7,自連買
14	,2103.TW,台橡,26.95,-1.1,635,32.25,-8.64,6,自連買
15	,8210.TW,勤誠,74.2,-1.07,96,77,0.99,6,自連買
16	,9939.TW,宏全,86.9,2.12,1021,68.3,35.08,6,自連買
17	,1303.TW,南亞,70.3,-1.54,4616,85.6,-9.44,5,自連買
18	,1714.TW,和桐,8.73,0.23,870,11.55,-20.85,5,自連買
19	,2345.TW,智邦,237.5,-6.5,4085,295,-17.54,5,自連買
20	,2439.TW,美律,79.5,0.63,452,92.9,-10.15,5,自連買
21	,2890.TW,永豐金,16.7,-4.84,27291,15.3,15.49,5,自連買
22	,3357.TW,臺慶科,80.1,-0.5,17,135.5,-35.64,5,自連買
23	,4743.TW,合一,259.5,-1.14,14786,297,-12.63,5,自連買
24	,5234.TW,達興材料,67.2,0.15,91,111,-35.35,5,自連買
25	,5483.TW,中美晶,143.5,-1.37,3418,207,-27.35,5,自連買
