符合條件商品
資料日期：2022年  6月  2日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/02),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 14:00 符合檔數(31)
1	,2347.TW,聯強,61,-0.81,2957,69.3,-5.22,20,自連買
2	,4938.TW,和碩,64.2,0.31,3317,68.9,0.72,20,自連買
3	,1312.TW,國喬,18.95,1.07,4063,24.75,-15.21,18,自連買
4	,2357.TW,華碩,271,-1.63,1392,342.5,-8.88,15,自連買
5	,2317.TW,鴻海,101,0,15490,114,-6.84,10,自連買
6	,2891.TW,中信金,21.9,-1.13,23817,26.6,-13.03,10,自連買
7	,3645.TW,達邁,32.55,-1.21,101,59,-43.16,10,自連買
8	,1476.TW,儒鴻,492.5,1.23,1098,494.5,2.6,9,自連買
9	,5522.TW,遠雄,58.5,0.34,1205,66.5,-2.06,9,自連買
10	,1457.TW,宜進,18.7,-0.53,210,19.55,1.36,8,自連買
11	,1303.TW,南亞,70.3,-1.54,4616,84.5,-8.27,7,自連買
12	,1402.TW,遠東新,31.55,-4.39,10632,30.7,7.86,7,自連買
13	,2454.TW,聯發科,660,-0.15,2431,898,-19.19,7,自連買
14	,2545.TW,皇翔,40.2,-0.12,93,57.3,-20.52,7,自連買
15	,2850.TW,新產,48.8,0.21,121,54.9,-5.44,7,自連買
16	,3673.TW,TPK-KY,29.7,-0.34,398,34,-8.67,7,自連買
17	,4438.TW,廣越,119.5,-1.24,47,115.5,6.94,7,自連買
18	,4904.TW,遠傳,65.7,-0.3,2525,81,-15.59,7,自連買
19	,5269.TW,祥碩,717,0.14,564,1385,-46.79,7,自連買
20	,5434.TW,崇越,167.5,0.9,197,167,5.91,7,自連買
21	,6568.TW,宏觀,168,1.51,418,189.5,-7.64,7,自連買
22	,8131.TW,福懋科,38.4,-0.78,269,41.35,-0.65,7,自連買
23	,2102.TW,泰豐,20.45,-1.21,355,23.85,-14.26,5,自連買
24	,3138.TW,耀登,131.5,-1.13,169,154.5,-12.8,5,自連買
25	,3152.TW,璟德,179.5,-0.28,16,242,-22.32,5,自連買
26	,4707.TW,磐亞,11.85,-0.42,167,12.85,0.25,5,自連買
27	,4739.TW,康普,94.9,-1.15,795,135.5,-28.23,5,自連買
28	,6191.TW,精成科,27.6,-1.08,433,34.1,-13.83,5,自連買
29	,6488.TW,環球晶,435.5,-2.57,2065,626,-29.13,5,自連買
30	,6515.TW,穎崴,404,-1.46,559,409.5,1.74,5,自連買
31	,6706.TW,惠特,89.3,1.59,265,162,-40.12,5,自連買
