符合條件商品
資料日期：2022年 10月  4日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:10 符合檔數(49)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,53.2,0,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,22.15,24.6,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,20,自連買
4	,3036.TW,文曄,62.7,-0.95,1327,60.8,3.13,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,58.1,4.48,20,自連買
6	,2357.TW,華碩,271,-1.63,1392,240,12.92,18,自連買
7	,1102.TW,亞泥,41.55,0.24,6062,39.4,5.46,13,自連買
8	,2356.TW,英業達,26,0.19,6530,23.05,12.8,13,自連買
9	,2385.TW,群光,87.2,0.11,1118,81.2,7.39,13,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,50.6,-4.74,13,自連買
11	,2454.TW,聯發科,660,-0.15,2431,573,15.18,13,自連買
12	,3044.TW,健鼎,96,1.59,1391,94.3,1.8,13,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,27.1,10.33,13,自連買
14	,4938.TW,和碩,64.2,0.31,3317,59.1,8.63,13,自連買
15	,1312.TW,國喬,18.95,1.07,4063,17.75,6.76,12,自連買
16	,2002.TW,中鋼,30.7,0.16,37216,27.2,12.87,12,自連買
17	,2301.TW,光寶科,64,-0.47,4678,65.4,-2.14,12,自連買
18	,2347.TW,聯強,61,-0.81,2957,54.3,12.34,12,自連買
19	,2382.TW,廣達,71.2,-0.97,4354,76.2,-6.56,12,自連買
20	,2449.TW,京元電子,36.4,-1.75,4505,31.3,16.29,12,自連買
21	,2903.TW,遠百,21.6,0.47,1990,19.15,12.79,12,自連買
22	,3034.TW,聯詠,301.5,-0.17,3163,228,32.24,12,自連買
23	,6176.TW,瑞儀,106,0.47,1064,98,8.16,12,自連買
24	,3702.TW,大聯大,47.8,-0.52,2583,47,1.7,11,自連買
25	,1101.TW,台泥,34.05,-1.16,23484,33.85,0.59,8,自連買
26	,2303.TW,聯電,41.95,-2.1,34060,37.7,11.27,8,自連買
27	,2377.TW,微星,119.5,1.7,2513,110,8.64,8,自連買
28	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.55,0.7,8,自連買
29	,1802.TW,台玻,21.2,0.24,12096,18.85,12.47,7,自連買
30	,2345.TW,智邦,237.5,-6.5,4085,283,-16.08,7,自連買
31	,2609.TW,陽明,67.3,-1.03,57425,63.8,5.49,7,自連買
32	,2845.TW,遠東銀,11.1,-0.89,1864,10.8,2.78,7,自連買
33	,2886.TW,兆豐金,30.55,-0.97,8425,30.7,-0.49,7,自連買
34	,1301.TW,台塑,86.8,-0.46,6046,87.8,-1.14,6,自連買
35	,2207.TW,和泰車,592,-0.67,113,571,3.68,6,自連買
36	,2636.TW,台驊投控,76.3,-0.91,1346,67.5,13.04,6,自連買
37	,8044.TW,網家,53.2,0.95,575,48.55,9.58,6,自連買
38	,1326.TW,台化,69.4,-0.72,1689,68.8,0.87,5,自連買
39	,2103.TW,台橡,26.95,-1.1,635,26.45,1.89,5,自連買
40	,2610.TW,華航,19,-1.55,26392,19.75,-3.8,5,自連買
41	,2890.TW,永豐金,16.7,-4.84,27291,16.95,-1.47,5,自連買
42	,2892.TW,第一金,26.3,-0.38,6392,25.55,2.94,5,自連買
43	,4168.TW,醣聯,32.05,-0.31,1372,33.05,-3.03,5,自連買
44	,4770.TW,上品,300.5,-4.6,1157,343,-12.39,5,自連買
45	,5269.TW,祥碩,717,0.14,564,704,1.85,5,自連買
46	,6153.TW,嘉聯益,23.85,-2.05,2220,28.6,-16.61,5,自連買
47	,6220.TW,岳豐,25.85,0.78,423,29.65,-12.82,5,自連買
48	,8155.TW,博智,108,-1.37,385,98.5,9.64,5,自連買
49	,9946.TW,三發地產,12.2,0,9,12.15,0.41,5,自連買
