符合條件商品
資料日期：2022年  9月 30日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/30),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:10 符合檔數(41)
1	,2006.TW,東和鋼鐵,53.2,0.95,1881,49.45,7.58,20,自連買
2	,2014.TW,中鴻,27.6,1.1,53751,21.15,30.5,20,自連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,20,自連買
4	,3036.TW,文曄,62.7,-0.95,1327,58.8,6.63,20,自連買
5	,5522.TW,遠雄,58.5,0.34,1205,57.5,5.56,20,自連買
6	,2357.TW,華碩,271,-1.63,1392,234,15.81,16,自連買
7	,1102.TW,亞泥,41.55,0.24,6062,39.4,5.46,11,自連買
8	,2356.TW,英業達,26,0.19,6530,22.9,13.54,11,自連買
9	,2385.TW,群光,87.2,0.11,1118,82.4,5.83,11,自連買
10	,2441.TW,超豐,48.2,-2.33,4006,49.25,-2.13,11,自連買
11	,2454.TW,聯發科,660,-0.15,2431,551,19.78,11,自連買
12	,3044.TW,健鼎,96,1.59,1391,93.4,2.78,11,自連買
13	,3231.TW,緯創,29.9,-0.83,12268,26.55,12.62,11,自連買
14	,4938.TW,和碩,64.2,0.31,3317,58.5,9.74,11,自連買
15	,1312.TW,國喬,18.95,1.07,4063,17.5,8.29,10,自連買
16	,2002.TW,中鋼,30.7,0.16,37216,26.7,14.98,10,自連買
17	,2301.TW,光寶科,64,-0.47,4678,63.8,0.31,10,自連買
18	,2347.TW,聯強,61,-0.81,2957,52.8,15.53,10,自連買
19	,2376.TW,技嘉,106.5,1.43,5227,88.3,20.61,10,自連買
20	,2382.TW,廣達,71.2,-0.97,4354,77,-7.53,10,自連買
21	,2449.TW,京元電子,36.4,-1.75,4505,30.8,18.18,10,自連買
22	,2903.TW,遠百,21.6,0.47,1990,19.5,10.77,10,自連買
23	,3034.TW,聯詠,301.5,-0.17,3163,219,37.67,10,自連買
24	,6176.TW,瑞儀,106,0.47,1064,100.5,5.47,10,自連買
25	,3702.TW,大聯大,47.8,-0.52,2583,46.45,2.91,9,自連買
26	,2474.TW,可成,169,-1.74,2651,172.5,-2.03,7,自連買
27	,1101.TW,台泥,34.05,-1.16,23484,33.8,0.74,6,自連買
28	,2303.TW,聯電,41.95,-2.1,34060,35.75,17.34,6,自連買
29	,2330.TW,台積電,455,-2.78,26724,422,8.44,6,自連買
30	,2377.TW,微星,119.5,1.7,2513,107.5,11.16,6,自連買
31	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.5,0.88,6,自連買
32	,1409.TW,新纖,17.9,0.28,1722,16.65,7.51,5,自連買
33	,1802.TW,台玻,21.2,0.24,12096,17.45,21.49,5,自連買
34	,2345.TW,智邦,237.5,-6.5,4085,272.5,-12.84,5,自連買
35	,2371.TW,大同,33.7,0,4072,31.8,5.97,5,自連買
36	,2609.TW,陽明,67.3,-1.03,57425,61.5,9.43,5,自連買
37	,2801.TW,彰銀,17.25,-0.29,2566,17.15,0.58,5,自連買
38	,2845.TW,遠東銀,11.1,-0.89,1864,11.1,0,5,自連買
39	,2886.TW,兆豐金,30.55,-0.97,8425,31.15,-1.93,5,自連買
40	,2905.TW,三商,15.05,-0.66,352,14.5,3.79,5,自連買
41	,8131.TW,福懋科,38.4,-0.78,269,37,3.78,5,自連買
