符合條件商品
資料日期：2021年 12月 24日
策略,	00主力買進股
序號,	代碼,	商品,	成交,	漲幅%,	總量,	主力買進比
執行時間：2021-12-27 09:22 符合檔數(534)
481	,6443.TW,元晶,40.7,-2.16,22952,0.57
482	,8097.TW,常珵,31.55,-2.77,365,0.57
483	,6271.TW,同欣電,293.5,-0.17,1853,0.57
484	,6120.TW,達運,14.1,-1.74,5240,0.57
485	,5478.TW,智冠,97,-0.61,715,0.57
486	,3419.TW,譁裕,25.6,-1.73,3095,0.57
487	,2929.TW,淘帝-KY,12.35,-3.52,551,0.56
488	,2314.TW,台揚,73.4,-1.21,1776,0.56
489	,2028.TW,威致,44.2,-1.56,1977,0.56
490	,3003.TW,健和興,93,-2.21,2377,0.56
491	,2312.TW,金寶,16.2,-3.28,147762,0.55
492	,9933.TW,中鼎,37,-0.13,890,0.55
493	,5309.TW,系統電,39.95,-2.92,3673,0.55
494	,6265.TW,方土昶,17.8,-0.56,2349,0.54
495	,2023.TW,燁輝,25.4,-1.36,10388,0.54
496	,2890.TW,永豐金,15.95,-0.31,6813,0.54
497	,3057.TW,喬鼎,15.1,-1.31,703,0.54
498	,6494.TW,九齊,155.5,-1.58,517,0.54
499	,2889.TW,國票金,15.85,0,2532,0.53
500	,3591.TW,艾笛森,23.55,-0.21,718,0.53
501	,2009.TW,第一銅,43.75,-1.46,1582,0.53
502	,2419.TW,仲琦,23.7,-0.63,1144,0.53
503	,5251.TW,天鉞電,19.2,-9.86,3905,0.53
504	,2108.TW,南帝,84.6,-1.74,3551,0.52
505	,5344.TW,立衛,37.85,9.87,1501,0.52
506	,4123.TW,晟德,61,-2.56,2792,0.52
507	,3552.TW,同致,176.5,-2.22,1585,0.52
508	,2358.TW,廷鑫,22.95,-1.5,2346,0.51
509	,3374.TW,精材,137.5,-0.72,610,0.51
510	,4934.TW,太極,34.15,-1.87,2114,0.5
511	,1795.TW,美時,96.2,-1.54,2408,0.5
512	,2481.TW,強茂,107.5,-3.59,21046,0.5
513	,3605.TW,宏致,49.7,-2.36,5034,0.49
514	,1611.TW,中電,21.35,-3.39,20676,0.48
515	,3062.TW,建漢,30.7,-1.44,13206,0.48
516	,2375.TW,凱美,97.6,-1.11,2141,0.46
517	,9958.TW,世紀鋼,110.5,-0.9,1752,0.45
518	,6016.TW,康和證,14.05,-0.35,956,0.45
519	,6196.TW,帆宣,158.5,-4.52,8899,0.44
520	,2022.TW,聚亨,14.15,-1.05,2547,0.44
521	,2542.TW,興富發,46.2,0.33,3974,0.44
522	,2332.TW,友訊,18.6,-2.11,2705,0.43
523	,2485.TW,兆赫,21.4,-0.7,1638,0.43
524	,1708.TW,東鹼,33,-1.05,2136,0.43
525	,2352.TW,佳世達,30.05,0,1927,0.43
526	,6202.TW,盛群,107.5,-0.46,747,0.41
527	,2444.TW,兆勁,14.55,-2.02,1124,0.39
528	,6164.TW,華興,16.1,-2.42,2508,0.38
529	,3006.TW,晶豪科,165.5,-2.07,7573,0.36
530	,1722.TW,台肥,68.7,-0.58,1961,0.34
531	,5388.TW,中磊,68.4,-1.87,1779,0.34
532	,2880.TW,華南金,20.95,0,7113,0.31
533	,5488.TW,松普,9.85,-2.48,1272,0.31
534	,6118.TW,建達,44.6,0.9,1249,0.31
