符合條件商品
資料日期：2022年  7月 27日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/27),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:22 符合檔數(19)
1	,2385.TW,群光,87.2,0.11,1118,77.9,11.94,20,自連買
2	,3231.TW,緯創,29.9,-0.83,12268,26,15,20,自連買
3	,2357.TW,華碩,271,-1.63,1392,322.5,-3.23,15,自連買
4	,2324.TW,仁寶,22.95,0.44,9576,22.95,0,9,自連買
5	,2356.TW,英業達,26,0.19,6530,23.4,11.11,9,自連買
6	,2006.TW,東和鋼鐵,53.2,0.95,1881,51.3,3.7,8,自連買
7	,2884.TW,玉山金,24.1,-1.03,10272,29.35,-10.31,8,自連買
8	,4938.TW,和碩,64.2,0.31,3317,61.6,4.22,8,自連買
9	,2605.TW,新興,20.65,-3.5,6563,23.7,-12.87,7,自連買
10	,4746.TW,台耀,73.1,-2.79,13002,46.7,56.53,7,自連買
11	,1216.TW,統一,65.9,0,2803,70.4,-2.56,6,自連買
12	,2888.TW,新光金,8.75,-0.57,13386,8.42,3.92,6,自連買
13	,3036.TW,文曄,62.7,-0.95,1327,68.7,-8.73,6,自連買
14	,5522.TW,遠雄,58.5,0.34,1205,62.2,-2.42,6,自連買
15	,1102.TW,亞泥,41.55,0.24,6062,44.45,1.22,5,自連買
16	,1802.TW,台玻,21.2,0.24,12096,17.55,20.8,5,自連買
17	,4162.TW,智擎,118.5,-2.07,10092,98.2,24.51,5,自連買
18	,4726.TW,永昕,38.2,1.06,530,40.4,-5.45,5,自連買
19	,6477.TW,安集,45.15,0.22,708,54,-16.39,5,自連買
