符合條件商品
資料日期：2022年  6月  9日
策略,	007自營商5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/09),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 13:59 符合檔數(38)
1	,1312.TW,國喬,18.95,1.07,4063,24.75,-15.21,20,自連買
2	,4938.TW,和碩,64.2,0.31,3317,69.4,0,20,自連買
3	,2357.TW,華碩,271,-1.63,1392,333,-6.28,19,自連買
4	,2317.TW,鴻海,101,0,15490,115.5,-8.04,14,自連買
5	,2891.TW,中信金,21.9,-1.13,23817,25.85,-10.5,14,自連買
6	,5522.TW,遠雄,58.5,0.34,1205,65.5,-0.56,13,自連買
7	,1457.TW,宜進,18.7,-0.53,210,19.8,0.11,12,自連買
8	,1303.TW,南亞,70.3,-1.54,4616,84.8,-8.59,11,自連買
9	,1402.TW,遠東新,31.55,-4.39,10632,31.4,5.45,11,自連買
10	,2454.TW,聯發科,660,-0.15,2431,924,-21.47,11,自連買
11	,2850.TW,新產,48.8,0.21,121,53.8,-3.52,11,自連買
12	,4904.TW,遠傳,65.7,-0.3,2525,81.2,-15.79,11,自連買
13	,8131.TW,福懋科,38.4,-0.78,269,41.35,-0.65,11,自連買
14	,4739.TW,康普,94.9,-1.15,795,145.5,-33.16,9,自連買
15	,2548.TW,華固,88,-0.34,174,95.1,0.59,8,自連買
16	,2065.TW,世豐,50.9,-0.2,24,46.7,12.19,7,自連買
17	,4167.TW,松瑞藥,26.55,1.53,84752,18.3,45.08,7,自連買
18	,6279.TW,胡連,149.5,-1.64,1303,130.5,18.21,7,自連買
19	,1454.TW,台富,12.85,-0.39,33,17.45,-23.47,6,自連買
20	,1532.TW,勤美,28.45,-0.52,120,32.7,-6.51,6,自連買
21	,2002.TW,中鋼,30.7,0.16,37216,34.5,-1.22,6,自連買
22	,2382.TW,廣達,71.2,-0.97,4354,80.6,-4.19,6,自連買
23	,2886.TW,兆豐金,30.55,-0.97,8425,37.15,-12.41,6,自連買
24	,3002.TW,歐格,11.4,-0.44,56,12.85,-11.28,6,自連買
25	,3008.TW,大立光,2140,0,324,1835,18.88,6,自連買
26	,3711.TW,日月光投控,93.8,-3.6,11870,105,-3.23,6,自連買
27	,4114.TW,健喬,51.6,-0.58,48399,27.95,106.57,6,自連買
28	,1102.TW,亞泥,41.55,0.24,6062,44.65,0.75,5,自連買
29	,1527.TW,鑽全,41.3,0.12,137,47.15,-7.34,5,自連買
30	,2301.TW,光寶科,64,-0.47,4678,63.1,3.71,5,自連買
31	,2356.TW,英業達,26,0.19,6530,25.75,7.22,5,自連買
32	,2441.TW,超豐,48.2,-2.33,4006,71.2,-26.69,5,自連買
33	,2753.TW,八方雲集,198,0,337,146,40.96,5,自連買
34	,2882.TW,國泰金,41.15,1.86,33982,54.8,-19.22,5,自連買
35	,2905.TW,三商,15.05,-0.66,352,19.75,-18.3,5,自連買
36	,3044.TW,健鼎,96,1.59,1391,117.5,-12.58,5,自連買
37	,3708.TW,上緯投控,94.6,-1.77,1112,129,-25.76,5,自連買
38	,6290.TW,良維,54,-0.18,323,59,-4.93,5,自連買
